context: 2:00 Work response:	2:00 Work
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichijou
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou response:	Ichioka
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichioka response:	Oosera
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichioka\Oosera response:	Imamura
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichijou\Ichioka\Oosera\Imamura response:	Hanoi
context: Ichijou\Ichijou\Ichijou\Ichijou\Ichioka\Oosera\Imamura\Hanoi response:	Bon
context: Ichijou\Ichijou\Ichijou\Ichioka\Oosera\Imamura\Hanoi\Bon response:	Kibou
context: Ichijou\Ichijou\Ichioka\Oosera\Imamura\Hanoi\Bon\Kibou response:	Shimozuru
context: Ichijou\Ichioka\Oosera\Imamura\Hanoi\Bon\Kibou\Shimozuru response:	Kira
context: Ichioka\Oosera\Imamura\Hanoi\Bon\Kibou\Shimozuru\Kira response:	Mukae
context: Oosera\Imamura\Hanoi\Bon\Kibou\Shimozuru\Kira\Mukae response:	Female Employment Rate
context: Imamura\Hanoi\Bon\Kibou\Shimozuru\Kira\Mukae\Female Employment Rate response:	Male Employment Rate
context: Hanoi\Bon\Kibou\Shimozuru\Kira\Mukae\Female Employment Rate\Male Employment Rate response:	Rate of Increase for Employment (Right Hand Scale)
context: Bon\Kibou\Shimozuru\Kira\Mukae\Female Employment Rate\Male Employment Rate\Rate of Increase for Employment (Right Hand Scale) response:	Females
context: Kibou\Shimozuru\Kira\Mukae\Female Employment Rate\Male Employment Rate\Rate of Increase for Employment (Right Hand Scale)\Females response:	Males
context: Shimozuru\Kira\Mukae\Female Employment Rate\Male Employment Rate\Rate of Increase for Employment (Right Hand Scale)\Females\Males response:	3,000 000 People
context: Kira\Mukae\Female Employment Rate\Male Employment Rate\Rate of Increase for Employment (Right Hand Scale)\Females\Males\3,000 000 People response:	Number of Births
context: Mukae\Female Employment Rate\Male Employment Rate\Rate of Increase for Employment (Right Hand Scale)\Females\Males\3,000 000 People\Number of Births response:	First Baby Boom 2,700,000
context: Female Employment Rate\Male Employment Rate\Rate of Increase for Employment (Right Hand Scale)\Females\Males\3,000 000 People\Number of Births\First Baby Boom 2,700,000 response:	Birth Rate
context: Male Employment Rate\Rate of Increase for Employment (Right Hand Scale)\Females\Males\3,000 000 People\Number of Births\First Baby Boom 2,700,000\Birth Rate response:	Total Fertility Rate
context: Rate of Increase for Employment (Right Hand Scale)\Females\Males\3,000 000 People\Number of Births\First Baby Boom 2,700,000\Birth Rate\Total Fertility Rate response:	Total Fertility Rate
