context: Ashirogi Muto response:	Ashirogi Muto
context: Well, I didn't call you so you could listen to me complain.\I don't want the same thing to happen to you two.\Please, don't go along with Miura-san, just do it in your own style!\I kinda feel sorry for Takahama-san.\It really is a pity.\Now I'm really glad we submitted that to the Monthly Award.\Now if Future Watch gets 9th place or above, it confirms serialization.\Suddenly our hurdle is a lot lower. response:	Above 9th...
context: I don't want the same thing to happen to you two.\Please, don't go along with Miura-san, just do it in your own style!\I kinda feel sorry for Takahama-san.\It really is a pity.\Now I'm really glad we submitted that to the Monthly Award.\Now if Future Watch gets 9th place or above, it confirms serialization.\Suddenly our hurdle is a lot lower.\Above 9th... response:	It's running in the same issue as a new series, so I want to get in the top 5.
context: Please, don't go along with Miura-san, just do it in your own style!\I kinda feel sorry for Takahama-san.\It really is a pity.\Now I'm really glad we submitted that to the Monthly Award.\Now if Future Watch gets 9th place or above, it confirms serialization.\Suddenly our hurdle is a lot lower.\Above 9th...\It's running in the same issue as a new series, so I want to get in the top 5. response:	You think it'll make it?
context: I kinda feel sorry for Takahama-san.\It really is a pity.\Now I'm really glad we submitted that to the Monthly Award.\Now if Future Watch gets 9th place or above, it confirms serialization.\Suddenly our hurdle is a lot lower.\Above 9th...\It's running in the same issue as a new series, so I want to get in the top 5.\You think it'll make it? response:	Yes, I do.
context: It really is a pity.\Now I'm really glad we submitted that to the Monthly Award.\Now if Future Watch gets 9th place or above, it confirms serialization.\Suddenly our hurdle is a lot lower.\Above 9th...\It's running in the same issue as a new series, so I want to get in the top 5.\You think it'll make it?\Yes, I do. response:	If Future Watch gets within the top 5,
context: Now I'm really glad we submitted that to the Monthly Award.\Now if Future Watch gets 9th place or above, it confirms serialization.\Suddenly our hurdle is a lot lower.\Above 9th...\It's running in the same issue as a new series, so I want to get in the top 5.\You think it'll make it?\Yes, I do.\If Future Watch gets within the top 5, response:	maybe Miura-san will give up on us doing humor.
context: Now if Future Watch gets 9th place or above, it confirms serialization.\Suddenly our hurdle is a lot lower.\Above 9th...\It's running in the same issue as a new series, so I want to get in the top 5.\You think it'll make it?\Yes, I do.\If Future Watch gets within the top 5,\maybe Miura-san will give up on us doing humor. response:	It's no good!
context: Suddenly our hurdle is a lot lower.\Above 9th...\It's running in the same issue as a new series, so I want to get in the top 5.\You think it'll make it?\Yes, I do.\If Future Watch gets within the top 5,\maybe Miura-san will give up on us doing humor.\It's no good! response:	There's no way he'll give up on it!
context: Above 9th...\It's running in the same issue as a new series, so I want to get in the top 5.\You think it'll make it?\Yes, I do.\If Future Watch gets within the top 5,\maybe Miura-san will give up on us doing humor.\It's no good!\There's no way he'll give up on it! response:	Now I'm starting to feel bad for Miura-san.
context: It's running in the same issue as a new series, so I want to get in the top 5.\You think it'll make it?\Yes, I do.\If Future Watch gets within the top 5,\maybe Miura-san will give up on us doing humor.\It's no good!\There's no way he'll give up on it!\Now I'm starting to feel bad for Miura-san. response:	Takagi, did you know?
context: You think it'll make it?\Yes, I do.\If Future Watch gets within the top 5,\maybe Miura-san will give up on us doing humor.\It's no good!\There's no way he'll give up on it!\Now I'm starting to feel bad for Miura-san.\Takagi, did you know? response:	Nope.
context: Yes, I do.\If Future Watch gets within the top 5,\maybe Miura-san will give up on us doing humor.\It's no good!\There's no way he'll give up on it!\Now I'm starting to feel bad for Miura-san.\Takagi, did you know?\Nope. response:	You don't say Nope there, you say About what?.
context: If Future Watch gets within the top 5,\maybe Miura-san will give up on us doing humor.\It's no good!\There's no way he'll give up on it!\Now I'm starting to feel bad for Miura-san.\Takagi, did you know?\Nope.\You don't say Nope there, you say About what?. response:	About what, then?
context: maybe Miura-san will give up on us doing humor.\It's no good!\There's no way he'll give up on it!\Now I'm starting to feel bad for Miura-san.\Takagi, did you know?\Nope.\You don't say Nope there, you say About what?.\About what, then? response:	That'll be the real deal for Future Watch.
context: It's no good!\There's no way he'll give up on it!\Now I'm starting to feel bad for Miura-san.\Takagi, did you know?\Nope.\You don't say Nope there, you say About what?.\About what, then?\That'll be the real deal for Future Watch. response:	Yeah.
context: There's no way he'll give up on it!\Now I'm starting to feel bad for Miura-san.\Takagi, did you know?\Nope.\You don't say Nope there, you say About what?.\About what, then?\That'll be the real deal for Future Watch.\Yeah. response:	Yes, this is Takagi.
context: Now I'm starting to feel bad for Miura-san.\Takagi, did you know?\Nope.\You don't say Nope there, you say About what?.\About what, then?\That'll be the real deal for Future Watch.\Yeah.\Yes, this is Takagi. response:	I got the real deal results.
context: Takagi, did you know?\Nope.\You don't say Nope there, you say About what?.\About what, then?\That'll be the real deal for Future Watch.\Yeah.\Yes, this is Takagi.\I got the real deal results. response:	Future Watch... got 9th.
context: Nope.\You don't say Nope there, you say About what?.\About what, then?\That'll be the real deal for Future Watch.\Yeah.\Yes, this is Takagi.\I got the real deal results.\Future Watch... got 9th. response:	Future Watch... got 9th.
context: You don't say Nope there, you say About what?.\About what, then?\That'll be the real deal for Future Watch.\Yeah.\Yes, this is Takagi.\I got the real deal results.\Future Watch... got 9th.\Future Watch... got 9th. response:	9th?
context: About what, then?\That'll be the real deal for Future Watch.\Yeah.\Yes, this is Takagi.\I got the real deal results.\Future Watch... got 9th.\Future Watch... got 9th.\9th? response:	We've just been pushed around ever since Miura-san became our editor, haven't we?
context: That'll be the real deal for Future Watch.\Yeah.\Yes, this is Takagi.\I got the real deal results.\Future Watch... got 9th.\Future Watch... got 9th.\9th?\We've just been pushed around ever since Miura-san became our editor, haven't we? response:	That Miura-san did it again.
context: Yeah.\Yes, this is Takagi.\I got the real deal results.\Future Watch... got 9th.\Future Watch... got 9th.\9th?\We've just been pushed around ever since Miura-san became our editor, haven't we?\That Miura-san did it again. response:	Next time on Bakuman, Experience and Data.
context: Yes, this is Takagi.\I got the real deal results.\Future Watch... got 9th.\Future Watch... got 9th.\9th?\We've just been pushed around ever since Miura-san became our editor, haven't we?\That Miura-san did it again.\Next time on Bakuman, Experience and Data. response:	Spinning your wheels just gets you further from your dreams.
