context: But listen to me. response:	Ever since you left Grand Ziming Palace
context: Your Highness.\I still do not understand.\You are of such a respectable status.\Why do you still waste your time waiting at Kunlun Mountain?\I do not understand either.\Your Highness, you clearly know\the one A-Yin likes the most is Mo Yuan.\Why must you still torment yourself. response:	I know Your Highness still minds that A-Yin is from the Celestial Tribe.
context: I still do not understand.\You are of such a respectable status.\Why do you still waste your time waiting at Kunlun Mountain?\I do not understand either.\Your Highness, you clearly know\the one A-Yin likes the most is Mo Yuan.\Why must you still torment yourself.\I know Your Highness still minds that A-Yin is from the Celestial Tribe. response:	I am not part of the Celestial Tribe.
context: You are of such a respectable status.\Why do you still waste your time waiting at Kunlun Mountain?\I do not understand either.\Your Highness, you clearly know\the one A-Yin likes the most is Mo Yuan.\Why must you still torment yourself.\I know Your Highness still minds that A-Yin is from the Celestial Tribe.\I am not part of the Celestial Tribe. response:	I am willing to follow Your Highness to the Ghost Realm.
context: Why do you still waste your time waiting at Kunlun Mountain?\I do not understand either.\Your Highness, you clearly know\the one A-Yin likes the most is Mo Yuan.\Why must you still torment yourself.\I know Your Highness still minds that A-Yin is from the Celestial Tribe.\I am not part of the Celestial Tribe.\I am willing to follow Your Highness to the Ghost Realm. response:	That is right.
context: I do not understand either.\Your Highness, you clearly know\the one A-Yin likes the most is Mo Yuan.\Why must you still torment yourself.\I know Your Highness still minds that A-Yin is from the Celestial Tribe.\I am not part of the Celestial Tribe.\I am willing to follow Your Highness to the Ghost Realm.\That is right. response:	You are correct.
context: Your Highness, you clearly know\the one A-Yin likes the most is Mo Yuan.\Why must you still torment yourself.\I know Your Highness still minds that A-Yin is from the Celestial Tribe.\I am not part of the Celestial Tribe.\I am willing to follow Your Highness to the Ghost Realm.\That is right.\You are correct. response:	Nothing will come out of a relationship between
context: the one A-Yin likes the most is Mo Yuan.\Why must you still torment yourself.\I know Your Highness still minds that A-Yin is from the Celestial Tribe.\I am not part of the Celestial Tribe.\I am willing to follow Your Highness to the Ghost Realm.\That is right.\You are correct.\Nothing will come out of a relationship between response:	one of the Ghost Tribe and one of the Celestial Tribe.
context: Why must you still torment yourself.\I know Your Highness still minds that A-Yin is from the Celestial Tribe.\I am not part of the Celestial Tribe.\I am willing to follow Your Highness to the Ghost Realm.\That is right.\You are correct.\Nothing will come out of a relationship between\one of the Ghost Tribe and one of the Celestial Tribe. response:	Master has been in seclusion for so long.
context: I know Your Highness still minds that A-Yin is from the Celestial Tribe.\I am not part of the Celestial Tribe.\I am willing to follow Your Highness to the Ghost Realm.\That is right.\You are correct.\Nothing will come out of a relationship between\one of the Ghost Tribe and one of the Celestial Tribe.\Master has been in seclusion for so long. response:	I wonder when he will come out.
context: I am not part of the Celestial Tribe.\I am willing to follow Your Highness to the Ghost Realm.\That is right.\You are correct.\Nothing will come out of a relationship between\one of the Ghost Tribe and one of the Celestial Tribe.\Master has been in seclusion for so long.\I wonder when he will come out. response:	Fourth Brother, after much thought
context: I am willing to follow Your Highness to the Ghost Realm.\That is right.\You are correct.\Nothing will come out of a relationship between\one of the Ghost Tribe and one of the Celestial Tribe.\Master has been in seclusion for so long.\I wonder when he will come out.\Fourth Brother, after much thought response:	there is something I want to tell you.
context: That is right.\You are correct.\Nothing will come out of a relationship between\one of the Ghost Tribe and one of the Celestial Tribe.\Master has been in seclusion for so long.\I wonder when he will come out.\Fourth Brother, after much thought\there is something I want to tell you. response:	The Ghost Realm's second prince and I met by chance
context: You are correct.\Nothing will come out of a relationship between\one of the Ghost Tribe and one of the Celestial Tribe.\Master has been in seclusion for so long.\I wonder when he will come out.\Fourth Brother, after much thought\there is something I want to tell you.\The Ghost Realm's second prince and I met by chance response:	and have become well acquainted and have mutual affection for each other.
context: Nothing will come out of a relationship between\one of the Ghost Tribe and one of the Celestial Tribe.\Master has been in seclusion for so long.\I wonder when he will come out.\Fourth Brother, after much thought\there is something I want to tell you.\The Ghost Realm's second prince and I met by chance\and have become well acquainted and have mutual affection for each other. response:	He and I have not broken any rules, but I have already set my mind on him.
context: one of the Ghost Tribe and one of the Celestial Tribe.\Master has been in seclusion for so long.\I wonder when he will come out.\Fourth Brother, after much thought\there is something I want to tell you.\The Ghost Realm's second prince and I met by chance\and have become well acquainted and have mutual affection for each other.\He and I have not broken any rules, but I have already set my mind on him. response:	But now that resentment grows between Ghost Tribe and Celestial Tribe
context: Master has been in seclusion for so long.\I wonder when he will come out.\Fourth Brother, after much thought\there is something I want to tell you.\The Ghost Realm's second prince and I met by chance\and have become well acquainted and have mutual affection for each other.\He and I have not broken any rules, but I have already set my mind on him.\But now that resentment grows between Ghost Tribe and Celestial Tribe response:	I'm afraid the Ghost Lord will eventually wage war on the Celestial Tribe.
context: I wonder when he will come out.\Fourth Brother, after much thought\there is something I want to tell you.\The Ghost Realm's second prince and I met by chance\and have become well acquainted and have mutual affection for each other.\He and I have not broken any rules, but I have already set my mind on him.\But now that resentment grows between Ghost Tribe and Celestial Tribe\I'm afraid the Ghost Lord will eventually wage war on the Celestial Tribe. response:	He and I...
context: Fourth Brother, after much thought\there is something I want to tell you.\The Ghost Realm's second prince and I met by chance\and have become well acquainted and have mutual affection for each other.\He and I have not broken any rules, but I have already set my mind on him.\But now that resentment grows between Ghost Tribe and Celestial Tribe\I'm afraid the Ghost Lord will eventually wage war on the Celestial Tribe.\He and I... response:	- Seventeenth. - Senior.
context: there is something I want to tell you.\The Ghost Realm's second prince and I met by chance\and have become well acquainted and have mutual affection for each other.\He and I have not broken any rules, but I have already set my mind on him.\But now that resentment grows between Ghost Tribe and Celestial Tribe\I'm afraid the Ghost Lord will eventually wage war on the Celestial Tribe.\He and I...\- Seventeenth. - Senior. response:	In my fight with Li Jing last time, you had blamed me for injuring him.
