context: OZ is a virtual world that can be enjoyed response:	by people from all over the world.
context: let's all have lunch together.\Ryouhei, you can do it!\Yumi-san, come!\But I'm still watching!\Grandma, I'm home.\It's going for a nuclear power plant?\That's horrible!\Yeah, this is an emergency. response:	Can we sit around and eat like this?
context: Ryouhei, you can do it!\Yumi-san, come!\But I'm still watching!\Grandma, I'm home.\It's going for a nuclear power plant?\That's horrible!\Yeah, this is an emergency.\Can we sit around and eat like this? response:	It was part of her will.
context: Yumi-san, come!\But I'm still watching!\Grandma, I'm home.\It's going for a nuclear power plant?\That's horrible!\Yeah, this is an emergency.\Can we sit around and eat like this?\It was part of her will. response:	It's really strong, right?
context: But I'm still watching!\Grandma, I'm home.\It's going for a nuclear power plant?\That's horrible!\Yeah, this is an emergency.\Can we sit around and eat like this?\It was part of her will.\It's really strong, right? response:	In summer of 1615, at the battle of Osaka,
context: Grandma, I'm home.\It's going for a nuclear power plant?\That's horrible!\Yeah, this is an emergency.\Can we sit around and eat like this?\It was part of her will.\It's really strong, right?\In summer of 1615, at the battle of Osaka, response:	we fought against Tokugawa's vast army of 15,000.
context: It's going for a nuclear power plant?\That's horrible!\Yeah, this is an emergency.\Can we sit around and eat like this?\It was part of her will.\It's really strong, right?\In summer of 1615, at the battle of Osaka,\we fought against Tokugawa's vast army of 15,000. response:	But we lost!
context: That's horrible!\Yeah, this is an emergency.\Can we sit around and eat like this?\It was part of her will.\It's really strong, right?\In summer of 1615, at the battle of Osaka,\we fought against Tokugawa's vast army of 15,000.\But we lost! response:	We can't fight just because it looks like we'll win
context: Yeah, this is an emergency.\Can we sit around and eat like this?\It was part of her will.\It's really strong, right?\In summer of 1615, at the battle of Osaka,\we fought against Tokugawa's vast army of 15,000.\But we lost!\We can't fight just because it looks like we'll win response:	and run just because it looks like we'll lose.
context: Can we sit around and eat like this?\It was part of her will.\It's really strong, right?\In summer of 1615, at the battle of Osaka,\we fought against Tokugawa's vast army of 15,000.\But we lost!\We can't fight just because it looks like we'll win\and run just because it looks like we'll lose. response:	We've fought through losing wars before.
context: It was part of her will.\It's really strong, right?\In summer of 1615, at the battle of Osaka,\we fought against Tokugawa's vast army of 15,000.\But we lost!\We can't fight just because it looks like we'll win\and run just because it looks like we'll lose.\We've fought through losing wars before. response:	Every time.
context: It's really strong, right?\In summer of 1615, at the battle of Osaka,\we fought against Tokugawa's vast army of 15,000.\But we lost!\We can't fight just because it looks like we'll win\and run just because it looks like we'll lose.\We've fought through losing wars before.\Every time. response:	Our family was so stupid!
context: In summer of 1615, at the battle of Osaka,\we fought against Tokugawa's vast army of 15,000.\But we lost!\We can't fight just because it looks like we'll win\and run just because it looks like we'll lose.\We've fought through losing wars before.\Every time.\Our family was so stupid! response:	Right, and we're the descendants of those people.
context: we fought against Tokugawa's vast army of 15,000.\But we lost!\We can't fight just because it looks like we'll win\and run just because it looks like we'll lose.\We've fought through losing wars before.\Every time.\Our family was so stupid!\Right, and we're the descendants of those people. response:	Yeah, and I'm one of those idiots, eh.
context: But we lost!\We can't fight just because it looks like we'll win\and run just because it looks like we'll lose.\We've fought through losing wars before.\Every time.\Our family was so stupid!\Right, and we're the descendants of those people.\Yeah, and I'm one of those idiots, eh. response:	Still, we've got some kind of plan, right?
context: We can't fight just because it looks like we'll win\and run just because it looks like we'll lose.\We've fought through losing wars before.\Every time.\Our family was so stupid!\Right, and we're the descendants of those people.\Yeah, and I'm one of those idiots, eh.\Still, we've got some kind of plan, right? response:	I'm going to try and dismantle him remotely.
context: and run just because it looks like we'll lose.\We've fought through losing wars before.\Every time.\Our family was so stupid!\Right, and we're the descendants of those people.\Yeah, and I'm one of those idiots, eh.\Still, we've got some kind of plan, right?\I'm going to try and dismantle him remotely. response:	I don't know whether or not I'll have the time.
context: We've fought through losing wars before.\Every time.\Our family was so stupid!\Right, and we're the descendants of those people.\Yeah, and I'm one of those idiots, eh.\Still, we've got some kind of plan, right?\I'm going to try and dismantle him remotely.\I don't know whether or not I'll have the time. response:	This all came about because of the stolen accounts.
context: Every time.\Our family was so stupid!\Right, and we're the descendants of those people.\Yeah, and I'm one of those idiots, eh.\Still, we've got some kind of plan, right?\I'm going to try and dismantle him remotely.\I don't know whether or not I'll have the time.\This all came about because of the stolen accounts. response:	We've got another plan that'll work in our favor.
context: Our family was so stupid!\Right, and we're the descendants of those people.\Yeah, and I'm one of those idiots, eh.\Still, we've got some kind of plan, right?\I'm going to try and dismantle him remotely.\I don't know whether or not I'll have the time.\This all came about because of the stolen accounts.\We've got another plan that'll work in our favor. response:	Work in our favor?
