context: Intro response:	Ashiya, you okay?
context: What the heck?\She's moving in a straight line, right through a bunch of buildings and stuff.\Suzuno, though. Not Emilia.\Where's she headed?\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office response:	Tokyo Government Office
context: She's moving in a straight line, right through a bunch of buildings and stuff.\Suzuno, though. Not Emilia.\Where's she headed?\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office response:	Tokyo Government Office
context: Suzuno, though. Not Emilia.\Where's she headed?\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office response:	Tokyo Government Office
context: Where's she headed?\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office response:	Tokyo Government Office
context: Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office response:	Tokyo Government Office
context: Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office response:	Tokyo Government Office
context: Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office response:	Tokyo Government Office
context: Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office response:	Tokyo Government Office
context: Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office response:	Tokyo Government Office
context: Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office response:	Tokyo Government Office
context: Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office response:	Tokyo Government Office
context: Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office response:	Tokyo Government Office
context: Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office response:	Tokyo Government Office
context: Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office response:	Tokyo Government Office
context: Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office response:	Tokyo Government Office
context: Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office response:	Tokyo Government Office
context: Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office response:	Tokyo Government Office
context: Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office response:	Tokyo Government Office
context: Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office response:	Tokyo Government Office
context: Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office response:	Tokyo Government Office
context: Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office response:	Tokyo Government Office
context: Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office response:	Tokyo Government Office
context: Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office response:	Tokyo Government Office
context: Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office response:	Tokyo Government Office
context: Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office response:	Tokyo Government Office
context: Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office response:	Tokyo Government Office
context: Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office response:	Tokyo Government Office
context: Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office response:	Tokyo Government Office
context: Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office response:	Tokyo Government Office
context: Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office response:	Tokyo Government Office
context: Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office response:	Tokyo Government Office
context: Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office response:	Tokyo Government Office
context: Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office response:	Tokyo Government Office
context: Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office response:	Tokyo Government Office
context: Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office\Tokyo Government Office response:	Tokyo Government Office
