context: Sign: Broadcasting Room response:	Sign: Cool guys only
context: Huh? What?\Never mind.\You guys are right.\Wow!\Taiga, it seems you really like this.\Yeah, it's really beautiful!\Taiga likes Kitamura.\Haven't I known that for a long time? response:	But why am I...
context: Never mind.\You guys are right.\Wow!\Taiga, it seems you really like this.\Yeah, it's really beautiful!\Taiga likes Kitamura.\Haven't I known that for a long time?\But why am I... response:	Hey, Takasu-kun.
context: You guys are right.\Wow!\Taiga, it seems you really like this.\Yeah, it's really beautiful!\Taiga likes Kitamura.\Haven't I known that for a long time?\But why am I...\Hey, Takasu-kun. response:	I don't understand.
context: Wow!\Taiga, it seems you really like this.\Yeah, it's really beautiful!\Taiga likes Kitamura.\Haven't I known that for a long time?\But why am I...\Hey, Takasu-kun.\I don't understand. response:	Hey!
context: Taiga, it seems you really like this.\Yeah, it's really beautiful!\Taiga likes Kitamura.\Haven't I known that for a long time?\But why am I...\Hey, Takasu-kun.\I don't understand.\Hey! response:	Takasu-kun, what do you think?
context: Yeah, it's really beautiful!\Taiga likes Kitamura.\Haven't I known that for a long time?\But why am I...\Hey, Takasu-kun.\I don't understand.\Hey!\Takasu-kun, what do you think? response:	Do you think it would be good for Taiga and Maruo to go out with each other?
context: Taiga likes Kitamura.\Haven't I known that for a long time?\But why am I...\Hey, Takasu-kun.\I don't understand.\Hey!\Takasu-kun, what do you think?\Do you think it would be good for Taiga and Maruo to go out with each other? response:	No, that's...
context: Haven't I known that for a long time?\But why am I...\Hey, Takasu-kun.\I don't understand.\Hey!\Takasu-kun, what do you think?\Do you think it would be good for Taiga and Maruo to go out with each other?\No, that's... response:	Actually, it'd be too sudden.
context: But why am I...\Hey, Takasu-kun.\I don't understand.\Hey!\Takasu-kun, what do you think?\Do you think it would be good for Taiga and Maruo to go out with each other?\No, that's...\Actually, it'd be too sudden. response:	Exactly! You agree, right?
context: Hey, Takasu-kun.\I don't understand.\Hey!\Takasu-kun, what do you think?\Do you think it would be good for Taiga and Maruo to go out with each other?\No, that's...\Actually, it'd be too sudden.\Exactly! You agree, right? response:	Even though everyone says it, it's not like that, right?
context: I don't understand.\Hey!\Takasu-kun, what do you think?\Do you think it would be good for Taiga and Maruo to go out with each other?\No, that's...\Actually, it'd be too sudden.\Exactly! You agree, right?\Even though everyone says it, it's not like that, right? response:	Wait a second.
context: Hey!\Takasu-kun, what do you think?\Do you think it would be good for Taiga and Maruo to go out with each other?\No, that's...\Actually, it'd be too sudden.\Exactly! You agree, right?\Even though everyone says it, it's not like that, right?\Wait a second. response:	What do you mean by everyone?
context: Takasu-kun, what do you think?\Do you think it would be good for Taiga and Maruo to go out with each other?\No, that's...\Actually, it'd be too sudden.\Exactly! You agree, right?\Even though everyone says it, it's not like that, right?\Wait a second.\What do you mean by everyone? response:	If Taiga goes out with Maruo,
context: Do you think it would be good for Taiga and Maruo to go out with each other?\No, that's...\Actually, it'd be too sudden.\Exactly! You agree, right?\Even though everyone says it, it's not like that, right?\Wait a second.\What do you mean by everyone?\If Taiga goes out with Maruo, response:	you don't think it'll be interesting, right?
context: No, that's...\Actually, it'd be too sudden.\Exactly! You agree, right?\Even though everyone says it, it's not like that, right?\Wait a second.\What do you mean by everyone?\If Taiga goes out with Maruo,\you don't think it'll be interesting, right? response:	Huh?
context: Actually, it'd be too sudden.\Exactly! You agree, right?\Even though everyone says it, it's not like that, right?\Wait a second.\What do you mean by everyone?\If Taiga goes out with Maruo,\you don't think it'll be interesting, right?\Huh? response:	Everyone says you're gentle, and you love to care for others,
context: Exactly! You agree, right?\Even though everyone says it, it's not like that, right?\Wait a second.\What do you mean by everyone?\If Taiga goes out with Maruo,\you don't think it'll be interesting, right?\Huh?\Everyone says you're gentle, and you love to care for others, response:	Wai -
context: Even though everyone says it, it's not like that, right?\Wait a second.\What do you mean by everyone?\If Taiga goes out with Maruo,\you don't think it'll be interesting, right?\Huh?\Everyone says you're gentle, and you love to care for others,\Wai - response:	but you actually like Taiga, right?
context: Wait a second.\What do you mean by everyone?\If Taiga goes out with Maruo,\you don't think it'll be interesting, right?\Huh?\Everyone says you're gentle, and you love to care for others,\Wai -\but you actually like Taiga, right? response:	I'll support you, I swear!
context: What do you mean by everyone?\If Taiga goes out with Maruo,\you don't think it'll be interesting, right?\Huh?\Everyone says you're gentle, and you love to care for others,\Wai -\but you actually like Taiga, right?\I'll support you, I swear! response:	Don't tell me you like Kitamu -
context: If Taiga goes out with Maruo,\you don't think it'll be interesting, right?\Huh?\Everyone says you're gentle, and you love to care for others,\Wai -\but you actually like Taiga, right?\I'll support you, I swear!\Don't tell me you like Kitamu - response:	Hey, Kihara!
context: you don't think it'll be interesting, right?\Huh?\Everyone says you're gentle, and you love to care for others,\Wai -\but you actually like Taiga, right?\I'll support you, I swear!\Don't tell me you like Kitamu -\Hey, Kihara! response:	Hurry up.
context: Huh?\Everyone says you're gentle, and you love to care for others,\Wai -\but you actually like Taiga, right?\I'll support you, I swear!\Don't tell me you like Kitamu -\Hey, Kihara!\Hurry up. response:	Coming!
context: Everyone says you're gentle, and you love to care for others,\Wai -\but you actually like Taiga, right?\I'll support you, I swear!\Don't tell me you like Kitamu -\Hey, Kihara!\Hurry up.\Coming! response:	Takasu-kun, don't give up!
context: Wai -\but you actually like Taiga, right?\I'll support you, I swear!\Don't tell me you like Kitamu -\Hey, Kihara!\Hurry up.\Coming!\Takasu-kun, don't give up! response:	Come on!
context: but you actually like Taiga, right?\I'll support you, I swear!\Don't tell me you like Kitamu -\Hey, Kihara!\Hurry up.\Coming!\Takasu-kun, don't give up!\Come on! response:	Stop annoying me!
context: I'll support you, I swear!\Don't tell me you like Kitamu -\Hey, Kihara!\Hurry up.\Coming!\Takasu-kun, don't give up!\Come on!\Stop annoying me! response:	I said I'm coming!
context: Don't tell me you like Kitamu -\Hey, Kihara!\Hurry up.\Coming!\Takasu-kun, don't give up!\Come on!\Stop annoying me!\I said I'm coming! response:	This is some super confusing Guns N' Roses.
context: Hey, Kihara!\Hurry up.\Coming!\Takasu-kun, don't give up!\Come on!\Stop annoying me!\I said I'm coming!\This is some super confusing Guns N' Roses. response:	It'll definitely be interesting!
context: Hurry up.\Coming!\Takasu-kun, don't give up!\Come on!\Stop annoying me!\I said I'm coming!\This is some super confusing Guns N' Roses.\It'll definitely be interesting! response:	It'll get your spirits up!
context: Coming!\Takasu-kun, don't give up!\Come on!\Stop annoying me!\I said I'm coming!\This is some super confusing Guns N' Roses.\It'll definitely be interesting!\It'll get your spirits up! response:	That's why you have to come to the party, Kushieda.
context: Takasu-kun, don't give up!\Come on!\Stop annoying me!\I said I'm coming!\This is some super confusing Guns N' Roses.\It'll definitely be interesting!\It'll get your spirits up!\That's why you have to come to the party, Kushieda. response:	I can't be my usual self anymore.
context: Come on!\Stop annoying me!\I said I'm coming!\This is some super confusing Guns N' Roses.\It'll definitely be interesting!\It'll get your spirits up!\That's why you have to come to the party, Kushieda.\I can't be my usual self anymore. response:	Yes, surely...
context: Stop annoying me!\I said I'm coming!\This is some super confusing Guns N' Roses.\It'll definitely be interesting!\It'll get your spirits up!\That's why you have to come to the party, Kushieda.\I can't be my usual self anymore.\Yes, surely... response:	Probably...
