context: Your Highness. response:	- Is Fifth Sister here? - Aunt?
context: I said I'm not selling it.\- Miss, look. - You!\Miss, why did you steal my fan while I was making talismans?\Who stole your fan? Give it back-\You!\I was selling talismans outside just now.\You came to join the crowd and stole my fan while I was unawares.\I found this fan. response:	- You- - Everybody, look!
context: - Miss, look. - You!\Miss, why did you steal my fan while I was making talismans?\Who stole your fan? Give it back-\You!\I was selling talismans outside just now.\You came to join the crowd and stole my fan while I was unawares.\I found this fan.\- You- - Everybody, look! response:	Come, come.
context: Miss, why did you steal my fan while I was making talismans?\Who stole your fan? Give it back-\You!\I was selling talismans outside just now.\You came to join the crowd and stole my fan while I was unawares.\I found this fan.\- You- - Everybody, look!\Come, come. response:	Miss, since you are so stubborn
context: Who stole your fan? Give it back-\You!\I was selling talismans outside just now.\You came to join the crowd and stole my fan while I was unawares.\I found this fan.\- You- - Everybody, look!\Come, come.\Miss, since you are so stubborn response:	why don't we have someone else bear witness
context: You!\I was selling talismans outside just now.\You came to join the crowd and stole my fan while I was unawares.\I found this fan.\- You- - Everybody, look!\Come, come.\Miss, since you are so stubborn\why don't we have someone else bear witness response:	and see who this fan really belongs to?
context: I was selling talismans outside just now.\You came to join the crowd and stole my fan while I was unawares.\I found this fan.\- You- - Everybody, look!\Come, come.\Miss, since you are so stubborn\why don't we have someone else bear witness\and see who this fan really belongs to? response:	The fan originally belongs to me.
context: You came to join the crowd and stole my fan while I was unawares.\I found this fan.\- You- - Everybody, look!\Come, come.\Miss, since you are so stubborn\why don't we have someone else bear witness\and see who this fan really belongs to?\The fan originally belongs to me. response:	Why should I need someone else to make the judgment?
context: I found this fan.\- You- - Everybody, look!\Come, come.\Miss, since you are so stubborn\why don't we have someone else bear witness\and see who this fan really belongs to?\The fan originally belongs to me.\Why should I need someone else to make the judgment? response:	If this fan really does belong to you
context: - You- - Everybody, look!\Come, come.\Miss, since you are so stubborn\why don't we have someone else bear witness\and see who this fan really belongs to?\The fan originally belongs to me.\Why should I need someone else to make the judgment?\If this fan really does belong to you response:	then do you know what is drawn on this fan
context: Come, come.\Miss, since you are so stubborn\why don't we have someone else bear witness\and see who this fan really belongs to?\The fan originally belongs to me.\Why should I need someone else to make the judgment?\If this fan really does belong to you\then do you know what is drawn on this fan response:	and who had inscribed the words on it?
context: Miss, since you are so stubborn\why don't we have someone else bear witness\and see who this fan really belongs to?\The fan originally belongs to me.\Why should I need someone else to make the judgment?\If this fan really does belong to you\then do you know what is drawn on this fan\and who had inscribed the words on it? response:	Yes, that is reasonable.
context: why don't we have someone else bear witness\and see who this fan really belongs to?\The fan originally belongs to me.\Why should I need someone else to make the judgment?\If this fan really does belong to you\then do you know what is drawn on this fan\and who had inscribed the words on it?\Yes, that is reasonable. response:	I did not take a close look at it before.
context: and see who this fan really belongs to?\The fan originally belongs to me.\Why should I need someone else to make the judgment?\If this fan really does belong to you\then do you know what is drawn on this fan\and who had inscribed the words on it?\Yes, that is reasonable.\I did not take a close look at it before. response:	Of course you don't know.
context: The fan originally belongs to me.\Why should I need someone else to make the judgment?\If this fan really does belong to you\then do you know what is drawn on this fan\and who had inscribed the words on it?\Yes, that is reasonable.\I did not take a close look at it before.\Of course you don't know. response:	Even if you did know, you wouldn't know the history of this fan.
context: Why should I need someone else to make the judgment?\If this fan really does belong to you\then do you know what is drawn on this fan\and who had inscribed the words on it?\Yes, that is reasonable.\I did not take a close look at it before.\Of course you don't know.\Even if you did know, you wouldn't know the history of this fan. response:	This was passed down from my ancestors.
context: If this fan really does belong to you\then do you know what is drawn on this fan\and who had inscribed the words on it?\Yes, that is reasonable.\I did not take a close look at it before.\Of course you don't know.\Even if you did know, you wouldn't know the history of this fan.\This was passed down from my ancestors. response:	It has been passed down for several generations to me.
context: then do you know what is drawn on this fan\and who had inscribed the words on it?\Yes, that is reasonable.\I did not take a close look at it before.\Of course you don't know.\Even if you did know, you wouldn't know the history of this fan.\This was passed down from my ancestors.\It has been passed down for several generations to me. response:	The painting on here depicts the immortals' Kunlun Mountain.
context: and who had inscribed the words on it?\Yes, that is reasonable.\I did not take a close look at it before.\Of course you don't know.\Even if you did know, you wouldn't know the history of this fan.\This was passed down from my ancestors.\It has been passed down for several generations to me.\The painting on here depicts the immortals' Kunlun Mountain. response:	This fan is an immortal's artifact, the Jade Purity Fan of Kunlun.
context: Yes, that is reasonable.\I did not take a close look at it before.\Of course you don't know.\Even if you did know, you wouldn't know the history of this fan.\This was passed down from my ancestors.\It has been passed down for several generations to me.\The painting on here depicts the immortals' Kunlun Mountain.\This fan is an immortal's artifact, the Jade Purity Fan of Kunlun. response:	Is it that impressive?
