context: Dang... I finally climbed up the ladder enough to get a TV appearance. response:	These greenrooms sure do make you restless, though.
context: Are you the one doing this?!\P-Please do something!\Is this due to your spiritual powers?\Gee, I wonder what's going on.\Please, stop this!\What the hell's going on?!\Are you done asking me if I'm a fraud or not?\In that case, I'll be ending this press conference. response:	H-Hey!
context: P-Please do something!\Is this due to your spiritual powers?\Gee, I wonder what's going on.\Please, stop this!\What the hell's going on?!\Are you done asking me if I'm a fraud or not?\In that case, I'll be ending this press conference.\H-Hey! response:	What's going to happen to us?!
context: Is this due to your spiritual powers?\Gee, I wonder what's going on.\Please, stop this!\What the hell's going on?!\Are you done asking me if I'm a fraud or not?\In that case, I'll be ending this press conference.\H-Hey!\What's going to happen to us?! response:	Beats me.
context: Gee, I wonder what's going on.\Please, stop this!\What the hell's going on?!\Are you done asking me if I'm a fraud or not?\In that case, I'll be ending this press conference.\H-Hey!\What's going to happen to us?!\Beats me. response:	You should probably concentrate on finding your next big story.
context: Please, stop this!\What the hell's going on?!\Are you done asking me if I'm a fraud or not?\In that case, I'll be ending this press conference.\H-Hey!\What's going to happen to us?!\Beats me.\You should probably concentrate on finding your next big story. response:	One of the lights fell!
context: What the hell's going on?!\Are you done asking me if I'm a fraud or not?\In that case, I'll be ending this press conference.\H-Hey!\What's going to happen to us?!\Beats me.\You should probably concentrate on finding your next big story.\One of the lights fell! response:	One moment please
context: Are you done asking me if I'm a fraud or not?\In that case, I'll be ending this press conference.\H-Hey!\What's going to happen to us?!\Beats me.\You should probably concentrate on finding your next big story.\One of the lights fell!\One moment please response:	Cola
context: In that case, I'll be ending this press conference.\H-Hey!\What's going to happen to us?!\Beats me.\You should probably concentrate on finding your next big story.\One of the lights fell!\One moment please\Cola response:	What the hell was that? Such bullshit.
context: H-Hey!\What's going to happen to us?!\Beats me.\You should probably concentrate on finding your next big story.\One of the lights fell!\One moment please\Cola\What the hell was that? Such bullshit. response:	Cornered True Identity
context: What's going to happen to us?!\Beats me.\You should probably concentrate on finding your next big story.\One of the lights fell!\One moment please\Cola\What the hell was that? Such bullshit.\Cornered True Identity response:	Why... are you here?
context: Beats me.\You should probably concentrate on finding your next big story.\One of the lights fell!\One moment please\Cola\What the hell was that? Such bullshit.\Cornered True Identity\Why... are you here? response:	Just because.
context: You should probably concentrate on finding your next big story.\One of the lights fell!\One moment please\Cola\What the hell was that? Such bullshit.\Cornered True Identity\Why... are you here?\Just because. response:	Let's get the hell out of here. They're gonna be running around for a while.
context: One of the lights fell!\One moment please\Cola\What the hell was that? Such bullshit.\Cornered True Identity\Why... are you here?\Just because.\Let's get the hell out of here. They're gonna be running around for a while. response:	Hey... Do you know?
context: One moment please\Cola\What the hell was that? Such bullshit.\Cornered True Identity\Why... are you here?\Just because.\Let's get the hell out of here. They're gonna be running around for a while.\Hey... Do you know? response:	Know what?
context: Cola\What the hell was that? Such bullshit.\Cornered True Identity\Why... are you here?\Just because.\Let's get the hell out of here. They're gonna be running around for a while.\Hey... Do you know?\Know what? response:	What I really am...
context: What the hell was that? Such bullshit.\Cornered True Identity\Why... are you here?\Just because.\Let's get the hell out of here. They're gonna be running around for a while.\Hey... Do you know?\Know what?\What I really am... response:	Haven't you seen any of the stuff on the web or magazines?
context: Cornered True Identity\Why... are you here?\Just because.\Let's get the hell out of here. They're gonna be running around for a while.\Hey... Do you know?\Know what?\What I really am...\Haven't you seen any of the stuff on the web or magazines? response:	I've always known... from the beginning.
context: Why... are you here?\Just because.\Let's get the hell out of here. They're gonna be running around for a while.\Hey... Do you know?\Know what?\What I really am...\Haven't you seen any of the stuff on the web or magazines?\I've always known... from the beginning. response:	What my master really is...
context: Just because.\Let's get the hell out of here. They're gonna be running around for a while.\Hey... Do you know?\Know what?\What I really am...\Haven't you seen any of the stuff on the web or magazines?\I've always known... from the beginning.\What my master really is... response:	is a genuinely good guy.
context: Let's get the hell out of here. They're gonna be running around for a while.\Hey... Do you know?\Know what?\What I really am...\Haven't you seen any of the stuff on the web or magazines?\I've always known... from the beginning.\What my master really is...\is a genuinely good guy. response:	Man, I'm starving.
context: Hey... Do you know?\Know what?\What I really am...\Haven't you seen any of the stuff on the web or magazines?\I've always known... from the beginning.\What my master really is...\is a genuinely good guy.\Man, I'm starving. response:	Let's have some ramen and head home.
context: Know what?\What I really am...\Haven't you seen any of the stuff on the web or magazines?\I've always known... from the beginning.\What my master really is...\is a genuinely good guy.\Man, I'm starving.\Let's have some ramen and head home. response:	Okay.
context: What I really am...\Haven't you seen any of the stuff on the web or magazines?\I've always known... from the beginning.\What my master really is...\is a genuinely good guy.\Man, I'm starving.\Let's have some ramen and head home.\Okay. response:	Oh, by the way, Master, happy birthday.
context: Haven't you seen any of the stuff on the web or magazines?\I've always known... from the beginning.\What my master really is...\is a genuinely good guy.\Man, I'm starving.\Let's have some ramen and head home.\Okay.\Oh, by the way, Master, happy birthday. response:	Mob's finally telling Tsubomi-chan how he really feels about her?
context: I've always known... from the beginning.\What my master really is...\is a genuinely good guy.\Man, I'm starving.\Let's have some ramen and head home.\Okay.\Oh, by the way, Master, happy birthday.\Mob's finally telling Tsubomi-chan how he really feels about her? response:	And he's going to try to place within the top 10 in a marathon?
