context: Come home soon, Father. response:	Oh, shut up! Stop ringing!
context: He's a witness, so he probably went to eliminate him.\Follow them, Archer!\I'll catch up!\Damn it, that was so stupid!\Eliminating witnesses is the first rule for mages.\I hated that rule, so I've always been extra careful.\Archer, follow Lancer.\If we don't at least learn his Master's face, none of this will have been worth it. response:	Rin, this is your responsibility.
context: Follow them, Archer!\I'll catch up!\Damn it, that was so stupid!\Eliminating witnesses is the first rule for mages.\I hated that rule, so I've always been extra careful.\Archer, follow Lancer.\If we don't at least learn his Master's face, none of this will have been worth it.\Rin, this is your responsibility. response:	Lancer pierced him with his spear...
context: I'll catch up!\Damn it, that was so stupid!\Eliminating witnesses is the first rule for mages.\I hated that rule, so I've always been extra careful.\Archer, follow Lancer.\If we don't at least learn his Master's face, none of this will have been worth it.\Rin, this is your responsibility.\Lancer pierced him with his spear... response:	If his heart was hit, there's no way to save him.
context: Damn it, that was so stupid!\Eliminating witnesses is the first rule for mages.\I hated that rule, so I've always been extra careful.\Archer, follow Lancer.\If we don't at least learn his Master's face, none of this will have been worth it.\Rin, this is your responsibility.\Lancer pierced him with his spear...\If his heart was hit, there's no way to save him. response:	I'm sorry.
context: Eliminating witnesses is the first rule for mages.\I hated that rule, so I've always been extra careful.\Archer, follow Lancer.\If we don't at least learn his Master's face, none of this will have been worth it.\Rin, this is your responsibility.\Lancer pierced him with his spear...\If his heart was hit, there's no way to save him.\I'm sorry. response:	I'll sit with you until your time comes.
context: I hated that rule, so I've always been extra careful.\Archer, follow Lancer.\If we don't at least learn his Master's face, none of this will have been worth it.\Rin, this is your responsibility.\Lancer pierced him with his spear...\If his heart was hit, there's no way to save him.\I'm sorry.\I'll sit with you until your time comes. response:	Don't do this to me...
context: Archer, follow Lancer.\If we don't at least learn his Master's face, none of this will have been worth it.\Rin, this is your responsibility.\Lancer pierced him with his spear...\If his heart was hit, there's no way to save him.\I'm sorry.\I'll sit with you until your time comes.\Don't do this to me... response:	Why are you here?
context: If we don't at least learn his Master's face, none of this will have been worth it.\Rin, this is your responsibility.\Lancer pierced him with his spear...\If his heart was hit, there's no way to save him.\I'm sorry.\I'll sit with you until your time comes.\Don't do this to me...\Why are you here? response:	Why did you have to pick this hour, on this day, to be here?
context: Rin, this is your responsibility.\Lancer pierced him with his spear...\If his heart was hit, there's no way to save him.\I'm sorry.\I'll sit with you until your time comes.\Don't do this to me...\Why are you here?\Why did you have to pick this hour, on this day, to be here? response:	How am I supposed to look her in the eye tomorrow?
context: Lancer pierced him with his spear...\If his heart was hit, there's no way to save him.\I'm sorry.\I'll sit with you until your time comes.\Don't do this to me...\Why are you here?\Why did you have to pick this hour, on this day, to be here?\How am I supposed to look her in the eye tomorrow? response:	There's still a way.
context: If his heart was hit, there's no way to save him.\I'm sorry.\I'll sit with you until your time comes.\Don't do this to me...\Why are you here?\Why did you have to pick this hour, on this day, to be here?\How am I supposed to look her in the eye tomorrow?\There's still a way. response:	I'm sorry, but I failed.
context: I'm sorry.\I'll sit with you until your time comes.\Don't do this to me...\Why are you here?\Why did you have to pick this hour, on this day, to be here?\How am I supposed to look her in the eye tomorrow?\There's still a way.\I'm sorry, but I failed. response:	This Master is very cautious.
context: I'll sit with you until your time comes.\Don't do this to me...\Why are you here?\Why did you have to pick this hour, on this day, to be here?\How am I supposed to look her in the eye tomorrow?\There's still a way.\I'm sorry, but I failed.\This Master is very cautious. response:	Oh.
context: Don't do this to me...\Why are you here?\Why did you have to pick this hour, on this day, to be here?\How am I supposed to look her in the eye tomorrow?\There's still a way.\I'm sorry, but I failed.\This Master is very cautious.\Oh. response:	I guess I shouldn't have expected it to be that easy.
context: Why are you here?\Why did you have to pick this hour, on this day, to be here?\How am I supposed to look her in the eye tomorrow?\There's still a way.\I'm sorry, but I failed.\This Master is very cautious.\Oh.\I guess I shouldn't have expected it to be that easy. response:	You went to get it for me?
context: Why did you have to pick this hour, on this day, to be here?\How am I supposed to look her in the eye tomorrow?\There's still a way.\I'm sorry, but I failed.\This Master is very cautious.\Oh.\I guess I shouldn't have expected it to be that easy.\You went to get it for me? response:	Don't lose it again.
context: How am I supposed to look her in the eye tomorrow?\There's still a way.\I'm sorry, but I failed.\This Master is very cautious.\Oh.\I guess I shouldn't have expected it to be that easy.\You went to get it for me?\Don't lose it again. response:	It doesn't suit anyone but you.
context: There's still a way.\I'm sorry, but I failed.\This Master is very cautious.\Oh.\I guess I shouldn't have expected it to be that easy.\You went to get it for me?\Don't lose it again.\It doesn't suit anyone but you. response:	You think?
context: I'm sorry, but I failed.\This Master is very cautious.\Oh.\I guess I shouldn't have expected it to be that easy.\You went to get it for me?\Don't lose it again.\It doesn't suit anyone but you.\You think? response:	Well, thanks.
context: This Master is very cautious.\Oh.\I guess I shouldn't have expected it to be that easy.\You went to get it for me?\Don't lose it again.\It doesn't suit anyone but you.\You think?\Well, thanks. response:	Like I thought, there doesn't seem to be any mana left in it at all.
context: Oh.\I guess I shouldn't have expected it to be that easy.\You went to get it for me?\Don't lose it again.\It doesn't suit anyone but you.\You think?\Well, thanks.\Like I thought, there doesn't seem to be any mana left in it at all. response:	Hang on...
context: I guess I shouldn't have expected it to be that easy.\You went to get it for me?\Don't lose it again.\It doesn't suit anyone but you.\You think?\Well, thanks.\Like I thought, there doesn't seem to be any mana left in it at all.\Hang on... response:	What is it, Rin?
context: You went to get it for me?\Don't lose it again.\It doesn't suit anyone but you.\You think?\Well, thanks.\Like I thought, there doesn't seem to be any mana left in it at all.\Hang on...\What is it, Rin? response:	When Lancer's Master learns the witness they thought they'd killed is still alive...
