context: We don't know Eto Sensei, do we? response:	Right, Nodame's Sensei is Tanioka Sensei, you know.
context: Chiaki-kun must be thinking the same, right? Naturally!\That's a matter of course! He's Stresemann's pupil!\Why are you still in Japan, by the way?\If Chiaki-kun, he'll sure win in the competitions abroad!\Naturally??\Most of us...\rather than wanting to be in a member of an orchestra, we wish to be a soloist.\So I thought without doubt that this is just a one-time performance. response:	To gather periodically is good...
context: That's a matter of course! He's Stresemann's pupil!\Why are you still in Japan, by the way?\If Chiaki-kun, he'll sure win in the competitions abroad!\Naturally??\Most of us...\rather than wanting to be in a member of an orchestra, we wish to be a soloist.\So I thought without doubt that this is just a one-time performance.\To gather periodically is good... response:	but about professional Oke, are you serious??
context: Why are you still in Japan, by the way?\If Chiaki-kun, he'll sure win in the competitions abroad!\Naturally??\Most of us...\rather than wanting to be in a member of an orchestra, we wish to be a soloist.\So I thought without doubt that this is just a one-time performance.\To gather periodically is good...\but about professional Oke, are you serious?? response:	Of course...to go that far...no way...
context: If Chiaki-kun, he'll sure win in the competitions abroad!\Naturally??\Most of us...\rather than wanting to be in a member of an orchestra, we wish to be a soloist.\So I thought without doubt that this is just a one-time performance.\To gather periodically is good...\but about professional Oke, are you serious??\Of course...to go that far...no way... response:	Right?
context: Naturally??\Most of us...\rather than wanting to be in a member of an orchestra, we wish to be a soloist.\So I thought without doubt that this is just a one-time performance.\To gather periodically is good...\but about professional Oke, are you serious??\Of course...to go that far...no way...\Right? response:	Brahms Symphony no 1, First Movement, first synchronization, let's do our best.
context: Most of us...\rather than wanting to be in a member of an orchestra, we wish to be a soloist.\So I thought without doubt that this is just a one-time performance.\To gather periodically is good...\but about professional Oke, are you serious??\Of course...to go that far...no way...\Right?\Brahms Symphony no 1, First Movement, first synchronization, let's do our best. response:	Dammit, you all!!!
context: rather than wanting to be in a member of an orchestra, we wish to be a soloist.\So I thought without doubt that this is just a one-time performance.\To gather periodically is good...\but about professional Oke, are you serious??\Of course...to go that far...no way...\Right?\Brahms Symphony no 1, First Movement, first synchronization, let's do our best.\Dammit, you all!!! response:	Why did you all laugh at Mine??!!
context: So I thought without doubt that this is just a one-time performance.\To gather periodically is good...\but about professional Oke, are you serious??\Of course...to go that far...no way...\Right?\Brahms Symphony no 1, First Movement, first synchronization, let's do our best.\Dammit, you all!!!\Why did you all laugh at Mine??!! response:	Everybody will go their own ways...
context: To gather periodically is good...\but about professional Oke, are you serious??\Of course...to go that far...no way...\Right?\Brahms Symphony no 1, First Movement, first synchronization, let's do our best.\Dammit, you all!!!\Why did you all laugh at Mine??!!\Everybody will go their own ways... response:	It's enough for today
context: but about professional Oke, are you serious??\Of course...to go that far...no way...\Right?\Brahms Symphony no 1, First Movement, first synchronization, let's do our best.\Dammit, you all!!!\Why did you all laugh at Mine??!!\Everybody will go their own ways...\It's enough for today response:	No..
context: Of course...to go that far...no way...\Right?\Brahms Symphony no 1, First Movement, first synchronization, let's do our best.\Dammit, you all!!!\Why did you all laugh at Mine??!!\Everybody will go their own ways...\It's enough for today\No.. response:	Let's stop our practice, until the competition is over
context: Right?\Brahms Symphony no 1, First Movement, first synchronization, let's do our best.\Dammit, you all!!!\Why did you all laugh at Mine??!!\Everybody will go their own ways...\It's enough for today\No..\Let's stop our practice, until the competition is over response:	Good luck in the competition!
context: Brahms Symphony no 1, First Movement, first synchronization, let's do our best.\Dammit, you all!!!\Why did you all laugh at Mine??!!\Everybody will go their own ways...\It's enough for today\No..\Let's stop our practice, until the competition is over\Good luck in the competition! response:	Oi, Chiaki!!
context: Dammit, you all!!!\Why did you all laugh at Mine??!!\Everybody will go their own ways...\It's enough for today\No..\Let's stop our practice, until the competition is over\Good luck in the competition!\Oi, Chiaki!! response:	From the beginning
context: Why did you all laugh at Mine??!!\Everybody will go their own ways...\It's enough for today\No..\Let's stop our practice, until the competition is over\Good luck in the competition!\Oi, Chiaki!!\From the beginning response:	it's something that's clearly understood.
context: Everybody will go their own ways...\It's enough for today\No..\Let's stop our practice, until the competition is over\Good luck in the competition!\Oi, Chiaki!!\From the beginning\it's something that's clearly understood. response:	That everyone will leave
context: It's enough for today\No..\Let's stop our practice, until the competition is over\Good luck in the competition!\Oi, Chiaki!!\From the beginning\it's something that's clearly understood.\That everyone will leave response:	is something I should have known.
context: No..\Let's stop our practice, until the competition is over\Good luck in the competition!\Oi, Chiaki!!\From the beginning\it's something that's clearly understood.\That everyone will leave\is something I should have known. response:	What was it just now?
context: Let's stop our practice, until the competition is over\Good luck in the competition!\Oi, Chiaki!!\From the beginning\it's something that's clearly understood.\That everyone will leave\is something I should have known.\What was it just now? response:	That is..
