context: Intro response:	The heck is this?
context: Maou?!\Why do you look like that?\No clue.\By the time I noticed, I was already like this.\His powers have returned?\Good grief, how am I supposed to explain away how I look?\There's still time.\I can still use the last of my powers and summon my sacred sword to kill him. response:	Take care of Chiho.
context: Why do you look like that?\No clue.\By the time I noticed, I was already like this.\His powers have returned?\Good grief, how am I supposed to explain away how I look?\There's still time.\I can still use the last of my powers and summon my sacred sword to kill him.\Take care of Chiho. response:	We're getting outta here.
context: No clue.\By the time I noticed, I was already like this.\His powers have returned?\Good grief, how am I supposed to explain away how I look?\There's still time.\I can still use the last of my powers and summon my sacred sword to kill him.\Take care of Chiho.\We're getting outta here. response:	There are surprisingly few casualties,
context: By the time I noticed, I was already like this.\His powers have returned?\Good grief, how am I supposed to explain away how I look?\There's still time.\I can still use the last of my powers and summon my sacred sword to kill him.\Take care of Chiho.\We're getting outta here.\There are surprisingly few casualties, response:	but we can't just sit around and wait to be rescued.
context: His powers have returned?\Good grief, how am I supposed to explain away how I look?\There's still time.\I can still use the last of my powers and summon my sacred sword to kill him.\Take care of Chiho.\We're getting outta here.\There are surprisingly few casualties,\but we can't just sit around and wait to be rescued. response:	I'll do something about this.
context: Good grief, how am I supposed to explain away how I look?\There's still time.\I can still use the last of my powers and summon my sacred sword to kill him.\Take care of Chiho.\We're getting outta here.\There are surprisingly few casualties,\but we can't just sit around and wait to be rescued.\I'll do something about this. response:	Do something?
context: There's still time.\I can still use the last of my powers and summon my sacred sword to kill him.\Take care of Chiho.\We're getting outta here.\There are surprisingly few casualties,\but we can't just sit around and wait to be rescued.\I'll do something about this.\Do something? response:	All right.
context: I can still use the last of my powers and summon my sacred sword to kill him.\Take care of Chiho.\We're getting outta here.\There are surprisingly few casualties,\but we can't just sit around and wait to be rescued.\I'll do something about this.\Do something?\All right. response:	Here we go.
context: Take care of Chiho.\We're getting outta here.\There are surprisingly few casualties,\but we can't just sit around and wait to be rescued.\I'll do something about this.\Do something?\All right.\Here we go. response:	Why?
context: We're getting outta here.\There are surprisingly few casualties,\but we can't just sit around and wait to be rescued.\I'll do something about this.\Do something?\All right.\Here we go.\Why? response:	Why is...
context: There are surprisingly few casualties,\but we can't just sit around and wait to be rescued.\I'll do something about this.\Do something?\All right.\Here we go.\Why?\Why is... response:	the Overlord saving people?!
context: but we can't just sit around and wait to be rescued.\I'll do something about this.\Do something?\All right.\Here we go.\Why?\Why is...\the Overlord saving people?! response:	ED
context: I'll do something about this.\Do something?\All right.\Here we go.\Why?\Why is...\the Overlord saving people?!\ED response:	Where in this silent sky does the sun rise?
context: Do something?\All right.\Here we go.\Why?\Why is...\the Overlord saving people?!\ED\Where in this silent sky does the sun rise? response:	A promise I made while pretending to not see it
context: All right.\Here we go.\Why?\Why is...\the Overlord saving people?!\ED\Where in this silent sky does the sun rise?\A promise I made while pretending to not see it response:	The moon that got ridiculed
context: Here we go.\Why?\Why is...\the Overlord saving people?!\ED\Where in this silent sky does the sun rise?\A promise I made while pretending to not see it\The moon that got ridiculed response:	Will disappear towards the past
context: Why?\Why is...\the Overlord saving people?!\ED\Where in this silent sky does the sun rise?\A promise I made while pretending to not see it\The moon that got ridiculed\Will disappear towards the past response:	Being a liar and a coward
context: Why is...\the Overlord saving people?!\ED\Where in this silent sky does the sun rise?\A promise I made while pretending to not see it\The moon that got ridiculed\Will disappear towards the past\Being a liar and a coward response:	If I was at fault for everything
context: the Overlord saving people?!\ED\Where in this silent sky does the sun rise?\A promise I made while pretending to not see it\The moon that got ridiculed\Will disappear towards the past\Being a liar and a coward\If I was at fault for everything response:	Then our promise might only have been a fleeting dream
context: ED\Where in this silent sky does the sun rise?\A promise I made while pretending to not see it\The moon that got ridiculed\Will disappear towards the past\Being a liar and a coward\If I was at fault for everything\Then our promise might only have been a fleeting dream response:	I managed to hide it in the shadow of the moonlight
context: Where in this silent sky does the sun rise?\A promise I made while pretending to not see it\The moon that got ridiculed\Will disappear towards the past\Being a liar and a coward\If I was at fault for everything\Then our promise might only have been a fleeting dream\I managed to hide it in the shadow of the moonlight response:	But I was actually crying
context: A promise I made while pretending to not see it\The moon that got ridiculed\Will disappear towards the past\Being a liar and a coward\If I was at fault for everything\Then our promise might only have been a fleeting dream\I managed to hide it in the shadow of the moonlight\But I was actually crying response:	My tears won't flow anymore
context: The moon that got ridiculed\Will disappear towards the past\Being a liar and a coward\If I was at fault for everything\Then our promise might only have been a fleeting dream\I managed to hide it in the shadow of the moonlight\But I was actually crying\My tears won't flow anymore response:	They've dried up
context: Will disappear towards the past\Being a liar and a coward\If I was at fault for everything\Then our promise might only have been a fleeting dream\I managed to hide it in the shadow of the moonlight\But I was actually crying\My tears won't flow anymore\They've dried up response:	If I was able to let everything go
context: Being a liar and a coward\If I was at fault for everything\Then our promise might only have been a fleeting dream\I managed to hide it in the shadow of the moonlight\But I was actually crying\My tears won't flow anymore\They've dried up\If I was able to let everything go response:	I might be able to cry again
