context: What a weird dream. response:	My name is Iwatani Naofumi.
context: I'm the leader, so I'll take at least 40 percent.\I'll split the rest at my discretion.\If you do nothing, you get paid nothing.\The hell? That means you could keep it all for yourself!\I promise to pay you if you do your job.\If you can do your job.\Let's go get us some equipment, then!\Buy your equipment yourselves. response:	I have no reason to do that much for you.
context: I'll split the rest at my discretion.\If you do nothing, you get paid nothing.\The hell? That means you could keep it all for yourself!\I promise to pay you if you do your job.\If you can do your job.\Let's go get us some equipment, then!\Buy your equipment yourselves.\I have no reason to do that much for you. response:	Huh?
context: If you do nothing, you get paid nothing.\The hell? That means you could keep it all for yourself!\I promise to pay you if you do your job.\If you can do your job.\Let's go get us some equipment, then!\Buy your equipment yourselves.\I have no reason to do that much for you.\Huh? response:	Forget it. Just hand over your money.
context: The hell? That means you could keep it all for yourself!\I promise to pay you if you do your job.\If you can do your job.\Let's go get us some equipment, then!\Buy your equipment yourselves.\I have no reason to do that much for you.\Huh?\Forget it. Just hand over your money. response:	If you'd said that to begin with, we could've saved some time.
context: I promise to pay you if you do your job.\If you can do your job.\Let's go get us some equipment, then!\Buy your equipment yourselves.\I have no reason to do that much for you.\Huh?\Forget it. Just hand over your money.\If you'd said that to begin with, we could've saved some time. response:	What do we have here?
context: If you can do your job.\Let's go get us some equipment, then!\Buy your equipment yourselves.\I have no reason to do that much for you.\Huh?\Forget it. Just hand over your money.\If you'd said that to begin with, we could've saved some time.\What do we have here? response:	Aren't you awfully obedient.
context: Let's go get us some equipment, then!\Buy your equipment yourselves.\I have no reason to do that much for you.\Huh?\Forget it. Just hand over your money.\If you'd said that to begin with, we could've saved some time.\What do we have here?\Aren't you awfully obedient. response:	Quit freakin' out!
context: Buy your equipment yourselves.\I have no reason to do that much for you.\Huh?\Forget it. Just hand over your money.\If you'd said that to begin with, we could've saved some time.\What do we have here?\Aren't you awfully obedient.\Quit freakin' out! response:	Ow...
context: I have no reason to do that much for you.\Huh?\Forget it. Just hand over your money.\If you'd said that to begin with, we could've saved some time.\What do we have here?\Aren't you awfully obedient.\Quit freakin' out!\Ow... response:	Shit!
context: Huh?\Forget it. Just hand over your money.\If you'd said that to begin with, we could've saved some time.\What do we have here?\Aren't you awfully obedient.\Quit freakin' out!\Ow...\Shit! response:	I have the defense, but lack offensive ability.
context: Forget it. Just hand over your money.\If you'd said that to begin with, we could've saved some time.\What do we have here?\Aren't you awfully obedient.\Quit freakin' out!\Ow...\Shit!\I have the defense, but lack offensive ability. response:	Because I lack it, I can't defeat monsters.
context: If you'd said that to begin with, we could've saved some time.\What do we have here?\Aren't you awfully obedient.\Quit freakin' out!\Ow...\Shit!\I have the defense, but lack offensive ability.\Because I lack it, I can't defeat monsters. response:	And because I can't defeat them, I can't farm EXP.
context: What do we have here?\Aren't you awfully obedient.\Quit freakin' out!\Ow...\Shit!\I have the defense, but lack offensive ability.\Because I lack it, I can't defeat monsters.\And because I can't defeat them, I can't farm EXP. response:	And because I can't farm, my offensive ability never goes up.
context: Aren't you awfully obedient.\Quit freakin' out!\Ow...\Shit!\I have the defense, but lack offensive ability.\Because I lack it, I can't defeat monsters.\And because I can't defeat them, I can't farm EXP.\And because I can't farm, my offensive ability never goes up. response:	What an awful loop!
context: Quit freakin' out!\Ow...\Shit!\I have the defense, but lack offensive ability.\Because I lack it, I can't defeat monsters.\And because I can't defeat them, I can't farm EXP.\And because I can't farm, my offensive ability never goes up.\What an awful loop! response:	Damn it!
context: Ow...\Shit!\I have the defense, but lack offensive ability.\Because I lack it, I can't defeat monsters.\And because I can't defeat them, I can't farm EXP.\And because I can't farm, my offensive ability never goes up.\What an awful loop!\Damn it! response:	You seem to be having trouble.
context: Shit!\I have the defense, but lack offensive ability.\Because I lack it, I can't defeat monsters.\And because I can't defeat them, I can't farm EXP.\And because I can't farm, my offensive ability never goes up.\What an awful loop!\Damn it!\You seem to be having trouble. response:	You don't have help.
context: I have the defense, but lack offensive ability.\Because I lack it, I can't defeat monsters.\And because I can't defeat them, I can't farm EXP.\And because I can't farm, my offensive ability never goes up.\What an awful loop!\Damn it!\You seem to be having trouble.\You don't have help. response:	But I have just what you need.
context: Because I lack it, I can't defeat monsters.\And because I can't defeat them, I can't farm EXP.\And because I can't farm, my offensive ability never goes up.\What an awful loop!\Damn it!\You seem to be having trouble.\You don't have help.\But I have just what you need. response:	If you're offering me party members, thanks but no thanks.
context: And because I can't defeat them, I can't farm EXP.\And because I can't farm, my offensive ability never goes up.\What an awful loop!\Damn it!\You seem to be having trouble.\You don't have help.\But I have just what you need.\If you're offering me party members, thanks but no thanks. response:	Party members?
context: And because I can't farm, my offensive ability never goes up.\What an awful loop!\Damn it!\You seem to be having trouble.\You don't have help.\But I have just what you need.\If you're offering me party members, thanks but no thanks.\Party members? response:	Please. What I'm offering you is a service far more convenient.
context: What an awful loop!\Damn it!\You seem to be having trouble.\You don't have help.\But I have just what you need.\If you're offering me party members, thanks but no thanks.\Party members?\Please. What I'm offering you is a service far more convenient. response:	What would that be?
context: Damn it!\You seem to be having trouble.\You don't have help.\But I have just what you need.\If you're offering me party members, thanks but no thanks.\Party members?\Please. What I'm offering you is a service far more convenient.\What would that be? response:	Interested, are we?
context: You seem to be having trouble.\You don't have help.\But I have just what you need.\If you're offering me party members, thanks but no thanks.\Party members?\Please. What I'm offering you is a service far more convenient.\What would that be?\Interested, are we? response:	Get away from me.
context: You don't have help.\But I have just what you need.\If you're offering me party members, thanks but no thanks.\Party members?\Please. What I'm offering you is a service far more convenient.\What would that be?\Interested, are we?\Get away from me. response:	That look in your eyes is the kind I just love.
context: But I have just what you need.\If you're offering me party members, thanks but no thanks.\Party members?\Please. What I'm offering you is a service far more convenient.\What would that be?\Interested, are we?\Get away from me.\That look in your eyes is the kind I just love. response:	You're every bit the man the rumors said you were.
context: If you're offering me party members, thanks but no thanks.\Party members?\Please. What I'm offering you is a service far more convenient.\What would that be?\Interested, are we?\Get away from me.\That look in your eyes is the kind I just love.\You're every bit the man the rumors said you were. response:	You know who I am?
context: Party members?\Please. What I'm offering you is a service far more convenient.\What would that be?\Interested, are we?\Get away from me.\That look in your eyes is the kind I just love.\You're every bit the man the rumors said you were.\You know who I am? response:	Of course I do, Shield Hero.
context: Please. What I'm offering you is a service far more convenient.\What would that be?\Interested, are we?\Get away from me.\That look in your eyes is the kind I just love.\You're every bit the man the rumors said you were.\You know who I am?\Of course I do, Shield Hero. response:	If my offer interests you, please follow me.
context: What would that be?\Interested, are we?\Get away from me.\That look in your eyes is the kind I just love.\You're every bit the man the rumors said you were.\You know who I am?\Of course I do, Shield Hero.\If my offer interests you, please follow me. response:	Here we are.
context: Interested, are we?\Get away from me.\That look in your eyes is the kind I just love.\You're every bit the man the rumors said you were.\You know who I am?\Of course I do, Shield Hero.\If my offer interests you, please follow me.\Here we are. response:	So, what exactly are you offering me?
context: Get away from me.\That look in your eyes is the kind I just love.\You're every bit the man the rumors said you were.\You know who I am?\Of course I do, Shield Hero.\If my offer interests you, please follow me.\Here we are.\So, what exactly are you offering me? response:	Can't you tell at a glance?
context: That look in your eyes is the kind I just love.\You're every bit the man the rumors said you were.\You know who I am?\Of course I do, Shield Hero.\If my offer interests you, please follow me.\Here we are.\So, what exactly are you offering me?\Can't you tell at a glance? response:	Slaves!
