context: Kyousuke's back! response:	So the time's come at last...
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
context: Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control!\Rin has earned the title Godly Lack of Control! response:	Rin has earned the title Godly Lack of Control!
