context: ED response:	Hmm?
context: Their mistake?\We made the script based off of the magazine, Weekly Shounen Jack.\But in this section, there was a misprint by the magazine,\and it was corrected from Weiss to Schwarz in the compilation volume.\The editing department just informed us of this.\Indeed, having Weiss there would seem strange for anyone who read the manga closely.\Since Azuki followed the original work in her performance, this will not count as a mistake.\That's such a relief. response:	Of course, the people who used Weiss will not be penalized.
context: We made the script based off of the magazine, Weekly Shounen Jack.\But in this section, there was a misprint by the magazine,\and it was corrected from Weiss to Schwarz in the compilation volume.\The editing department just informed us of this.\Indeed, having Weiss there would seem strange for anyone who read the manga closely.\Since Azuki followed the original work in her performance, this will not count as a mistake.\That's such a relief.\Of course, the people who used Weiss will not be penalized. response:	However, we would prefer it if those who have yet to perform would use Schwarz instead.
context: But in this section, there was a misprint by the magazine,\and it was corrected from Weiss to Schwarz in the compilation volume.\The editing department just informed us of this.\Indeed, having Weiss there would seem strange for anyone who read the manga closely.\Since Azuki followed the original work in her performance, this will not count as a mistake.\That's such a relief.\Of course, the people who used Weiss will not be penalized.\However, we would prefer it if those who have yet to perform would use Schwarz instead. response:	The fact that they noticed a mistake in the script isn't the issue here.
context: and it was corrected from Weiss to Schwarz in the compilation volume.\The editing department just informed us of this.\Indeed, having Weiss there would seem strange for anyone who read the manga closely.\Since Azuki followed the original work in her performance, this will not count as a mistake.\That's such a relief.\Of course, the people who used Weiss will not be penalized.\However, we would prefer it if those who have yet to perform would use Schwarz instead.\The fact that they noticed a mistake in the script isn't the issue here. response:	What's more important here was Azuki Miho's acting.
context: The editing department just informed us of this.\Indeed, having Weiss there would seem strange for anyone who read the manga closely.\Since Azuki followed the original work in her performance, this will not count as a mistake.\That's such a relief.\Of course, the people who used Weiss will not be penalized.\However, we would prefer it if those who have yet to perform would use Schwarz instead.\The fact that they noticed a mistake in the script isn't the issue here.\What's more important here was Azuki Miho's acting. response:	We will now resume the audition.
context: Indeed, having Weiss there would seem strange for anyone who read the manga closely.\Since Azuki followed the original work in her performance, this will not count as a mistake.\That's such a relief.\Of course, the people who used Weiss will not be penalized.\However, we would prefer it if those who have yet to perform would use Schwarz instead.\The fact that they noticed a mistake in the script isn't the issue here.\What's more important here was Azuki Miho's acting.\We will now resume the audition. response:	The 20 candidates have all finished.
context: Since Azuki followed the original work in her performance, this will not count as a mistake.\That's such a relief.\Of course, the people who used Weiss will not be penalized.\However, we would prefer it if those who have yet to perform would use Schwarz instead.\The fact that they noticed a mistake in the script isn't the issue here.\What's more important here was Azuki Miho's acting.\We will now resume the audition.\The 20 candidates have all finished. response:	It's over.
context: That's such a relief.\Of course, the people who used Weiss will not be penalized.\However, we would prefer it if those who have yet to perform would use Schwarz instead.\The fact that they noticed a mistake in the script isn't the issue here.\What's more important here was Azuki Miho's acting.\We will now resume the audition.\The 20 candidates have all finished.\It's over. response:	That was tiring.
context: Of course, the people who used Weiss will not be penalized.\However, we would prefer it if those who have yet to perform would use Schwarz instead.\The fact that they noticed a mistake in the script isn't the issue here.\What's more important here was Azuki Miho's acting.\We will now resume the audition.\The 20 candidates have all finished.\It's over.\That was tiring. response:	And now, what you've all been waiting for.
context: However, we would prefer it if those who have yet to perform would use Schwarz instead.\The fact that they noticed a mistake in the script isn't the issue here.\What's more important here was Azuki Miho's acting.\We will now resume the audition.\The 20 candidates have all finished.\It's over.\That was tiring.\And now, what you've all been waiting for. response:	We will now begin accepting votes.
context: The fact that they noticed a mistake in the script isn't the issue here.\What's more important here was Azuki Miho's acting.\We will now resume the audition.\The 20 candidates have all finished.\It's over.\That was tiring.\And now, what you've all been waiting for.\We will now begin accepting votes. response:	You have one hour from now to enter your votes.
context: What's more important here was Azuki Miho's acting.\We will now resume the audition.\The 20 candidates have all finished.\It's over.\That was tiring.\And now, what you've all been waiting for.\We will now begin accepting votes.\You have one hour from now to enter your votes. response:	For those watching on TV, press the D button on your remote.
context: We will now resume the audition.\The 20 candidates have all finished.\It's over.\That was tiring.\And now, what you've all been waiting for.\We will now begin accepting votes.\You have one hour from now to enter your votes.\For those watching on TV, press the D button on your remote. response:	Miho was really good.
context: The 20 candidates have all finished.\It's over.\That was tiring.\And now, what you've all been waiting for.\We will now begin accepting votes.\You have one hour from now to enter your votes.\For those watching on TV, press the D button on your remote.\Miho was really good. response:	But I don't think I did any worse than her.
context: It's over.\That was tiring.\And now, what you've all been waiting for.\We will now begin accepting votes.\You have one hour from now to enter your votes.\For those watching on TV, press the D button on your remote.\Miho was really good.\But I don't think I did any worse than her. response:	Azuki Miho... I underestimated her.
context: That was tiring.\And now, what you've all been waiting for.\We will now begin accepting votes.\You have one hour from now to enter your votes.\For those watching on TV, press the D button on your remote.\Miho was really good.\But I don't think I did any worse than her.\Azuki Miho... I underestimated her. response:	Huh? Is that true?
context: And now, what you've all been waiting for.\We will now begin accepting votes.\You have one hour from now to enter your votes.\For those watching on TV, press the D button on your remote.\Miho was really good.\But I don't think I did any worse than her.\Azuki Miho... I underestimated her.\Huh? Is that true? response:	You're too loud!
context: We will now begin accepting votes.\You have one hour from now to enter your votes.\For those watching on TV, press the D button on your remote.\Miho was really good.\But I don't think I did any worse than her.\Azuki Miho... I underestimated her.\Huh? Is that true?\You're too loud! response:	Azuki Miho's script copy didn't have comments written on it. It looked like it hadn't been read at all.
context: You have one hour from now to enter your votes.\For those watching on TV, press the D button on your remote.\Miho was really good.\But I don't think I did any worse than her.\Azuki Miho... I underestimated her.\Huh? Is that true?\You're too loud!\Azuki Miho's script copy didn't have comments written on it. It looked like it hadn't been read at all. response:	I'm sure Ashirogi told her what part it was going to be ahead of time.
context: For those watching on TV, press the D button on your remote.\Miho was really good.\But I don't think I did any worse than her.\Azuki Miho... I underestimated her.\Huh? Is that true?\You're too loud!\Azuki Miho's script copy didn't have comments written on it. It looked like it hadn't been read at all.\I'm sure Ashirogi told her what part it was going to be ahead of time. response:	That's why she knew it was Schwarz instead of Weiss
context: Miho was really good.\But I don't think I did any worse than her.\Azuki Miho... I underestimated her.\Huh? Is that true?\You're too loud!\Azuki Miho's script copy didn't have comments written on it. It looked like it hadn't been read at all.\I'm sure Ashirogi told her what part it was going to be ahead of time.\That's why she knew it was Schwarz instead of Weiss response:	Do you really think Azuki's performance and attitude was that cheap?
context: But I don't think I did any worse than her.\Azuki Miho... I underestimated her.\Huh? Is that true?\You're too loud!\Azuki Miho's script copy didn't have comments written on it. It looked like it hadn't been read at all.\I'm sure Ashirogi told her what part it was going to be ahead of time.\That's why she knew it was Schwarz instead of Weiss\Do you really think Azuki's performance and attitude was that cheap? response:	Most probably, if you gave her any page number from the manga,
context: Azuki Miho... I underestimated her.\Huh? Is that true?\You're too loud!\Azuki Miho's script copy didn't have comments written on it. It looked like it hadn't been read at all.\I'm sure Ashirogi told her what part it was going to be ahead of time.\That's why she knew it was Schwarz instead of Weiss\Do you really think Azuki's performance and attitude was that cheap?\Most probably, if you gave her any page number from the manga, response:	she could perform Naho's lines from it at the level of performance you saw.
