context: Opening response:	Nibutani
context: I understand how you feel perfectly.\I understand how you feel perfectly.\Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters, response:	Most of the common folk have no sense for otherworldly matters,
context: I understand how you feel perfectly.\Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters, response:	and they can't even grasp what those with abilities, like you
context: Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters,\and they can't even grasp what those with abilities, like you response:	and they can't even grasp what those with abilities, like you
context: Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters,\and they can't even grasp what those with abilities, like you\and they can't even grasp what those with abilities, like you response:	and they can't even grasp what those with abilities, like you
context: Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters,\and they can't even grasp what those with abilities, like you\and they can't even grasp what those with abilities, like you\and they can't even grasp what those with abilities, like you response:	and they can't even grasp what those with abilities, like you
context: Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters,\and they can't even grasp what those with abilities, like you\and they can't even grasp what those with abilities, like you\and they can't even grasp what those with abilities, like you\and they can't even grasp what those with abilities, like you response:	and they can't even grasp what those with abilities, like you
context: Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters,\and they can't even grasp what those with abilities, like you\and they can't even grasp what those with abilities, like you\and they can't even grasp what those with abilities, like you\and they can't even grasp what those with abilities, like you\and they can't even grasp what those with abilities, like you response:	and they can't even grasp what those with abilities, like you
context: Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters,\and they can't even grasp what those with abilities, like you\and they can't even grasp what those with abilities, like you\and they can't even grasp what those with abilities, like you\and they can't even grasp what those with abilities, like you\and they can't even grasp what those with abilities, like you\and they can't even grasp what those with abilities, like you response:	Forest Summer
context: Most of the common folk have no sense for otherworldly matters,\and they can't even grasp what those with abilities, like you\and they can't even grasp what those with abilities, like you\and they can't even grasp what those with abilities, like you\and they can't even grasp what those with abilities, like you\and they can't even grasp what those with abilities, like you\and they can't even grasp what those with abilities, like you\Forest Summer response:	Forest Summer
context: and they can't even grasp what those with abilities, like you\and they can't even grasp what those with abilities, like you\and they can't even grasp what those with abilities, like you\and they can't even grasp what those with abilities, like you\and they can't even grasp what those with abilities, like you\and they can't even grasp what those with abilities, like you\Forest Summer\Forest Summer response:	Forest Summer
context: and they can't even grasp what those with abilities, like you\and they can't even grasp what those with abilities, like you\and they can't even grasp what those with abilities, like you\and they can't even grasp what those with abilities, like you\and they can't even grasp what those with abilities, like you\Forest Summer\Forest Summer\Forest Summer response:	Forest Summer
context: and they can't even grasp what those with abilities, like you\and they can't even grasp what those with abilities, like you\and they can't even grasp what those with abilities, like you\and they can't even grasp what those with abilities, like you\Forest Summer\Forest Summer\Forest Summer\Forest Summer response:	Forest Summer
context: and they can't even grasp what those with abilities, like you\and they can't even grasp what those with abilities, like you\and they can't even grasp what those with abilities, like you\Forest Summer\Forest Summer\Forest Summer\Forest Summer\Forest Summer response:	Forest Summer
context: and they can't even grasp what those with abilities, like you\and they can't even grasp what those with abilities, like you\Forest Summer\Forest Summer\Forest Summer\Forest Summer\Forest Summer\Forest Summer response:	Forest Summer
context: and they can't even grasp what those with abilities, like you\Forest Summer\Forest Summer\Forest Summer\Forest Summer\Forest Summer\Forest Summer\Forest Summer response:	Forest Summer
context: Forest Summer\Forest Summer\Forest Summer\Forest Summer\Forest Summer\Forest Summer\Forest Summer\Forest Summer response:	Forest Summer
context: Forest Summer\Forest Summer\Forest Summer\Forest Summer\Forest Summer\Forest Summer\Forest Summer\Forest Summer response:	Forest Summer
context: Forest Summer\Forest Summer\Forest Summer\Forest Summer\Forest Summer\Forest Summer\Forest Summer\Forest Summer response:	Forest Summer
context: Forest Summer\Forest Summer\Forest Summer\Forest Summer\Forest Summer\Forest Summer\Forest Summer\Forest Summer response:	Forest Summer
