context: Signs response:	OP
context: Wonderful!\Isn't it a bit embarrassing?\No, I think it's great!\This song might turn into feathers for Azy-nyan!\It will! I hope...\It will! We put so much into it!\It's full of our love for Azusa-chan!\I hope she's gonna like it. response:	Should we have some tea?
context: Isn't it a bit embarrassing?\No, I think it's great!\This song might turn into feathers for Azy-nyan!\It will! I hope...\It will! We put so much into it!\It's full of our love for Azusa-chan!\I hope she's gonna like it.\Should we have some tea? response:	I guess.
context: No, I think it's great!\This song might turn into feathers for Azy-nyan!\It will! I hope...\It will! We put so much into it!\It's full of our love for Azusa-chan!\I hope she's gonna like it.\Should we have some tea?\I guess. response:	Let's have red-and-white buns!
context: This song might turn into feathers for Azy-nyan!\It will! I hope...\It will! We put so much into it!\It's full of our love for Azusa-chan!\I hope she's gonna like it.\Should we have some tea?\I guess.\Let's have red-and-white buns! response:	Those are delicious.
context: It will! I hope...\It will! We put so much into it!\It's full of our love for Azusa-chan!\I hope she's gonna like it.\Should we have some tea?\I guess.\Let's have red-and-white buns!\Those are delicious. response:	This is for Azu-nyan.
context: It will! We put so much into it!\It's full of our love for Azusa-chan!\I hope she's gonna like it.\Should we have some tea?\I guess.\Let's have red-and-white buns!\Those are delicious.\This is for Azu-nyan. response:	How should we do it?
context: It's full of our love for Azusa-chan!\I hope she's gonna like it.\Should we have some tea?\I guess.\Let's have red-and-white buns!\Those are delicious.\This is for Azu-nyan.\How should we do it? response:	Well, as the club president, I will first say
context: I hope she's gonna like it.\Should we have some tea?\I guess.\Let's have red-and-white buns!\Those are delicious.\This is for Azu-nyan.\How should we do it?\Well, as the club president, I will first say response:	Azusa, there's a song we want you to listen to!
context: Should we have some tea?\I guess.\Let's have red-and-white buns!\Those are delicious.\This is for Azu-nyan.\How should we do it?\Well, as the club president, I will first say\Azusa, there's a song we want you to listen to! response:	Mugi is next.
context: I guess.\Let's have red-and-white buns!\Those are delicious.\This is for Azu-nyan.\How should we do it?\Well, as the club president, I will first say\Azusa, there's a song we want you to listen to!\Mugi is next. response:	Something like it's dedicated to you, Azusa-chan!
context: Let's have red-and-white buns!\Those are delicious.\This is for Azu-nyan.\How should we do it?\Well, as the club president, I will first say\Azusa, there's a song we want you to listen to!\Mugi is next.\Something like it's dedicated to you, Azusa-chan! response:	I hope I can say it properly!
context: Those are delicious.\This is for Azu-nyan.\How should we do it?\Well, as the club president, I will first say\Azusa, there's a song we want you to listen to!\Mugi is next.\Something like it's dedicated to you, Azusa-chan!\I hope I can say it properly! response:	You can't burst out laughing, Mugi-chan!
context: This is for Azu-nyan.\How should we do it?\Well, as the club president, I will first say\Azusa, there's a song we want you to listen to!\Mugi is next.\Something like it's dedicated to you, Azusa-chan!\I hope I can say it properly!\You can't burst out laughing, Mugi-chan! response:	Wait a moment! Whenever we talk about stuff like this...
context: How should we do it?\Well, as the club president, I will first say\Azusa, there's a song we want you to listen to!\Mugi is next.\Something like it's dedicated to you, Azusa-chan!\I hope I can say it properly!\You can't burst out laughing, Mugi-chan!\Wait a moment! Whenever we talk about stuff like this... response:	Oh, Azusa!
context: Well, as the club president, I will first say\Azusa, there's a song we want you to listen to!\Mugi is next.\Something like it's dedicated to you, Azusa-chan!\I hope I can say it properly!\You can't burst out laughing, Mugi-chan!\Wait a moment! Whenever we talk about stuff like this...\Oh, Azusa! response:	I'm sorry...
context: Azusa, there's a song we want you to listen to!\Mugi is next.\Something like it's dedicated to you, Azusa-chan!\I hope I can say it properly!\You can't burst out laughing, Mugi-chan!\Wait a moment! Whenever we talk about stuff like this...\Oh, Azusa!\I'm sorry... response:	I wanted to make the tea today.
context: Mugi is next.\Something like it's dedicated to you, Azusa-chan!\I hope I can say it properly!\You can't burst out laughing, Mugi-chan!\Wait a moment! Whenever we talk about stuff like this...\Oh, Azusa!\I'm sorry...\I wanted to make the tea today. response:	Too late.
context: Something like it's dedicated to you, Azusa-chan!\I hope I can say it properly!\You can't burst out laughing, Mugi-chan!\Wait a moment! Whenever we talk about stuff like this...\Oh, Azusa!\I'm sorry...\I wanted to make the tea today.\Too late. response:	Azu-nyan, come over here!
context: I hope I can say it properly!\You can't burst out laughing, Mugi-chan!\Wait a moment! Whenever we talk about stuff like this...\Oh, Azusa!\I'm sorry...\I wanted to make the tea today.\Too late.\Azu-nyan, come over here! response:	I see...
context: You can't burst out laughing, Mugi-chan!\Wait a moment! Whenever we talk about stuff like this...\Oh, Azusa!\I'm sorry...\I wanted to make the tea today.\Too late.\Azu-nyan, come over here!\I see... response:	Azu-nyan was happy, right?
context: Wait a moment! Whenever we talk about stuff like this...\Oh, Azusa!\I'm sorry...\I wanted to make the tea today.\Too late.\Azu-nyan, come over here!\I see...\Azu-nyan was happy, right? response:	Yeah!
context: Oh, Azusa!\I'm sorry...\I wanted to make the tea today.\Too late.\Azu-nyan, come over here!\I see...\Azu-nyan was happy, right?\Yeah! response:	Yeah!
context: I'm sorry...\I wanted to make the tea today.\Too late.\Azu-nyan, come over here!\I see...\Azu-nyan was happy, right?\Yeah!\Yeah! response:	Akiyama-san, could you possibly be crying?
context: I wanted to make the tea today.\Too late.\Azu-nyan, come over here!\I see...\Azu-nyan was happy, right?\Yeah!\Yeah!\Akiyama-san, could you possibly be crying? response:	My nose just got stuffy!
context: Too late.\Azu-nyan, come over here!\I see...\Azu-nyan was happy, right?\Yeah!\Yeah!\Akiyama-san, could you possibly be crying?\My nose just got stuffy! response:	It's not the time to cry, Mio-chan!
context: Azu-nyan, come over here!\I see...\Azu-nyan was happy, right?\Yeah!\Yeah!\Akiyama-san, could you possibly be crying?\My nose just got stuffy!\It's not the time to cry, Mio-chan! response:	That's right! We're college students now!
context: I see...\Azu-nyan was happy, right?\Yeah!\Yeah!\Akiyama-san, could you possibly be crying?\My nose just got stuffy!\It's not the time to cry, Mio-chan!\That's right! We're college students now! response:	You're all so positive...
context: Azu-nyan was happy, right?\Yeah!\Yeah!\Akiyama-san, could you possibly be crying?\My nose just got stuffy!\It's not the time to cry, Mio-chan!\That's right! We're college students now!\You're all so positive... response:	We should get some more adult-like sweets for the tea!
context: Yeah!\Yeah!\Akiyama-san, could you possibly be crying?\My nose just got stuffy!\It's not the time to cry, Mio-chan!\That's right! We're college students now!\You're all so positive...\We should get some more adult-like sweets for the tea! response:	That's right!
context: Yeah!\Akiyama-san, could you possibly be crying?\My nose just got stuffy!\It's not the time to cry, Mio-chan!\That's right! We're college students now!\You're all so positive...\We should get some more adult-like sweets for the tea!\That's right! response:	Is that it?
context: Akiyama-san, could you possibly be crying?\My nose just got stuffy!\It's not the time to cry, Mio-chan!\That's right! We're college students now!\You're all so positive...\We should get some more adult-like sweets for the tea!\That's right!\Is that it? response:	She's back!
context: My nose just got stuffy!\It's not the time to cry, Mio-chan!\That's right! We're college students now!\You're all so positive...\We should get some more adult-like sweets for the tea!\That's right!\Is that it?\She's back! response:	By the way, that Death Devil song was for their juniors too, I heard.
context: It's not the time to cry, Mio-chan!\That's right! We're college students now!\You're all so positive...\We should get some more adult-like sweets for the tea!\That's right!\Is that it?\She's back!\By the way, that Death Devil song was for their juniors too, I heard. response:	Really?
context: That's right! We're college students now!\You're all so positive...\We should get some more adult-like sweets for the tea!\That's right!\Is that it?\She's back!\By the way, that Death Devil song was for their juniors too, I heard.\Really? response:	Everyone's sensitive in a different way.
