context: (THIS IS A BETA VERSION!) Today this person will conduct. response:	Chiaki-Sama!
context: Eh?\It's the changed technique made while you weren't here\Do you want to copy it?\Thank you!\You didn't notice something important\with no one missing, do your best\There are various kinds of people in an orchestra\In a professional orchestra, people from various countries response:	come with various conditions
context: It's the changed technique made while you weren't here\Do you want to copy it?\Thank you!\You didn't notice something important\with no one missing, do your best\There are various kinds of people in an orchestra\In a professional orchestra, people from various countries\come with various conditions response:	Was Maestro trying to convey this to me?
context: Do you want to copy it?\Thank you!\You didn't notice something important\with no one missing, do your best\There are various kinds of people in an orchestra\In a professional orchestra, people from various countries\come with various conditions\Was Maestro trying to convey this to me? response:	No, it couldn't be...
context: Thank you!\You didn't notice something important\with no one missing, do your best\There are various kinds of people in an orchestra\In a professional orchestra, people from various countries\come with various conditions\Was Maestro trying to convey this to me?\No, it couldn't be... response:	Won't you feel lonely?
context: You didn't notice something important\with no one missing, do your best\There are various kinds of people in an orchestra\In a professional orchestra, people from various countries\come with various conditions\Was Maestro trying to convey this to me?\No, it couldn't be...\Won't you feel lonely? response:	Huh?
context: with no one missing, do your best\There are various kinds of people in an orchestra\In a professional orchestra, people from various countries\come with various conditions\Was Maestro trying to convey this to me?\No, it couldn't be...\Won't you feel lonely?\Huh? response:	Because after everyone gets better, Senpai has to pass this Oke on to Milch, right?
context: There are various kinds of people in an orchestra\In a professional orchestra, people from various countries\come with various conditions\Was Maestro trying to convey this to me?\No, it couldn't be...\Won't you feel lonely?\Huh?\Because after everyone gets better, Senpai has to pass this Oke on to Milch, right? response:	No way I'll feel lonely
context: In a professional orchestra, people from various countries\come with various conditions\Was Maestro trying to convey this to me?\No, it couldn't be...\Won't you feel lonely?\Huh?\Because after everyone gets better, Senpai has to pass this Oke on to Milch, right?\No way I'll feel lonely response:	Moreover, they are still far from good
context: come with various conditions\Was Maestro trying to convey this to me?\No, it couldn't be...\Won't you feel lonely?\Huh?\Because after everyone gets better, Senpai has to pass this Oke on to Milch, right?\No way I'll feel lonely\Moreover, they are still far from good response:	Yosh! Let's practice with Chiaki!
context: Was Maestro trying to convey this to me?\No, it couldn't be...\Won't you feel lonely?\Huh?\Because after everyone gets better, Senpai has to pass this Oke on to Milch, right?\No way I'll feel lonely\Moreover, they are still far from good\Yosh! Let's practice with Chiaki! response:	Ah!
context: No, it couldn't be...\Won't you feel lonely?\Huh?\Because after everyone gets better, Senpai has to pass this Oke on to Milch, right?\No way I'll feel lonely\Moreover, they are still far from good\Yosh! Let's practice with Chiaki!\Ah! response:	Milch!
context: Won't you feel lonely?\Huh?\Because after everyone gets better, Senpai has to pass this Oke on to Milch, right?\No way I'll feel lonely\Moreover, they are still far from good\Yosh! Let's practice with Chiaki!\Ah!\Milch! response:	Please
context: Huh?\Because after everyone gets better, Senpai has to pass this Oke on to Milch, right?\No way I'll feel lonely\Moreover, they are still far from good\Yosh! Let's practice with Chiaki!\Ah!\Milch!\Please response:	I make a pledge!
context: Because after everyone gets better, Senpai has to pass this Oke on to Milch, right?\No way I'll feel lonely\Moreover, they are still far from good\Yosh! Let's practice with Chiaki!\Ah!\Milch!\Please\I make a pledge! response:	As of today, I withdraw from this S-Oke
context: No way I'll feel lonely\Moreover, they are still far from good\Yosh! Let's practice with Chiaki!\Ah!\Milch!\Please\I make a pledge!\As of today, I withdraw from this S-Oke response:	and swear here, to concentrate on A-Oke!
context: Moreover, they are still far from good\Yosh! Let's practice with Chiaki!\Ah!\Milch!\Please\I make a pledge!\As of today, I withdraw from this S-Oke\and swear here, to concentrate on A-Oke! response:	Ehhh???
context: Yosh! Let's practice with Chiaki!\Ah!\Milch!\Please\I make a pledge!\As of today, I withdraw from this S-Oke\and swear here, to concentrate on A-Oke!\Ehhh??? response:	A-Oke?? WHY?
context: Ah!\Milch!\Please\I make a pledge!\As of today, I withdraw from this S-Oke\and swear here, to concentrate on A-Oke!\Ehhh???\A-Oke?? WHY? response:	In S-Oke, there's someone whom I can't surpass
context: Milch!\Please\I make a pledge!\As of today, I withdraw from this S-Oke\and swear here, to concentrate on A-Oke!\Ehhh???\A-Oke?? WHY?\In S-Oke, there's someone whom I can't surpass response:	namely Chiaki, the excellent and wonderful man
context: Please\I make a pledge!\As of today, I withdraw from this S-Oke\and swear here, to concentrate on A-Oke!\Ehhh???\A-Oke?? WHY?\In S-Oke, there's someone whom I can't surpass\namely Chiaki, the excellent and wonderful man response:	and moreover!
context: I make a pledge!\As of today, I withdraw from this S-Oke\and swear here, to concentrate on A-Oke!\Ehhh???\A-Oke?? WHY?\In S-Oke, there's someone whom I can't surpass\namely Chiaki, the excellent and wonderful man\and moreover! response:	you already have a Conductor, haven't you?
context: As of today, I withdraw from this S-Oke\and swear here, to concentrate on A-Oke!\Ehhh???\A-Oke?? WHY?\In S-Oke, there's someone whom I can't surpass\namely Chiaki, the excellent and wonderful man\and moreover!\you already have a Conductor, haven't you? response:	Wait a minute!
context: and swear here, to concentrate on A-Oke!\Ehhh???\A-Oke?? WHY?\In S-Oke, there's someone whom I can't surpass\namely Chiaki, the excellent and wonderful man\and moreover!\you already have a Conductor, haven't you?\Wait a minute! response:	What do you mean?
context: Ehhh???\A-Oke?? WHY?\In S-Oke, there's someone whom I can't surpass\namely Chiaki, the excellent and wonderful man\and moreover!\you already have a Conductor, haven't you?\Wait a minute!\What do you mean? response:	Could it be...
