context: Quit part-time job response:	Thanks for your support so far.
context: Who?\Huh? The guy that jumped?\Oops..\Honestly, it's the first time that I tell you,\I don't really fit in at school.\I even have difficulty looking everyone in the eyes.\It's easier for me to look downward.\Huh? It's okay to look down? response:	Ni... Nishimiya...
context: Huh? The guy that jumped?\Oops..\Honestly, it's the first time that I tell you,\I don't really fit in at school.\I even have difficulty looking everyone in the eyes.\It's easier for me to look downward.\Huh? It's okay to look down?\Ni... Nishimiya... response:	I can walk normally by myself, you know.
context: Oops..\Honestly, it's the first time that I tell you,\I don't really fit in at school.\I even have difficulty looking everyone in the eyes.\It's easier for me to look downward.\Huh? It's okay to look down?\Ni... Nishimiya...\I can walk normally by myself, you know. response:	Thank you, Nishimiya.
context: Honestly, it's the first time that I tell you,\I don't really fit in at school.\I even have difficulty looking everyone in the eyes.\It's easier for me to look downward.\Huh? It's okay to look down?\Ni... Nishimiya...\I can walk normally by myself, you know.\Thank you, Nishimiya. response:	Here is my class.
context: I don't really fit in at school.\I even have difficulty looking everyone in the eyes.\It's easier for me to look downward.\Huh? It's okay to look down?\Ni... Nishimiya...\I can walk normally by myself, you know.\Thank you, Nishimiya.\Here is my class. response:	Ishida-kun? Hey, it's Ishida-kun!
context: I even have difficulty looking everyone in the eyes.\It's easier for me to look downward.\Huh? It's okay to look down?\Ni... Nishimiya...\I can walk normally by myself, you know.\Thank you, Nishimiya.\Here is my class.\Ishida-kun? Hey, it's Ishida-kun! response:	Are you okay now?
context: It's easier for me to look downward.\Huh? It's okay to look down?\Ni... Nishimiya...\I can walk normally by myself, you know.\Thank you, Nishimiya.\Here is my class.\Ishida-kun? Hey, it's Ishida-kun!\Are you okay now? response:	Nishimiya.
context: Huh? It's okay to look down?\Ni... Nishimiya...\I can walk normally by myself, you know.\Thank you, Nishimiya.\Here is my class.\Ishida-kun? Hey, it's Ishida-kun!\Are you okay now?\Nishimiya. response:	I'm feeling some kind of stomach ache.
context: Ni... Nishimiya...\I can walk normally by myself, you know.\Thank you, Nishimiya.\Here is my class.\Ishida-kun? Hey, it's Ishida-kun!\Are you okay now?\Nishimiya.\I'm feeling some kind of stomach ache. response:	Sorry.
context: I can walk normally by myself, you know.\Thank you, Nishimiya.\Here is my class.\Ishida-kun? Hey, it's Ishida-kun!\Are you okay now?\Nishimiya.\I'm feeling some kind of stomach ache.\Sorry. response:	Ya-sho!
context: Thank you, Nishimiya.\Here is my class.\Ishida-kun? Hey, it's Ishida-kun!\Are you okay now?\Nishimiya.\I'm feeling some kind of stomach ache.\Sorry.\Ya-sho! response:	Huh?
context: Here is my class.\Ishida-kun? Hey, it's Ishida-kun!\Are you okay now?\Nishimiya.\I'm feeling some kind of stomach ache.\Sorry.\Ya-sho!\Huh? response:	Ya-sho?
context: Ishida-kun? Hey, it's Ishida-kun!\Are you okay now?\Nishimiya.\I'm feeling some kind of stomach ache.\Sorry.\Ya-sho!\Huh?\Ya-sho? response:	Nagatsuka-kun?
context: Are you okay now?\Nishimiya.\I'm feeling some kind of stomach ache.\Sorry.\Ya-sho!\Huh?\Ya-sho?\Nagatsuka-kun? response:	Ya-sho, are you suffering from a stomach ache?
context: Nishimiya.\I'm feeling some kind of stomach ache.\Sorry.\Ya-sho!\Huh?\Ya-sho?\Nagatsuka-kun?\Ya-sho, are you suffering from a stomach ache? response:	Ya-sho.
context: I'm feeling some kind of stomach ache.\Sorry.\Ya-sho!\Huh?\Ya-sho?\Nagatsuka-kun?\Ya-sho, are you suffering from a stomach ache?\Ya-sho. response:	Hi, Nagatsuka-kun. Good morning. Are you okay?
context: Sorry.\Ya-sho!\Huh?\Ya-sho?\Nagatsuka-kun?\Ya-sho, are you suffering from a stomach ache?\Ya-sho.\Hi, Nagatsuka-kun. Good morning. Are you okay? response:	Ya-sho.
context: Ya-sho!\Huh?\Ya-sho?\Nagatsuka-kun?\Ya-sho, are you suffering from a stomach ache?\Ya-sho.\Hi, Nagatsuka-kun. Good morning. Are you okay?\Ya-sho. response:	Why are you looking down?
context: Huh?\Ya-sho?\Nagatsuka-kun?\Ya-sho, are you suffering from a stomach ache?\Ya-sho.\Hi, Nagatsuka-kun. Good morning. Are you okay?\Ya-sho.\Why are you looking down? response:	Oh, really? I don't know why.
context: Ya-sho?\Nagatsuka-kun?\Ya-sho, are you suffering from a stomach ache?\Ya-sho.\Hi, Nagatsuka-kun. Good morning. Are you okay?\Ya-sho.\Why are you looking down?\Oh, really? I don't know why. response:	Actually I went here to raise my head to meet you all.
context: Nagatsuka-kun?\Ya-sho, are you suffering from a stomach ache?\Ya-sho.\Hi, Nagatsuka-kun. Good morning. Are you okay?\Ya-sho.\Why are you looking down?\Oh, really? I don't know why.\Actually I went here to raise my head to meet you all. response:	But I might be a bit scared...
context: Ya-sho, are you suffering from a stomach ache?\Ya-sho.\Hi, Nagatsuka-kun. Good morning. Are you okay?\Ya-sho.\Why are you looking down?\Oh, really? I don't know why.\Actually I went here to raise my head to meet you all.\But I might be a bit scared... response:	Hey, Ya-sho..?
context: Ya-sho.\Hi, Nagatsuka-kun. Good morning. Are you okay?\Ya-sho.\Why are you looking down?\Oh, really? I don't know why.\Actually I went here to raise my head to meet you all.\But I might be a bit scared...\Hey, Ya-sho..? response:	Ishida-kun!!
context: Hi, Nagatsuka-kun. Good morning. Are you okay?\Ya-sho.\Why are you looking down?\Oh, really? I don't know why.\Actually I went here to raise my head to meet you all.\But I might be a bit scared...\Hey, Ya-sho..?\Ishida-kun!! response:	I'm really really happy you came back.
context: Ya-sho.\Why are you looking down?\Oh, really? I don't know why.\Actually I went here to raise my head to meet you all.\But I might be a bit scared...\Hey, Ya-sho..?\Ishida-kun!!\I'm really really happy you came back. response:	If you.., oops,
context: Why are you looking down?\Oh, really? I don't know why.\Actually I went here to raise my head to meet you all.\But I might be a bit scared...\Hey, Ya-sho..?\Ishida-kun!!\I'm really really happy you came back.\If you.., oops, response:	If you hadn't woken up again,
context: Oh, really? I don't know why.\Actually I went here to raise my head to meet you all.\But I might be a bit scared...\Hey, Ya-sho..?\Ishida-kun!!\I'm really really happy you came back.\If you.., oops,\If you hadn't woken up again, response:	I would have lost everything.
context: Actually I went here to raise my head to meet you all.\But I might be a bit scared...\Hey, Ya-sho..?\Ishida-kun!!\I'm really really happy you came back.\If you.., oops,\If you hadn't woken up again,\I would have lost everything. response:	Ya-sho,
context: But I might be a bit scared...\Hey, Ya-sho..?\Ishida-kun!!\I'm really really happy you came back.\If you.., oops,\If you hadn't woken up again,\I would have lost everything.\Ya-sho, response:	Don't mind
context: Hey, Ya-sho..?\Ishida-kun!!\I'm really really happy you came back.\If you.., oops,\If you hadn't woken up again,\I would have lost everything.\Ya-sho,\Don't mind response:	what happened at the bridge.
context: Ishida-kun!!\I'm really really happy you came back.\If you.., oops,\If you hadn't woken up again,\I would have lost everything.\Ya-sho,\Don't mind\what happened at the bridge. response:	Minor troubles like that will happen again and again as far as we live.
context: I'm really really happy you came back.\If you.., oops,\If you hadn't woken up again,\I would have lost everything.\Ya-sho,\Don't mind\what happened at the bridge.\Minor troubles like that will happen again and again as far as we live. response:	So, Ya-sho, please please,
context: If you.., oops,\If you hadn't woken up again,\I would have lost everything.\Ya-sho,\Don't mind\what happened at the bridge.\Minor troubles like that will happen again and again as far as we live.\So, Ya-sho, please please, response:	never go and leave me behind!
context: If you hadn't woken up again,\I would have lost everything.\Ya-sho,\Don't mind\what happened at the bridge.\Minor troubles like that will happen again and again as far as we live.\So, Ya-sho, please please,\never go and leave me behind! response:	Pleeease!
context: I would have lost everything.\Ya-sho,\Don't mind\what happened at the bridge.\Minor troubles like that will happen again and again as far as we live.\So, Ya-sho, please please,\never go and leave me behind!\Pleeease! response:	Nagatsuka-kun.
context: Ya-sho,\Don't mind\what happened at the bridge.\Minor troubles like that will happen again and again as far as we live.\So, Ya-sho, please please,\never go and leave me behind!\Pleeease!\Nagatsuka-kun. response:	I'm very sorry
context: Don't mind\what happened at the bridge.\Minor troubles like that will happen again and again as far as we live.\So, Ya-sho, please please,\never go and leave me behind!\Pleeease!\Nagatsuka-kun.\I'm very sorry response:	for so many things.
context: what happened at the bridge.\Minor troubles like that will happen again and again as far as we live.\So, Ya-sho, please please,\never go and leave me behind!\Pleeease!\Nagatsuka-kun.\I'm very sorry\for so many things. response:	And,
context: Minor troubles like that will happen again and again as far as we live.\So, Ya-sho, please please,\never go and leave me behind!\Pleeease!\Nagatsuka-kun.\I'm very sorry\for so many things.\And, response:	thank you.
context: So, Ya-sho, please please,\never go and leave me behind!\Pleeease!\Nagatsuka-kun.\I'm very sorry\for so many things.\And,\thank you. response:	Ya-sho!
context: never go and leave me behind!\Pleeease!\Nagatsuka-kun.\I'm very sorry\for so many things.\And,\thank you.\Ya-sho! response:	By the way, what's happened to your mustache?
context: Pleeease!\Nagatsuka-kun.\I'm very sorry\for so many things.\And,\thank you.\Ya-sho!\By the way, what's happened to your mustache? response:	It was a sacrifice for your recovery.
context: Nagatsuka-kun.\I'm very sorry\for so many things.\And,\thank you.\Ya-sho!\By the way, what's happened to your mustache?\It was a sacrifice for your recovery. response:	Nagatsuka-kun.
context: I'm very sorry\for so many things.\And,\thank you.\Ya-sho!\By the way, what's happened to your mustache?\It was a sacrifice for your recovery.\Nagatsuka-kun. response:	Huh?
context: for so many things.\And,\thank you.\Ya-sho!\By the way, what's happened to your mustache?\It was a sacrifice for your recovery.\Nagatsuka-kun.\Huh? response:	Why is everyone here...
context: And,\thank you.\Ya-sho!\By the way, what's happened to your mustache?\It was a sacrifice for your recovery.\Nagatsuka-kun.\Huh?\Why is everyone here... response:	We heard Nagatsuka-kun calling Ishida-kun's name.
context: thank you.\Ya-sho!\By the way, what's happened to your mustache?\It was a sacrifice for your recovery.\Nagatsuka-kun.\Huh?\Why is everyone here...\We heard Nagatsuka-kun calling Ishida-kun's name. response:	I see.
context: Ya-sho!\By the way, what's happened to your mustache?\It was a sacrifice for your recovery.\Nagatsuka-kun.\Huh?\Why is everyone here...\We heard Nagatsuka-kun calling Ishida-kun's name.\I see. response:	Kawai-san. You have you-know-what to give him,
context: By the way, what's happened to your mustache?\It was a sacrifice for your recovery.\Nagatsuka-kun.\Huh?\Why is everyone here...\We heard Nagatsuka-kun calling Ishida-kun's name.\I see.\Kawai-san. You have you-know-what to give him, response:	don't you?
