context: Intro response:	Oh man, what have I done?
context: Please, calm down! Don't fight!\Milord.\I returned to base to don my mantle.\Sorry I'm late.\Damn straight! You're way too late!\What the hell are you even here for?!\It's all over now!\Just put on some clothes already! response:	I'm worthless!
context: Milord.\I returned to base to don my mantle.\Sorry I'm late.\Damn straight! You're way too late!\What the hell are you even here for?!\It's all over now!\Just put on some clothes already!\I'm worthless! response:	Oh shit! I left my uniform downstairs!
context: I returned to base to don my mantle.\Sorry I'm late.\Damn straight! You're way too late!\What the hell are you even here for?!\It's all over now!\Just put on some clothes already!\I'm worthless!\Oh shit! I left my uniform downstairs! response:	Oh shit! I skipped out on work!
context: Sorry I'm late.\Damn straight! You're way too late!\What the hell are you even here for?!\It's all over now!\Just put on some clothes already!\I'm worthless!\Oh shit! I left my uniform downstairs!\Oh shit! I skipped out on work! response:	You can't go back like that, Maou!
context: Damn straight! You're way too late!\What the hell are you even here for?!\It's all over now!\Just put on some clothes already!\I'm worthless!\Oh shit! I left my uniform downstairs!\Oh shit! I skipped out on work!\You can't go back like that, Maou! response:	I wanna die!
context: What the hell are you even here for?!\It's all over now!\Just put on some clothes already!\I'm worthless!\Oh shit! I left my uniform downstairs!\Oh shit! I skipped out on work!\You can't go back like that, Maou!\I wanna die! response:	Is it over already?
context: It's all over now!\Just put on some clothes already!\I'm worthless!\Oh shit! I left my uniform downstairs!\Oh shit! I skipped out on work!\You can't go back like that, Maou!\I wanna die!\Is it over already? response:	Ah, I worked too hard.
context: Just put on some clothes already!\I'm worthless!\Oh shit! I left my uniform downstairs!\Oh shit! I skipped out on work!\You can't go back like that, Maou!\I wanna die!\Is it over already?\Ah, I worked too hard. response:	I wanna eat some chicken.
context: I'm worthless!\Oh shit! I left my uniform downstairs!\Oh shit! I skipped out on work!\You can't go back like that, Maou!\I wanna die!\Is it over already?\Ah, I worked too hard.\I wanna eat some chicken. response:	ED
context: Oh shit! I left my uniform downstairs!\Oh shit! I skipped out on work!\You can't go back like that, Maou!\I wanna die!\Is it over already?\Ah, I worked too hard.\I wanna eat some chicken.\ED response:	Where in this silent sky does the sun rise?
context: Oh shit! I skipped out on work!\You can't go back like that, Maou!\I wanna die!\Is it over already?\Ah, I worked too hard.\I wanna eat some chicken.\ED\Where in this silent sky does the sun rise? response:	A promise I made while pretending to not see it
context: You can't go back like that, Maou!\I wanna die!\Is it over already?\Ah, I worked too hard.\I wanna eat some chicken.\ED\Where in this silent sky does the sun rise?\A promise I made while pretending to not see it response:	The moon that got ridiculed
context: I wanna die!\Is it over already?\Ah, I worked too hard.\I wanna eat some chicken.\ED\Where in this silent sky does the sun rise?\A promise I made while pretending to not see it\The moon that got ridiculed response:	Will disappear towards the past
context: Is it over already?\Ah, I worked too hard.\I wanna eat some chicken.\ED\Where in this silent sky does the sun rise?\A promise I made while pretending to not see it\The moon that got ridiculed\Will disappear towards the past response:	Being a liar and a coward
context: Ah, I worked too hard.\I wanna eat some chicken.\ED\Where in this silent sky does the sun rise?\A promise I made while pretending to not see it\The moon that got ridiculed\Will disappear towards the past\Being a liar and a coward response:	If I was at fault for everything
context: I wanna eat some chicken.\ED\Where in this silent sky does the sun rise?\A promise I made while pretending to not see it\The moon that got ridiculed\Will disappear towards the past\Being a liar and a coward\If I was at fault for everything response:	Then our promise might only have been a fleeting dream
context: ED\Where in this silent sky does the sun rise?\A promise I made while pretending to not see it\The moon that got ridiculed\Will disappear towards the past\Being a liar and a coward\If I was at fault for everything\Then our promise might only have been a fleeting dream response:	I managed to hide it in the shadow of the moonlight
context: Where in this silent sky does the sun rise?\A promise I made while pretending to not see it\The moon that got ridiculed\Will disappear towards the past\Being a liar and a coward\If I was at fault for everything\Then our promise might only have been a fleeting dream\I managed to hide it in the shadow of the moonlight response:	But I was actually crying
context: A promise I made while pretending to not see it\The moon that got ridiculed\Will disappear towards the past\Being a liar and a coward\If I was at fault for everything\Then our promise might only have been a fleeting dream\I managed to hide it in the shadow of the moonlight\But I was actually crying response:	My tears won't flow anymore
context: The moon that got ridiculed\Will disappear towards the past\Being a liar and a coward\If I was at fault for everything\Then our promise might only have been a fleeting dream\I managed to hide it in the shadow of the moonlight\But I was actually crying\My tears won't flow anymore response:	They've dried up
context: Will disappear towards the past\Being a liar and a coward\If I was at fault for everything\Then our promise might only have been a fleeting dream\I managed to hide it in the shadow of the moonlight\But I was actually crying\My tears won't flow anymore\They've dried up response:	If I was able to let everything go
context: Being a liar and a coward\If I was at fault for everything\Then our promise might only have been a fleeting dream\I managed to hide it in the shadow of the moonlight\But I was actually crying\My tears won't flow anymore\They've dried up\If I was able to let everything go response:	I might be able to cry again
context: If I was at fault for everything\Then our promise might only have been a fleeting dream\I managed to hide it in the shadow of the moonlight\But I was actually crying\My tears won't flow anymore\They've dried up\If I was able to let everything go\I might be able to cry again response:	But this world is full of things I want to protect
context: Then our promise might only have been a fleeting dream\I managed to hide it in the shadow of the moonlight\But I was actually crying\My tears won't flow anymore\They've dried up\If I was able to let everything go\I might be able to cry again\But this world is full of things I want to protect response:	Preview
context: I managed to hide it in the shadow of the moonlight\But I was actually crying\My tears won't flow anymore\They've dried up\If I was able to let everything go\I might be able to cry again\But this world is full of things I want to protect\Preview response:	The Overlord
context: But I was actually crying\My tears won't flow anymore\They've dried up\If I was able to let everything go\I might be able to cry again\But this world is full of things I want to protect\Preview\The Overlord response:	The Overlord
context: My tears won't flow anymore\They've dried up\If I was able to let everything go\I might be able to cry again\But this world is full of things I want to protect\Preview\The Overlord\The Overlord response:	and
context: They've dried up\If I was able to let everything go\I might be able to cry again\But this world is full of things I want to protect\Preview\The Overlord\The Overlord\and response:	and
context: If I was able to let everything go\I might be able to cry again\But this world is full of things I want to protect\Preview\The Overlord\The Overlord\and\and response:	the Hero
context: I might be able to cry again\But this world is full of things I want to protect\Preview\The Overlord\The Overlord\and\and\the Hero response:	the Hero
context: But this world is full of things I want to protect\Preview\The Overlord\The Overlord\and\and\the Hero\the Hero response:	Do a Proper Job
context: Preview\The Overlord\The Overlord\and\and\the Hero\the Hero\Do a Proper Job response:	Do a Proper Job
context: The Overlord\The Overlord\and\and\the Hero\the Hero\Do a Proper Job\Do a Proper Job response:	at Work
context: The Overlord\and\and\the Hero\the Hero\Do a Proper Job\Do a Proper Job\at Work response:	at Work
