context: This is a BETA version response:	Enjoy watching! I love you all!
context: and composed this L'isle joyeusse in great happiness (=The Island of Happiness)\Feeling good being in love?\Mail arriving: Zero\Feel good, feel good, feel good...feeling in love!\Hey! What are you doing?!! Hurry up!!\Hai!\Your Chopin should be perfect, OK? Impress them with your technique right from the first piece!\If you play just as you usually do, certainly you'll pass the 2nd stage! response:	Megumi-chan?
context: Feeling good being in love?\Mail arriving: Zero\Feel good, feel good, feel good...feeling in love!\Hey! What are you doing?!! Hurry up!!\Hai!\Your Chopin should be perfect, OK? Impress them with your technique right from the first piece!\If you play just as you usually do, certainly you'll pass the 2nd stage!\Megumi-chan? response:	As I thought, you're Megumi-chan.
context: Mail arriving: Zero\Feel good, feel good, feel good...feeling in love!\Hey! What are you doing?!! Hurry up!!\Hai!\Your Chopin should be perfect, OK? Impress them with your technique right from the first piece!\If you play just as you usually do, certainly you'll pass the 2nd stage!\Megumi-chan?\As I thought, you're Megumi-chan. response:	Wow, she can play this kind of piece already!
context: Feel good, feel good, feel good...feeling in love!\Hey! What are you doing?!! Hurry up!!\Hai!\Your Chopin should be perfect, OK? Impress them with your technique right from the first piece!\If you play just as you usually do, certainly you'll pass the 2nd stage!\Megumi-chan?\As I thought, you're Megumi-chan.\Wow, she can play this kind of piece already! response:	Megumi-chan is amazing!
context: Hey! What are you doing?!! Hurry up!!\Hai!\Your Chopin should be perfect, OK? Impress them with your technique right from the first piece!\If you play just as you usually do, certainly you'll pass the 2nd stage!\Megumi-chan?\As I thought, you're Megumi-chan.\Wow, she can play this kind of piece already!\Megumi-chan is amazing! response:	Yuuto-kun...
context: Hai!\Your Chopin should be perfect, OK? Impress them with your technique right from the first piece!\If you play just as you usually do, certainly you'll pass the 2nd stage!\Megumi-chan?\As I thought, you're Megumi-chan.\Wow, she can play this kind of piece already!\Megumi-chan is amazing!\Yuuto-kun... response:	Oi!
context: Your Chopin should be perfect, OK? Impress them with your technique right from the first piece!\If you play just as you usually do, certainly you'll pass the 2nd stage!\Megumi-chan?\As I thought, you're Megumi-chan.\Wow, she can play this kind of piece already!\Megumi-chan is amazing!\Yuuto-kun...\Oi! response:	Oi, hurry up!!
context: If you play just as you usually do, certainly you'll pass the 2nd stage!\Megumi-chan?\As I thought, you're Megumi-chan.\Wow, she can play this kind of piece already!\Megumi-chan is amazing!\Yuuto-kun...\Oi!\Oi, hurry up!! response:	Soon the the 3rd part will start.
context: Megumi-chan?\As I thought, you're Megumi-chan.\Wow, she can play this kind of piece already!\Megumi-chan is amazing!\Yuuto-kun...\Oi!\Oi, hurry up!!\Soon the the 3rd part will start. response:	To the guests in the Lobby, please return to your seats.
context: As I thought, you're Megumi-chan.\Wow, she can play this kind of piece already!\Megumi-chan is amazing!\Yuuto-kun...\Oi!\Oi, hurry up!!\Soon the the 3rd part will start.\To the guests in the Lobby, please return to your seats. response:	Nodame-chan, will she be okay?
context: Wow, she can play this kind of piece already!\Megumi-chan is amazing!\Yuuto-kun...\Oi!\Oi, hurry up!!\Soon the the 3rd part will start.\To the guests in the Lobby, please return to your seats.\Nodame-chan, will she be okay? response:	Yes, she will.
context: Megumi-chan is amazing!\Yuuto-kun...\Oi!\Oi, hurry up!!\Soon the the 3rd part will start.\To the guests in the Lobby, please return to your seats.\Nodame-chan, will she be okay?\Yes, she will. response:	O'Claire Sensei!
context: Yuuto-kun...\Oi!\Oi, hurry up!!\Soon the the 3rd part will start.\To the guests in the Lobby, please return to your seats.\Nodame-chan, will she be okay?\Yes, she will.\O'Claire Sensei! response:	The next one will be that girl!!
context: Oi!\Oi, hurry up!!\Soon the the 3rd part will start.\To the guests in the Lobby, please return to your seats.\Nodame-chan, will she be okay?\Yes, she will.\O'Claire Sensei!\The next one will be that girl!! response:	Neguse Dress?? (=the girl with neguse hair in a dress)
context: Oi, hurry up!!\Soon the the 3rd part will start.\To the guests in the Lobby, please return to your seats.\Nodame-chan, will she be okay?\Yes, she will.\O'Claire Sensei!\The next one will be that girl!!\Neguse Dress?? (=the girl with neguse hair in a dress) response:	Pardon??? (, she didn't get it)
context: Soon the the 3rd part will start.\To the guests in the Lobby, please return to your seats.\Nodame-chan, will she be okay?\Yes, she will.\O'Claire Sensei!\The next one will be that girl!!\Neguse Dress?? (=the girl with neguse hair in a dress)\Pardon??? (, she didn't get it) response:	So first it will be Chopin...
context: To the guests in the Lobby, please return to your seats.\Nodame-chan, will she be okay?\Yes, she will.\O'Claire Sensei!\The next one will be that girl!!\Neguse Dress?? (=the girl with neguse hair in a dress)\Pardon??? (, she didn't get it)\So first it will be Chopin... response:	With Etude, they will judge the technique and the accuracy.
context: Nodame-chan, will she be okay?\Yes, she will.\O'Claire Sensei!\The next one will be that girl!!\Neguse Dress?? (=the girl with neguse hair in a dress)\Pardon??? (, she didn't get it)\So first it will be Chopin...\With Etude, they will judge the technique and the accuracy. response:	So she can play it properly?
context: Yes, she will.\O'Claire Sensei!\The next one will be that girl!!\Neguse Dress?? (=the girl with neguse hair in a dress)\Pardon??? (, she didn't get it)\So first it will be Chopin...\With Etude, they will judge the technique and the accuracy.\So she can play it properly? response:	You!! (stupid!)
context: O'Claire Sensei!\The next one will be that girl!!\Neguse Dress?? (=the girl with neguse hair in a dress)\Pardon??? (, she didn't get it)\So first it will be Chopin...\With Etude, they will judge the technique and the accuracy.\So she can play it properly?\You!! (stupid!) response:	What's this...
context: The next one will be that girl!!\Neguse Dress?? (=the girl with neguse hair in a dress)\Pardon??? (, she didn't get it)\So first it will be Chopin...\With Etude, they will judge the technique and the accuracy.\So she can play it properly?\You!! (stupid!)\What's this... response:	such a messy play...
context: Neguse Dress?? (=the girl with neguse hair in a dress)\Pardon??? (, she didn't get it)\So first it will be Chopin...\With Etude, they will judge the technique and the accuracy.\So she can play it properly?\You!! (stupid!)\What's this...\such a messy play... response:	Nodame?
context: Pardon??? (, she didn't get it)\So first it will be Chopin...\With Etude, they will judge the technique and the accuracy.\So she can play it properly?\You!! (stupid!)\What's this...\such a messy play...\Nodame? response:	Why does she seem to hate playing it?
