context: What should I do? response:	Oh, you don't have to do anything.
context: That's one of the basics of two-gun fighting!\Yeah. I guess this works.\Hey, Haruhi. How is this a movie? I have no idea what's going on.\That's fine! We'll just cut and paste it together during editing.\And who's going to do that? That cutting and pasting?\At least put in some dialog.\It's fine! If we have to, we'll mute the sound and record the dialog afterwards!\We have to put in sound effects and background music, anyways! response:	You don't have to think too hard about this!
context: Yeah. I guess this works.\Hey, Haruhi. How is this a movie? I have no idea what's going on.\That's fine! We'll just cut and paste it together during editing.\And who's going to do that? That cutting and pasting?\At least put in some dialog.\It's fine! If we have to, we'll mute the sound and record the dialog afterwards!\We have to put in sound effects and background music, anyways!\You don't have to think too hard about this! response:	Even if we wanted to, the story is only in your head,
context: Hey, Haruhi. How is this a movie? I have no idea what's going on.\That's fine! We'll just cut and paste it together during editing.\And who's going to do that? That cutting and pasting?\At least put in some dialog.\It's fine! If we have to, we'll mute the sound and record the dialog afterwards!\We have to put in sound effects and background music, anyways!\You don't have to think too hard about this!\Even if we wanted to, the story is only in your head, response:	so there's nothing for us to think about.
context: That's fine! We'll just cut and paste it together during editing.\And who's going to do that? That cutting and pasting?\At least put in some dialog.\It's fine! If we have to, we'll mute the sound and record the dialog afterwards!\We have to put in sound effects and background music, anyways!\You don't have to think too hard about this!\Even if we wanted to, the story is only in your head,\so there's nothing for us to think about. response:	Sora kara ochite kitanda It fell from the sky
context: And who's going to do that? That cutting and pasting?\At least put in some dialog.\It's fine! If we have to, we'll mute the sound and record the dialog afterwards!\We have to put in sound effects and background music, anyways!\You don't have to think too hard about this!\Even if we wanted to, the story is only in your head,\so there's nothing for us to think about.\Sora kara ochite kitanda It fell from the sky response:	Subete no negai wo nosete With all of the wishes that were made upon it
context: At least put in some dialog.\It's fine! If we have to, we'll mute the sound and record the dialog afterwards!\We have to put in sound effects and background music, anyways!\You don't have to think too hard about this!\Even if we wanted to, the story is only in your head,\so there's nothing for us to think about.\Sora kara ochite kitanda It fell from the sky\Subete no negai wo nosete With all of the wishes that were made upon it response:	Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star
context: It's fine! If we have to, we'll mute the sound and record the dialog afterwards!\We have to put in sound effects and background music, anyways!\You don't have to think too hard about this!\Even if we wanted to, the story is only in your head,\so there's nothing for us to think about.\Sora kara ochite kitanda It fell from the sky\Subete no negai wo nosete With all of the wishes that were made upon it\Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star response:	Yappari nanika henda yo Something just doesn't seem right
context: We have to put in sound effects and background music, anyways!\You don't have to think too hard about this!\Even if we wanted to, the story is only in your head,\so there's nothing for us to think about.\Sora kara ochite kitanda It fell from the sky\Subete no negai wo nosete With all of the wishes that were made upon it\Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\Yappari nanika henda yo Something just doesn't seem right response:	Kokoro no kimi ga kieta The image of you in my mind has vanished
context: You don't have to think too hard about this!\Even if we wanted to, the story is only in your head,\so there's nothing for us to think about.\Sora kara ochite kitanda It fell from the sky\Subete no negai wo nosete With all of the wishes that were made upon it\Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\Yappari nanika henda yo Something just doesn't seem right\Kokoro no kimi ga kieta The image of you in my mind has vanished response:	Tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?
context: Even if we wanted to, the story is only in your head,\so there's nothing for us to think about.\Sora kara ochite kitanda It fell from the sky\Subete no negai wo nosete With all of the wishes that were made upon it\Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\Yappari nanika henda yo Something just doesn't seem right\Kokoro no kimi ga kieta The image of you in my mind has vanished\Tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly? response:	Tomare! Stop!
context: so there's nothing for us to think about.\Sora kara ochite kitanda It fell from the sky\Subete no negai wo nosete With all of the wishes that were made upon it\Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\Yappari nanika henda yo Something just doesn't seem right\Kokoro no kimi ga kieta The image of you in my mind has vanished\Tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?\Tomare! Stop! response:	Kako wa jibun no mono The past belongs to me
context: Sora kara ochite kitanda It fell from the sky\Subete no negai wo nosete With all of the wishes that were made upon it\Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\Yappari nanika henda yo Something just doesn't seem right\Kokoro no kimi ga kieta The image of you in my mind has vanished\Tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?\Tomare! Stop!\Kako wa jibun no mono The past belongs to me response:	Touzen daretomo torikaetakunai Of course I don't want to trade it with anyone else
context: Subete no negai wo nosete With all of the wishes that were made upon it\Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\Yappari nanika henda yo Something just doesn't seem right\Kokoro no kimi ga kieta The image of you in my mind has vanished\Tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?\Tomare! Stop!\Kako wa jibun no mono The past belongs to me\Touzen daretomo torikaetakunai Of course I don't want to trade it with anyone else response:	Nazenara That's because
context: Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\Yappari nanika henda yo Something just doesn't seem right\Kokoro no kimi ga kieta The image of you in my mind has vanished\Tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?\Tomare! Stop!\Kako wa jibun no mono The past belongs to me\Touzen daretomo torikaetakunai Of course I don't want to trade it with anyone else\Nazenara That's because response:	Basudei datta watashitachi niwa It was my birthday, and when we saw each other
context: Yappari nanika henda yo Something just doesn't seem right\Kokoro no kimi ga kieta The image of you in my mind has vanished\Tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?\Tomare! Stop!\Kako wa jibun no mono The past belongs to me\Touzen daretomo torikaetakunai Of course I don't want to trade it with anyone else\Nazenara That's because\Basudei datta watashitachi niwa It was my birthday, and when we saw each other response:	Deai ga umareta toki ni We could see the first dream
