context: Something seems off. response:	It just somehow felt that way.
context: then there's no point to doing it.\Whether tomorrow comes or not,\I'll leave it to the me at that time to deal with it.\Sora kara ochite kitanda It fell from the sky\Subete no negai wo nosete With all of the wishes that were made upon it\Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\Yappari nanika henda yo Something just doesn't seem right\Kokoro no kimi ga kieta The image of you in my mind has vanished response:	Tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?
context: Whether tomorrow comes or not,\I'll leave it to the me at that time to deal with it.\Sora kara ochite kitanda It fell from the sky\Subete no negai wo nosete With all of the wishes that were made upon it\Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\Yappari nanika henda yo Something just doesn't seem right\Kokoro no kimi ga kieta The image of you in my mind has vanished\Tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly? response:	Tomare! Stop!
context: I'll leave it to the me at that time to deal with it.\Sora kara ochite kitanda It fell from the sky\Subete no negai wo nosete With all of the wishes that were made upon it\Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\Yappari nanika henda yo Something just doesn't seem right\Kokoro no kimi ga kieta The image of you in my mind has vanished\Tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?\Tomare! Stop! response:	Kako wa jibun no mono The past belongs to me
context: Sora kara ochite kitanda It fell from the sky\Subete no negai wo nosete With all of the wishes that were made upon it\Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\Yappari nanika henda yo Something just doesn't seem right\Kokoro no kimi ga kieta The image of you in my mind has vanished\Tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?\Tomare! Stop!\Kako wa jibun no mono The past belongs to me response:	Touzen daretomo torikaetakunai Of course I don't want to trade it with anyone else
context: Subete no negai wo nosete With all of the wishes that were made upon it\Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\Yappari nanika henda yo Something just doesn't seem right\Kokoro no kimi ga kieta The image of you in my mind has vanished\Tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?\Tomare! Stop!\Kako wa jibun no mono The past belongs to me\Touzen daretomo torikaetakunai Of course I don't want to trade it with anyone else response:	Nazenara That's because
context: Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\Yappari nanika henda yo Something just doesn't seem right\Kokoro no kimi ga kieta The image of you in my mind has vanished\Tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?\Tomare! Stop!\Kako wa jibun no mono The past belongs to me\Touzen daretomo torikaetakunai Of course I don't want to trade it with anyone else\Nazenara That's because response:	Basudei datta watashitachi niwa It was my birthday, and when we saw each other
context: Yappari nanika henda yo Something just doesn't seem right\Kokoro no kimi ga kieta The image of you in my mind has vanished\Tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?\Tomare! Stop!\Kako wa jibun no mono The past belongs to me\Touzen daretomo torikaetakunai Of course I don't want to trade it with anyone else\Nazenara That's because\Basudei datta watashitachi niwa It was my birthday, and when we saw each other response:	Deai ga umareta toki ni We could see the first dream
context: Kokoro no kimi ga kieta The image of you in my mind has vanished\Tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?\Tomare! Stop!\Kako wa jibun no mono The past belongs to me\Touzen daretomo torikaetakunai Of course I don't want to trade it with anyone else\Nazenara That's because\Basudei datta watashitachi niwa It was my birthday, and when we saw each other\Deai ga umareta toki ni We could see the first dream response:	Hajimete no yume ga mieru That we had when we were born
context: Tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?\Tomare! Stop!\Kako wa jibun no mono The past belongs to me\Touzen daretomo torikaetakunai Of course I don't want to trade it with anyone else\Nazenara That's because\Basudei datta watashitachi niwa It was my birthday, and when we saw each other\Deai ga umareta toki ni We could see the first dream\Hajimete no yume ga mieru That we had when we were born response:	Doushiyouka tte nayanda koto mo Worrying about what do I do?
context: Tomare! Stop!\Kako wa jibun no mono The past belongs to me\Touzen daretomo torikaetakunai Of course I don't want to trade it with anyone else\Nazenara That's because\Basudei datta watashitachi niwa It was my birthday, and when we saw each other\Deai ga umareta toki ni We could see the first dream\Hajimete no yume ga mieru That we had when we were born\Doushiyouka tte nayanda koto mo Worrying about what do I do? response:	Ima omoeba waraeru hodo datta yo ne Is laughable when I think about it now
