context: Anyway, I won't leave you before you meet your destined calamity. response:	Who told you that I'm going to meet my destined calamity?
context: Do you have enough tea?\Yes, there's plenty.\Master seems a bit strange?\When Bai Zhen and I spoke of your marriage\we thought that you're naturally slow-witted in affairs of the heart.\But you're not so bad as a deity.\Romance wise, you know nothing.\Fourth Brother said that to me as well. response:	The exact same words.
context: Yes, there's plenty.\Master seems a bit strange?\When Bai Zhen and I spoke of your marriage\we thought that you're naturally slow-witted in affairs of the heart.\But you're not so bad as a deity.\Romance wise, you know nothing.\Fourth Brother said that to me as well.\The exact same words. response:	You really are slow-witted.
context: Master seems a bit strange?\When Bai Zhen and I spoke of your marriage\we thought that you're naturally slow-witted in affairs of the heart.\But you're not so bad as a deity.\Romance wise, you know nothing.\Fourth Brother said that to me as well.\The exact same words.\You really are slow-witted. response:	So slow-witted!
context: When Bai Zhen and I spoke of your marriage\we thought that you're naturally slow-witted in affairs of the heart.\But you're not so bad as a deity.\Romance wise, you know nothing.\Fourth Brother said that to me as well.\The exact same words.\You really are slow-witted.\So slow-witted! response:	It's quite clean in here.
context: we thought that you're naturally slow-witted in affairs of the heart.\But you're not so bad as a deity.\Romance wise, you know nothing.\Fourth Brother said that to me as well.\The exact same words.\You really are slow-witted.\So slow-witted!\It's quite clean in here. response:	It should be.
context: But you're not so bad as a deity.\Romance wise, you know nothing.\Fourth Brother said that to me as well.\The exact same words.\You really are slow-witted.\So slow-witted!\It's quite clean in here.\It should be. response:	Kunlun Mountain hasn't been occupied for thousands of years.
context: Romance wise, you know nothing.\Fourth Brother said that to me as well.\The exact same words.\You really are slow-witted.\So slow-witted!\It's quite clean in here.\It should be.\Kunlun Mountain hasn't been occupied for thousands of years. response:	Yet this elixir cauldron hasn't stopped working at all.
context: Fourth Brother said that to me as well.\The exact same words.\You really are slow-witted.\So slow-witted!\It's quite clean in here.\It should be.\Kunlun Mountain hasn't been occupied for thousands of years.\Yet this elixir cauldron hasn't stopped working at all. response:	Why is that so?
context: The exact same words.\You really are slow-witted.\So slow-witted!\It's quite clean in here.\It should be.\Kunlun Mountain hasn't been occupied for thousands of years.\Yet this elixir cauldron hasn't stopped working at all.\Why is that so? response:	Your fiance didn't tell you about it?
context: You really are slow-witted.\So slow-witted!\It's quite clean in here.\It should be.\Kunlun Mountain hasn't been occupied for thousands of years.\Yet this elixir cauldron hasn't stopped working at all.\Why is that so?\Your fiance didn't tell you about it? response:	Ye Hua?
context: So slow-witted!\It's quite clean in here.\It should be.\Kunlun Mountain hasn't been occupied for thousands of years.\Yet this elixir cauldron hasn't stopped working at all.\Why is that so?\Your fiance didn't tell you about it?\Ye Hua? response:	He's never mentioned it.
context: It's quite clean in here.\It should be.\Kunlun Mountain hasn't been occupied for thousands of years.\Yet this elixir cauldron hasn't stopped working at all.\Why is that so?\Your fiance didn't tell you about it?\Ye Hua?\He's never mentioned it. response:	That night, the Crown Prince came here covered in blood with an arm bitten off.
context: It should be.\Kunlun Mountain hasn't been occupied for thousands of years.\Yet this elixir cauldron hasn't stopped working at all.\Why is that so?\Your fiance didn't tell you about it?\Ye Hua?\He's never mentioned it.\That night, the Crown Prince came here covered in blood with an arm bitten off. response:	He gave me quite a fright.
context: Kunlun Mountain hasn't been occupied for thousands of years.\Yet this elixir cauldron hasn't stopped working at all.\Why is that so?\Your fiance didn't tell you about it?\Ye Hua?\He's never mentioned it.\That night, the Crown Prince came here covered in blood with an arm bitten off.\He gave me quite a fright. response:	I thought that he was hurt and came to seek help at Kunlun Mountain.
context: Yet this elixir cauldron hasn't stopped working at all.\Why is that so?\Your fiance didn't tell you about it?\Ye Hua?\He's never mentioned it.\That night, the Crown Prince came here covered in blood with an arm bitten off.\He gave me quite a fright.\I thought that he was hurt and came to seek help at Kunlun Mountain. response:	Who knew that he was here to create an elixir?
context: Why is that so?\Your fiance didn't tell you about it?\Ye Hua?\He's never mentioned it.\That night, the Crown Prince came here covered in blood with an arm bitten off.\He gave me quite a fright.\I thought that he was hurt and came to seek help at Kunlun Mountain.\Who knew that he was here to create an elixir? response:	Who do you think he did it for?
context: Your fiance didn't tell you about it?\Ye Hua?\He's never mentioned it.\That night, the Crown Prince came here covered in blood with an arm bitten off.\He gave me quite a fright.\I thought that he was hurt and came to seek help at Kunlun Mountain.\Who knew that he was here to create an elixir?\Who do you think he did it for? response:	Why did he have to come to Kunlun Mountain?
context: Ye Hua?\He's never mentioned it.\That night, the Crown Prince came here covered in blood with an arm bitten off.\He gave me quite a fright.\I thought that he was hurt and came to seek help at Kunlun Mountain.\Who knew that he was here to create an elixir?\Who do you think he did it for?\Why did he have to come to Kunlun Mountain? response:	Why didn't he use the elixir cauldron up in the Nine Heavens?
context: He's never mentioned it.\That night, the Crown Prince came here covered in blood with an arm bitten off.\He gave me quite a fright.\I thought that he was hurt and came to seek help at Kunlun Mountain.\Who knew that he was here to create an elixir?\Who do you think he did it for?\Why did he have to come to Kunlun Mountain?\Why didn't he use the elixir cauldron up in the Nine Heavens? response:	He left the Nine Heavens
context: That night, the Crown Prince came here covered in blood with an arm bitten off.\He gave me quite a fright.\I thought that he was hurt and came to seek help at Kunlun Mountain.\Who knew that he was here to create an elixir?\Who do you think he did it for?\Why did he have to come to Kunlun Mountain?\Why didn't he use the elixir cauldron up in the Nine Heavens?\He left the Nine Heavens response:	because he didn't want anyone to know about the elixir he was making.
context: He gave me quite a fright.\I thought that he was hurt and came to seek help at Kunlun Mountain.\Who knew that he was here to create an elixir?\Who do you think he did it for?\Why did he have to come to Kunlun Mountain?\Why didn't he use the elixir cauldron up in the Nine Heavens?\He left the Nine Heavens\because he didn't want anyone to know about the elixir he was making. response:	He made that elixir for my sake.
