context: Editorial Department response:	Shounen Jack
context: 1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\We did better than Eiji and Iwase, though.\Love Story One-shot Results response:	Within 1000 votes
context: Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\We did better than Eiji and Iwase, though.\Love Story One-shot Results\Within 1000 votes response:	1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty
context: Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\We did better than Eiji and Iwase, though.\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty response:	Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou
context: Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\We did better than Eiji and Iwase, though.\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou response:	Love Story One-shot Results
context: 1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\We did better than Eiji and Iwase, though.\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results response:	Within 1000 votes
context: Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\We did better than Eiji and Iwase, though.\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes response:	1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty
context: We did better than Eiji and Iwase, though.\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty response:	Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou
context: Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou response:	Love Story One-shot Results
context: Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results response:	Within 1000 votes
context: 1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes response:	1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty
context: Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty response:	Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou
context: Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou response:	Love Story One-shot Results
context: Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results response:	Within 1000 votes
context: 1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes response:	1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty
context: Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty response:	Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou
context: Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou response:	Love Story One-shot Results
context: Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results response:	Within 1000 votes
context: 1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes response:	1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty
context: Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty response:	Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou
context: Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou response:	Love Story One-shot Results
context: Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results response:	Within 1000 votes
context: 1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes response:	1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty
context: Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty response:	Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou
context: Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou response:	But we did expand our horizons as Ashirogi Mutou.
context: Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\But we did expand our horizons as Ashirogi Mutou. response:	My drawing speed went up.
context: 1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\But we did expand our horizons as Ashirogi Mutou.\My drawing speed went up. response:	Yeah. Let's take our time, work on PCP,
context: Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\But we did expand our horizons as Ashirogi Mutou.\My drawing speed went up.\Yeah. Let's take our time, work on PCP, response:	and make our next manga into an anime.
context: Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\But we did expand our horizons as Ashirogi Mutou.\My drawing speed went up.\Yeah. Let's take our time, work on PCP,\and make our next manga into an anime. response:	Yeah!
context: Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\But we did expand our horizons as Ashirogi Mutou.\My drawing speed went up.\Yeah. Let's take our time, work on PCP,\and make our next manga into an anime.\Yeah! response:	Akito!
context: 1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\But we did expand our horizons as Ashirogi Mutou.\My drawing speed went up.\Yeah. Let's take our time, work on PCP,\and make our next manga into an anime.\Yeah!\Akito! response:	Mashiro!
context: Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\But we did expand our horizons as Ashirogi Mutou.\My drawing speed went up.\Yeah. Let's take our time, work on PCP,\and make our next manga into an anime.\Yeah!\Akito!\Mashiro! response:	mogakinagara saikou no yume wo
context: But we did expand our horizons as Ashirogi Mutou.\My drawing speed went up.\Yeah. Let's take our time, work on PCP,\and make our next manga into an anime.\Yeah!\Akito!\Mashiro!\mogakinagara saikou no yume wo response:	mogakinagara saikou no yume wo
context: My drawing speed went up.\Yeah. Let's take our time, work on PCP,\and make our next manga into an anime.\Yeah!\Akito!\Mashiro!\mogakinagara saikou no yume wo\mogakinagara saikou no yume wo response:	The times when I fight and struggle and dream
context: Yeah. Let's take our time, work on PCP,\and make our next manga into an anime.\Yeah!\Akito!\Mashiro!\mogakinagara saikou no yume wo\mogakinagara saikou no yume wo\The times when I fight and struggle and dream response:	katachi ni suru kono shunkan ga suki sa
context: and make our next manga into an anime.\Yeah!\Akito!\Mashiro!\mogakinagara saikou no yume wo\mogakinagara saikou no yume wo\The times when I fight and struggle and dream\katachi ni suru kono shunkan ga suki sa response:	katachi ni suru kono shunkan ga suki sa
context: Yeah!\Akito!\Mashiro!\mogakinagara saikou no yume wo\mogakinagara saikou no yume wo\The times when I fight and struggle and dream\katachi ni suru kono shunkan ga suki sa\katachi ni suru kono shunkan ga suki sa response:	of all the things I want in life is the best
context: Akito!\Mashiro!\mogakinagara saikou no yume wo\mogakinagara saikou no yume wo\The times when I fight and struggle and dream\katachi ni suru kono shunkan ga suki sa\katachi ni suru kono shunkan ga suki sa\of all the things I want in life is the best response:	tatakau you na te wo tsunagu you na
context: Mashiro!\mogakinagara saikou no yume wo\mogakinagara saikou no yume wo\The times when I fight and struggle and dream\katachi ni suru kono shunkan ga suki sa\katachi ni suru kono shunkan ga suki sa\of all the things I want in life is the best\tatakau you na te wo tsunagu you na response:	tatakau you na te wo tsunagu you na
context: mogakinagara saikou no yume wo\mogakinagara saikou no yume wo\The times when I fight and struggle and dream\katachi ni suru kono shunkan ga suki sa\katachi ni suru kono shunkan ga suki sa\of all the things I want in life is the best\tatakau you na te wo tsunagu you na\tatakau you na te wo tsunagu you na response:	That's when I feel the bond between us and our strength to fight
