context: Yuuichi! response:	Sorry! Were you waiting long?
context: It's possible that I haven't even met the base conditions of a date.\If... you are not satisfied with the results, Himuro...\then... I apologize.\True.\I'm not sure we met the base conditions of a date.\However...\what we believe in is numbers, isn't it?\Here. response:	This is the number of times I was happy and the number of times I had fun today.
context: If... you are not satisfied with the results, Himuro...\then... I apologize.\True.\I'm not sure we met the base conditions of a date.\However...\what we believe in is numbers, isn't it?\Here.\This is the number of times I was happy and the number of times I had fun today. response:	Times I was happy + Times I had fun
context: then... I apologize.\True.\I'm not sure we met the base conditions of a date.\However...\what we believe in is numbers, isn't it?\Here.\This is the number of times I was happy and the number of times I had fun today.\Times I was happy + Times I had fun response:	In total, 1925 times.
context: True.\I'm not sure we met the base conditions of a date.\However...\what we believe in is numbers, isn't it?\Here.\This is the number of times I was happy and the number of times I had fun today.\Times I was happy + Times I had fun\In total, 1925 times. response:	It's an exponential increase.
context: I'm not sure we met the base conditions of a date.\However...\what we believe in is numbers, isn't it?\Here.\This is the number of times I was happy and the number of times I had fun today.\Times I was happy + Times I had fun\In total, 1925 times.\It's an exponential increase. response:	And even now, in this moment, too.
context: However...\what we believe in is numbers, isn't it?\Here.\This is the number of times I was happy and the number of times I had fun today.\Times I was happy + Times I had fun\In total, 1925 times.\It's an exponential increase.\And even now, in this moment, too. response:	Without something to compare those numbers to,
context: what we believe in is numbers, isn't it?\Here.\This is the number of times I was happy and the number of times I had fun today.\Times I was happy + Times I had fun\In total, 1925 times.\It's an exponential increase.\And even now, in this moment, too.\Without something to compare those numbers to, response:	there's no way to tell if they're high or low.
context: Here.\This is the number of times I was happy and the number of times I had fun today.\Times I was happy + Times I had fun\In total, 1925 times.\It's an exponential increase.\And even now, in this moment, too.\Without something to compare those numbers to,\there's no way to tell if they're high or low. response:	In that case, these sample numbers...
context: This is the number of times I was happy and the number of times I had fun today.\Times I was happy + Times I had fun\In total, 1925 times.\It's an exponential increase.\And even now, in this moment, too.\Without something to compare those numbers to,\there's no way to tell if they're high or low.\In that case, these sample numbers... response:	We'll need to get more, right?
context: Times I was happy + Times I had fun\In total, 1925 times.\It's an exponential increase.\And even now, in this moment, too.\Without something to compare those numbers to,\there's no way to tell if they're high or low.\In that case, these sample numbers...\We'll need to get more, right? response:	The experiment is done. We're pulling out.
context: In total, 1925 times.\It's an exponential increase.\And even now, in this moment, too.\Without something to compare those numbers to,\there's no way to tell if they're high or low.\In that case, these sample numbers...\We'll need to get more, right?\The experiment is done. We're pulling out. response:	Gotcha.
context: It's an exponential increase.\And even now, in this moment, too.\Without something to compare those numbers to,\there's no way to tell if they're high or low.\In that case, these sample numbers...\We'll need to get more, right?\The experiment is done. We're pulling out.\Gotcha. response:	You must be tired. Good work.
context: And even now, in this moment, too.\Without something to compare those numbers to,\there's no way to tell if they're high or low.\In that case, these sample numbers...\We'll need to get more, right?\The experiment is done. We're pulling out.\Gotcha.\You must be tired. Good work. response:	Um, was it romantic, like it was supposed to be in the plan?
context: Without something to compare those numbers to,\there's no way to tell if they're high or low.\In that case, these sample numbers...\We'll need to get more, right?\The experiment is done. We're pulling out.\Gotcha.\You must be tired. Good work.\Um, was it romantic, like it was supposed to be in the plan? response:	That's a secret.
context: there's no way to tell if they're high or low.\In that case, these sample numbers...\We'll need to get more, right?\The experiment is done. We're pulling out.\Gotcha.\You must be tired. Good work.\Um, was it romantic, like it was supposed to be in the plan?\That's a secret. response:	Next Time
context: In that case, these sample numbers...\We'll need to get more, right?\The experiment is done. We're pulling out.\Gotcha.\You must be tired. Good work.\Um, was it romantic, like it was supposed to be in the plan?\That's a secret.\Next Time response:	Proof 5 Science-types Fell in Love, So They Tried Holding a Meeting.
context: We'll need to get more, right?\The experiment is done. We're pulling out.\Gotcha.\You must be tired. Good work.\Um, was it romantic, like it was supposed to be in the plan?\That's a secret.\Next Time\Proof 5 Science-types Fell in Love, So They Tried Holding a Meeting. response:	Next time, proof 5!
context: The experiment is done. We're pulling out.\Gotcha.\You must be tired. Good work.\Um, was it romantic, like it was supposed to be in the plan?\That's a secret.\Next Time\Proof 5 Science-types Fell in Love, So They Tried Holding a Meeting.\Next time, proof 5! response:	Science-types Fell in Love, so They Tried Holding a Meeting.
