context: I thought the way she talked was like the way she sang. response:	That unique and annoying way Takumi stretches the last word when he speaks
context: If it's a magazine interview, I'm sure they'll reschedule if you ask.\But it doesn't seem like such a good idea\for all of them to go out in public.\It'll be fine if they disguise themselves.\Shin! Hurry and text her back!\BUT... Shin! Hurry and text her back!\BUT...\BUT... What should I say? response:	What should I say?
context: But it doesn't seem like such a good idea\for all of them to go out in public.\It'll be fine if they disguise themselves.\Shin! Hurry and text her back!\BUT... Shin! Hurry and text her back!\BUT...\BUT... What should I say?\What should I say? response:	Six o'clock in room 707.
context: for all of them to go out in public.\It'll be fine if they disguise themselves.\Shin! Hurry and text her back!\BUT... Shin! Hurry and text her back!\BUT...\BUT... What should I say?\What should I say?\Six o'clock in room 707. response:	I haven't been home in nearly two months.
context: It'll be fine if they disguise themselves.\Shin! Hurry and text her back!\BUT... Shin! Hurry and text her back!\BUT...\BUT... What should I say?\What should I say?\Six o'clock in room 707.\I haven't been home in nearly two months. response:	Those mosquitoes would surely have left by now.
context: Shin! Hurry and text her back!\BUT... Shin! Hurry and text her back!\BUT...\BUT... What should I say?\What should I say?\Six o'clock in room 707.\I haven't been home in nearly two months.\Those mosquitoes would surely have left by now. response:	RE: TOMORROW WE'LL BE WAITING IN ROOM 707 AT 6:00. WE'LL ALL BE THERE. LET'S HOPE THE SKY'S CLEAR THIS TIME!
context: BUT... Shin! Hurry and text her back!\BUT...\BUT... What should I say?\What should I say?\Six o'clock in room 707.\I haven't been home in nearly two months.\Those mosquitoes would surely have left by now.\RE: TOMORROW WE'LL BE WAITING IN ROOM 707 AT 6:00. WE'LL ALL BE THERE. LET'S HOPE THE SKY'S CLEAR THIS TIME! response:	It's not a dream, Hachi.
context: BUT...\BUT... What should I say?\What should I say?\Six o'clock in room 707.\I haven't been home in nearly two months.\Those mosquitoes would surely have left by now.\RE: TOMORROW WE'LL BE WAITING IN ROOM 707 AT 6:00. WE'LL ALL BE THERE. LET'S HOPE THE SKY'S CLEAR THIS TIME!\It's not a dream, Hachi. response:	We can spend time and laugh together like we did back then.
context: BUT... What should I say?\What should I say?\Six o'clock in room 707.\I haven't been home in nearly two months.\Those mosquitoes would surely have left by now.\RE: TOMORROW WE'LL BE WAITING IN ROOM 707 AT 6:00. WE'LL ALL BE THERE. LET'S HOPE THE SKY'S CLEAR THIS TIME!\It's not a dream, Hachi.\We can spend time and laugh together like we did back then. response:	We can start over.
context: What should I say?\Six o'clock in room 707.\I haven't been home in nearly two months.\Those mosquitoes would surely have left by now.\RE: TOMORROW WE'LL BE WAITING IN ROOM 707 AT 6:00. WE'LL ALL BE THERE. LET'S HOPE THE SKY'S CLEAR THIS TIME!\It's not a dream, Hachi.\We can spend time and laugh together like we did back then.\We can start over. response:	Please let me start over.
context: Six o'clock in room 707.\I haven't been home in nearly two months.\Those mosquitoes would surely have left by now.\RE: TOMORROW WE'LL BE WAITING IN ROOM 707 AT 6:00. WE'LL ALL BE THERE. LET'S HOPE THE SKY'S CLEAR THIS TIME!\It's not a dream, Hachi.\We can spend time and laugh together like we did back then.\We can start over.\Please let me start over. response:	We'll return to that summer day and
context: I haven't been home in nearly two months.\Those mosquitoes would surely have left by now.\RE: TOMORROW WE'LL BE WAITING IN ROOM 707 AT 6:00. WE'LL ALL BE THERE. LET'S HOPE THE SKY'S CLEAR THIS TIME!\It's not a dream, Hachi.\We can spend time and laugh together like we did back then.\We can start over.\Please let me start over.\We'll return to that summer day and response:	rewrite the scenario together for our bright future!
context: Those mosquitoes would surely have left by now.\RE: TOMORROW WE'LL BE WAITING IN ROOM 707 AT 6:00. WE'LL ALL BE THERE. LET'S HOPE THE SKY'S CLEAR THIS TIME!\It's not a dream, Hachi.\We can spend time and laugh together like we did back then.\We can start over.\Please let me start over.\We'll return to that summer day and\rewrite the scenario together for our bright future! response:	Hey, Takumi...
context: RE: TOMORROW WE'LL BE WAITING IN ROOM 707 AT 6:00. WE'LL ALL BE THERE. LET'S HOPE THE SKY'S CLEAR THIS TIME!\It's not a dream, Hachi.\We can spend time and laugh together like we did back then.\We can start over.\Please let me start over.\We'll return to that summer day and\rewrite the scenario together for our bright future!\Hey, Takumi... response:	Hm?
context: It's not a dream, Hachi.\We can spend time and laugh together like we did back then.\We can start over.\Please let me start over.\We'll return to that summer day and\rewrite the scenario together for our bright future!\Hey, Takumi...\Hm? response:	There's something I wanna ask you.
context: We can spend time and laugh together like we did back then.\We can start over.\Please let me start over.\We'll return to that summer day and\rewrite the scenario together for our bright future!\Hey, Takumi...\Hm?\There's something I wanna ask you. response:	What?
context: We can start over.\Please let me start over.\We'll return to that summer day and\rewrite the scenario together for our bright future!\Hey, Takumi...\Hm?\There's something I wanna ask you.\What? response:	Nana and I wanna...
context: Please let me start over.\We'll return to that summer day and\rewrite the scenario together for our bright future!\Hey, Takumi...\Hm?\There's something I wanna ask you.\What?\Nana and I wanna... response:	Shit!
context: We'll return to that summer day and\rewrite the scenario together for our bright future!\Hey, Takumi...\Hm?\There's something I wanna ask you.\What?\Nana and I wanna...\Shit! response:	The damn thing froze on me!
context: rewrite the scenario together for our bright future!\Hey, Takumi...\Hm?\There's something I wanna ask you.\What?\Nana and I wanna...\Shit!\The damn thing froze on me! response:	I'm tired.
context: Hey, Takumi...\Hm?\There's something I wanna ask you.\What?\Nana and I wanna...\Shit!\The damn thing froze on me!\I'm tired. response:	Something's coming out of you.
context: Hm?\There's something I wanna ask you.\What?\Nana and I wanna...\Shit!\The damn thing froze on me!\I'm tired.\Something's coming out of you. response:	HIS SOUL? SHOO... Something's coming out of you.
context: There's something I wanna ask you.\What?\Nana and I wanna...\Shit!\The damn thing froze on me!\I'm tired.\Something's coming out of you.\HIS SOUL? SHOO... Something's coming out of you. response:	What did you wanna ask me? Does it hafta be right now?
context: What?\Nana and I wanna...\Shit!\The damn thing froze on me!\I'm tired.\Something's coming out of you.\HIS SOUL? SHOO... Something's coming out of you.\What did you wanna ask me? Does it hafta be right now? response:	Actually, I think right now's not such a good time.
context: Nana and I wanna...\Shit!\The damn thing froze on me!\I'm tired.\Something's coming out of you.\HIS SOUL? SHOO... Something's coming out of you.\What did you wanna ask me? Does it hafta be right now?\Actually, I think right now's not such a good time. response:	Oh, but I do have one question.
context: Shit!\The damn thing froze on me!\I'm tired.\Something's coming out of you.\HIS SOUL? SHOO... Something's coming out of you.\What did you wanna ask me? Does it hafta be right now?\Actually, I think right now's not such a good time.\Oh, but I do have one question. response:	What?
context: The damn thing froze on me!\I'm tired.\Something's coming out of you.\HIS SOUL? SHOO... Something's coming out of you.\What did you wanna ask me? Does it hafta be right now?\Actually, I think right now's not such a good time.\Oh, but I do have one question.\What? response:	That ring you bought for Hachiko.
context: I'm tired.\Something's coming out of you.\HIS SOUL? SHOO... Something's coming out of you.\What did you wanna ask me? Does it hafta be right now?\Actually, I think right now's not such a good time.\Oh, but I do have one question.\What?\That ring you bought for Hachiko. response:	Where did you get it, and what kind was it?
context: Something's coming out of you.\HIS SOUL? SHOO... Something's coming out of you.\What did you wanna ask me? Does it hafta be right now?\Actually, I think right now's not such a good time.\Oh, but I do have one question.\What?\That ring you bought for Hachiko.\Where did you get it, and what kind was it? response:	Hey, Hachi.
context: HIS SOUL? SHOO... Something's coming out of you.\What did you wanna ask me? Does it hafta be right now?\Actually, I think right now's not such a good time.\Oh, but I do have one question.\What?\That ring you bought for Hachiko.\Where did you get it, and what kind was it?\Hey, Hachi. response:	Who could've imagined in their wildest dreams
context: What did you wanna ask me? Does it hafta be right now?\Actually, I think right now's not such a good time.\Oh, but I do have one question.\What?\That ring you bought for Hachiko.\Where did you get it, and what kind was it?\Hey, Hachi.\Who could've imagined in their wildest dreams response:	that the day would come when you and I,
context: Actually, I think right now's not such a good time.\Oh, but I do have one question.\What?\That ring you bought for Hachiko.\Where did you get it, and what kind was it?\Hey, Hachi.\Who could've imagined in their wildest dreams\that the day would come when you and I, response:	with completely different tastes,
context: Oh, but I do have one question.\What?\That ring you bought for Hachiko.\Where did you get it, and what kind was it?\Hey, Hachi.\Who could've imagined in their wildest dreams\that the day would come when you and I,\with completely different tastes, response:	would each be wearing a matching set of treasures?
context: What?\That ring you bought for Hachiko.\Where did you get it, and what kind was it?\Hey, Hachi.\Who could've imagined in their wildest dreams\that the day would come when you and I,\with completely different tastes,\would each be wearing a matching set of treasures? response:	I know you're fickle and crave new things.
context: That ring you bought for Hachiko.\Where did you get it, and what kind was it?\Hey, Hachi.\Who could've imagined in their wildest dreams\that the day would come when you and I,\with completely different tastes,\would each be wearing a matching set of treasures?\I know you're fickle and crave new things. response:	But I hope you still treasure it even now...
context: Where did you get it, and what kind was it?\Hey, Hachi.\Who could've imagined in their wildest dreams\that the day would come when you and I,\with completely different tastes,\would each be wearing a matching set of treasures?\I know you're fickle and crave new things.\But I hope you still treasure it even now... response:	That generic-looking ring from a high-end jewelry store.
context: Hey, Hachi.\Who could've imagined in their wildest dreams\that the day would come when you and I,\with completely different tastes,\would each be wearing a matching set of treasures?\I know you're fickle and crave new things.\But I hope you still treasure it even now...\That generic-looking ring from a high-end jewelry store. response:	Alone and heartbroken
context: Who could've imagined in their wildest dreams\that the day would come when you and I,\with completely different tastes,\would each be wearing a matching set of treasures?\I know you're fickle and crave new things.\But I hope you still treasure it even now...\That generic-looking ring from a high-end jewelry store.\Alone and heartbroken response:	Tears falling down feel cold
context: that the day would come when you and I,\with completely different tastes,\would each be wearing a matching set of treasures?\I know you're fickle and crave new things.\But I hope you still treasure it even now...\That generic-looking ring from a high-end jewelry store.\Alone and heartbroken\Tears falling down feel cold response:	A dark night lasting too long
context: with completely different tastes,\would each be wearing a matching set of treasures?\I know you're fickle and crave new things.\But I hope you still treasure it even now...\That generic-looking ring from a high-end jewelry store.\Alone and heartbroken\Tears falling down feel cold\A dark night lasting too long response:	Wakes up
context: would each be wearing a matching set of treasures?\I know you're fickle and crave new things.\But I hope you still treasure it even now...\That generic-looking ring from a high-end jewelry store.\Alone and heartbroken\Tears falling down feel cold\A dark night lasting too long\Wakes up response:	It's too sad and painful
context: I know you're fickle and crave new things.\But I hope you still treasure it even now...\That generic-looking ring from a high-end jewelry store.\Alone and heartbroken\Tears falling down feel cold\A dark night lasting too long\Wakes up\It's too sad and painful response:	I gave up everything
context: But I hope you still treasure it even now...\That generic-looking ring from a high-end jewelry store.\Alone and heartbroken\Tears falling down feel cold\A dark night lasting too long\Wakes up\It's too sad and painful\I gave up everything response:	But you loved me anyway
context: That generic-looking ring from a high-end jewelry store.\Alone and heartbroken\Tears falling down feel cold\A dark night lasting too long\Wakes up\It's too sad and painful\I gave up everything\But you loved me anyway response:	Kiss me and stay with me
context: Alone and heartbroken\Tears falling down feel cold\A dark night lasting too long\Wakes up\It's too sad and painful\I gave up everything\But you loved me anyway\Kiss me and stay with me response:	A flower blooming forever
context: Tears falling down feel cold\A dark night lasting too long\Wakes up\It's too sad and painful\I gave up everything\But you loved me anyway\Kiss me and stay with me\A flower blooming forever response:	Light, fragile, strong
context: A dark night lasting too long\Wakes up\It's too sad and painful\I gave up everything\But you loved me anyway\Kiss me and stay with me\A flower blooming forever\Light, fragile, strong response:	How could you smile for me
context: Wakes up\It's too sad and painful\I gave up everything\But you loved me anyway\Kiss me and stay with me\A flower blooming forever\Light, fragile, strong\How could you smile for me response:	I need nothing else
context: It's too sad and painful\I gave up everything\But you loved me anyway\Kiss me and stay with me\A flower blooming forever\Light, fragile, strong\How could you smile for me\I need nothing else response:	Just stand by me forever
