context: You're Lilah? response:	Arnold?
context: They have opinions on world hunger. Who cares? They're debutantes!\They're having a coming-out party? They're coming out of a Rolls Royce.\What does this have to do with life as we know it?\I don't hate debutantes!\I don't hate anybody.\I'm not a hate-monger.\I'm more of a hate-stylist, if you will. Thank you very much.\Thank you. response:	Thank you.
context: They're having a coming-out party? They're coming out of a Rolls Royce.\What does this have to do with life as we know it?\I don't hate debutantes!\I don't hate anybody.\I'm not a hate-monger.\I'm more of a hate-stylist, if you will. Thank you very much.\Thank you.\Thank you. response:	Thank you.
context: What does this have to do with life as we know it?\I don't hate debutantes!\I don't hate anybody.\I'm not a hate-monger.\I'm more of a hate-stylist, if you will. Thank you very much.\Thank you.\Thank you.\Thank you. response:	Bravo! Bravo! The demented world of Steven Gold.
context: I don't hate debutantes!\I don't hate anybody.\I'm not a hate-monger.\I'm more of a hate-stylist, if you will. Thank you very much.\Thank you.\Thank you.\Thank you.\Bravo! Bravo! The demented world of Steven Gold. response:	Ladies and gentlemen, let's have a hand for Steven Gold.
context: I don't hate anybody.\I'm not a hate-monger.\I'm more of a hate-stylist, if you will. Thank you very much.\Thank you.\Thank you.\Thank you.\Bravo! Bravo! The demented world of Steven Gold.\Ladies and gentlemen, let's have a hand for Steven Gold. response:	How about a hand for the other performers we heard here tonight?
context: I'm not a hate-monger.\I'm more of a hate-stylist, if you will. Thank you very much.\Thank you.\Thank you.\Thank you.\Bravo! Bravo! The demented world of Steven Gold.\Ladies and gentlemen, let's have a hand for Steven Gold.\How about a hand for the other performers we heard here tonight? response:	- Good stuff. - Thanks. Give me a drink.
context: I'm more of a hate-stylist, if you will. Thank you very much.\Thank you.\Thank you.\Thank you.\Bravo! Bravo! The demented world of Steven Gold.\Ladies and gentlemen, let's have a hand for Steven Gold.\How about a hand for the other performers we heard here tonight?\- Good stuff. - Thanks. Give me a drink. response:	You were wonderful.
context: Thank you.\Thank you.\Thank you.\Bravo! Bravo! The demented world of Steven Gold.\Ladies and gentlemen, let's have a hand for Steven Gold.\How about a hand for the other performers we heard here tonight?\- Good stuff. - Thanks. Give me a drink.\You were wonderful. response:	- You were great. - Thanks.
context: Thank you.\Thank you.\Bravo! Bravo! The demented world of Steven Gold.\Ladies and gentlemen, let's have a hand for Steven Gold.\How about a hand for the other performers we heard here tonight?\- Good stuff. - Thanks. Give me a drink.\You were wonderful.\- You were great. - Thanks. response:	Very convincing, very powerful, very Shaka Zulu.
context: Thank you.\Bravo! Bravo! The demented world of Steven Gold.\Ladies and gentlemen, let's have a hand for Steven Gold.\How about a hand for the other performers we heard here tonight?\- Good stuff. - Thanks. Give me a drink.\You were wonderful.\- You were great. - Thanks.\Very convincing, very powerful, very Shaka Zulu. response:	- Steven. - Thank you.
context: Bravo! Bravo! The demented world of Steven Gold.\Ladies and gentlemen, let's have a hand for Steven Gold.\How about a hand for the other performers we heard here tonight?\- Good stuff. - Thanks. Give me a drink.\You were wonderful.\- You were great. - Thanks.\Very convincing, very powerful, very Shaka Zulu.\- Steven. - Thank you. response:	You were great.
context: Ladies and gentlemen, let's have a hand for Steven Gold.\How about a hand for the other performers we heard here tonight?\- Good stuff. - Thanks. Give me a drink.\You were wonderful.\- You were great. - Thanks.\Very convincing, very powerful, very Shaka Zulu.\- Steven. - Thank you.\You were great. response:	- Do you really think so? - Absolutely.
context: How about a hand for the other performers we heard here tonight?\- Good stuff. - Thanks. Give me a drink.\You were wonderful.\- You were great. - Thanks.\Very convincing, very powerful, very Shaka Zulu.\- Steven. - Thank you.\You were great.\- Do you really think so? - Absolutely. response:	It was do or die tonight.
context: - Good stuff. - Thanks. Give me a drink.\You were wonderful.\- You were great. - Thanks.\Very convincing, very powerful, very Shaka Zulu.\- Steven. - Thank you.\You were great.\- Do you really think so? - Absolutely.\It was do or die tonight. response:	All right, you guys, let's take it downstairs.
context: You were wonderful.\- You were great. - Thanks.\Very convincing, very powerful, very Shaka Zulu.\- Steven. - Thank you.\You were great.\- Do you really think so? - Absolutely.\It was do or die tonight.\All right, you guys, let's take it downstairs. response:	We'll wait for five minutes...
context: - You were great. - Thanks.\Very convincing, very powerful, very Shaka Zulu.\- Steven. - Thank you.\You were great.\- Do you really think so? - Absolutely.\It was do or die tonight.\All right, you guys, let's take it downstairs.\We'll wait for five minutes... response:	And in the meantime, to make it easier, we'll all have a drink on the house.
context: Very convincing, very powerful, very Shaka Zulu.\- Steven. - Thank you.\You were great.\- Do you really think so? - Absolutely.\It was do or die tonight.\All right, you guys, let's take it downstairs.\We'll wait for five minutes...\And in the meantime, to make it easier, we'll all have a drink on the house. response:	Lilah.
context: - Steven. - Thank you.\You were great.\- Do you really think so? - Absolutely.\It was do or die tonight.\All right, you guys, let's take it downstairs.\We'll wait for five minutes...\And in the meantime, to make it easier, we'll all have a drink on the house.\Lilah. response:	It's just personal. It's from my husband.
context: You were great.\- Do you really think so? - Absolutely.\It was do or die tonight.\All right, you guys, let's take it downstairs.\We'll wait for five minutes...\And in the meantime, to make it easier, we'll all have a drink on the house.\Lilah.\It's just personal. It's from my husband. response:	Okay, everybody, this is it.
context: - Do you really think so? - Absolutely.\It was do or die tonight.\All right, you guys, let's take it downstairs.\We'll wait for five minutes...\And in the meantime, to make it easier, we'll all have a drink on the house.\Lilah.\It's just personal. It's from my husband.\Okay, everybody, this is it. response:	There are no losers here tonight. You're all winners.
context: It was do or die tonight.\All right, you guys, let's take it downstairs.\We'll wait for five minutes...\And in the meantime, to make it easier, we'll all have a drink on the house.\Lilah.\It's just personal. It's from my husband.\Okay, everybody, this is it.\There are no losers here tonight. You're all winners. response:	Whoever they chose, they chose because they chose.
context: All right, you guys, let's take it downstairs.\We'll wait for five minutes...\And in the meantime, to make it easier, we'll all have a drink on the house.\Lilah.\It's just personal. It's from my husband.\Okay, everybody, this is it.\There are no losers here tonight. You're all winners.\Whoever they chose, they chose because they chose. response:	They changed their minds three times. You know why?
context: We'll wait for five minutes...\And in the meantime, to make it easier, we'll all have a drink on the house.\Lilah.\It's just personal. It's from my husband.\Okay, everybody, this is it.\There are no losers here tonight. You're all winners.\Whoever they chose, they chose because they chose.\They changed their minds three times. You know why? response:	Cut to the chase, Romeo. Who won?
context: And in the meantime, to make it easier, we'll all have a drink on the house.\Lilah.\It's just personal. It's from my husband.\Okay, everybody, this is it.\There are no losers here tonight. You're all winners.\Whoever they chose, they chose because they chose.\They changed their minds three times. You know why?\Cut to the chase, Romeo. Who won? response:	I can't say. That's what I'm trying to tell you.
context: Lilah.\It's just personal. It's from my husband.\Okay, everybody, this is it.\There are no losers here tonight. You're all winners.\Whoever they chose, they chose because they chose.\They changed their minds three times. You know why?\Cut to the chase, Romeo. Who won?\I can't say. That's what I'm trying to tell you. response:	They want you all on stage to get a real reaction...
context: It's just personal. It's from my husband.\Okay, everybody, this is it.\There are no losers here tonight. You're all winners.\Whoever they chose, they chose because they chose.\They changed their minds three times. You know why?\Cut to the chase, Romeo. Who won?\I can't say. That's what I'm trying to tell you.\They want you all on stage to get a real reaction... response:	- What is this shit? - They want to see the losers, man.
context: Okay, everybody, this is it.\There are no losers here tonight. You're all winners.\Whoever they chose, they chose because they chose.\They changed their minds three times. You know why?\Cut to the chase, Romeo. Who won?\I can't say. That's what I'm trying to tell you.\They want you all on stage to get a real reaction...\- What is this shit? - They want to see the losers, man. response:	- Just send the winner up. - They want it to be a surprise.
