context: - Your Highness. - Your Highness. response:	You may all go.
context: Only you can take the place of your second uncle to appease Qing Qiu.\All right.\So quickly?\You better not be lying to me.\Bai Qian is 90,000 years older than you.\It is just one more person sleeping on the bed next to me.\What is the difficulty in that?\Insightful. response:	You still are the astute one.
context: All right.\So quickly?\You better not be lying to me.\Bai Qian is 90,000 years older than you.\It is just one more person sleeping on the bed next to me.\What is the difficulty in that?\Insightful.\You still are the astute one. response:	The marriage alliance between Celestial Tribe and Qing Qiu
context: So quickly?\You better not be lying to me.\Bai Qian is 90,000 years older than you.\It is just one more person sleeping on the bed next to me.\What is the difficulty in that?\Insightful.\You still are the astute one.\The marriage alliance between Celestial Tribe and Qing Qiu response:	was originally proposed by you, Heavenly Lord.
context: You better not be lying to me.\Bai Qian is 90,000 years older than you.\It is just one more person sleeping on the bed next to me.\What is the difficulty in that?\Insightful.\You still are the astute one.\The marriage alliance between Celestial Tribe and Qing Qiu\was originally proposed by you, Heavenly Lord. response:	Now that it has turned into such an absurdity
context: Bai Qian is 90,000 years older than you.\It is just one more person sleeping on the bed next to me.\What is the difficulty in that?\Insightful.\You still are the astute one.\The marriage alliance between Celestial Tribe and Qing Qiu\was originally proposed by you, Heavenly Lord.\Now that it has turned into such an absurdity response:	what will the world think of my daughter, Bai Qian?
context: It is just one more person sleeping on the bed next to me.\What is the difficulty in that?\Insightful.\You still are the astute one.\The marriage alliance between Celestial Tribe and Qing Qiu\was originally proposed by you, Heavenly Lord.\Now that it has turned into such an absurdity\what will the world think of my daughter, Bai Qian? response:	Do you understand, Heavenly Lord?
context: What is the difficulty in that?\Insightful.\You still are the astute one.\The marriage alliance between Celestial Tribe and Qing Qiu\was originally proposed by you, Heavenly Lord.\Now that it has turned into such an absurdity\what will the world think of my daughter, Bai Qian?\Do you understand, Heavenly Lord? response:	Even aside from this matter
context: Insightful.\You still are the astute one.\The marriage alliance between Celestial Tribe and Qing Qiu\was originally proposed by you, Heavenly Lord.\Now that it has turned into such an absurdity\what will the world think of my daughter, Bai Qian?\Do you understand, Heavenly Lord?\Even aside from this matter response:	I feel ashamed in front of you, Fox King.
context: You still are the astute one.\The marriage alliance between Celestial Tribe and Qing Qiu\was originally proposed by you, Heavenly Lord.\Now that it has turned into such an absurdity\what will the world think of my daughter, Bai Qian?\Do you understand, Heavenly Lord?\Even aside from this matter\I feel ashamed in front of you, Fox King. response:	This snake is truly hateful.
context: The marriage alliance between Celestial Tribe and Qing Qiu\was originally proposed by you, Heavenly Lord.\Now that it has turned into such an absurdity\what will the world think of my daughter, Bai Qian?\Do you understand, Heavenly Lord?\Even aside from this matter\I feel ashamed in front of you, Fox King.\This snake is truly hateful. response:	As Bai Qian's maid
context: was originally proposed by you, Heavenly Lord.\Now that it has turned into such an absurdity\what will the world think of my daughter, Bai Qian?\Do you understand, Heavenly Lord?\Even aside from this matter\I feel ashamed in front of you, Fox King.\This snake is truly hateful.\As Bai Qian's maid response:	she dared to seduce my son
context: Now that it has turned into such an absurdity\what will the world think of my daughter, Bai Qian?\Do you understand, Heavenly Lord?\Even aside from this matter\I feel ashamed in front of you, Fox King.\This snake is truly hateful.\As Bai Qian's maid\she dared to seduce my son response:	and even tried to marry into the Celestial Palace.
context: what will the world think of my daughter, Bai Qian?\Do you understand, Heavenly Lord?\Even aside from this matter\I feel ashamed in front of you, Fox King.\This snake is truly hateful.\As Bai Qian's maid\she dared to seduce my son\and even tried to marry into the Celestial Palace. response:	Even if you can tolerate it, I cannot.
context: Do you understand, Heavenly Lord?\Even aside from this matter\I feel ashamed in front of you, Fox King.\This snake is truly hateful.\As Bai Qian's maid\she dared to seduce my son\and even tried to marry into the Celestial Palace.\Even if you can tolerate it, I cannot. response:	In my opinion, Bai Qian did not take the marriage very seriously either.
context: Even aside from this matter\I feel ashamed in front of you, Fox King.\This snake is truly hateful.\As Bai Qian's maid\she dared to seduce my son\and even tried to marry into the Celestial Palace.\Even if you can tolerate it, I cannot.\In my opinion, Bai Qian did not take the marriage very seriously either. response:	Why don't you cancel it? What do you say?
context: I feel ashamed in front of you, Fox King.\This snake is truly hateful.\As Bai Qian's maid\she dared to seduce my son\and even tried to marry into the Celestial Palace.\Even if you can tolerate it, I cannot.\In my opinion, Bai Qian did not take the marriage very seriously either.\Why don't you cancel it? What do you say? response:	No.
context: This snake is truly hateful.\As Bai Qian's maid\she dared to seduce my son\and even tried to marry into the Celestial Palace.\Even if you can tolerate it, I cannot.\In my opinion, Bai Qian did not take the marriage very seriously either.\Why don't you cancel it? What do you say?\No. response:	This marriage must not be canceled.
