context: High God. response:	We're going to the West Sea.
context: Let's go.\- High Goddess. - How is Riceball now?\The young prince has woken up.\If he's awake, why hasn't he returned with you?\His Highness said the prince was in a sobering bath\and will remain in Zichen Hall tonight.\So he's not coming back tonight?\Never mind. I'll go take a look. response:	Queen of Qing Qiu?
context: - High Goddess. - How is Riceball now?\The young prince has woken up.\If he's awake, why hasn't he returned with you?\His Highness said the prince was in a sobering bath\and will remain in Zichen Hall tonight.\So he's not coming back tonight?\Never mind. I'll go take a look.\Queen of Qing Qiu? response:	Unmarried women don't know how to take care of children.
context: The young prince has woken up.\If he's awake, why hasn't he returned with you?\His Highness said the prince was in a sobering bath\and will remain in Zichen Hall tonight.\So he's not coming back tonight?\Never mind. I'll go take a look.\Queen of Qing Qiu?\Unmarried women don't know how to take care of children. response:	A-Li is so young.
context: If he's awake, why hasn't he returned with you?\His Highness said the prince was in a sobering bath\and will remain in Zichen Hall tonight.\So he's not coming back tonight?\Never mind. I'll go take a look.\Queen of Qing Qiu?\Unmarried women don't know how to take care of children.\A-Li is so young. response:	He was given so much wine and slept for a whole day and night.
context: His Highness said the prince was in a sobering bath\and will remain in Zichen Hall tonight.\So he's not coming back tonight?\Never mind. I'll go take a look.\Queen of Qing Qiu?\Unmarried women don't know how to take care of children.\A-Li is so young.\He was given so much wine and slept for a whole day and night. response:	She doesn't even feel guilty.
context: and will remain in Zichen Hall tonight.\So he's not coming back tonight?\Never mind. I'll go take a look.\Queen of Qing Qiu?\Unmarried women don't know how to take care of children.\A-Li is so young.\He was given so much wine and slept for a whole day and night.\She doesn't even feel guilty. response:	When she marries into Xiwu Palace, I'm afraid A-Li will have a hard time.
context: So he's not coming back tonight?\Never mind. I'll go take a look.\Queen of Qing Qiu?\Unmarried women don't know how to take care of children.\A-Li is so young.\He was given so much wine and slept for a whole day and night.\She doesn't even feel guilty.\When she marries into Xiwu Palace, I'm afraid A-Li will have a hard time. response:	Most people in Qing Qiu are good at drinking wine.
context: Never mind. I'll go take a look.\Queen of Qing Qiu?\Unmarried women don't know how to take care of children.\A-Li is so young.\He was given so much wine and slept for a whole day and night.\She doesn't even feel guilty.\When she marries into Xiwu Palace, I'm afraid A-Li will have a hard time.\Most people in Qing Qiu are good at drinking wine. response:	She did not do it intentionally.
context: Queen of Qing Qiu?\Unmarried women don't know how to take care of children.\A-Li is so young.\He was given so much wine and slept for a whole day and night.\She doesn't even feel guilty.\When she marries into Xiwu Palace, I'm afraid A-Li will have a hard time.\Most people in Qing Qiu are good at drinking wine.\She did not do it intentionally. response:	Yes, Mother thought I liked to drink
context: Unmarried women don't know how to take care of children.\A-Li is so young.\He was given so much wine and slept for a whole day and night.\She doesn't even feel guilty.\When she marries into Xiwu Palace, I'm afraid A-Li will have a hard time.\Most people in Qing Qiu are good at drinking wine.\She did not do it intentionally.\Yes, Mother thought I liked to drink response:	so she allowed me to drink a bit too much.
context: A-Li is so young.\He was given so much wine and slept for a whole day and night.\She doesn't even feel guilty.\When she marries into Xiwu Palace, I'm afraid A-Li will have a hard time.\Most people in Qing Qiu are good at drinking wine.\She did not do it intentionally.\Yes, Mother thought I liked to drink\so she allowed me to drink a bit too much. response:	Mother? Who taught you that? Was it High Goddess Bai Qian?
context: He was given so much wine and slept for a whole day and night.\She doesn't even feel guilty.\When she marries into Xiwu Palace, I'm afraid A-Li will have a hard time.\Most people in Qing Qiu are good at drinking wine.\She did not do it intentionally.\Yes, Mother thought I liked to drink\so she allowed me to drink a bit too much.\Mother? Who taught you that? Was it High Goddess Bai Qian? response:	She is Mother, the one in Father's painting.
context: She doesn't even feel guilty.\When she marries into Xiwu Palace, I'm afraid A-Li will have a hard time.\Most people in Qing Qiu are good at drinking wine.\She did not do it intentionally.\Yes, Mother thought I liked to drink\so she allowed me to drink a bit too much.\Mother? Who taught you that? Was it High Goddess Bai Qian?\She is Mother, the one in Father's painting. response:	The painting?
context: When she marries into Xiwu Palace, I'm afraid A-Li will have a hard time.\Most people in Qing Qiu are good at drinking wine.\She did not do it intentionally.\Yes, Mother thought I liked to drink\so she allowed me to drink a bit too much.\Mother? Who taught you that? Was it High Goddess Bai Qian?\She is Mother, the one in Father's painting.\The painting? response:	Your Highness, I was also shocked when I saw Aunt a few days ago.
context: Most people in Qing Qiu are good at drinking wine.\She did not do it intentionally.\Yes, Mother thought I liked to drink\so she allowed me to drink a bit too much.\Mother? Who taught you that? Was it High Goddess Bai Qian?\She is Mother, the one in Father's painting.\The painting?\Your Highness, I was also shocked when I saw Aunt a few days ago. response:	She does look very similar.
context: She did not do it intentionally.\Yes, Mother thought I liked to drink\so she allowed me to drink a bit too much.\Mother? Who taught you that? Was it High Goddess Bai Qian?\She is Mother, the one in Father's painting.\The painting?\Your Highness, I was also shocked when I saw Aunt a few days ago.\She does look very similar. response:	I always hoped you would forget what happened 300 years ago.
context: Yes, Mother thought I liked to drink\so she allowed me to drink a bit too much.\Mother? Who taught you that? Was it High Goddess Bai Qian?\She is Mother, the one in Father's painting.\The painting?\Your Highness, I was also shocked when I saw Aunt a few days ago.\She does look very similar.\I always hoped you would forget what happened 300 years ago. response:	Now that you are interested in this high goddess
