context: I realized that the time had come to face the problem I had been ignoring response:	by not thinking too deeply about it.
context: Nobu is free to date whoever he wants.\But then, how do I stay connected to Hachi?\I can no longer go home to that place,\and even if I did, Hachi's no longer there.\Hey, Yasu, how do you read this kanji?\Itsuwari.\Lie.\Thanks. response:	NOBU
context: But then, how do I stay connected to Hachi?\I can no longer go home to that place,\and even if I did, Hachi's no longer there.\Hey, Yasu, how do you read this kanji?\Itsuwari.\Lie.\Thanks.\NOBU response:	Yes?
context: I can no longer go home to that place,\and even if I did, Hachi's no longer there.\Hey, Yasu, how do you read this kanji?\Itsuwari.\Lie.\Thanks.\NOBU\Yes? response:	Yasu!
context: and even if I did, Hachi's no longer there.\Hey, Yasu, how do you read this kanji?\Itsuwari.\Lie.\Thanks.\NOBU\Yes?\Yasu! response:	Nana's...
context: Hey, Yasu, how do you read this kanji?\Itsuwari.\Lie.\Thanks.\NOBU\Yes?\Yasu!\Nana's... response:	Nana!
context: Itsuwari.\Lie.\Thanks.\NOBU\Yes?\Yasu!\Nana's...\Nana! response:	Shin, call an ambulance! The number's 119.
context: Lie.\Thanks.\NOBU\Yes?\Yasu!\Nana's...\Nana!\Shin, call an ambulance! The number's 119. response:	What's the address here?
context: Thanks.\NOBU\Yes?\Yasu!\Nana's...\Nana!\Shin, call an ambulance! The number's 119.\What's the address here? response:	Tell Mr. Yamagishi, the security guard and have him call one!
context: NOBU\Yes?\Yasu!\Nana's...\Nana!\Shin, call an ambulance! The number's 119.\What's the address here?\Tell Mr. Yamagishi, the security guard and have him call one! response:	Okay!
context: Yes?\Yasu!\Nana's...\Nana!\Shin, call an ambulance! The number's 119.\What's the address here?\Tell Mr. Yamagishi, the security guard and have him call one!\Okay! response:	We were talking and then all of a sudden,
context: Yasu!\Nana's...\Nana!\Shin, call an ambulance! The number's 119.\What's the address here?\Tell Mr. Yamagishi, the security guard and have him call one!\Okay!\We were talking and then all of a sudden, response:	she was short of breath and seemed to be in pain,
context: Nana's...\Nana!\Shin, call an ambulance! The number's 119.\What's the address here?\Tell Mr. Yamagishi, the security guard and have him call one!\Okay!\We were talking and then all of a sudden,\she was short of breath and seemed to be in pain, response:	like she was having an attack.
context: Nana!\Shin, call an ambulance! The number's 119.\What's the address here?\Tell Mr. Yamagishi, the security guard and have him call one!\Okay!\We were talking and then all of a sudden,\she was short of breath and seemed to be in pain,\like she was having an attack. response:	Nana, are you okay?
context: Shin, call an ambulance! The number's 119.\What's the address here?\Tell Mr. Yamagishi, the security guard and have him call one!\Okay!\We were talking and then all of a sudden,\she was short of breath and seemed to be in pain,\like she was having an attack.\Nana, are you okay? response:	An ambulance will be here soon.
context: What's the address here?\Tell Mr. Yamagishi, the security guard and have him call one!\Okay!\We were talking and then all of a sudden,\she was short of breath and seemed to be in pain,\like she was having an attack.\Nana, are you okay?\An ambulance will be here soon. response:	It's okay. Don't worry. I won't leave your side.
context: Tell Mr. Yamagishi, the security guard and have him call one!\Okay!\We were talking and then all of a sudden,\she was short of breath and seemed to be in pain,\like she was having an attack.\Nana, are you okay?\An ambulance will be here soon.\It's okay. Don't worry. I won't leave your side. response:	I'm not going anywhere.
context: Okay!\We were talking and then all of a sudden,\she was short of breath and seemed to be in pain,\like she was having an attack.\Nana, are you okay?\An ambulance will be here soon.\It's okay. Don't worry. I won't leave your side.\I'm not going anywhere. response:	I think she's hyperventilating.
context: We were talking and then all of a sudden,\she was short of breath and seemed to be in pain,\like she was having an attack.\Nana, are you okay?\An ambulance will be here soon.\It's okay. Don't worry. I won't leave your side.\I'm not going anywhere.\I think she's hyperventilating. response:	It's so painful you think you're dying,
context: she was short of breath and seemed to be in pain,\like she was having an attack.\Nana, are you okay?\An ambulance will be here soon.\It's okay. Don't worry. I won't leave your side.\I'm not going anywhere.\I think she's hyperventilating.\It's so painful you think you're dying, response:	but you will never die from it.
context: like she was having an attack.\Nana, are you okay?\An ambulance will be here soon.\It's okay. Don't worry. I won't leave your side.\I'm not going anywhere.\I think she's hyperventilating.\It's so painful you think you're dying,\but you will never die from it. response:	It's a living hell.
context: Nana, are you okay?\An ambulance will be here soon.\It's okay. Don't worry. I won't leave your side.\I'm not going anywhere.\I think she's hyperventilating.\It's so painful you think you're dying,\but you will never die from it.\It's a living hell. response:	Hey, wait!
context: An ambulance will be here soon.\It's okay. Don't worry. I won't leave your side.\I'm not going anywhere.\I think she's hyperventilating.\It's so painful you think you're dying,\but you will never die from it.\It's a living hell.\Hey, wait! response:	Nobu! Do you have a paper or plastic bag?!
context: It's okay. Don't worry. I won't leave your side.\I'm not going anywhere.\I think she's hyperventilating.\It's so painful you think you're dying,\but you will never die from it.\It's a living hell.\Hey, wait!\Nobu! Do you have a paper or plastic bag?! response:	Huh? Why?!
context: I'm not going anywhere.\I think she's hyperventilating.\It's so painful you think you're dying,\but you will never die from it.\It's a living hell.\Hey, wait!\Nobu! Do you have a paper or plastic bag?!\Huh? Why?! response:	Just hurry and find one!
context: I think she's hyperventilating.\It's so painful you think you're dying,\but you will never die from it.\It's a living hell.\Hey, wait!\Nobu! Do you have a paper or plastic bag?!\Huh? Why?!\Just hurry and find one! response:	Hey, Hachi.
context: It's so painful you think you're dying,\but you will never die from it.\It's a living hell.\Hey, wait!\Nobu! Do you have a paper or plastic bag?!\Huh? Why?!\Just hurry and find one!\Hey, Hachi. response:	Humans are such pathetic creatures.
context: but you will never die from it.\It's a living hell.\Hey, wait!\Nobu! Do you have a paper or plastic bag?!\Huh? Why?!\Just hurry and find one!\Hey, Hachi.\Humans are such pathetic creatures. response:	The harder they struggle, the deeper they sink.
context: It's a living hell.\Hey, wait!\Nobu! Do you have a paper or plastic bag?!\Huh? Why?!\Just hurry and find one!\Hey, Hachi.\Humans are such pathetic creatures.\The harder they struggle, the deeper they sink. response:	If I were to be born again, I wanna be a fish.
context: Hey, wait!\Nobu! Do you have a paper or plastic bag?!\Huh? Why?!\Just hurry and find one!\Hey, Hachi.\Humans are such pathetic creatures.\The harder they struggle, the deeper they sink.\If I were to be born again, I wanna be a fish. response:	Ren and I, just the two of us would swim in a small fish tank.
context: Nobu! Do you have a paper or plastic bag?!\Huh? Why?!\Just hurry and find one!\Hey, Hachi.\Humans are such pathetic creatures.\The harder they struggle, the deeper they sink.\If I were to be born again, I wanna be a fish.\Ren and I, just the two of us would swim in a small fish tank. response:	I reached into the sky
