context: Why the hell are you empty?! response:	Taking it out on the shampoo won't get you anywhere.
context: Enveloped in sorrow, you've blossomed beautifully\dare ka no seimei ni tokeru hana\The flower that fuses into someone's life\nee kimi ni mo mieru darou\Hey, do you see it too?\kitto\I'm sure you do\kasaneta ayamachi nurikaeyou response:	Let's paint over all the mistakes we've made
context: dare ka no seimei ni tokeru hana\The flower that fuses into someone's life\nee kimi ni mo mieru darou\Hey, do you see it too?\kitto\I'm sure you do\kasaneta ayamachi nurikaeyou\Let's paint over all the mistakes we've made response:	nando demo ii sa kurikaeshiteiku start line
context: The flower that fuses into someone's life\nee kimi ni mo mieru darou\Hey, do you see it too?\kitto\I'm sure you do\kasaneta ayamachi nurikaeyou\Let's paint over all the mistakes we've made\nando demo ii sa kurikaeshiteiku start line response:	A new start line will always be there if we want to start over
context: nee kimi ni mo mieru darou\Hey, do you see it too?\kitto\I'm sure you do\kasaneta ayamachi nurikaeyou\Let's paint over all the mistakes we've made\nando demo ii sa kurikaeshiteiku start line\A new start line will always be there if we want to start over response:	kako to wa chigau asu wo
context: Hey, do you see it too?\kitto\I'm sure you do\kasaneta ayamachi nurikaeyou\Let's paint over all the mistakes we've made\nando demo ii sa kurikaeshiteiku start line\A new start line will always be there if we want to start over\kako to wa chigau asu wo response:	Let's make our future different from the past
context: kitto\I'm sure you do\kasaneta ayamachi nurikaeyou\Let's paint over all the mistakes we've made\nando demo ii sa kurikaeshiteiku start line\A new start line will always be there if we want to start over\kako to wa chigau asu wo\Let's make our future different from the past response:	futari dake no kibou egaku start line
context: I'm sure you do\kasaneta ayamachi nurikaeyou\Let's paint over all the mistakes we've made\nando demo ii sa kurikaeshiteiku start line\A new start line will always be there if we want to start over\kako to wa chigau asu wo\Let's make our future different from the past\futari dake no kibou egaku start line response:	Our small hope will paint a new start line
context: kasaneta ayamachi nurikaeyou\Let's paint over all the mistakes we've made\nando demo ii sa kurikaeshiteiku start line\A new start line will always be there if we want to start over\kako to wa chigau asu wo\Let's make our future different from the past\futari dake no kibou egaku start line\Our small hope will paint a new start line response:	I never say goodbye
context: Let's paint over all the mistakes we've made\nando demo ii sa kurikaeshiteiku start line\A new start line will always be there if we want to start over\kako to wa chigau asu wo\Let's make our future different from the past\futari dake no kibou egaku start line\Our small hope will paint a new start line\I never say goodbye response:	itsu datte sou sa
context: nando demo ii sa kurikaeshiteiku start line\A new start line will always be there if we want to start over\kako to wa chigau asu wo\Let's make our future different from the past\futari dake no kibou egaku start line\Our small hope will paint a new start line\I never say goodbye\itsu datte sou sa response:	That's how I always am
context: A new start line will always be there if we want to start over\kako to wa chigau asu wo\Let's make our future different from the past\futari dake no kibou egaku start line\Our small hope will paint a new start line\I never say goodbye\itsu datte sou sa\That's how I always am response:	I see. Kuriyama-san said that?
context: kako to wa chigau asu wo\Let's make our future different from the past\futari dake no kibou egaku start line\Our small hope will paint a new start line\I never say goodbye\itsu datte sou sa\That's how I always am\I see. Kuriyama-san said that? response:	More or less.
context: Let's make our future different from the past\futari dake no kibou egaku start line\Our small hope will paint a new start line\I never say goodbye\itsu datte sou sa\That's how I always am\I see. Kuriyama-san said that?\More or less. response:	She wants to hurry and settle things with Sakura.
context: futari dake no kibou egaku start line\Our small hope will paint a new start line\I never say goodbye\itsu datte sou sa\That's how I always am\I see. Kuriyama-san said that?\More or less.\She wants to hurry and settle things with Sakura. response:	Color of Clouds
context: Our small hope will paint a new start line\I never say goodbye\itsu datte sou sa\That's how I always am\I see. Kuriyama-san said that?\More or less.\She wants to hurry and settle things with Sakura.\Color of Clouds response:	Color of Clouds
context: I never say goodbye\itsu datte sou sa\That's how I always am\I see. Kuriyama-san said that?\More or less.\She wants to hurry and settle things with Sakura.\Color of Clouds\Color of Clouds response:	Color of Clouds
context: itsu datte sou sa\That's how I always am\I see. Kuriyama-san said that?\More or less.\She wants to hurry and settle things with Sakura.\Color of Clouds\Color of Clouds\Color of Clouds response:	Did something happen?
context: That's how I always am\I see. Kuriyama-san said that?\More or less.\She wants to hurry and settle things with Sakura.\Color of Clouds\Color of Clouds\Color of Clouds\Did something happen? response:	Sakura!
context: I see. Kuriyama-san said that?\More or less.\She wants to hurry and settle things with Sakura.\Color of Clouds\Color of Clouds\Color of Clouds\Did something happen?\Sakura! response:	I should die by your hands...
