context: My beloved Vieira Sensei... response:	The city where Sensei conducted, Prague...
context: Then why did you enter Music Academy, and practise everyday?\Because Nodame wants to be a kindergarten teacher.\Is that your dream?\Yes!\My beloved Vieira-Sensei,\it seems that in Japan there is an amazing person as well\There are more things I can still do here\Application to change divisions response:	Oi, big news! They said that Stresemann is coming to our school!
context: Because Nodame wants to be a kindergarten teacher.\Is that your dream?\Yes!\My beloved Vieira-Sensei,\it seems that in Japan there is an amazing person as well\There are more things I can still do here\Application to change divisions\Oi, big news! They said that Stresemann is coming to our school! response:	They said that Stresemann is coming.
context: Is that your dream?\Yes!\My beloved Vieira-Sensei,\it seems that in Japan there is an amazing person as well\There are more things I can still do here\Application to change divisions\Oi, big news! They said that Stresemann is coming to our school!\They said that Stresemann is coming. response:	Stresemann? That world-class Conductor who's comparable to Sebastiano Vieira?
context: Yes!\My beloved Vieira-Sensei,\it seems that in Japan there is an amazing person as well\There are more things I can still do here\Application to change divisions\Oi, big news! They said that Stresemann is coming to our school!\They said that Stresemann is coming.\Stresemann? That world-class Conductor who's comparable to Sebastiano Vieira? response:	I wonder if he'll come to our A-Oke too?
context: My beloved Vieira-Sensei,\it seems that in Japan there is an amazing person as well\There are more things I can still do here\Application to change divisions\Oi, big news! They said that Stresemann is coming to our school!\They said that Stresemann is coming.\Stresemann? That world-class Conductor who's comparable to Sebastiano Vieira?\I wonder if he'll come to our A-Oke too? response:	A famous person is coming!
context: it seems that in Japan there is an amazing person as well\There are more things I can still do here\Application to change divisions\Oi, big news! They said that Stresemann is coming to our school!\They said that Stresemann is coming.\Stresemann? That world-class Conductor who's comparable to Sebastiano Vieira?\I wonder if he'll come to our A-Oke too?\A famous person is coming! response:	Well, though for us in Piano Division, The Orchestra Divison is none of our business
context: There are more things I can still do here\Application to change divisions\Oi, big news! They said that Stresemann is coming to our school!\They said that Stresemann is coming.\Stresemann? That world-class Conductor who's comparable to Sebastiano Vieira?\I wonder if he'll come to our A-Oke too?\A famous person is coming!\Well, though for us in Piano Division, The Orchestra Divison is none of our business response:	Hey, he's arrived in the Teachers' Room!
context: Application to change divisions\Oi, big news! They said that Stresemann is coming to our school!\They said that Stresemann is coming.\Stresemann? That world-class Conductor who's comparable to Sebastiano Vieira?\I wonder if he'll come to our A-Oke too?\A famous person is coming!\Well, though for us in Piano Division, The Orchestra Divison is none of our business\Hey, he's arrived in the Teachers' Room! response:	Stresemann! Stresemann! World-famous Conductor!
context: Oi, big news! They said that Stresemann is coming to our school!\They said that Stresemann is coming.\Stresemann? That world-class Conductor who's comparable to Sebastiano Vieira?\I wonder if he'll come to our A-Oke too?\A famous person is coming!\Well, though for us in Piano Division, The Orchestra Divison is none of our business\Hey, he's arrived in the Teachers' Room!\Stresemann! Stresemann! World-famous Conductor! response:	Really silly people, what's so great about Stresemann coming to Conducting Division?
context: They said that Stresemann is coming.\Stresemann? That world-class Conductor who's comparable to Sebastiano Vieira?\I wonder if he'll come to our A-Oke too?\A famous person is coming!\Well, though for us in Piano Division, The Orchestra Divison is none of our business\Hey, he's arrived in the Teachers' Room!\Stresemann! Stresemann! World-famous Conductor!\Really silly people, what's so great about Stresemann coming to Conducting Division? response:	Incredible, just when I am about to submit my request to move to the Conducting Division.
context: Stresemann? That world-class Conductor who's comparable to Sebastiano Vieira?\I wonder if he'll come to our A-Oke too?\A famous person is coming!\Well, though for us in Piano Division, The Orchestra Divison is none of our business\Hey, he's arrived in the Teachers' Room!\Stresemann! Stresemann! World-famous Conductor!\Really silly people, what's so great about Stresemann coming to Conducting Division?\Incredible, just when I am about to submit my request to move to the Conducting Division. response:	Somehow... the eyes are a bit different...
context: I wonder if he'll come to our A-Oke too?\A famous person is coming!\Well, though for us in Piano Division, The Orchestra Divison is none of our business\Hey, he's arrived in the Teachers' Room!\Stresemann! Stresemann! World-famous Conductor!\Really silly people, what's so great about Stresemann coming to Conducting Division?\Incredible, just when I am about to submit my request to move to the Conducting Division.\Somehow... the eyes are a bit different... response:	Yes...
context: A famous person is coming!\Well, though for us in Piano Division, The Orchestra Divison is none of our business\Hey, he's arrived in the Teachers' Room!\Stresemann! Stresemann! World-famous Conductor!\Really silly people, what's so great about Stresemann coming to Conducting Division?\Incredible, just when I am about to submit my request to move to the Conducting Division.\Somehow... the eyes are a bit different...\Yes... response:	Where? where? Where? where?
context: Well, though for us in Piano Division, The Orchestra Divison is none of our business\Hey, he's arrived in the Teachers' Room!\Stresemann! Stresemann! World-famous Conductor!\Really silly people, what's so great about Stresemann coming to Conducting Division?\Incredible, just when I am about to submit my request to move to the Conducting Division.\Somehow... the eyes are a bit different...\Yes...\Where? where? Where? where? response:	Gehhh! That Ojiisan?
context: Hey, he's arrived in the Teachers' Room!\Stresemann! Stresemann! World-famous Conductor!\Really silly people, what's so great about Stresemann coming to Conducting Division?\Incredible, just when I am about to submit my request to move to the Conducting Division.\Somehow... the eyes are a bit different...\Yes...\Where? where? Where? where?\Gehhh! That Ojiisan? response:	You said you want to form a new student orchestra?
