context: 4:51 response:	11:40
context: tachiagatteikundayo nando tsumazuitatte\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life response:	Dream of life
context: Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life response:	Dream of life
context: Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life response:	Dream of life
context: Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life response:	Dream of life
context: Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life response:	The fight doesn't end until I fulfill my dream
context: Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\The fight doesn't end until I fulfill my dream response:	I wonder how far I've come now?
context: Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\The fight doesn't end until I fulfill my dream\I wonder how far I've come now? response:	In ten years, I'll be living the dream
context: Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\The fight doesn't end until I fulfill my dream\I wonder how far I've come now?\In ten years, I'll be living the dream response:	It's the scenario I wrote for myself, so I'll have no regrets
context: Dream of life\Dream of life\Dream of life\Dream of life\The fight doesn't end until I fulfill my dream\I wonder how far I've come now?\In ten years, I'll be living the dream\It's the scenario I wrote for myself, so I'll have no regrets response:	But life isn't that easy, and it's full of obstacles
context: Dream of life\Dream of life\Dream of life\The fight doesn't end until I fulfill my dream\I wonder how far I've come now?\In ten years, I'll be living the dream\It's the scenario I wrote for myself, so I'll have no regrets\But life isn't that easy, and it's full of obstacles response:	Still, I swear to myself that I won't ever back down
context: Dream of life\Dream of life\The fight doesn't end until I fulfill my dream\I wonder how far I've come now?\In ten years, I'll be living the dream\It's the scenario I wrote for myself, so I'll have no regrets\But life isn't that easy, and it's full of obstacles\Still, I swear to myself that I won't ever back down response:	I have a dream that I absolutely want to achieve
context: Dream of life\The fight doesn't end until I fulfill my dream\I wonder how far I've come now?\In ten years, I'll be living the dream\It's the scenario I wrote for myself, so I'll have no regrets\But life isn't that easy, and it's full of obstacles\Still, I swear to myself that I won't ever back down\I have a dream that I absolutely want to achieve response:	So I fuel my passion until I succeed
context: The fight doesn't end until I fulfill my dream\I wonder how far I've come now?\In ten years, I'll be living the dream\It's the scenario I wrote for myself, so I'll have no regrets\But life isn't that easy, and it's full of obstacles\Still, I swear to myself that I won't ever back down\I have a dream that I absolutely want to achieve\So I fuel my passion until I succeed response:	There will be meetings and partings along the way
context: I wonder how far I've come now?\In ten years, I'll be living the dream\It's the scenario I wrote for myself, so I'll have no regrets\But life isn't that easy, and it's full of obstacles\Still, I swear to myself that I won't ever back down\I have a dream that I absolutely want to achieve\So I fuel my passion until I succeed\There will be meetings and partings along the way response:	But I'll simply believe in my strength that you've taught me
context: In ten years, I'll be living the dream\It's the scenario I wrote for myself, so I'll have no regrets\But life isn't that easy, and it's full of obstacles\Still, I swear to myself that I won't ever back down\I have a dream that I absolutely want to achieve\So I fuel my passion until I succeed\There will be meetings and partings along the way\But I'll simply believe in my strength that you've taught me response:	And rise back up again and again and again
context: It's the scenario I wrote for myself, so I'll have no regrets\But life isn't that easy, and it's full of obstacles\Still, I swear to myself that I won't ever back down\I have a dream that I absolutely want to achieve\So I fuel my passion until I succeed\There will be meetings and partings along the way\But I'll simply believe in my strength that you've taught me\And rise back up again and again and again response:	toomawari wo eranda no wa
context: But life isn't that easy, and it's full of obstacles\Still, I swear to myself that I won't ever back down\I have a dream that I absolutely want to achieve\So I fuel my passion until I succeed\There will be meetings and partings along the way\But I'll simply believe in my strength that you've taught me\And rise back up again and again and again\toomawari wo eranda no wa response:	motto kimi wo suki ni naru tame datta n da
context: Still, I swear to myself that I won't ever back down\I have a dream that I absolutely want to achieve\So I fuel my passion until I succeed\There will be meetings and partings along the way\But I'll simply believe in my strength that you've taught me\And rise back up again and again and again\toomawari wo eranda no wa\motto kimi wo suki ni naru tame datta n da response:	boku no namae yobu sono koe wo
context: I have a dream that I absolutely want to achieve\So I fuel my passion until I succeed\There will be meetings and partings along the way\But I'll simply believe in my strength that you've taught me\And rise back up again and again and again\toomawari wo eranda no wa\motto kimi wo suki ni naru tame datta n da\boku no namae yobu sono koe wo response:	zutto zutto shitteta ki ga shita n da
context: So I fuel my passion until I succeed\There will be meetings and partings along the way\But I'll simply believe in my strength that you've taught me\And rise back up again and again and again\toomawari wo eranda no wa\motto kimi wo suki ni naru tame datta n da\boku no namae yobu sono koe wo\zutto zutto shitteta ki ga shita n da response:	boku no yubisaki de egaita
context: There will be meetings and partings along the way\But I'll simply believe in my strength that you've taught me\And rise back up again and again and again\toomawari wo eranda no wa\motto kimi wo suki ni naru tame datta n da\boku no namae yobu sono koe wo\zutto zutto shitteta ki ga shita n da\boku no yubisaki de egaita response:	subete no sen wa kimi ni tsuzuku kakehashi sa
context: But I'll simply believe in my strength that you've taught me\And rise back up again and again and again\toomawari wo eranda no wa\motto kimi wo suki ni naru tame datta n da\boku no namae yobu sono koe wo\zutto zutto shitteta ki ga shita n da\boku no yubisaki de egaita\subete no sen wa kimi ni tsuzuku kakehashi sa response:	toomawari wo eranda no wa
context: And rise back up again and again and again\toomawari wo eranda no wa\motto kimi wo suki ni naru tame datta n da\boku no namae yobu sono koe wo\zutto zutto shitteta ki ga shita n da\boku no yubisaki de egaita\subete no sen wa kimi ni tsuzuku kakehashi sa\toomawari wo eranda no wa response:	motto kimi wo suki ni naru tame datta n da
context: toomawari wo eranda no wa\motto kimi wo suki ni naru tame datta n da\boku no namae yobu sono koe wo\zutto zutto shitteta ki ga shita n da\boku no yubisaki de egaita\subete no sen wa kimi ni tsuzuku kakehashi sa\toomawari wo eranda no wa\motto kimi wo suki ni naru tame datta n da response:	boku no namae yobu sono koe wo
context: motto kimi wo suki ni naru tame datta n da\boku no namae yobu sono koe wo\zutto zutto shitteta ki ga shita n da\boku no yubisaki de egaita\subete no sen wa kimi ni tsuzuku kakehashi sa\toomawari wo eranda no wa\motto kimi wo suki ni naru tame datta n da\boku no namae yobu sono koe wo response:	zutto zutto shitteta ki ga shita n da
context: boku no namae yobu sono koe wo\zutto zutto shitteta ki ga shita n da\boku no yubisaki de egaita\subete no sen wa kimi ni tsuzuku kakehashi sa\toomawari wo eranda no wa\motto kimi wo suki ni naru tame datta n da\boku no namae yobu sono koe wo\zutto zutto shitteta ki ga shita n da response:	boku no yubisaki de egaita
context: zutto zutto shitteta ki ga shita n da\boku no yubisaki de egaita\subete no sen wa kimi ni tsuzuku kakehashi sa\toomawari wo eranda no wa\motto kimi wo suki ni naru tame datta n da\boku no namae yobu sono koe wo\zutto zutto shitteta ki ga shita n da\boku no yubisaki de egaita response:	subete no sen wa kimi ni tsuzuku kakehashi sa
context: boku no yubisaki de egaita\subete no sen wa kimi ni tsuzuku kakehashi sa\toomawari wo eranda no wa\motto kimi wo suki ni naru tame datta n da\boku no namae yobu sono koe wo\zutto zutto shitteta ki ga shita n da\boku no yubisaki de egaita\subete no sen wa kimi ni tsuzuku kakehashi sa response:	Show me the way
context: subete no sen wa kimi ni tsuzuku kakehashi sa\toomawari wo eranda no wa\motto kimi wo suki ni naru tame datta n da\boku no namae yobu sono koe wo\zutto zutto shitteta ki ga shita n da\boku no yubisaki de egaita\subete no sen wa kimi ni tsuzuku kakehashi sa\Show me the way response:	Show me the way
context: toomawari wo eranda no wa\motto kimi wo suki ni naru tame datta n da\boku no namae yobu sono koe wo\zutto zutto shitteta ki ga shita n da\boku no yubisaki de egaita\subete no sen wa kimi ni tsuzuku kakehashi sa\Show me the way\Show me the way response:	bokura no michi kitto
context: motto kimi wo suki ni naru tame datta n da\boku no namae yobu sono koe wo\zutto zutto shitteta ki ga shita n da\boku no yubisaki de egaita\subete no sen wa kimi ni tsuzuku kakehashi sa\Show me the way\Show me the way\bokura no michi kitto response:	Believe in your way
context: boku no namae yobu sono koe wo\zutto zutto shitteta ki ga shita n da\boku no yubisaki de egaita\subete no sen wa kimi ni tsuzuku kakehashi sa\Show me the way\Show me the way\bokura no michi kitto\Believe in your way response:	Believe in your way
context: zutto zutto shitteta ki ga shita n da\boku no yubisaki de egaita\subete no sen wa kimi ni tsuzuku kakehashi sa\Show me the way\Show me the way\bokura no michi kitto\Believe in your way\Believe in your way response:	hitosuji ni tsunagari
context: boku no yubisaki de egaita\subete no sen wa kimi ni tsuzuku kakehashi sa\Show me the way\Show me the way\bokura no michi kitto\Believe in your way\Believe in your way\hitosuji ni tsunagari response:	Show me the way
context: subete no sen wa kimi ni tsuzuku kakehashi sa\Show me the way\Show me the way\bokura no michi kitto\Believe in your way\Believe in your way\hitosuji ni tsunagari\Show me the way response:	Show me the way
context: Show me the way\Show me the way\bokura no michi kitto\Believe in your way\Believe in your way\hitosuji ni tsunagari\Show me the way\Show me the way response:	yakusoku no basho e tsuzuku
context: Show me the way\bokura no michi kitto\Believe in your way\Believe in your way\hitosuji ni tsunagari\Show me the way\Show me the way\yakusoku no basho e tsuzuku response:	Show me the way
context: bokura no michi kitto\Believe in your way\Believe in your way\hitosuji ni tsunagari\Show me the way\Show me the way\yakusoku no basho e tsuzuku\Show me the way response:	Show me the way
context: Believe in your way\Believe in your way\hitosuji ni tsunagari\Show me the way\Show me the way\yakusoku no basho e tsuzuku\Show me the way\Show me the way response:	akirametari shinaide
context: Believe in your way\hitosuji ni tsunagari\Show me the way\Show me the way\yakusoku no basho e tsuzuku\Show me the way\Show me the way\akirametari shinaide response:	Believe in your way
context: hitosuji ni tsunagari\Show me the way\Show me the way\yakusoku no basho e tsuzuku\Show me the way\Show me the way\akirametari shinaide\Believe in your way response:	Believe in your way
context: Show me the way\Show me the way\yakusoku no basho e tsuzuku\Show me the way\Show me the way\akirametari shinaide\Believe in your way\Believe in your way response:	sono hitomi wo agete
context: Show me the way\yakusoku no basho e tsuzuku\Show me the way\Show me the way\akirametari shinaide\Believe in your way\Believe in your way\sono hitomi wo agete response:	Show me the way
context: yakusoku no basho e tsuzuku\Show me the way\Show me the way\akirametari shinaide\Believe in your way\Believe in your way\sono hitomi wo agete\Show me the way response:	Show me the way
context: Show me the way\Show me the way\akirametari shinaide\Believe in your way\Believe in your way\sono hitomi wo agete\Show me the way\Show me the way response:	bokura wa massugu deau sa
context: Show me the way\akirametari shinaide\Believe in your way\Believe in your way\sono hitomi wo agete\Show me the way\Show me the way\bokura wa massugu deau sa response:	bokura wa massugu deau sa
context: akirametari shinaide\Believe in your way\Believe in your way\sono hitomi wo agete\Show me the way\Show me the way\bokura wa massugu deau sa\bokura wa massugu deau sa response:	bokura wa massugu deau sa
context: Believe in your way\Believe in your way\sono hitomi wo agete\Show me the way\Show me the way\bokura wa massugu deau sa\bokura wa massugu deau sa\bokura wa massugu deau sa response:	The reason I chose to take a detour
context: Believe in your way\sono hitomi wo agete\Show me the way\Show me the way\bokura wa massugu deau sa\bokura wa massugu deau sa\bokura wa massugu deau sa\The reason I chose to take a detour response:	was to fall ever deeper in love with you
context: sono hitomi wo agete\Show me the way\Show me the way\bokura wa massugu deau sa\bokura wa massugu deau sa\bokura wa massugu deau sa\The reason I chose to take a detour\was to fall ever deeper in love with you response:	I have a feeling I've always known
context: Show me the way\Show me the way\bokura wa massugu deau sa\bokura wa massugu deau sa\bokura wa massugu deau sa\The reason I chose to take a detour\was to fall ever deeper in love with you\I have a feeling I've always known response:	what your voice sounds like when it calls my name
context: Show me the way\bokura wa massugu deau sa\bokura wa massugu deau sa\bokura wa massugu deau sa\The reason I chose to take a detour\was to fall ever deeper in love with you\I have a feeling I've always known\what your voice sounds like when it calls my name response:	With my fingertips I drew
context: bokura wa massugu deau sa\bokura wa massugu deau sa\bokura wa massugu deau sa\The reason I chose to take a detour\was to fall ever deeper in love with you\I have a feeling I've always known\what your voice sounds like when it calls my name\With my fingertips I drew response:	many lines that make up a suspension bridge leading to you
context: bokura wa massugu deau sa\bokura wa massugu deau sa\The reason I chose to take a detour\was to fall ever deeper in love with you\I have a feeling I've always known\what your voice sounds like when it calls my name\With my fingertips I drew\many lines that make up a suspension bridge leading to you response:	Show me the way I'm sure our path
context: bokura wa massugu deau sa\The reason I chose to take a detour\was to fall ever deeper in love with you\I have a feeling I've always known\what your voice sounds like when it calls my name\With my fingertips I drew\many lines that make up a suspension bridge leading to you\Show me the way I'm sure our path response:	Be
context: The reason I chose to take a detour\was to fall ever deeper in love with you\I have a feeling I've always known\what your voice sounds like when it calls my name\With my fingertips I drew\many lines that make up a suspension bridge leading to you\Show me the way I'm sure our path\Be response:	eve
context: was to fall ever deeper in love with you\I have a feeling I've always known\what your voice sounds like when it calls my name\With my fingertips I drew\many lines that make up a suspension bridge leading to you\Show me the way I'm sure our path\Be\eve response:	your way connects us without any turns
