context: Senpai? response:	Senpai, are you awake?
context: Emiya Shirou.\Emiya...\This house...\No, that's not right. That isn't what I want to ask you.\I know.\You are not a proper Master, are you?\And yet, regardless, you are my Master.\W-Wait, isn't it weird, calling me Master all of a sudden? response:	Then I shall call you Shirou.
context: Emiya...\This house...\No, that's not right. That isn't what I want to ask you.\I know.\You are not a proper Master, are you?\And yet, regardless, you are my Master.\W-Wait, isn't it weird, calling me Master all of a sudden?\Then I shall call you Shirou. response:	Yes, the sound of that is pleasing to me.
context: This house...\No, that's not right. That isn't what I want to ask you.\I know.\You are not a proper Master, are you?\And yet, regardless, you are my Master.\W-Wait, isn't it weird, calling me Master all of a sudden?\Then I shall call you Shirou.\Yes, the sound of that is pleasing to me. response:	Wh-What are these?
context: No, that's not right. That isn't what I want to ask you.\I know.\You are not a proper Master, are you?\And yet, regardless, you are my Master.\W-Wait, isn't it weird, calling me Master all of a sudden?\Then I shall call you Shirou.\Yes, the sound of that is pleasing to me.\Wh-What are these? response:	Those are what are called Command Seals.
context: I know.\You are not a proper Master, are you?\And yet, regardless, you are my Master.\W-Wait, isn't it weird, calling me Master all of a sudden?\Then I shall call you Shirou.\Yes, the sound of that is pleasing to me.\Wh-What are these?\Those are what are called Command Seals. response:	Do try to avoid careless use.
context: You are not a proper Master, are you?\And yet, regardless, you are my Master.\W-Wait, isn't it weird, calling me Master all of a sudden?\Then I shall call you Shirou.\Yes, the sound of that is pleasing to me.\Wh-What are these?\Those are what are called Command Seals.\Do try to avoid careless use. response:	Shirou, my wounds, please...
context: And yet, regardless, you are my Master.\W-Wait, isn't it weird, calling me Master all of a sudden?\Then I shall call you Shirou.\Yes, the sound of that is pleasing to me.\Wh-What are these?\Those are what are called Command Seals.\Do try to avoid careless use.\Shirou, my wounds, please... response:	You're asking me?
context: W-Wait, isn't it weird, calling me Master all of a sudden?\Then I shall call you Shirou.\Yes, the sound of that is pleasing to me.\Wh-What are these?\Those are what are called Command Seals.\Do try to avoid careless use.\Shirou, my wounds, please...\You're asking me? response:	Sorry, but complicated magic like that's beyond me.
context: Then I shall call you Shirou.\Yes, the sound of that is pleasing to me.\Wh-What are these?\Those are what are called Command Seals.\Do try to avoid careless use.\Shirou, my wounds, please...\You're asking me?\Sorry, but complicated magic like that's beyond me. response:	Then, I shall face them as I am.
context: Yes, the sound of that is pleasing to me.\Wh-What are these?\Those are what are called Command Seals.\Do try to avoid careless use.\Shirou, my wounds, please...\You're asking me?\Sorry, but complicated magic like that's beyond me.\Then, I shall face them as I am. response:	There are two enemies outside.
context: Wh-What are these?\Those are what are called Command Seals.\Do try to avoid careless use.\Shirou, my wounds, please...\You're asking me?\Sorry, but complicated magic like that's beyond me.\Then, I shall face them as I am.\There are two enemies outside. response:	One more battle should not pose a problem.
context: Those are what are called Command Seals.\Do try to avoid careless use.\Shirou, my wounds, please...\You're asking me?\Sorry, but complicated magic like that's beyond me.\Then, I shall face them as I am.\There are two enemies outside.\One more battle should not pose a problem. response:	What do you mean by enemies outside?
context: Do try to avoid careless use.\Shirou, my wounds, please...\You're asking me?\Sorry, but complicated magic like that's beyond me.\Then, I shall face them as I am.\There are two enemies outside.\One more battle should not pose a problem.\What do you mean by enemies outside? response:	Stop, Saber!
context: Shirou, my wounds, please...\You're asking me?\Sorry, but complicated magic like that's beyond me.\Then, I shall face them as I am.\There are two enemies outside.\One more battle should not pose a problem.\What do you mean by enemies outside?\Stop, Saber! response:	Are you mad, Shirou?
context: You're asking me?\Sorry, but complicated magic like that's beyond me.\Then, I shall face them as I am.\There are two enemies outside.\One more battle should not pose a problem.\What do you mean by enemies outside?\Stop, Saber!\Are you mad, Shirou? response:	I could have defeated them handily, but you ordered me to stop!
context: Sorry, but complicated magic like that's beyond me.\Then, I shall face them as I am.\There are two enemies outside.\One more battle should not pose a problem.\What do you mean by enemies outside?\Stop, Saber!\Are you mad, Shirou?\I could have defeated them handily, but you ordered me to stop! response:	Just hold on, Saber.
context: Then, I shall face them as I am.\There are two enemies outside.\One more battle should not pose a problem.\What do you mean by enemies outside?\Stop, Saber!\Are you mad, Shirou?\I could have defeated them handily, but you ordered me to stop!\Just hold on, Saber. response:	I have no idea what's going on.
context: There are two enemies outside.\One more battle should not pose a problem.\What do you mean by enemies outside?\Stop, Saber!\Are you mad, Shirou?\I could have defeated them handily, but you ordered me to stop!\Just hold on, Saber.\I have no idea what's going on. response:	If I'm your Master, at least fill me in.
context: One more battle should not pose a problem.\What do you mean by enemies outside?\Stop, Saber!\Are you mad, Shirou?\I could have defeated them handily, but you ordered me to stop!\Just hold on, Saber.\I have no idea what's going on.\If I'm your Master, at least fill me in. response:	You would demand this with the enemy before us?
context: What do you mean by enemies outside?\Stop, Saber!\Are you mad, Shirou?\I could have defeated them handily, but you ordered me to stop!\Just hold on, Saber.\I have no idea what's going on.\If I'm your Master, at least fill me in.\You would demand this with the enemy before us? response:	Hmm?
context: Stop, Saber!\Are you mad, Shirou?\I could have defeated them handily, but you ordered me to stop!\Just hold on, Saber.\I have no idea what's going on.\If I'm your Master, at least fill me in.\You would demand this with the enemy before us?\Hmm? response:	So that's how it is, Mr. Novice Master?
context: Are you mad, Shirou?\I could have defeated them handily, but you ordered me to stop!\Just hold on, Saber.\I have no idea what's going on.\If I'm your Master, at least fill me in.\You would demand this with the enemy before us?\Hmm?\So that's how it is, Mr. Novice Master? response:	At any rate, good evening,
context: I could have defeated them handily, but you ordered me to stop!\Just hold on, Saber.\I have no idea what's going on.\If I'm your Master, at least fill me in.\You would demand this with the enemy before us?\Hmm?\So that's how it is, Mr. Novice Master?\At any rate, good evening, response:	Emiya-kun.
context: Just hold on, Saber.\I have no idea what's going on.\If I'm your Master, at least fill me in.\You would demand this with the enemy before us?\Hmm?\So that's how it is, Mr. Novice Master?\At any rate, good evening,\Emiya-kun. response:	I have no reason to fight.
context: I have no idea what's going on.\If I'm your Master, at least fill me in.\You would demand this with the enemy before us?\Hmm?\So that's how it is, Mr. Novice Master?\At any rate, good evening,\Emiya-kun.\I have no reason to fight. response:	He is, without question, a fake priest.
