context: The report says the Scarlet Flame Golden Lion response:	appeared in the Far North rebel army camp.
context: My lord says\the Nine-tailed Fox Clan is not skilled at fighting and does not keep an army.\This is as much as he can help Your Highness.\Help me thank your lord.\His Highness has also said this map is yours to keep, Crown Prince.\If our Qing Qiu princess suffers wrongs in the Celestial Tribe in the future\he will personally come to reason with you.\The Qing Qiu Fox Clan sure is frank and straightforward. response:	They are much bolder with words than our Celestial Tribe.
context: the Nine-tailed Fox Clan is not skilled at fighting and does not keep an army.\This is as much as he can help Your Highness.\Help me thank your lord.\His Highness has also said this map is yours to keep, Crown Prince.\If our Qing Qiu princess suffers wrongs in the Celestial Tribe in the future\he will personally come to reason with you.\The Qing Qiu Fox Clan sure is frank and straightforward.\They are much bolder with words than our Celestial Tribe. response:	Your Highness.
context: This is as much as he can help Your Highness.\Help me thank your lord.\His Highness has also said this map is yours to keep, Crown Prince.\If our Qing Qiu princess suffers wrongs in the Celestial Tribe in the future\he will personally come to reason with you.\The Qing Qiu Fox Clan sure is frank and straightforward.\They are much bolder with words than our Celestial Tribe.\Your Highness. response:	The 100,000 troops I brought are most familiar with the waterways.
context: Help me thank your lord.\His Highness has also said this map is yours to keep, Crown Prince.\If our Qing Qiu princess suffers wrongs in the Celestial Tribe in the future\he will personally come to reason with you.\The Qing Qiu Fox Clan sure is frank and straightforward.\They are much bolder with words than our Celestial Tribe.\Your Highness.\The 100,000 troops I brought are most familiar with the waterways. response:	We are willing to be your vanguard.
context: His Highness has also said this map is yours to keep, Crown Prince.\If our Qing Qiu princess suffers wrongs in the Celestial Tribe in the future\he will personally come to reason with you.\The Qing Qiu Fox Clan sure is frank and straightforward.\They are much bolder with words than our Celestial Tribe.\Your Highness.\The 100,000 troops I brought are most familiar with the waterways.\We are willing to be your vanguard. response:	In three months
context: If our Qing Qiu princess suffers wrongs in the Celestial Tribe in the future\he will personally come to reason with you.\The Qing Qiu Fox Clan sure is frank and straightforward.\They are much bolder with words than our Celestial Tribe.\Your Highness.\The 100,000 troops I brought are most familiar with the waterways.\We are willing to be your vanguard.\In three months response:	I will have the Far North rebels forced to the end of their ropes.
context: he will personally come to reason with you.\The Qing Qiu Fox Clan sure is frank and straightforward.\They are much bolder with words than our Celestial Tribe.\Your Highness.\The 100,000 troops I brought are most familiar with the waterways.\We are willing to be your vanguard.\In three months\I will have the Far North rebels forced to the end of their ropes. response:	Your Highness need only guard the four main land routes
context: The Qing Qiu Fox Clan sure is frank and straightforward.\They are much bolder with words than our Celestial Tribe.\Your Highness.\The 100,000 troops I brought are most familiar with the waterways.\We are willing to be your vanguard.\In three months\I will have the Far North rebels forced to the end of their ropes.\Your Highness need only guard the four main land routes response:	and immediately intercept the routed troops.
context: They are much bolder with words than our Celestial Tribe.\Your Highness.\The 100,000 troops I brought are most familiar with the waterways.\We are willing to be your vanguard.\In three months\I will have the Far North rebels forced to the end of their ropes.\Your Highness need only guard the four main land routes\and immediately intercept the routed troops. response:	Are you that confident, Ghost Lord?
context: Your Highness.\The 100,000 troops I brought are most familiar with the waterways.\We are willing to be your vanguard.\In three months\I will have the Far North rebels forced to the end of their ropes.\Your Highness need only guard the four main land routes\and immediately intercept the routed troops.\Are you that confident, Ghost Lord? response:	I am willing to take a military order. I have only a small request.
context: The 100,000 troops I brought are most familiar with the waterways.\We are willing to be your vanguard.\In three months\I will have the Far North rebels forced to the end of their ropes.\Your Highness need only guard the four main land routes\and immediately intercept the routed troops.\Are you that confident, Ghost Lord?\I am willing to take a military order. I have only a small request. response:	After Your Highness intercepts Li Yuan's routed troops
context: We are willing to be your vanguard.\In three months\I will have the Far North rebels forced to the end of their ropes.\Your Highness need only guard the four main land routes\and immediately intercept the routed troops.\Are you that confident, Ghost Lord?\I am willing to take a military order. I have only a small request.\After Your Highness intercepts Li Yuan's routed troops response:	please let me have Li Yuan.
context: In three months\I will have the Far North rebels forced to the end of their ropes.\Your Highness need only guard the four main land routes\and immediately intercept the routed troops.\Are you that confident, Ghost Lord?\I am willing to take a military order. I have only a small request.\After Your Highness intercepts Li Yuan's routed troops\please let me have Li Yuan. response:	I want to settle this with him myself.
context: I will have the Far North rebels forced to the end of their ropes.\Your Highness need only guard the four main land routes\and immediately intercept the routed troops.\Are you that confident, Ghost Lord?\I am willing to take a military order. I have only a small request.\After Your Highness intercepts Li Yuan's routed troops\please let me have Li Yuan.\I want to settle this with him myself. response:	All right, I give you my promise.
context: Your Highness need only guard the four main land routes\and immediately intercept the routed troops.\Are you that confident, Ghost Lord?\I am willing to take a military order. I have only a small request.\After Your Highness intercepts Li Yuan's routed troops\please let me have Li Yuan.\I want to settle this with him myself.\All right, I give you my promise. response:	Three months after three months.
context: and immediately intercept the routed troops.\Are you that confident, Ghost Lord?\I am willing to take a military order. I have only a small request.\After Your Highness intercepts Li Yuan's routed troops\please let me have Li Yuan.\I want to settle this with him myself.\All right, I give you my promise.\Three months after three months. response:	Su Su.
