context: OP response:	TS
context: ashita wo yumemireruno?\tooriame no ato ni mitsuketa niji wo motte\In this world, every day is dull and full of nonsense\I cover my ears, trying to mute the noise\Why do people hurt each other?\In the contradictory, overlapping shadows\on the recesses of my heart, fallen into despair\While carrying this pain in my chest, response:	can I really dream of tomorrow?
context: tooriame no ato ni mitsuketa niji wo motte\In this world, every day is dull and full of nonsense\I cover my ears, trying to mute the noise\Why do people hurt each other?\In the contradictory, overlapping shadows\on the recesses of my heart, fallen into despair\While carrying this pain in my chest,\can I really dream of tomorrow? response:	can I really dream of tomorrow?
context: In this world, every day is dull and full of nonsense\I cover my ears, trying to mute the noise\Why do people hurt each other?\In the contradictory, overlapping shadows\on the recesses of my heart, fallen into despair\While carrying this pain in my chest,\can I really dream of tomorrow?\can I really dream of tomorrow? response:	Remembering the rainbow I found after the rain,
context: I cover my ears, trying to mute the noise\Why do people hurt each other?\In the contradictory, overlapping shadows\on the recesses of my heart, fallen into despair\While carrying this pain in my chest,\can I really dream of tomorrow?\can I really dream of tomorrow?\Remembering the rainbow I found after the rain, response:	Life-and-Death and Standstill
context: Why do people hurt each other?\In the contradictory, overlapping shadows\on the recesses of my heart, fallen into despair\While carrying this pain in my chest,\can I really dream of tomorrow?\can I really dream of tomorrow?\Remembering the rainbow I found after the rain,\Life-and-Death and Standstill response:	Life-and-Death and Standstill
context: In the contradictory, overlapping shadows\on the recesses of my heart, fallen into despair\While carrying this pain in my chest,\can I really dream of tomorrow?\can I really dream of tomorrow?\Remembering the rainbow I found after the rain,\Life-and-Death and Standstill\Life-and-Death and Standstill response:	Next Time
context: on the recesses of my heart, fallen into despair\While carrying this pain in my chest,\can I really dream of tomorrow?\can I really dream of tomorrow?\Remembering the rainbow I found after the rain,\Life-and-Death and Standstill\Life-and-Death and Standstill\Next Time response:	Preview
context: While carrying this pain in my chest,\can I really dream of tomorrow?\can I really dream of tomorrow?\Remembering the rainbow I found after the rain,\Life-and-Death and Standstill\Life-and-Death and Standstill\Next Time\Preview response:	Recall and
context: can I really dream of tomorrow?\can I really dream of tomorrow?\Remembering the rainbow I found after the rain,\Life-and-Death and Standstill\Life-and-Death and Standstill\Next Time\Preview\Recall and response:	Call
context: can I really dream of tomorrow?\Remembering the rainbow I found after the rain,\Life-and-Death and Standstill\Life-and-Death and Standstill\Next Time\Preview\Recall and\Call response:	Kitashita Juuichi
context: Remembering the rainbow I found after the rain,\Life-and-Death and Standstill\Life-and-Death and Standstill\Next Time\Preview\Recall and\Call\Kitashita Juuichi response:	Mashiro Moritaka
context: Life-and-Death and Standstill\Life-and-Death and Standstill\Next Time\Preview\Recall and\Call\Kitashita Juuichi\Mashiro Moritaka response:	Kitashita Juuichi
context: Life-and-Death and Standstill\Next Time\Preview\Recall and\Call\Kitashita Juuichi\Mashiro Moritaka\Kitashita Juuichi response:	Mashiro Moritaka
context: Next Time\Preview\Recall and\Call\Kitashita Juuichi\Mashiro Moritaka\Kitashita Juuichi\Mashiro Moritaka response:	Editorial Department
context: Preview\Recall and\Call\Kitashita Juuichi\Mashiro Moritaka\Kitashita Juuichi\Mashiro Moritaka\Editorial Department response:	Shounen Jack
context: Recall and\Call\Kitashita Juuichi\Mashiro Moritaka\Kitashita Juuichi\Mashiro Moritaka\Editorial Department\Shounen Jack response:	Jack SQ
context: Call\Kitashita Juuichi\Mashiro Moritaka\Kitashita Juuichi\Mashiro Moritaka\Editorial Department\Shounen Jack\Jack SQ response:	Yakusa Municipal Hospital
context: Kitashita Juuichi\Mashiro Moritaka\Kitashita Juuichi\Mashiro Moritaka\Editorial Department\Shounen Jack\Jack SQ\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Mashiro Moritaka\Kitashita Juuichi\Mashiro Moritaka\Editorial Department\Shounen Jack\Jack SQ\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Kitashita Juuichi\Mashiro Moritaka\Editorial Department\Shounen Jack\Jack SQ\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Mashiro Moritaka\Editorial Department\Shounen Jack\Jack SQ\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Editorial Department\Shounen Jack\Jack SQ\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Shounen Jack\Jack SQ\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Jack SQ\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Yakusa Municipal Hospital
context: Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital\Yakusa Municipal Hospital response:	Hiramaru Kazuya
