context: I have to get some proper rest. response:	Don't disturb me again.
context: to ask the Ghost Lord for this soul jade.\Zhe Yan?\Why would Zhe Yan send you to the Ghost Realm to retrieve this for me?\How did he know that Li Jing would hand it over to you to bring to West Sea?\High God only said that you have nothing to worry about.\He knows that you dislike owing favors\so this soul jade isn't given to you as a favor.\A few days ago, the Ghost Lord was rescued by the Crown Prince. response:	Auntie is the Crown Prince's future wife
context: Zhe Yan?\Why would Zhe Yan send you to the Ghost Realm to retrieve this for me?\How did he know that Li Jing would hand it over to you to bring to West Sea?\High God only said that you have nothing to worry about.\He knows that you dislike owing favors\so this soul jade isn't given to you as a favor.\A few days ago, the Ghost Lord was rescued by the Crown Prince.\Auntie is the Crown Prince's future wife response:	so it's only right that he repays the favor to Qing Qiu.
context: Why would Zhe Yan send you to the Ghost Realm to retrieve this for me?\How did he know that Li Jing would hand it over to you to bring to West Sea?\High God only said that you have nothing to worry about.\He knows that you dislike owing favors\so this soul jade isn't given to you as a favor.\A few days ago, the Ghost Lord was rescued by the Crown Prince.\Auntie is the Crown Prince's future wife\so it's only right that he repays the favor to Qing Qiu. response:	When did Ye Hua rescue Li Jing?
context: How did he know that Li Jing would hand it over to you to bring to West Sea?\High God only said that you have nothing to worry about.\He knows that you dislike owing favors\so this soul jade isn't given to you as a favor.\A few days ago, the Ghost Lord was rescued by the Crown Prince.\Auntie is the Crown Prince's future wife\so it's only right that he repays the favor to Qing Qiu.\When did Ye Hua rescue Li Jing? response:	I don't know about that.
context: High God only said that you have nothing to worry about.\He knows that you dislike owing favors\so this soul jade isn't given to you as a favor.\A few days ago, the Ghost Lord was rescued by the Crown Prince.\Auntie is the Crown Prince's future wife\so it's only right that he repays the favor to Qing Qiu.\When did Ye Hua rescue Li Jing?\I don't know about that. response:	I'm just following High God's orders to pass this message on to you.
context: He knows that you dislike owing favors\so this soul jade isn't given to you as a favor.\A few days ago, the Ghost Lord was rescued by the Crown Prince.\Auntie is the Crown Prince's future wife\so it's only right that he repays the favor to Qing Qiu.\When did Ye Hua rescue Li Jing?\I don't know about that.\I'm just following High God's orders to pass this message on to you. response:	Forget it. I won't get an answer out of you anyway.
context: so this soul jade isn't given to you as a favor.\A few days ago, the Ghost Lord was rescued by the Crown Prince.\Auntie is the Crown Prince's future wife\so it's only right that he repays the favor to Qing Qiu.\When did Ye Hua rescue Li Jing?\I don't know about that.\I'm just following High God's orders to pass this message on to you.\Forget it. I won't get an answer out of you anyway. response:	Once this prince wakes up I'll go and ask Zhe Yan about it.
context: A few days ago, the Ghost Lord was rescued by the Crown Prince.\Auntie is the Crown Prince's future wife\so it's only right that he repays the favor to Qing Qiu.\When did Ye Hua rescue Li Jing?\I don't know about that.\I'm just following High God's orders to pass this message on to you.\Forget it. I won't get an answer out of you anyway.\Once this prince wakes up I'll go and ask Zhe Yan about it. response:	By the way, Auntie!
context: Auntie is the Crown Prince's future wife\so it's only right that he repays the favor to Qing Qiu.\When did Ye Hua rescue Li Jing?\I don't know about that.\I'm just following High God's orders to pass this message on to you.\Forget it. I won't get an answer out of you anyway.\Once this prince wakes up I'll go and ask Zhe Yan about it.\By the way, Auntie! response:	There's one more message!
context: so it's only right that he repays the favor to Qing Qiu.\When did Ye Hua rescue Li Jing?\I don't know about that.\I'm just following High God's orders to pass this message on to you.\Forget it. I won't get an answer out of you anyway.\Once this prince wakes up I'll go and ask Zhe Yan about it.\By the way, Auntie!\There's one more message! response:	High God Zhe Yan said that the powers on elixir are too strong
context: When did Ye Hua rescue Li Jing?\I don't know about that.\I'm just following High God's orders to pass this message on to you.\Forget it. I won't get an answer out of you anyway.\Once this prince wakes up I'll go and ask Zhe Yan about it.\By the way, Auntie!\There's one more message!\High God Zhe Yan said that the powers on elixir are too strong response:	so the prince might not withstand it.
context: I don't know about that.\I'm just following High God's orders to pass this message on to you.\Forget it. I won't get an answer out of you anyway.\Once this prince wakes up I'll go and ask Zhe Yan about it.\By the way, Auntie!\There's one more message!\High God Zhe Yan said that the powers on elixir are too strong\so the prince might not withstand it. response:	If the prince is not to be engulfed by the celestial aura
context: I'm just following High God's orders to pass this message on to you.\Forget it. I won't get an answer out of you anyway.\Once this prince wakes up I'll go and ask Zhe Yan about it.\By the way, Auntie!\There's one more message!\High God Zhe Yan said that the powers on elixir are too strong\so the prince might not withstand it.\If the prince is not to be engulfed by the celestial aura response:	you must place this soul jade on him.
context: Forget it. I won't get an answer out of you anyway.\Once this prince wakes up I'll go and ask Zhe Yan about it.\By the way, Auntie!\There's one more message!\High God Zhe Yan said that the powers on elixir are too strong\so the prince might not withstand it.\If the prince is not to be engulfed by the celestial aura\you must place this soul jade on him. response:	In three days, he will wake up.
context: Once this prince wakes up I'll go and ask Zhe Yan about it.\By the way, Auntie!\There's one more message!\High God Zhe Yan said that the powers on elixir are too strong\so the prince might not withstand it.\If the prince is not to be engulfed by the celestial aura\you must place this soul jade on him.\In three days, he will wake up. response:	You didn't tell me the most important part until last!
context: By the way, Auntie!\There's one more message!\High God Zhe Yan said that the powers on elixir are too strong\so the prince might not withstand it.\If the prince is not to be engulfed by the celestial aura\you must place this soul jade on him.\In three days, he will wake up.\You didn't tell me the most important part until last! response:	It took you so long to blabber that much nonsense.
context: There's one more message!\High God Zhe Yan said that the powers on elixir are too strong\so the prince might not withstand it.\If the prince is not to be engulfed by the celestial aura\you must place this soul jade on him.\In three days, he will wake up.\You didn't tell me the most important part until last!\It took you so long to blabber that much nonsense. response:	You almost cost me a great deal.
context: High God Zhe Yan said that the powers on elixir are too strong\so the prince might not withstand it.\If the prince is not to be engulfed by the celestial aura\you must place this soul jade on him.\In three days, he will wake up.\You didn't tell me the most important part until last!\It took you so long to blabber that much nonsense.\You almost cost me a great deal. response:	Forget it. I'd better ask Zhe Yan about Ye Hua myself.
context: so the prince might not withstand it.\If the prince is not to be engulfed by the celestial aura\you must place this soul jade on him.\In three days, he will wake up.\You didn't tell me the most important part until last!\It took you so long to blabber that much nonsense.\You almost cost me a great deal.\Forget it. I'd better ask Zhe Yan about Ye Hua myself. response:	Leave now.
context: If the prince is not to be engulfed by the celestial aura\you must place this soul jade on him.\In three days, he will wake up.\You didn't tell me the most important part until last!\It took you so long to blabber that much nonsense.\You almost cost me a great deal.\Forget it. I'd better ask Zhe Yan about Ye Hua myself.\Leave now. response:	Judging by what Zhe Yan said you could really make it back.
context: you must place this soul jade on him.\In three days, he will wake up.\You didn't tell me the most important part until last!\It took you so long to blabber that much nonsense.\You almost cost me a great deal.\Forget it. I'd better ask Zhe Yan about Ye Hua myself.\Leave now.\Judging by what Zhe Yan said you could really make it back. response:	When did Ye Hua rescue Li Jing?
