context: Father! response:	Where were you? Why didn't you bring Jia Yun with you?
context: who has withdrawn from the three realms, is uninvolved in worldly affairs\and has elegant tastes?\According to age, you should be calling him your senior.\Are we going to visit an ancestor?\It's time for you to go to sleep.\Then return soon, Father.\If you gain the habit of not returning to your chambers at night\Mother will be heartbroken. response:	A-Li, didn't I already tell you
context: and has elegant tastes?\According to age, you should be calling him your senior.\Are we going to visit an ancestor?\It's time for you to go to sleep.\Then return soon, Father.\If you gain the habit of not returning to your chambers at night\Mother will be heartbroken.\A-Li, didn't I already tell you response:	- Mother won't be- - I understand.
context: According to age, you should be calling him your senior.\Are we going to visit an ancestor?\It's time for you to go to sleep.\Then return soon, Father.\If you gain the habit of not returning to your chambers at night\Mother will be heartbroken.\A-Li, didn't I already tell you\- Mother won't be- - I understand. response:	I will obey you on everything except for this, Father.
context: Are we going to visit an ancestor?\It's time for you to go to sleep.\Then return soon, Father.\If you gain the habit of not returning to your chambers at night\Mother will be heartbroken.\A-Li, didn't I already tell you\- Mother won't be- - I understand.\I will obey you on everything except for this, Father. response:	I have a feeling Mother will return.
context: It's time for you to go to sleep.\Then return soon, Father.\If you gain the habit of not returning to your chambers at night\Mother will be heartbroken.\A-Li, didn't I already tell you\- Mother won't be- - I understand.\I will obey you on everything except for this, Father.\I have a feeling Mother will return. response:	Take the young prince to his bed.
context: Then return soon, Father.\If you gain the habit of not returning to your chambers at night\Mother will be heartbroken.\A-Li, didn't I already tell you\- Mother won't be- - I understand.\I will obey you on everything except for this, Father.\I have a feeling Mother will return.\Take the young prince to his bed. response:	- Yes. - Yes.
context: If you gain the habit of not returning to your chambers at night\Mother will be heartbroken.\A-Li, didn't I already tell you\- Mother won't be- - I understand.\I will obey you on everything except for this, Father.\I have a feeling Mother will return.\Take the young prince to his bed.\- Yes. - Yes. response:	Go see if the water lily leaves have all been arranged.
context: Mother will be heartbroken.\A-Li, didn't I already tell you\- Mother won't be- - I understand.\I will obey you on everything except for this, Father.\I have a feeling Mother will return.\Take the young prince to his bed.\- Yes. - Yes.\Go see if the water lily leaves have all been arranged. response:	Aunt's eyes are weak. Do not allow any glaring lights to shine through.
context: A-Li, didn't I already tell you\- Mother won't be- - I understand.\I will obey you on everything except for this, Father.\I have a feeling Mother will return.\Take the young prince to his bed.\- Yes. - Yes.\Go see if the water lily leaves have all been arranged.\Aunt's eyes are weak. Do not allow any glaring lights to shine through. response:	-Yes. -Yes.
context: - Mother won't be- - I understand.\I will obey you on everything except for this, Father.\I have a feeling Mother will return.\Take the young prince to his bed.\- Yes. - Yes.\Go see if the water lily leaves have all been arranged.\Aunt's eyes are weak. Do not allow any glaring lights to shine through.\-Yes. -Yes. response:	Sister.
context: I will obey you on everything except for this, Father.\I have a feeling Mother will return.\Take the young prince to his bed.\- Yes. - Yes.\Go see if the water lily leaves have all been arranged.\Aunt's eyes are weak. Do not allow any glaring lights to shine through.\-Yes. -Yes.\Sister. response:	What are you doing standing here?
context: I have a feeling Mother will return.\Take the young prince to his bed.\- Yes. - Yes.\Go see if the water lily leaves have all been arranged.\Aunt's eyes are weak. Do not allow any glaring lights to shine through.\-Yes. -Yes.\Sister.\What are you doing standing here? response:	I wanted to see Crown Prince.
context: Take the young prince to his bed.\- Yes. - Yes.\Go see if the water lily leaves have all been arranged.\Aunt's eyes are weak. Do not allow any glaring lights to shine through.\-Yes. -Yes.\Sister.\What are you doing standing here?\I wanted to see Crown Prince. response:	Crown Prince? You know him?
context: - Yes. - Yes.\Go see if the water lily leaves have all been arranged.\Aunt's eyes are weak. Do not allow any glaring lights to shine through.\-Yes. -Yes.\Sister.\What are you doing standing here?\I wanted to see Crown Prince.\Crown Prince? You know him? response:	A few days ago, I happened to save the imperial great-grandson
context: Go see if the water lily leaves have all been arranged.\Aunt's eyes are weak. Do not allow any glaring lights to shine through.\-Yes. -Yes.\Sister.\What are you doing standing here?\I wanted to see Crown Prince.\Crown Prince? You know him?\A few days ago, I happened to save the imperial great-grandson response:	and by chance, I met the Crown Prince.
context: Aunt's eyes are weak. Do not allow any glaring lights to shine through.\-Yes. -Yes.\Sister.\What are you doing standing here?\I wanted to see Crown Prince.\Crown Prince? You know him?\A few days ago, I happened to save the imperial great-grandson\and by chance, I met the Crown Prince. response:	Later on, I made a request using this favor
