context: Tnby Academy, response:	Where people with special powers. As elements was recognized as the accumulation period
context: Row\like this\in\kou\To\ka\hand\ri response:	The
context: like this\in\kou\To\ka\hand\ri\The response:	ni
context: in\kou\To\ka\hand\ri\The\ni response:	Stretch
context: kou\To\ka\hand\ri\The\ni\Stretch response:	to
context: To\ka\hand\ri\The\ni\Stretch\to response:	Place
context: ka\hand\ri\The\ni\Stretch\to\Place response:	Where
context: hand\ri\The\ni\Stretch\to\Place\Where response:	To
context: ri\The\ni\Stretch\to\Place\Where\To response:	no
context: The\ni\Stretch\to\Place\Where\To\no response:	ba
context: ni\Stretch\to\Place\Where\To\no\ba response:	he
context: Stretch\to\Place\Where\To\no\ba\he response:	This
context: to\Place\Where\To\no\ba\he\This response:	Cormorant
context: Place\Where\To\no\ba\he\This\Cormorant response:	in
context: Where\To\no\ba\he\This\Cormorant\in response:	and reach out for the light.
context: To\no\ba\he\This\Cormorant\in\and reach out for the light. response:	Light
context: no\ba\he\This\Cormorant\in\and reach out for the light.\Light response:	Hi
context: ba\he\This\Cormorant\in\and reach out for the light.\Light\Hi response:	ka
context: he\This\Cormorant\in\and reach out for the light.\Light\Hi\ka response:	ri
context: This\Cormorant\in\and reach out for the light.\Light\Hi\ka\ri response:	Light
context: Cormorant\in\and reach out for the light.\Light\Hi\ka\ri\Light response:	To
context: in\and reach out for the light.\Light\Hi\ka\ri\Light\To response:	ni
context: and reach out for the light.\Light\Hi\ka\ri\Light\To\ni response:	To
context: Light\Hi\ka\ri\Light\To\ni\To response:	hand
context: Hi\ka\ri\Light\To\ni\To\hand response:	to
context: ka\ri\Light\To\ni\To\hand\to response:	hand
context: ri\Light\To\ni\To\hand\to\hand response:	The
context: Light\To\ni\To\hand\to\hand\The response:	Where
context: To\ni\To\hand\to\hand\The\Where response:	The
context: ni\To\hand\to\hand\The\Where\The response:	Stretch
context: To\hand\to\hand\The\Where\The\Stretch response:	no
context: hand\to\hand\The\Where\The\Stretch\no response:	Stretch
context: to\hand\The\Where\The\Stretch\no\Stretch response:	Place
context: hand\The\Where\The\Stretch\no\Stretch\Place response:	ba
context: The\Where\The\Stretch\no\Stretch\Place\ba response:	Place
context: Where\The\Stretch\no\Stretch\Place\ba\Place response:	To
context: The\Stretch\no\Stretch\Place\ba\Place\To response:	he
context: Stretch\no\Stretch\Place\ba\Place\To\he response:	I'm
context: no\Stretch\Place\ba\Place\To\he\I'm response:	ready
context: Stretch\Place\ba\Place\To\he\I'm\ready response:	I'm
context: Place\ba\Place\To\he\I'm\ready\I'm response:	ready
context: ba\Place\To\he\I'm\ready\I'm\ready response:	Contact
context: Place\To\he\I'm\ready\I'm\ready\Contact response:	of
context: To\he\I'm\ready\I'm\ready\Contact\of response:	no
context: he\I'm\ready\I'm\ready\Contact\of\no response:	But
context: I'm\ready\I'm\ready\Contact\of\no\But response:	ga
context: ready\I'm\ready\Contact\of\no\But\ga response:	This
context: I'm\ready\Contact\of\no\But\ga\This response:	my
context: ready\Contact\of\no\But\ga\This\my response:	of
context: Contact\of\no\But\ga\This\my\of response:	no
context: of\no\But\ga\This\my\of\no response:	Road
context: no\But\ga\This\my\of\no\Road response:	my
context: But\ga\This\my\of\no\Road\my response:	Sudden
context: ga\This\my\of\no\Road\my\Sudden response:	expenditure
context: This\my\of\no\Road\my\Sudden\expenditure response:	Can
context: my\of\no\Road\my\Sudden\expenditure\Can response:	tsu
context: of\no\Road\my\Sudden\expenditure\Can\tsu response:	Enter
context: no\Road\my\Sudden\expenditure\Can\tsu\Enter response:	Of
context: Road\my\Sudden\expenditure\Can\tsu\Enter\Of response:	To
context: my\Sudden\expenditure\Can\tsu\Enter\Of\To response:	No
context: Sudden\expenditure\Can\tsu\Enter\Of\To\No response:	its
context: expenditure\Can\tsu\Enter\Of\To\No\its response:	When
context: Can\tsu\Enter\Of\To\No\its\When response:	its
context: tsu\Enter\Of\To\No\its\When\its response:	mu
context: Enter\Of\To\No\its\When\its\mu response:	to
context: Of\To\No\its\When\its\mu\to response:	As you walk along this path,
context: To\No\its\When\its\mu\to\As you walk along this path, response:	Contact
context: No\its\When\its\mu\to\As you walk along this path,\Contact response:	Contact
context: its\When\its\mu\to\As you walk along this path,\Contact\Contact response:	of
context: When\its\mu\to\As you walk along this path,\Contact\Contact\of response:	no
context: its\mu\to\As you walk along this path,\Contact\Contact\of\no response:	of
context: mu\to\As you walk along this path,\Contact\Contact\of\no\of response:	But
context: to\As you walk along this path,\Contact\Contact\of\no\of\But response:	ga
context: As you walk along this path,\Contact\Contact\of\no\of\But\ga response:	But
context: Contact\Contact\of\no\of\But\ga\But response:	This
context: Contact\of\no\of\But\ga\But\This response:	my
context: of\no\of\But\ga\But\This\my response:	This
context: no\of\But\ga\But\This\my\This response:	of
context: of\But\ga\But\This\my\This\of response:	no
context: But\ga\But\This\my\This\of\no response:	of
context: ga\But\This\my\This\of\no\of response:	Road
context: But\This\my\This\of\no\of\Road response:	my
context: This\my\This\of\no\of\Road\my response:	expenditure
context: my\This\of\no\of\Road\my\expenditure response:	Road
context: This\of\no\of\Road\my\expenditure\Road response:	Sudden
context: of\no\of\Road\my\expenditure\Road\Sudden response:	tsu
context: no\of\Road\my\expenditure\Road\Sudden\tsu response:	Sudden
context: of\Road\my\expenditure\Road\Sudden\tsu\Sudden response:	Can
context: Road\my\expenditure\Road\Sudden\tsu\Sudden\Can response:	in
context: my\expenditure\Road\Sudden\tsu\Sudden\Can\in response:	Of
context: expenditure\Road\Sudden\tsu\Sudden\Can\in\Of response:	Can
context: Road\Sudden\tsu\Sudden\Can\in\Of\Can response:	Enter
context: Sudden\tsu\Sudden\Can\in\Of\Can\Enter response:	its
context: tsu\Sudden\Can\in\Of\Can\Enter\its response:	in
context: Sudden\Can\in\Of\Can\Enter\its\in response:	its
context: Can\in\Of\Can\Enter\its\in\its response:	Yura
context: in\Of\Can\Enter\its\in\its\Yura response:	Yu
context: Of\Can\Enter\its\in\its\Yura\Yu response:	Et al.
context: Can\Enter\its\in\its\Yura\Yu\Et al. response:	out
context: Enter\its\in\its\Yura\Yu\Et al.\out response:	na
context: its\in\its\Yura\Yu\Et al.\out\na response:	Have
context: in\its\Yura\Yu\Et al.\out\na\Have response:	Decide
context: its\Yura\Yu\Et al.\out\na\Have\Decide response:	The
context: Yura\Yu\Et al.\out\na\Have\Decide\The response:	Enter
context: Yu\Et al.\out\na\Have\Decide\The\Enter response:	No
context: Et al.\out\na\Have\Decide\The\Enter\No response:	in
context: out\na\Have\Decide\The\Enter\No\in response:	mu
context: na\Have\Decide\The\Enter\No\in\mu response:	meaning
context: Have\Decide\The\Enter\No\in\mu\meaning response:	tsu
context: Decide\The\Enter\No\in\mu\meaning\tsu response:	The
context: The\Enter\No\in\mu\meaning\tsu\The response:	breast
context: Enter\No\in\mu\meaning\tsu\The\breast response:	Where
context: No\in\mu\meaning\tsu\The\breast\Where response:	No
context: in\mu\meaning\tsu\The\breast\Where\No response:	When
context: mu\meaning\tsu\The\breast\Where\No\When response:	in
context: meaning\tsu\The\breast\Where\No\When\in response:	to
context: tsu\The\breast\Where\No\When\in\to response:	To
context: The\breast\Where\No\When\in\to\To response:	mu
context: breast\Where\No\When\in\to\To\mu response:	born
context: Where\No\When\in\to\To\mu\born response:	ni
context: No\When\in\to\To\mu\born\ni response:	When
context: When\in\to\To\mu\born\ni\When response:	keep your unwavering determination in you,
context: in\to\To\mu\born\ni\When\keep your unwavering determination in you, response:	Yura
context: to\To\mu\born\ni\When\keep your unwavering determination in you,\Yura response:	Yu
context: To\mu\born\ni\When\keep your unwavering determination in you,\Yura\Yu response:	Yura
context: mu\born\ni\When\keep your unwavering determination in you,\Yura\Yu\Yura response:	Et al.
context: born\ni\When\keep your unwavering determination in you,\Yura\Yu\Yura\Et al. response:	in
context: ni\When\keep your unwavering determination in you,\Yura\Yu\Yura\Et al.\in response:	out
context: When\keep your unwavering determination in you,\Yura\Yu\Yura\Et al.\in\out response:	Et al.
context: keep your unwavering determination in you,\Yura\Yu\Yura\Et al.\in\out\Et al. response:	na
context: Yura\Yu\Yura\Et al.\in\out\Et al.\na response:	Have
context: Yu\Yura\Et al.\in\out\Et al.\na\Have response:	Have
context: Yura\Et al.\in\out\Et al.\na\Have\Have response:	Decide
context: Et al.\in\out\Et al.\na\Have\Have\Decide response:	The
context: in\out\Et al.\na\Have\Have\Decide\The response:	tsu
context: out\Et al.\na\Have\Have\Decide\The\tsu response:	Decide
context: Et al.\na\Have\Have\Decide\The\tsu\Decide response:	meaning
context: na\Have\Have\Decide\The\tsu\Decide\meaning response:	in
context: Have\Have\Decide\The\tsu\Decide\meaning\in response:	meaning
context: Have\Decide\The\tsu\Decide\meaning\in\meaning response:	The
context: Decide\The\tsu\Decide\meaning\in\meaning\The response:	Where
context: The\tsu\Decide\meaning\in\meaning\The\Where response:	The
context: tsu\Decide\meaning\in\meaning\The\Where\The response:	breast
context: Decide\meaning\in\meaning\The\Where\The\breast response:	mu
context: meaning\in\meaning\The\Where\The\breast\mu response:	in
context: in\meaning\The\Where\The\breast\mu\in response:	born
context: meaning\The\Where\The\breast\mu\in\born response:	love
context: The\Where\The\breast\mu\in\born\love response:	my
context: Where\The\breast\mu\in\born\love\my response:	focal
context: The\breast\mu\in\born\love\my\focal response:	But
context: breast\mu\in\born\love\my\focal\But response:	my
context: mu\in\born\love\my\focal\But\my response:	Re
context: in\born\love\my\focal\But\my\Re response:	ga
context: born\love\my\focal\But\my\Re\ga response:	Te
context: love\my\focal\But\my\Re\ga\Te response:	re
context: my\focal\But\my\Re\ga\Te\re response:	breast
context: focal\But\my\Re\ga\Te\re\breast response:	To
context: But\my\Re\ga\Te\re\breast\To response:	ni
context: my\Re\ga\Te\re\breast\To\ni response:	It was
context: Re\ga\Te\re\breast\To\ni\It was response:	to
context: ga\Te\re\breast\To\ni\It was\to response:	new
context: Te\re\breast\To\ni\It was\to\new response:	ta
context: re\breast\To\ni\It was\to\new\ta response:	It was
context: breast\To\ni\It was\to\new\ta\It was response:	out
context: To\ni\It was\to\new\ta\It was\out response:	not
context: ni\It was\to\new\ta\It was\out\not response:	ta
context: It was\to\new\ta\It was\out\not\ta response:	Come
context: to\new\ta\It was\out\not\ta\Come response:	-na
context: new\ta\It was\out\not\ta\Come\-na response:	of
context: ta\It was\out\not\ta\Come\-na\of response:	my
context: It was\out\not\ta\Come\-na\of\my response:	One
context: out\not\ta\Come\-na\of\my\One response:	out
context: not\ta\Come\-na\of\my\One\out response:	Page
context: ta\Come\-na\of\my\One\out\Page response:	Di
context: Come\-na\of\my\One\out\Page\Di response:	no
context: -na\of\my\One\out\Page\Di\no response:	The
context: of\my\One\out\Page\Di\no\The response:	and let's go and find together,
context: my\One\out\Page\Di\no\The\and let's go and find together, response:	To
context: One\out\Page\Di\no\The\and let's go and find together,\To response:	love
context: out\Page\Di\no\The\and let's go and find together,\To\love response:	my
context: Page\Di\no\The\and let's go and find together,\To\love\my response:	expenditure
context: Di\no\The\and let's go and find together,\To\love\my\expenditure response:	pee
context: no\The\and let's go and find together,\To\love\my\expenditure\pee response:	show up
context: The\and let's go and find together,\To\love\my\expenditure\pee\show up response:	Where
context: and let's go and find together,\To\love\my\expenditure\pee\show up\Where response:	love
context: To\love\my\expenditure\pee\show up\Where\love response:	focal
context: love\my\expenditure\pee\show up\Where\love\focal response:	my
context: my\expenditure\pee\show up\Where\love\focal\my response:	focal
context: expenditure\pee\show up\Where\love\focal\my\focal response:	But
context: pee\show up\Where\love\focal\my\focal\But response:	ga
context: show up\Where\love\focal\my\focal\But\ga response:	But
context: Where\love\focal\my\focal\But\ga\But response:	Re
context: love\focal\my\focal\But\ga\But\Re response:	re
context: focal\my\focal\But\ga\But\Re\re response:	Re
context: my\focal\But\ga\But\Re\re\Re response:	Te
context: focal\But\ga\But\Re\re\Re\Te response:	to
context: But\ga\But\Re\re\Re\Te\to response:	Te
context: ga\But\Re\re\Re\Te\to\Te response:	It was
context: But\Re\re\Re\Te\to\Te\It was response:	ta
context: Re\re\Re\Te\to\Te\It was\ta response:	It was
context: re\Re\Te\to\Te\It was\ta\It was response:	new
context: Re\Te\to\Te\It was\ta\It was\new response:	out
context: Te\to\Te\It was\ta\It was\new\out response:	new
context: to\Te\It was\ta\It was\new\out\new response:	It was
context: Te\It was\ta\It was\new\out\new\It was response:	ta
context: It was\ta\It was\new\out\new\It was\ta response:	It was
context: ta\It was\new\out\new\It was\ta\It was response:	-na
context: It was\new\out\new\It was\ta\It was\-na response:	not
context: new\out\new\It was\ta\It was\-na\not response:	my
context: out\new\It was\ta\It was\-na\not\my response:	out
context: new\It was\ta\It was\-na\not\my\out response:	not
context: It was\ta\It was\-na\not\my\out\not response:	Come
context: ta\It was\-na\not\my\out\not\Come response:	Come
context: It was\-na\not\my\out\not\Come\Come response:	of
context: -na\not\my\out\not\Come\Come\of response:	no
context: not\my\out\not\Come\Come\of\no response:	of
context: my\out\not\Come\Come\of\no\of response:	One
context: out\not\Come\Come\of\no\of\One response:	expenditure
context: not\Come\Come\of\no\of\One\expenditure response:	One
context: Come\Come\of\no\of\One\expenditure\One response:	Page
context: Come\of\no\of\One\expenditure\One\Page response:	pee
context: of\no\of\One\expenditure\One\Page\pee response:	Bae
context: no\of\One\expenditure\One\Page\pee\Bae response:	Di
context: of\One\expenditure\One\Page\pee\Bae\Di response:	show up
context: One\expenditure\One\Page\pee\Bae\Di\show up response:	You
context: expenditure\One\Page\pee\Bae\Di\show up\You response:	Of
context: One\Page\pee\Bae\Di\show up\You\Of response:	When
context: Page\pee\Bae\Di\show up\You\Of\When response:	my
context: pee\Bae\Di\show up\You\Of\When\my response:	Altogether
context: Bae\Di\show up\You\Of\When\my\Altogether response:	to
context: Di\show up\You\Of\When\my\Altogether\to response:	Di
context: show up\You\Of\When\my\Altogether\to\Di response:	The
context: You\Of\When\my\Altogether\to\Di\The response:	Where
context: Of\When\my\Altogether\to\Di\The\Where response:	To,
