context: Crown Prince! response:	Crown Prince, I had a hard time finding you!
context: Father, how have you been?\Don't forget.\Only your spirit is here so you can't touch me.\My biggest mistake was letting you off 70,000 years ago!\You're wrong!\Your biggest mistake was raising me.\You wanted to use me to boost your powers, right?\You raised children to serve as your power vessels. response:	What father can be more cruel than you?
context: Don't forget.\Only your spirit is here so you can't touch me.\My biggest mistake was letting you off 70,000 years ago!\You're wrong!\Your biggest mistake was raising me.\You wanted to use me to boost your powers, right?\You raised children to serve as your power vessels.\What father can be more cruel than you? response:	You exhausted all resources and thousands of our soldiers in one night!
context: Only your spirit is here so you can't touch me.\My biggest mistake was letting you off 70,000 years ago!\You're wrong!\Your biggest mistake was raising me.\You wanted to use me to boost your powers, right?\You raised children to serve as your power vessels.\What father can be more cruel than you?\You exhausted all resources and thousands of our soldiers in one night! response:	You deserve to be killed!
context: My biggest mistake was letting you off 70,000 years ago!\You're wrong!\Your biggest mistake was raising me.\You wanted to use me to boost your powers, right?\You raised children to serve as your power vessels.\What father can be more cruel than you?\You exhausted all resources and thousands of our soldiers in one night!\You deserve to be killed! response:	You used your children to store your powers. How cruel.
context: You're wrong!\Your biggest mistake was raising me.\You wanted to use me to boost your powers, right?\You raised children to serve as your power vessels.\What father can be more cruel than you?\You exhausted all resources and thousands of our soldiers in one night!\You deserve to be killed!\You used your children to store your powers. How cruel. response:	You deserve to be killed!
context: Your biggest mistake was raising me.\You wanted to use me to boost your powers, right?\You raised children to serve as your power vessels.\What father can be more cruel than you?\You exhausted all resources and thousands of our soldiers in one night!\You deserve to be killed!\You used your children to store your powers. How cruel.\You deserve to be killed! response:	You know that crimson hellfire would destroy all realms
context: You wanted to use me to boost your powers, right?\You raised children to serve as your power vessels.\What father can be more cruel than you?\You exhausted all resources and thousands of our soldiers in one night!\You deserve to be killed!\You used your children to store your powers. How cruel.\You deserve to be killed!\You know that crimson hellfire would destroy all realms response:	and yet you didn't hesitate to drag everyone down with you!
context: You raised children to serve as your power vessels.\What father can be more cruel than you?\You exhausted all resources and thousands of our soldiers in one night!\You deserve to be killed!\You used your children to store your powers. How cruel.\You deserve to be killed!\You know that crimson hellfire would destroy all realms\and yet you didn't hesitate to drag everyone down with you! response:	You deserve to be killed!
context: What father can be more cruel than you?\You exhausted all resources and thousands of our soldiers in one night!\You deserve to be killed!\You used your children to store your powers. How cruel.\You deserve to be killed!\You know that crimson hellfire would destroy all realms\and yet you didn't hesitate to drag everyone down with you!\You deserve to be killed! response:	Treacherous son!
context: You exhausted all resources and thousands of our soldiers in one night!\You deserve to be killed!\You used your children to store your powers. How cruel.\You deserve to be killed!\You know that crimson hellfire would destroy all realms\and yet you didn't hesitate to drag everyone down with you!\You deserve to be killed!\Treacherous son! response:	Have you forgotten that I've raised you?
context: You deserve to be killed!\You used your children to store your powers. How cruel.\You deserve to be killed!\You know that crimson hellfire would destroy all realms\and yet you didn't hesitate to drag everyone down with you!\You deserve to be killed!\Treacherous son!\Have you forgotten that I've raised you? response:	Have you forgotten that my blood runs in your veins?
context: You used your children to store your powers. How cruel.\You deserve to be killed!\You know that crimson hellfire would destroy all realms\and yet you didn't hesitate to drag everyone down with you!\You deserve to be killed!\Treacherous son!\Have you forgotten that I've raised you?\Have you forgotten that my blood runs in your veins? response:	You want to kill your father?
context: You deserve to be killed!\You know that crimson hellfire would destroy all realms\and yet you didn't hesitate to drag everyone down with you!\You deserve to be killed!\Treacherous son!\Have you forgotten that I've raised you?\Have you forgotten that my blood runs in your veins?\You want to kill your father? response:	How monstrous!
context: You know that crimson hellfire would destroy all realms\and yet you didn't hesitate to drag everyone down with you!\You deserve to be killed!\Treacherous son!\Have you forgotten that I've raised you?\Have you forgotten that my blood runs in your veins?\You want to kill your father?\How monstrous! response:	You've used up all your blood to summon my spirit.
context: and yet you didn't hesitate to drag everyone down with you!\You deserve to be killed!\Treacherous son!\Have you forgotten that I've raised you?\Have you forgotten that my blood runs in your veins?\You want to kill your father?\How monstrous!\You've used up all your blood to summon my spirit. response:	How much longer could you live?
context: You deserve to be killed!\Treacherous son!\Have you forgotten that I've raised you?\Have you forgotten that my blood runs in your veins?\You want to kill your father?\How monstrous!\You've used up all your blood to summon my spirit.\How much longer could you live? response:	Good!
context: Treacherous son!\Have you forgotten that I've raised you?\Have you forgotten that my blood runs in your veins?\You want to kill your father?\How monstrous!\You've used up all your blood to summon my spirit.\How much longer could you live?\Good! response:	Then the both of us will die here today.
context: Have you forgotten that I've raised you?\Have you forgotten that my blood runs in your veins?\You want to kill your father?\How monstrous!\You've used up all your blood to summon my spirit.\How much longer could you live?\Good!\Then the both of us will die here today. response:	Double Crescent Halberd?
context: Have you forgotten that my blood runs in your veins?\You want to kill your father?\How monstrous!\You've used up all your blood to summon my spirit.\How much longer could you live?\Good!\Then the both of us will die here today.\Double Crescent Halberd? response:	You didn't think of that?
context: You want to kill your father?\How monstrous!\You've used up all your blood to summon my spirit.\How much longer could you live?\Good!\Then the both of us will die here today.\Double Crescent Halberd?\You didn't think of that? response:	My spirit might not be able to hurt you, but this Double Crescent Halberd will.
context: How monstrous!\You've used up all your blood to summon my spirit.\How much longer could you live?\Good!\Then the both of us will die here today.\Double Crescent Halberd?\You didn't think of that?\My spirit might not be able to hurt you, but this Double Crescent Halberd will. response:	Li Jing, I'll take your life!
