context: Translation: MoeJoTranslation check: WinterreiseEditing: Minami_Typsetting: LaytonEncoding: Layton response:	Anime-Koi Fansubs
context: CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG response:	CLASS LOG
context: CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG response:	CLASS LOG
context: CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG response:	CLASS LOG
context: CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG response:	CLASS LOG
context: CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG response:	CLASS LOG
context: CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG response:	CLASS LOG
context: CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG response:	CLASS LOG
context: CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG response:	CLASS LOG
context: CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG response:	CLASS LOG
context: CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG response:	2nd period
context: CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\2nd period response:	2nd period
context: CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\2nd period\2nd period response:	3rd period
context: CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\2nd period\2nd period\3rd period response:	3rd period
context: CLASS LOG\CLASS LOG\CLASS LOG\CLASS LOG\2nd period\2nd period\3rd period\3rd period response:	4th period
context: CLASS LOG\CLASS LOG\CLASS LOG\2nd period\2nd period\3rd period\3rd period\4th period response:	4th period
context: CLASS LOG\CLASS LOG\2nd period\2nd period\3rd period\3rd period\4th period\4th period response:	5th period
context: CLASS LOG\2nd period\2nd period\3rd period\3rd period\4th period\4th period\5th period response:	5th period
context: 2nd period\2nd period\3rd period\3rd period\4th period\4th period\5th period\5th period response:	6th period
context: 2nd period\3rd period\3rd period\4th period\4th period\5th period\5th period\6th period response:	6th period
context: 3rd period\3rd period\4th period\4th period\5th period\5th period\6th period\6th period response:	Music
context: 3rd period\4th period\4th period\5th period\5th period\6th period\6th period\Music response:	Music
context: 4th period\4th period\5th period\5th period\6th period\6th period\Music\Music response:	Math II
context: 4th period\5th period\5th period\6th period\6th period\Music\Music\Math II response:	Math II
context: 5th period\5th period\6th period\6th period\Music\Music\Math II\Math II response:	Math II
context: 5th period\6th period\6th period\Music\Music\Math II\Math II\Math II response:	Classic Literature
context: 6th period\6th period\Music\Music\Math II\Math II\Math II\Classic Literature response:	Classic Literature
context: 6th period\Music\Music\Math II\Math II\Math II\Classic Literature\Classic Literature response:	Classic Literature
context: Music\Music\Math II\Math II\Math II\Classic Literature\Classic Literature\Classic Literature response:	Biology
context: Music\Math II\Math II\Math II\Classic Literature\Classic Literature\Classic Literature\Biology response:	Biology
context: Math II\Math II\Math II\Classic Literature\Classic Literature\Classic Literature\Biology\Biology response:	Biology
context: Math II\Math II\Classic Literature\Classic Literature\Classic Literature\Biology\Biology\Biology response:	Everyone seemed to get along
context: Math II\Classic Literature\Classic Literature\Classic Literature\Biology\Biology\Biology\Everyone seemed to get along response:	Everyone seemed to get along
context: Classic Literature\Classic Literature\Classic Literature\Biology\Biology\Biology\Everyone seemed to get along\Everyone seemed to get along response:	Everyone seemed to get along
context: Classic Literature\Classic Literature\Biology\Biology\Biology\Everyone seemed to get along\Everyone seemed to get along\Everyone seemed to get along response:	Everyone seemed to get along
context: Classic Literature\Biology\Biology\Biology\Everyone seemed to get along\Everyone seemed to get along\Everyone seemed to get along\Everyone seemed to get along response:	Everyone seemed to get along
context: Biology\Biology\Biology\Everyone seemed to get along\Everyone seemed to get along\Everyone seemed to get along\Everyone seemed to get along\Everyone seemed to get along response:	well today.
context: Biology\Biology\Everyone seemed to get along\Everyone seemed to get along\Everyone seemed to get along\Everyone seemed to get along\Everyone seemed to get along\well today. response:	well today.
context: Biology\Everyone seemed to get along\Everyone seemed to get along\Everyone seemed to get along\Everyone seemed to get along\Everyone seemed to get along\well today.\well today. response:	- Teacher
context: Everyone seemed to get along\Everyone seemed to get along\Everyone seemed to get along\Everyone seemed to get along\Everyone seemed to get along\well today.\well today.\- Teacher response:	- Teacher
context: Everyone seemed to get along\Everyone seemed to get along\Everyone seemed to get along\Everyone seemed to get along\well today.\well today.\- Teacher\- Teacher response:	- Teacher
context: Everyone seemed to get along\Everyone seemed to get along\Everyone seemed to get along\well today.\well today.\- Teacher\- Teacher\- Teacher response:	CLASS LOG
context: Everyone seemed to get along\Everyone seemed to get along\well today.\well today.\- Teacher\- Teacher\- Teacher\CLASS LOG response:	Momozono Nanami
context: Everyone seemed to get along\well today.\well today.\- Teacher\- Teacher\- Teacher\CLASS LOG\Momozono Nanami response:	Momozono Nanami
context: well today.\well today.\- Teacher\- Teacher\- Teacher\CLASS LOG\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: well today.\- Teacher\- Teacher\- Teacher\CLASS LOG\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: - Teacher\- Teacher\- Teacher\CLASS LOG\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: - Teacher\- Teacher\CLASS LOG\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: - Teacher\CLASS LOG\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: CLASS LOG\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Momozono Nanami
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami response:	Age 17
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Age 17 response:	Age 17
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Age 17\Age 17 response:	Age 17
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Age 17\Age 17\Age 17 response:	Age 17
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Momozono Nanami\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Momozono Nanami\Momozono Nanami\Momozono Nanami\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Momozono Nanami\Momozono Nanami\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Momozono Nanami\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	Age 17
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17 response:	HIGH SCHOOL Girl
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
context: Age 17\Age 17\Age 17\Age 17\Age 17\Age 17\HIGH SCHOOL Girl\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
context: Age 17\Age 17\Age 17\Age 17\Age 17\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
context: Age 17\Age 17\Age 17\Age 17\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
context: Age 17\Age 17\Age 17\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
context: Age 17\Age 17\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
context: Age 17\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
context: HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
context: HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
context: HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
context: HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
context: HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
context: HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
context: HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
context: HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
context: HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
context: HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
context: HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
context: HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
context: HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
context: HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
context: HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
context: HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
context: HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
context: HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
context: HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
context: HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
context: HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
context: HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
context: HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
context: HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
context: HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
context: HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
context: HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
context: HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
context: HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
context: HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
context: HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl\HIGH SCHOOL Girl response:	HIGH SCHOOL Girl
