context: Intro response:	So you're not confident, huh?
context: Please insert the money.\If you need a receipt,\please press the receipt button.\Wh-What now?!\Good for you!\Is she your friend?\Uh... I guess?\I was waiting here, for I had a request to make of Emi. response:	What?
context: If you need a receipt,\please press the receipt button.\Wh-What now?!\Good for you!\Is she your friend?\Uh... I guess?\I was waiting here, for I had a request to make of Emi.\What? response:	I want to go see Sadao's workplace.
context: please press the receipt button.\Wh-What now?!\Good for you!\Is she your friend?\Uh... I guess?\I was waiting here, for I had a request to make of Emi.\What?\I want to go see Sadao's workplace. response:	Could you come with me?
context: Wh-What now?!\Good for you!\Is she your friend?\Uh... I guess?\I was waiting here, for I had a request to make of Emi.\What?\I want to go see Sadao's workplace.\Could you come with me? response:	H-Hey...
context: Good for you!\Is she your friend?\Uh... I guess?\I was waiting here, for I had a request to make of Emi.\What?\I want to go see Sadao's workplace.\Could you come with me?\H-Hey... response:	Sadao?
context: Is she your friend?\Uh... I guess?\I was waiting here, for I had a request to make of Emi.\What?\I want to go see Sadao's workplace.\Could you come with me?\H-Hey...\Sadao? response:	That name sounds familiar.
context: Uh... I guess?\I was waiting here, for I had a request to make of Emi.\What?\I want to go see Sadao's workplace.\Could you come with me?\H-Hey...\Sadao?\That name sounds familiar. response:	I understand you want me to stay away from him,
context: I was waiting here, for I had a request to make of Emi.\What?\I want to go see Sadao's workplace.\Could you come with me?\H-Hey...\Sadao?\That name sounds familiar.\I understand you want me to stay away from him, response:	Hey!
context: What?\I want to go see Sadao's workplace.\Could you come with me?\H-Hey...\Sadao?\That name sounds familiar.\I understand you want me to stay away from him,\Hey! response:	but I cannot withdraw here.
context: I want to go see Sadao's workplace.\Could you come with me?\H-Hey...\Sadao?\That name sounds familiar.\I understand you want me to stay away from him,\Hey!\but I cannot withdraw here. response:	Huh?
context: Could you come with me?\H-Hey...\Sadao?\That name sounds familiar.\I understand you want me to stay away from him,\Hey!\but I cannot withdraw here.\Huh? response:	What's this?
context: H-Hey...\Sadao?\That name sounds familiar.\I understand you want me to stay away from him,\Hey!\but I cannot withdraw here.\Huh?\What's this? response:	Hey, what's this about?
context: Sadao?\That name sounds familiar.\I understand you want me to stay away from him,\Hey!\but I cannot withdraw here.\Huh?\What's this?\Hey, what's this about? response:	Did you get into a fight over a man?!
context: That name sounds familiar.\I understand you want me to stay away from him,\Hey!\but I cannot withdraw here.\Huh?\What's this?\Hey, what's this about?\Did you get into a fight over a man?! response:	See? Such a pain...
context: I understand you want me to stay away from him,\Hey!\but I cannot withdraw here.\Huh?\What's this?\Hey, what's this about?\Did you get into a fight over a man?!\See? Such a pain... response:	Okay, I know I'm being meddlesome here,
context: Hey!\but I cannot withdraw here.\Huh?\What's this?\Hey, what's this about?\Did you get into a fight over a man?!\See? Such a pain...\Okay, I know I'm being meddlesome here, response:	but usually, these things don't get resolved smoothly.
context: but I cannot withdraw here.\Huh?\What's this?\Hey, what's this about?\Did you get into a fight over a man?!\See? Such a pain...\Okay, I know I'm being meddlesome here,\but usually, these things don't get resolved smoothly. response:	You need an outsider's help!
context: Huh?\What's this?\Hey, what's this about?\Did you get into a fight over a man?!\See? Such a pain...\Okay, I know I'm being meddlesome here,\but usually, these things don't get resolved smoothly.\You need an outsider's help! response:	Come on, Rika.
context: What's this?\Hey, what's this about?\Did you get into a fight over a man?!\See? Such a pain...\Okay, I know I'm being meddlesome here,\but usually, these things don't get resolved smoothly.\You need an outsider's help!\Come on, Rika. response:	It's not like that!
context: Hey, what's this about?\Did you get into a fight over a man?!\See? Such a pain...\Okay, I know I'm being meddlesome here,\but usually, these things don't get resolved smoothly.\You need an outsider's help!\Come on, Rika.\It's not like that! response:	I have no choice.
context: Did you get into a fight over a man?!\See? Such a pain...\Okay, I know I'm being meddlesome here,\but usually, these things don't get resolved smoothly.\You need an outsider's help!\Come on, Rika.\It's not like that!\I have no choice. response:	I'll tag along!
context: See? Such a pain...\Okay, I know I'm being meddlesome here,\but usually, these things don't get resolved smoothly.\You need an outsider's help!\Come on, Rika.\It's not like that!\I have no choice.\I'll tag along! response:	So, where's this Sadao?
context: Okay, I know I'm being meddlesome here,\but usually, these things don't get resolved smoothly.\You need an outsider's help!\Come on, Rika.\It's not like that!\I have no choice.\I'll tag along!\So, where's this Sadao? response:	The MgRonald's at Hatagaya.
context: but usually, these things don't get resolved smoothly.\You need an outsider's help!\Come on, Rika.\It's not like that!\I have no choice.\I'll tag along!\So, where's this Sadao?\The MgRonald's at Hatagaya. response:	Huh? H-Hey!
context: You need an outsider's help!\Come on, Rika.\It's not like that!\I have no choice.\I'll tag along!\So, where's this Sadao?\The MgRonald's at Hatagaya.\Huh? H-Hey! response:	What?! We'll be there in no time if we take the train!
context: Come on, Rika.\It's not like that!\I have no choice.\I'll tag along!\So, where's this Sadao?\The MgRonald's at Hatagaya.\Huh? H-Hey!\What?! We'll be there in no time if we take the train! response:	I'm not going, okay?!
context: It's not like that!\I have no choice.\I'll tag along!\So, where's this Sadao?\The MgRonald's at Hatagaya.\Huh? H-Hey!\What?! We'll be there in no time if we take the train!\I'm not going, okay?! response:	ED
context: I have no choice.\I'll tag along!\So, where's this Sadao?\The MgRonald's at Hatagaya.\Huh? H-Hey!\What?! We'll be there in no time if we take the train!\I'm not going, okay?!\ED response:	Where in this silent sky does the sun rise?
context: I'll tag along!\So, where's this Sadao?\The MgRonald's at Hatagaya.\Huh? H-Hey!\What?! We'll be there in no time if we take the train!\I'm not going, okay?!\ED\Where in this silent sky does the sun rise? response:	A promise I made while pretending to not see it
context: So, where's this Sadao?\The MgRonald's at Hatagaya.\Huh? H-Hey!\What?! We'll be there in no time if we take the train!\I'm not going, okay?!\ED\Where in this silent sky does the sun rise?\A promise I made while pretending to not see it response:	The moon that got ridiculed
context: The MgRonald's at Hatagaya.\Huh? H-Hey!\What?! We'll be there in no time if we take the train!\I'm not going, okay?!\ED\Where in this silent sky does the sun rise?\A promise I made while pretending to not see it\The moon that got ridiculed response:	Will disappear towards the past
context: Huh? H-Hey!\What?! We'll be there in no time if we take the train!\I'm not going, okay?!\ED\Where in this silent sky does the sun rise?\A promise I made while pretending to not see it\The moon that got ridiculed\Will disappear towards the past response:	Being a liar and a coward
context: What?! We'll be there in no time if we take the train!\I'm not going, okay?!\ED\Where in this silent sky does the sun rise?\A promise I made while pretending to not see it\The moon that got ridiculed\Will disappear towards the past\Being a liar and a coward response:	If I was at fault for everything
context: I'm not going, okay?!\ED\Where in this silent sky does the sun rise?\A promise I made while pretending to not see it\The moon that got ridiculed\Will disappear towards the past\Being a liar and a coward\If I was at fault for everything response:	Then our promise might only have been a fleeting dream
context: ED\Where in this silent sky does the sun rise?\A promise I made while pretending to not see it\The moon that got ridiculed\Will disappear towards the past\Being a liar and a coward\If I was at fault for everything\Then our promise might only have been a fleeting dream response:	I managed to hide it in the shadow of the moonlight
