context: Qian Qian, I haven't seen you in days. I missed you terribly. response:	Have you missed me?
context: Quickly! Save His Majesty!\- Quickly! - Your Majesty!\What?\You pushed High Goddess Bai Qian into the river yourself?\Is she in any danger now?\I did not expect the Crown Prince to be nearby.\He used his powers to save her.\This princess is so easy to deceive. response:	I had told her to go to the mortal realm to teach Bai Qian a lesson.
context: - Quickly! - Your Majesty!\What?\You pushed High Goddess Bai Qian into the river yourself?\Is she in any danger now?\I did not expect the Crown Prince to be nearby.\He used his powers to save her.\This princess is so easy to deceive.\I had told her to go to the mortal realm to teach Bai Qian a lesson. response:	Who knew that she would even dare to plot to take a high goddess's life?
context: What?\You pushed High Goddess Bai Qian into the river yourself?\Is she in any danger now?\I did not expect the Crown Prince to be nearby.\He used his powers to save her.\This princess is so easy to deceive.\I had told her to go to the mortal realm to teach Bai Qian a lesson.\Who knew that she would even dare to plot to take a high goddess's life? response:	If she succeeded, that would have been fine.
context: You pushed High Goddess Bai Qian into the river yourself?\Is she in any danger now?\I did not expect the Crown Prince to be nearby.\He used his powers to save her.\This princess is so easy to deceive.\I had told her to go to the mortal realm to teach Bai Qian a lesson.\Who knew that she would even dare to plot to take a high goddess's life?\If she succeeded, that would have been fine. response:	But she has failed.
context: Is she in any danger now?\I did not expect the Crown Prince to be nearby.\He used his powers to save her.\This princess is so easy to deceive.\I had told her to go to the mortal realm to teach Bai Qian a lesson.\Who knew that she would even dare to plot to take a high goddess's life?\If she succeeded, that would have been fine.\But she has failed. response:	If the Crown Prince were to investigate this matter
context: I did not expect the Crown Prince to be nearby.\He used his powers to save her.\This princess is so easy to deceive.\I had told her to go to the mortal realm to teach Bai Qian a lesson.\Who knew that she would even dare to plot to take a high goddess's life?\If she succeeded, that would have been fine.\But she has failed.\If the Crown Prince were to investigate this matter response:	it could be a lot of trouble.
context: He used his powers to save her.\This princess is so easy to deceive.\I had told her to go to the mortal realm to teach Bai Qian a lesson.\Who knew that she would even dare to plot to take a high goddess's life?\If she succeeded, that would have been fine.\But she has failed.\If the Crown Prince were to investigate this matter\it could be a lot of trouble. response:	You are so senseless.
context: This princess is so easy to deceive.\I had told her to go to the mortal realm to teach Bai Qian a lesson.\Who knew that she would even dare to plot to take a high goddess's life?\If she succeeded, that would have been fine.\But she has failed.\If the Crown Prince were to investigate this matter\it could be a lot of trouble.\You are so senseless. response:	How could you do such a thing to the Aunt of Qing Qiu?
context: I had told her to go to the mortal realm to teach Bai Qian a lesson.\Who knew that she would even dare to plot to take a high goddess's life?\If she succeeded, that would have been fine.\But she has failed.\If the Crown Prince were to investigate this matter\it could be a lot of trouble.\You are so senseless.\How could you do such a thing to the Aunt of Qing Qiu? response:	I understand the jealousy you have for her.
context: Who knew that she would even dare to plot to take a high goddess's life?\If she succeeded, that would have been fine.\But she has failed.\If the Crown Prince were to investigate this matter\it could be a lot of trouble.\You are so senseless.\How could you do such a thing to the Aunt of Qing Qiu?\I understand the jealousy you have for her. response:	However, His Highness will be ruling over the four seas.
context: If she succeeded, that would have been fine.\But she has failed.\If the Crown Prince were to investigate this matter\it could be a lot of trouble.\You are so senseless.\How could you do such a thing to the Aunt of Qing Qiu?\I understand the jealousy you have for her.\However, His Highness will be ruling over the four seas. response:	It will be inevitable for there to be many women in his palace.
context: But she has failed.\If the Crown Prince were to investigate this matter\it could be a lot of trouble.\You are so senseless.\How could you do such a thing to the Aunt of Qing Qiu?\I understand the jealousy you have for her.\However, His Highness will be ruling over the four seas.\It will be inevitable for there to be many women in his palace. response:	How can you enter Xiwu Palace if you are so prone to jealousy?
context: If the Crown Prince were to investigate this matter\it could be a lot of trouble.\You are so senseless.\How could you do such a thing to the Aunt of Qing Qiu?\I understand the jealousy you have for her.\However, His Highness will be ruling over the four seas.\It will be inevitable for there to be many women in his palace.\How can you enter Xiwu Palace if you are so prone to jealousy? response:	Sister, didn't you tell me to-
context: it could be a lot of trouble.\You are so senseless.\How could you do such a thing to the Aunt of Qing Qiu?\I understand the jealousy you have for her.\However, His Highness will be ruling over the four seas.\It will be inevitable for there to be many women in his palace.\How can you enter Xiwu Palace if you are so prone to jealousy?\Sister, didn't you tell me to- response:	You misunderstood me.
context: You are so senseless.\How could you do such a thing to the Aunt of Qing Qiu?\I understand the jealousy you have for her.\However, His Highness will be ruling over the four seas.\It will be inevitable for there to be many women in his palace.\How can you enter Xiwu Palace if you are so prone to jealousy?\Sister, didn't you tell me to-\You misunderstood me. response:	But don't be afraid.
context: How could you do such a thing to the Aunt of Qing Qiu?\I understand the jealousy you have for her.\However, His Highness will be ruling over the four seas.\It will be inevitable for there to be many women in his palace.\How can you enter Xiwu Palace if you are so prone to jealousy?\Sister, didn't you tell me to-\You misunderstood me.\But don't be afraid. response:	Only Xin Nu and I will know.
context: I understand the jealousy you have for her.\However, His Highness will be ruling over the four seas.\It will be inevitable for there to be many women in his palace.\How can you enter Xiwu Palace if you are so prone to jealousy?\Sister, didn't you tell me to-\You misunderstood me.\But don't be afraid.\Only Xin Nu and I will know. response:	Let's think of a way so that you will become the Crown Prince's woman.
context: However, His Highness will be ruling over the four seas.\It will be inevitable for there to be many women in his palace.\How can you enter Xiwu Palace if you are so prone to jealousy?\Sister, didn't you tell me to-\You misunderstood me.\But don't be afraid.\Only Xin Nu and I will know.\Let's think of a way so that you will become the Crown Prince's woman. response:	And use a happy occasion to bury this incident.
context: It will be inevitable for there to be many women in his palace.\How can you enter Xiwu Palace if you are so prone to jealousy?\Sister, didn't you tell me to-\You misunderstood me.\But don't be afraid.\Only Xin Nu and I will know.\Let's think of a way so that you will become the Crown Prince's woman.\And use a happy occasion to bury this incident. response:	Are you speaking the truth, Sister?
context: How can you enter Xiwu Palace if you are so prone to jealousy?\Sister, didn't you tell me to-\You misunderstood me.\But don't be afraid.\Only Xin Nu and I will know.\Let's think of a way so that you will become the Crown Prince's woman.\And use a happy occasion to bury this incident.\Are you speaking the truth, Sister? response:	Of course.
context: Sister, didn't you tell me to-\You misunderstood me.\But don't be afraid.\Only Xin Nu and I will know.\Let's think of a way so that you will become the Crown Prince's woman.\And use a happy occasion to bury this incident.\Are you speaking the truth, Sister?\Of course. response:	I genuinely like you, so naturally, I will help you.
context: You misunderstood me.\But don't be afraid.\Only Xin Nu and I will know.\Let's think of a way so that you will become the Crown Prince's woman.\And use a happy occasion to bury this incident.\Are you speaking the truth, Sister?\Of course.\I genuinely like you, so naturally, I will help you. response:	Don't worry.
