context: BETA release of Ep 5 response:	It's done!
context: Nodame!!\What are you doing???\Chiaki-Sama's Concerto has started!\Oh! But Nodame's still in this stuffed animal...\It's OK, come quick!!\And your place is on standing row, OK, got it??\I don't like the fact...\that it will be over soon... response:	More...
context: What are you doing???\Chiaki-Sama's Concerto has started!\Oh! But Nodame's still in this stuffed animal...\It's OK, come quick!!\And your place is on standing row, OK, got it??\I don't like the fact...\that it will be over soon...\More... response:	I still have things I wanted him to teach me...
context: Chiaki-Sama's Concerto has started!\Oh! But Nodame's still in this stuffed animal...\It's OK, come quick!!\And your place is on standing row, OK, got it??\I don't like the fact...\that it will be over soon...\More...\I still have things I wanted him to teach me... response:	I want to listen more..
context: Oh! But Nodame's still in this stuffed animal...\It's OK, come quick!!\And your place is on standing row, OK, got it??\I don't like the fact...\that it will be over soon...\More...\I still have things I wanted him to teach me...\I want to listen more.. response:	more, more..
context: It's OK, come quick!!\And your place is on standing row, OK, got it??\I don't like the fact...\that it will be over soon...\More...\I still have things I wanted him to teach me...\I want to listen more..\more, more.. response:	I wanted to feel more...
context: And your place is on standing row, OK, got it??\I don't like the fact...\that it will be over soon...\More...\I still have things I wanted him to teach me...\I want to listen more..\more, more..\I wanted to feel more... response:	of this person's...
context: I don't like the fact...\that it will be over soon...\More...\I still have things I wanted him to teach me...\I want to listen more..\more, more..\I wanted to feel more...\of this person's... response:	music.
context: that it will be over soon...\More...\I still have things I wanted him to teach me...\I want to listen more..\more, more..\I wanted to feel more...\of this person's...\music. response:	CHIAKI!!
context: More...\I still have things I wanted him to teach me...\I want to listen more..\more, more..\I wanted to feel more...\of this person's...\music.\CHIAKI!! response:	Chiaki..
context: I still have things I wanted him to teach me...\I want to listen more..\more, more..\I wanted to feel more...\of this person's...\music.\CHIAKI!!\Chiaki.. response:	please take that cigarette for me
context: I want to listen more..\more, more..\I wanted to feel more...\of this person's...\music.\CHIAKI!!\Chiaki..\please take that cigarette for me response:	Take it by yourself
context: more, more..\I wanted to feel more...\of this person's...\music.\CHIAKI!!\Chiaki..\please take that cigarette for me\Take it by yourself response:	I told you it's farewell...
context: I wanted to feel more...\of this person's...\music.\CHIAKI!!\Chiaki..\please take that cigarette for me\Take it by yourself\I told you it's farewell... response:	Is that an atittude to show to your Master?
context: of this person's...\music.\CHIAKI!!\Chiaki..\please take that cigarette for me\Take it by yourself\I told you it's farewell...\Is that an atittude to show to your Master? response:	You're already old...
context: music.\CHIAKI!!\Chiaki..\please take that cigarette for me\Take it by yourself\I told you it's farewell...\Is that an atittude to show to your Master?\You're already old... response:	Don't overdo it on alcohol, cigarettes, and women...
context: CHIAKI!!\Chiaki..\please take that cigarette for me\Take it by yourself\I told you it's farewell...\Is that an atittude to show to your Master?\You're already old...\Don't overdo it on alcohol, cigarettes, and women... response:	Please live long...
context: Chiaki..\please take that cigarette for me\Take it by yourself\I told you it's farewell...\Is that an atittude to show to your Master?\You're already old...\Don't overdo it on alcohol, cigarettes, and women...\Please live long... response:	Without alcohol, cigarettes, and women...
context: please take that cigarette for me\Take it by yourself\I told you it's farewell...\Is that an atittude to show to your Master?\You're already old...\Don't overdo it on alcohol, cigarettes, and women...\Please live long...\Without alcohol, cigarettes, and women... response:	I will die.
context: Take it by yourself\I told you it's farewell...\Is that an atittude to show to your Master?\You're already old...\Don't overdo it on alcohol, cigarettes, and women...\Please live long...\Without alcohol, cigarettes, and women...\I will die. response:	Jiijii...
context: I told you it's farewell...\Is that an atittude to show to your Master?\You're already old...\Don't overdo it on alcohol, cigarettes, and women...\Please live long...\Without alcohol, cigarettes, and women...\I will die.\Jiijii... response:	Pianist: Chiaki Shinichi
context: Is that an atittude to show to your Master?\You're already old...\Don't overdo it on alcohol, cigarettes, and women...\Please live long...\Without alcohol, cigarettes, and women...\I will die.\Jiijii...\Pianist: Chiaki Shinichi response:	Sakuma-san!!
context: You're already old...\Don't overdo it on alcohol, cigarettes, and women...\Please live long...\Without alcohol, cigarettes, and women...\I will die.\Jiijii...\Pianist: Chiaki Shinichi\Sakuma-san!! response:	I understand how you feel, but we have to leave.
context: Don't overdo it on alcohol, cigarettes, and women...\Please live long...\Without alcohol, cigarettes, and women...\I will die.\Jiijii...\Pianist: Chiaki Shinichi\Sakuma-san!!\I understand how you feel, but we have to leave. response:	Ne..
context: Please live long...\Without alcohol, cigarettes, and women...\I will die.\Jiijii...\Pianist: Chiaki Shinichi\Sakuma-san!!\I understand how you feel, but we have to leave.\Ne.. response:	Concerning my serial article for this month..
context: Without alcohol, cigarettes, and women...\I will die.\Jiijii...\Pianist: Chiaki Shinichi\Sakuma-san!!\I understand how you feel, but we have to leave.\Ne..\Concerning my serial article for this month.. response:	my draft for Dream Color Classics...
context: I will die.\Jiijii...\Pianist: Chiaki Shinichi\Sakuma-san!!\I understand how you feel, but we have to leave.\Ne..\Concerning my serial article for this month..\my draft for Dream Color Classics... response:	is it still possible to change it with another one?
context: Jiijii...\Pianist: Chiaki Shinichi\Sakuma-san!!\I understand how you feel, but we have to leave.\Ne..\Concerning my serial article for this month..\my draft for Dream Color Classics...\is it still possible to change it with another one? response:	Nodame too..
context: Pianist: Chiaki Shinichi\Sakuma-san!!\I understand how you feel, but we have to leave.\Ne..\Concerning my serial article for this month..\my draft for Dream Color Classics...\is it still possible to change it with another one?\Nodame too.. response:	Stresemann is going to go home, isn't he?
context: Sakuma-san!!\I understand how you feel, but we have to leave.\Ne..\Concerning my serial article for this month..\my draft for Dream Color Classics...\is it still possible to change it with another one?\Nodame too..\Stresemann is going to go home, isn't he? response:	I wonder if this time is really the end! For S-Oke!
context: I understand how you feel, but we have to leave.\Ne..\Concerning my serial article for this month..\my draft for Dream Color Classics...\is it still possible to change it with another one?\Nodame too..\Stresemann is going to go home, isn't he?\I wonder if this time is really the end! For S-Oke! response:	Well, from tomorrow we'll have to start working life, anyway.
context: Ne..\Concerning my serial article for this month..\my draft for Dream Color Classics...\is it still possible to change it with another one?\Nodame too..\Stresemann is going to go home, isn't he?\I wonder if this time is really the end! For S-Oke!\Well, from tomorrow we'll have to start working life, anyway. response:	What about you, Kiyora? Are you going to study abroad again?
context: Concerning my serial article for this month..\my draft for Dream Color Classics...\is it still possible to change it with another one?\Nodame too..\Stresemann is going to go home, isn't he?\I wonder if this time is really the end! For S-Oke!\Well, from tomorrow we'll have to start working life, anyway.\What about you, Kiyora? Are you going to study abroad again? response:	Umm...I'm still thinking about various things..
context: my draft for Dream Color Classics...\is it still possible to change it with another one?\Nodame too..\Stresemann is going to go home, isn't he?\I wonder if this time is really the end! For S-Oke!\Well, from tomorrow we'll have to start working life, anyway.\What about you, Kiyora? Are you going to study abroad again?\Umm...I'm still thinking about various things.. response:	Just as you are now...
context: is it still possible to change it with another one?\Nodame too..\Stresemann is going to go home, isn't he?\I wonder if this time is really the end! For S-Oke!\Well, from tomorrow we'll have to start working life, anyway.\What about you, Kiyora? Are you going to study abroad again?\Umm...I'm still thinking about various things..\Just as you are now... response:	You can't be together with Chiaki!
context: Nodame too..\Stresemann is going to go home, isn't he?\I wonder if this time is really the end! For S-Oke!\Well, from tomorrow we'll have to start working life, anyway.\What about you, Kiyora? Are you going to study abroad again?\Umm...I'm still thinking about various things..\Just as you are now...\You can't be together with Chiaki! response:	Piano...piano...
context: Stresemann is going to go home, isn't he?\I wonder if this time is really the end! For S-Oke!\Well, from tomorrow we'll have to start working life, anyway.\What about you, Kiyora? Are you going to study abroad again?\Umm...I'm still thinking about various things..\Just as you are now...\You can't be together with Chiaki!\Piano...piano... response:	I must play the piano!!
context: I wonder if this time is really the end! For S-Oke!\Well, from tomorrow we'll have to start working life, anyway.\What about you, Kiyora? Are you going to study abroad again?\Umm...I'm still thinking about various things..\Just as you are now...\You can't be together with Chiaki!\Piano...piano...\I must play the piano!! response:	Dokyaaa!!!
