context: This is LAN Xi. response:	The big city where I grew up.
context: Tu Xiao Yi!\Try hard.\Help me give this to Tu Xiao Yi.\Tell him It's from you.\Why?\Just give it to him.\Right then I knew...\From that moment I knew response:	that the magazine that Qi Jin Xuan gave me
context: Try hard.\Help me give this to Tu Xiao Yi.\Tell him It's from you.\Why?\Just give it to him.\Right then I knew...\From that moment I knew\that the magazine that Qi Jin Xuan gave me response:	opened the way to go make mangas at Shen Zhen.
context: Help me give this to Tu Xiao Yi.\Tell him It's from you.\Why?\Just give it to him.\Right then I knew...\From that moment I knew\that the magazine that Qi Jin Xuan gave me\opened the way to go make mangas at Shen Zhen. response:	I think that
context: Tell him It's from you.\Why?\Just give it to him.\Right then I knew...\From that moment I knew\that the magazine that Qi Jin Xuan gave me\opened the way to go make mangas at Shen Zhen.\I think that response:	If that summer would have been a little longer
context: Why?\Just give it to him.\Right then I knew...\From that moment I knew\that the magazine that Qi Jin Xuan gave me\opened the way to go make mangas at Shen Zhen.\I think that\If that summer would have been a little longer response:	maybe I would have said see you
context: Just give it to him.\Right then I knew...\From that moment I knew\that the magazine that Qi Jin Xuan gave me\opened the way to go make mangas at Shen Zhen.\I think that\If that summer would have been a little longer\maybe I would have said see you response:	If at that moment I had said I'll see you
context: Right then I knew...\From that moment I knew\that the magazine that Qi Jin Xuan gave me\opened the way to go make mangas at Shen Zhen.\I think that\If that summer would have been a little longer\maybe I would have said see you\If at that moment I had said I'll see you response:	then...
context: From that moment I knew\that the magazine that Qi Jin Xuan gave me\opened the way to go make mangas at Shen Zhen.\I think that\If that summer would have been a little longer\maybe I would have said see you\If at that moment I had said I'll see you\then... response:	would it have been possible to find each other again?
context: that the magazine that Qi Jin Xuan gave me\opened the way to go make mangas at Shen Zhen.\I think that\If that summer would have been a little longer\maybe I would have said see you\If at that moment I had said I'll see you\then...\would it have been possible to find each other again? response:	Where are they?
context: opened the way to go make mangas at Shen Zhen.\I think that\If that summer would have been a little longer\maybe I would have said see you\If at that moment I had said I'll see you\then...\would it have been possible to find each other again?\Where are they? response:	How are they?
context: I think that\If that summer would have been a little longer\maybe I would have said see you\If at that moment I had said I'll see you\then...\would it have been possible to find each other again?\Where are they?\How are they? response:	I already miss them.
context: If that summer would have been a little longer\maybe I would have said see you\If at that moment I had said I'll see you\then...\would it have been possible to find each other again?\Where are they?\How are they?\I already miss them. response:	Wow, you're missing a lot, Tu Xiao Yi, you won't be able to win.
context: maybe I would have said see you\If at that moment I had said I'll see you\then...\would it have been possible to find each other again?\Where are they?\How are they?\I already miss them.\Wow, you're missing a lot, Tu Xiao Yi, you won't be able to win. response:	No, I haven't lost yet.
context: If at that moment I had said I'll see you\then...\would it have been possible to find each other again?\Where are they?\How are they?\I already miss them.\Wow, you're missing a lot, Tu Xiao Yi, you won't be able to win.\No, I haven't lost yet. response:	You have, It will be the end of the day if you continue trying.
context: then...\would it have been possible to find each other again?\Where are they?\How are they?\I already miss them.\Wow, you're missing a lot, Tu Xiao Yi, you won't be able to win.\No, I haven't lost yet.\You have, It will be the end of the day if you continue trying. response:	Well, I'll help you this time, but
context: would it have been possible to find each other again?\Where are they?\How are they?\I already miss them.\Wow, you're missing a lot, Tu Xiao Yi, you won't be able to win.\No, I haven't lost yet.\You have, It will be the end of the day if you continue trying.\Well, I'll help you this time, but response:	when you become mangaka, you have to draw a story about us.
context: Where are they?\How are they?\I already miss them.\Wow, you're missing a lot, Tu Xiao Yi, you won't be able to win.\No, I haven't lost yet.\You have, It will be the end of the day if you continue trying.\Well, I'll help you this time, but\when you become mangaka, you have to draw a story about us. response:	Mom!
context: How are they?\I already miss them.\Wow, you're missing a lot, Tu Xiao Yi, you won't be able to win.\No, I haven't lost yet.\You have, It will be the end of the day if you continue trying.\Well, I'll help you this time, but\when you become mangaka, you have to draw a story about us.\Mom! response:	Mom!
context: I already miss them.\Wow, you're missing a lot, Tu Xiao Yi, you won't be able to win.\No, I haven't lost yet.\You have, It will be the end of the day if you continue trying.\Well, I'll help you this time, but\when you become mangaka, you have to draw a story about us.\Mom!\Mom! response:	Mom, look!
context: Wow, you're missing a lot, Tu Xiao Yi, you won't be able to win.\No, I haven't lost yet.\You have, It will be the end of the day if you continue trying.\Well, I'll help you this time, but\when you become mangaka, you have to draw a story about us.\Mom!\Mom!\Mom, look! response:	It's LAN Xi, it's really good looking!
context: No, I haven't lost yet.\You have, It will be the end of the day if you continue trying.\Well, I'll help you this time, but\when you become mangaka, you have to draw a story about us.\Mom!\Mom!\Mom, look!\It's LAN Xi, it's really good looking! response:	It was drawn just now by a guy.
context: You have, It will be the end of the day if you continue trying.\Well, I'll help you this time, but\when you become mangaka, you have to draw a story about us.\Mom!\Mom!\Mom, look!\It's LAN Xi, it's really good looking!\It was drawn just now by a guy. response:	I told him that he drew well and he gave it to me.
context: Well, I'll help you this time, but\when you become mangaka, you have to draw a story about us.\Mom!\Mom!\Mom, look!\It's LAN Xi, it's really good looking!\It was drawn just now by a guy.\I told him that he drew well and he gave it to me. response:	Mom look!
context: when you become mangaka, you have to draw a story about us.\Mom!\Mom!\Mom, look!\It's LAN Xi, it's really good looking!\It was drawn just now by a guy.\I told him that he drew well and he gave it to me.\Mom look! response:	Mom, what's wrong?
