context: Our adolescence is the season of love. response:	Our hearts flutter. We feel restless. And we're curious about boys.
context: Yes, hello?\Yoshioka-san?\When Kou-chan transferred here 4 years ago,\he was wearing a uniform that was different from everybody else's.\He was short, too.\He was always alone, and never fit in with other people.\After school, he would stay at his art class desk\and write graffiti on it while he was alone. response:	He wrote so many girly things.
context: Yoshioka-san?\When Kou-chan transferred here 4 years ago,\he was wearing a uniform that was different from everybody else's.\He was short, too.\He was always alone, and never fit in with other people.\After school, he would stay at his art class desk\and write graffiti on it while he was alone.\He wrote so many girly things. response:	Sankaku Park.
context: When Kou-chan transferred here 4 years ago,\he was wearing a uniform that was different from everybody else's.\He was short, too.\He was always alone, and never fit in with other people.\After school, he would stay at his art class desk\and write graffiti on it while he was alone.\He wrote so many girly things.\Sankaku Park. response:	7 o'clock.
context: he was wearing a uniform that was different from everybody else's.\He was short, too.\He was always alone, and never fit in with other people.\After school, he would stay at his art class desk\and write graffiti on it while he was alone.\He wrote so many girly things.\Sankaku Park.\7 o'clock. response:	Sankaku Park.
context: He was short, too.\He was always alone, and never fit in with other people.\After school, he would stay at his art class desk\and write graffiti on it while he was alone.\He wrote so many girly things.\Sankaku Park.\7 o'clock.\Sankaku Park. response:	7 o'clock.
context: He was always alone, and never fit in with other people.\After school, he would stay at his art class desk\and write graffiti on it while he was alone.\He wrote so many girly things.\Sankaku Park.\7 o'clock.\Sankaku Park.\7 o'clock. response:	Start his clock up again for him.
context: After school, he would stay at his art class desk\and write graffiti on it while he was alone.\He wrote so many girly things.\Sankaku Park.\7 o'clock.\Sankaku Park.\7 o'clock.\Start his clock up again for him. response:	Yoshioka Futaba
context: and write graffiti on it while he was alone.\He wrote so many girly things.\Sankaku Park.\7 o'clock.\Sankaku Park.\7 o'clock.\Start his clock up again for him.\Yoshioka Futaba response:	Even if we just stay friends!
context: He wrote so many girly things.\Sankaku Park.\7 o'clock.\Sankaku Park.\7 o'clock.\Start his clock up again for him.\Yoshioka Futaba\Even if we just stay friends! response:	As long as Kou will smile for me, it's okay!
context: Sankaku Park.\7 o'clock.\Sankaku Park.\7 o'clock.\Start his clock up again for him.\Yoshioka Futaba\Even if we just stay friends!\As long as Kou will smile for me, it's okay! response:	One more time...
context: 7 o'clock.\Sankaku Park.\7 o'clock.\Start his clock up again for him.\Yoshioka Futaba\Even if we just stay friends!\As long as Kou will smile for me, it's okay!\One more time... response:	If all of us can just see
context: Sankaku Park.\7 o'clock.\Start his clock up again for him.\Yoshioka Futaba\Even if we just stay friends!\As long as Kou will smile for me, it's okay!\One more time...\If all of us can just see response:	that sunrise one more time!
context: 7 o'clock.\Start his clock up again for him.\Yoshioka Futaba\Even if we just stay friends!\As long as Kou will smile for me, it's okay!\One more time...\If all of us can just see\that sunrise one more time! response:	Everyone's pretty late.
context: Start his clock up again for him.\Yoshioka Futaba\Even if we just stay friends!\As long as Kou will smile for me, it's okay!\One more time...\If all of us can just see\that sunrise one more time!\Everyone's pretty late. response:	Yeah.
context: Yoshioka Futaba\Even if we just stay friends!\As long as Kou will smile for me, it's okay!\One more time...\If all of us can just see\that sunrise one more time!\Everyone's pretty late.\Yeah. response:	Was it really okay for us to not go?
context: Even if we just stay friends!\As long as Kou will smile for me, it's okay!\One more time...\If all of us can just see\that sunrise one more time!\Everyone's pretty late.\Yeah.\Was it really okay for us to not go? response:	This, too, is what friendship means.
context: As long as Kou will smile for me, it's okay!\One more time...\If all of us can just see\that sunrise one more time!\Everyone's pretty late.\Yeah.\Was it really okay for us to not go?\This, too, is what friendship means. response:	Here.
context: One more time...\If all of us can just see\that sunrise one more time!\Everyone's pretty late.\Yeah.\Was it really okay for us to not go?\This, too, is what friendship means.\Here. response:	Thanks.
context: If all of us can just see\that sunrise one more time!\Everyone's pretty late.\Yeah.\Was it really okay for us to not go?\This, too, is what friendship means.\Here.\Thanks. response:	Coming all the way here might have been a pretty big detour.
context: that sunrise one more time!\Everyone's pretty late.\Yeah.\Was it really okay for us to not go?\This, too, is what friendship means.\Here.\Thanks.\Coming all the way here might have been a pretty big detour. response:	Detours are what makes this Aoharu.
context: Everyone's pretty late.\Yeah.\Was it really okay for us to not go?\This, too, is what friendship means.\Here.\Thanks.\Coming all the way here might have been a pretty big detour.\Detours are what makes this Aoharu. response:	Yeah, loudmouthed.
context: Yeah.\Was it really okay for us to not go?\This, too, is what friendship means.\Here.\Thanks.\Coming all the way here might have been a pretty big detour.\Detours are what makes this Aoharu.\Yeah, loudmouthed. response:	This is cold!
context: Was it really okay for us to not go?\This, too, is what friendship means.\Here.\Thanks.\Coming all the way here might have been a pretty big detour.\Detours are what makes this Aoharu.\Yeah, loudmouthed.\This is cold! response:	No, too loud.
context: This, too, is what friendship means.\Here.\Thanks.\Coming all the way here might have been a pretty big detour.\Detours are what makes this Aoharu.\Yeah, loudmouthed.\This is cold!\No, too loud. response:	Look! It's getting bright!
context: Here.\Thanks.\Coming all the way here might have been a pretty big detour.\Detours are what makes this Aoharu.\Yeah, loudmouthed.\This is cold!\No, too loud.\Look! It's getting bright! response:	Hey, look! Kou!
context: Thanks.\Coming all the way here might have been a pretty big detour.\Detours are what makes this Aoharu.\Yeah, loudmouthed.\This is cold!\No, too loud.\Look! It's getting bright!\Hey, look! Kou! response:	Kou?
context: Coming all the way here might have been a pretty big detour.\Detours are what makes this Aoharu.\Yeah, loudmouthed.\This is cold!\No, too loud.\Look! It's getting bright!\Hey, look! Kou!\Kou? response:	Are you cold?
context: Detours are what makes this Aoharu.\Yeah, loudmouthed.\This is cold!\No, too loud.\Look! It's getting bright!\Hey, look! Kou!\Kou?\Are you cold? response:	Are you okay?
context: Yeah, loudmouthed.\This is cold!\No, too loud.\Look! It's getting bright!\Hey, look! Kou!\Kou?\Are you cold?\Are you okay? response:	I might die like this. Leave me here.
