context: That's because I was too silly. response:	I thought that I shouldn't be too concerned about his past.
context: Do tell, Lord Dong Hua.\This matter concerns the Celestial Tribe and Qing Qiu.\Su Jin was once your concubine.\You shouldn't get involved in it.\Otherwise, tongues will wag.\Qing Qiu will deem us unjust in trying this case.\You mean...\Everyone knows that I was once the God of Heaven and Earth. response:	I'm not related to any clans.
context: This matter concerns the Celestial Tribe and Qing Qiu.\Su Jin was once your concubine.\You shouldn't get involved in it.\Otherwise, tongues will wag.\Qing Qiu will deem us unjust in trying this case.\You mean...\Everyone knows that I was once the God of Heaven and Earth.\I'm not related to any clans. response:	My harem is vacant and I distance myself from worldly affairs.
context: Su Jin was once your concubine.\You shouldn't get involved in it.\Otherwise, tongues will wag.\Qing Qiu will deem us unjust in trying this case.\You mean...\Everyone knows that I was once the God of Heaven and Earth.\I'm not related to any clans.\My harem is vacant and I distance myself from worldly affairs. response:	It's best to leave the hearing of this case to me
context: You shouldn't get involved in it.\Otherwise, tongues will wag.\Qing Qiu will deem us unjust in trying this case.\You mean...\Everyone knows that I was once the God of Heaven and Earth.\I'm not related to any clans.\My harem is vacant and I distance myself from worldly affairs.\It's best to leave the hearing of this case to me response:	so as to appease all parties.
context: Otherwise, tongues will wag.\Qing Qiu will deem us unjust in trying this case.\You mean...\Everyone knows that I was once the God of Heaven and Earth.\I'm not related to any clans.\My harem is vacant and I distance myself from worldly affairs.\It's best to leave the hearing of this case to me\so as to appease all parties. response:	Your Lordship and Qing Qiu's Bai Feng Jiu...
context: Qing Qiu will deem us unjust in trying this case.\You mean...\Everyone knows that I was once the God of Heaven and Earth.\I'm not related to any clans.\My harem is vacant and I distance myself from worldly affairs.\It's best to leave the hearing of this case to me\so as to appease all parties.\Your Lordship and Qing Qiu's Bai Feng Jiu... response:	What now?
context: You mean...\Everyone knows that I was once the God of Heaven and Earth.\I'm not related to any clans.\My harem is vacant and I distance myself from worldly affairs.\It's best to leave the hearing of this case to me\so as to appease all parties.\Your Lordship and Qing Qiu's Bai Feng Jiu...\What now? response:	Have I not made myself clear?
context: Everyone knows that I was once the God of Heaven and Earth.\I'm not related to any clans.\My harem is vacant and I distance myself from worldly affairs.\It's best to leave the hearing of this case to me\so as to appease all parties.\Your Lordship and Qing Qiu's Bai Feng Jiu...\What now?\Have I not made myself clear? response:	He's trying to make me withdraw from this matter?
context: I'm not related to any clans.\My harem is vacant and I distance myself from worldly affairs.\It's best to leave the hearing of this case to me\so as to appease all parties.\Your Lordship and Qing Qiu's Bai Feng Jiu...\What now?\Have I not made myself clear?\He's trying to make me withdraw from this matter? response:	Is this so we could answer to Qing Qiu?
context: My harem is vacant and I distance myself from worldly affairs.\It's best to leave the hearing of this case to me\so as to appease all parties.\Your Lordship and Qing Qiu's Bai Feng Jiu...\What now?\Have I not made myself clear?\He's trying to make me withdraw from this matter?\Is this so we could answer to Qing Qiu? response:	Judging by the circumstances I can't defend her anymore.
context: It's best to leave the hearing of this case to me\so as to appease all parties.\Your Lordship and Qing Qiu's Bai Feng Jiu...\What now?\Have I not made myself clear?\He's trying to make me withdraw from this matter?\Is this so we could answer to Qing Qiu?\Judging by the circumstances I can't defend her anymore. response:	She's on her own now.
context: so as to appease all parties.\Your Lordship and Qing Qiu's Bai Feng Jiu...\What now?\Have I not made myself clear?\He's trying to make me withdraw from this matter?\Is this so we could answer to Qing Qiu?\Judging by the circumstances I can't defend her anymore.\She's on her own now. response:	I think that Lord Dong Hua has a point.
context: Your Lordship and Qing Qiu's Bai Feng Jiu...\What now?\Have I not made myself clear?\He's trying to make me withdraw from this matter?\Is this so we could answer to Qing Qiu?\Judging by the circumstances I can't defend her anymore.\She's on her own now.\I think that Lord Dong Hua has a point. response:	I'll only attend the hearing without voicing any opinion.
context: What now?\Have I not made myself clear?\He's trying to make me withdraw from this matter?\Is this so we could answer to Qing Qiu?\Judging by the circumstances I can't defend her anymore.\She's on her own now.\I think that Lord Dong Hua has a point.\I'll only attend the hearing without voicing any opinion. response:	Su Jin, do you think that I will favor Qing Qiu?
context: Have I not made myself clear?\He's trying to make me withdraw from this matter?\Is this so we could answer to Qing Qiu?\Judging by the circumstances I can't defend her anymore.\She's on her own now.\I think that Lord Dong Hua has a point.\I'll only attend the hearing without voicing any opinion.\Su Jin, do you think that I will favor Qing Qiu? response:	How about you?
context: He's trying to make me withdraw from this matter?\Is this so we could answer to Qing Qiu?\Judging by the circumstances I can't defend her anymore.\She's on her own now.\I think that Lord Dong Hua has a point.\I'll only attend the hearing without voicing any opinion.\Su Jin, do you think that I will favor Qing Qiu?\How about you? response:	Do you think that I'd favor Bai Qian?
context: Is this so we could answer to Qing Qiu?\Judging by the circumstances I can't defend her anymore.\She's on her own now.\I think that Lord Dong Hua has a point.\I'll only attend the hearing without voicing any opinion.\Su Jin, do you think that I will favor Qing Qiu?\How about you?\Do you think that I'd favor Bai Qian? response:	We wouldn't dare think so.
context: Judging by the circumstances I can't defend her anymore.\She's on her own now.\I think that Lord Dong Hua has a point.\I'll only attend the hearing without voicing any opinion.\Su Jin, do you think that I will favor Qing Qiu?\How about you?\Do you think that I'd favor Bai Qian?\We wouldn't dare think so. response:	Su Jin, take your time. You may speak now.
context: She's on her own now.\I think that Lord Dong Hua has a point.\I'll only attend the hearing without voicing any opinion.\Su Jin, do you think that I will favor Qing Qiu?\How about you?\Do you think that I'd favor Bai Qian?\We wouldn't dare think so.\Su Jin, take your time. You may speak now. response:	Start from 70,000 years ago.
context: I think that Lord Dong Hua has a point.\I'll only attend the hearing without voicing any opinion.\Su Jin, do you think that I will favor Qing Qiu?\How about you?\Do you think that I'd favor Bai Qian?\We wouldn't dare think so.\Su Jin, take your time. You may speak now.\Start from 70,000 years ago. response:	I've shut myself in Taichen Palace for too long to know about this matter.
context: I'll only attend the hearing without voicing any opinion.\Su Jin, do you think that I will favor Qing Qiu?\How about you?\Do you think that I'd favor Bai Qian?\We wouldn't dare think so.\Su Jin, take your time. You may speak now.\Start from 70,000 years ago.\I've shut myself in Taichen Palace for too long to know about this matter. response:	I'm now giving you a chance to explain it.
context: Su Jin, do you think that I will favor Qing Qiu?\How about you?\Do you think that I'd favor Bai Qian?\We wouldn't dare think so.\Su Jin, take your time. You may speak now.\Start from 70,000 years ago.\I've shut myself in Taichen Palace for too long to know about this matter.\I'm now giving you a chance to explain it. response:	Yes.
