context: Intro response:	Things got pretty crazy yesterday, didn't they?
context: Really?\Thank you very much.\Well, I've got cleaning up to do,\so I'll see you at work tomorrow, Chiho.\Yeah, see you tomorrow.\Acting like he's busy, jeez...\Nah...\Just seeing Maou being all cool made me glad I came. response:	That so?
context: Thank you very much.\Well, I've got cleaning up to do,\so I'll see you at work tomorrow, Chiho.\Yeah, see you tomorrow.\Acting like he's busy, jeez...\Nah...\Just seeing Maou being all cool made me glad I came.\That so? response:	Besides, I got to have tons of fun with you two.
context: Well, I've got cleaning up to do,\so I'll see you at work tomorrow, Chiho.\Yeah, see you tomorrow.\Acting like he's busy, jeez...\Nah...\Just seeing Maou being all cool made me glad I came.\That so?\Besides, I got to have tons of fun with you two. response:	That's more than enough for me!
context: so I'll see you at work tomorrow, Chiho.\Yeah, see you tomorrow.\Acting like he's busy, jeez...\Nah...\Just seeing Maou being all cool made me glad I came.\That so?\Besides, I got to have tons of fun with you two.\That's more than enough for me! response:	And I got to relax for the first time in a while.
context: Yeah, see you tomorrow.\Acting like he's busy, jeez...\Nah...\Just seeing Maou being all cool made me glad I came.\That so?\Besides, I got to have tons of fun with you two.\That's more than enough for me!\And I got to relax for the first time in a while. response:	Right?
context: Acting like he's busy, jeez...\Nah...\Just seeing Maou being all cool made me glad I came.\That so?\Besides, I got to have tons of fun with you two.\That's more than enough for me!\And I got to relax for the first time in a while.\Right? response:	Yeah, that's right.
context: Nah...\Just seeing Maou being all cool made me glad I came.\That so?\Besides, I got to have tons of fun with you two.\That's more than enough for me!\And I got to relax for the first time in a while.\Right?\Yeah, that's right. response:	Suzuno?
context: Just seeing Maou being all cool made me glad I came.\That so?\Besides, I got to have tons of fun with you two.\That's more than enough for me!\And I got to relax for the first time in a while.\Right?\Yeah, that's right.\Suzuno? response:	Huh?
context: That so?\Besides, I got to have tons of fun with you two.\That's more than enough for me!\And I got to relax for the first time in a while.\Right?\Yeah, that's right.\Suzuno?\Huh? response:	Oh, right.
context: Besides, I got to have tons of fun with you two.\That's more than enough for me!\And I got to relax for the first time in a while.\Right?\Yeah, that's right.\Suzuno?\Huh?\Oh, right. response:	Did you manage to harvest any magic yesterday?
context: That's more than enough for me!\And I got to relax for the first time in a while.\Right?\Yeah, that's right.\Suzuno?\Huh?\Oh, right.\Did you manage to harvest any magic yesterday? response:	Yeah, kinda, but I guess I ended up using it all.
context: And I got to relax for the first time in a while.\Right?\Yeah, that's right.\Suzuno?\Huh?\Oh, right.\Did you manage to harvest any magic yesterday?\Yeah, kinda, but I guess I ended up using it all. response:	Huh?
context: Right?\Yeah, that's right.\Suzuno?\Huh?\Oh, right.\Did you manage to harvest any magic yesterday?\Yeah, kinda, but I guess I ended up using it all.\Huh? response:	I knew Urushihara's ramblings would be just that...
context: Yeah, that's right.\Suzuno?\Huh?\Oh, right.\Did you manage to harvest any magic yesterday?\Yeah, kinda, but I guess I ended up using it all.\Huh?\I knew Urushihara's ramblings would be just that... response:	I apologize profusely for doing this while you're eating, Milord.
context: Suzuno?\Huh?\Oh, right.\Did you manage to harvest any magic yesterday?\Yeah, kinda, but I guess I ended up using it all.\Huh?\I knew Urushihara's ramblings would be just that...\I apologize profusely for doing this while you're eating, Milord. response:	Man, it hurts to even look at you.
context: Huh?\Oh, right.\Did you manage to harvest any magic yesterday?\Yeah, kinda, but I guess I ended up using it all.\Huh?\I knew Urushihara's ramblings would be just that...\I apologize profusely for doing this while you're eating, Milord.\Man, it hurts to even look at you. response:	You needn't worry.
context: Oh, right.\Did you manage to harvest any magic yesterday?\Yeah, kinda, but I guess I ended up using it all.\Huh?\I knew Urushihara's ramblings would be just that...\I apologize profusely for doing this while you're eating, Milord.\Man, it hurts to even look at you.\You needn't worry. response:	Yeah, he just overate.
context: Did you manage to harvest any magic yesterday?\Yeah, kinda, but I guess I ended up using it all.\Huh?\I knew Urushihara's ramblings would be just that...\I apologize profusely for doing this while you're eating, Milord.\Man, it hurts to even look at you.\You needn't worry.\Yeah, he just overate. response:	Shut up!
context: Yeah, kinda, but I guess I ended up using it all.\Huh?\I knew Urushihara's ramblings would be just that...\I apologize profusely for doing this while you're eating, Milord.\Man, it hurts to even look at you.\You needn't worry.\Yeah, he just overate.\Shut up! response:	Don't say another word.
context: Huh?\I knew Urushihara's ramblings would be just that...\I apologize profusely for doing this while you're eating, Milord.\Man, it hurts to even look at you.\You needn't worry.\Yeah, he just overate.\Shut up!\Don't say another word. response:	Package for you!
context: I knew Urushihara's ramblings would be just that...\I apologize profusely for doing this while you're eating, Milord.\Man, it hurts to even look at you.\You needn't worry.\Yeah, he just overate.\Shut up!\Don't say another word.\Package for you! response:	Coming!
context: I apologize profusely for doing this while you're eating, Milord.\Man, it hurts to even look at you.\You needn't worry.\Yeah, he just overate.\Shut up!\Don't say another word.\Package for you!\Coming! response:	I'll go
context: Man, it hurts to even look at you.\You needn't worry.\Yeah, he just overate.\Shut up!\Don't say another word.\Package for you!\Coming!\I'll go response:	Crap! I can't put any strength into my legs!
context: You needn't worry.\Yeah, he just overate.\Shut up!\Don't say another word.\Package for you!\Coming!\I'll go\Crap! I can't put any strength into my legs! response:	Coming right away!
context: Yeah, he just overate.\Shut up!\Don't say another word.\Package for you!\Coming!\I'll go\Crap! I can't put any strength into my legs!\Coming right away! response:	Hey, wai
context: Shut up!\Don't say another word.\Package for you!\Coming!\I'll go\Crap! I can't put any strength into my legs!\Coming right away!\Hey, wai response:	I said I'll go!
context: Don't say another word.\Package for you!\Coming!\I'll go\Crap! I can't put any strength into my legs!\Coming right away!\Hey, wai\I said I'll go! response:	Package for Urushihara Hanzou.
context: Package for you!\Coming!\I'll go\Crap! I can't put any strength into my legs!\Coming right away!\Hey, wai\I said I'll go!\Package for Urushihara Hanzou. response:	Urushihara?
context: Coming!\I'll go\Crap! I can't put any strength into my legs!\Coming right away!\Hey, wai\I said I'll go!\Package for Urushihara Hanzou.\Urushihara? response:	Jungle...
context: I'll go\Crap! I can't put any strength into my legs!\Coming right away!\Hey, wai\I said I'll go!\Package for Urushihara Hanzou.\Urushihara?\Jungle... response:	Uh, you see... this is...
context: Crap! I can't put any strength into my legs!\Coming right away!\Hey, wai\I said I'll go!\Package for Urushihara Hanzou.\Urushihara?\Jungle...\Uh, you see... this is... response:	What the hell is this?
context: Coming right away!\Hey, wai\I said I'll go!\Package for Urushihara Hanzou.\Urushihara?\Jungle...\Uh, you see... this is...\What the hell is this? response:	Way too close!
context: Hey, wai\I said I'll go!\Package for Urushihara Hanzou.\Urushihara?\Jungle...\Uh, you see... this is...\What the hell is this?\Way too close! response:	Just go ahead and say it.
context: I said I'll go!\Package for Urushihara Hanzou.\Urushihara?\Jungle...\Uh, you see... this is...\What the hell is this?\Way too close!\Just go ahead and say it. response:	What did you do while I was living on the toile
context: Package for Urushihara Hanzou.\Urushihara?\Jungle...\Uh, you see... this is...\What the hell is this?\Way too close!\Just go ahead and say it.\What did you do while I was living on the toile response:	Wanna go to the hospital, Ashiya?
context: Urushihara?\Jungle...\Uh, you see... this is...\What the hell is this?\Way too close!\Just go ahead and say it.\What did you do while I was living on the toile\Wanna go to the hospital, Ashiya? response:	N-No, thanks!
context: Jungle...\Uh, you see... this is...\What the hell is this?\Way too close!\Just go ahead and say it.\What did you do while I was living on the toile\Wanna go to the hospital, Ashiya?\N-No, thanks! response:	Seriously, you okay?
context: Uh, you see... this is...\What the hell is this?\Way too close!\Just go ahead and say it.\What did you do while I was living on the toile\Wanna go to the hospital, Ashiya?\N-No, thanks!\Seriously, you okay? response:	Shaddup!
context: What the hell is this?\Way too close!\Just go ahead and say it.\What did you do while I was living on the toile\Wanna go to the hospital, Ashiya?\N-No, thanks!\Seriously, you okay?\Shaddup! response:	I don't want your concern!
context: Way too close!\Just go ahead and say it.\What did you do while I was living on the toile\Wanna go to the hospital, Ashiya?\N-No, thanks!\Seriously, you okay?\Shaddup!\I don't want your concern! response:	ED
context: Just go ahead and say it.\What did you do while I was living on the toile\Wanna go to the hospital, Ashiya?\N-No, thanks!\Seriously, you okay?\Shaddup!\I don't want your concern!\ED response:	Where in this silent sky does the sun rise?
context: What did you do while I was living on the toile\Wanna go to the hospital, Ashiya?\N-No, thanks!\Seriously, you okay?\Shaddup!\I don't want your concern!\ED\Where in this silent sky does the sun rise? response:	A promise I made while pretending to not see it
context: Wanna go to the hospital, Ashiya?\N-No, thanks!\Seriously, you okay?\Shaddup!\I don't want your concern!\ED\Where in this silent sky does the sun rise?\A promise I made while pretending to not see it response:	The moon that got ridiculed
context: N-No, thanks!\Seriously, you okay?\Shaddup!\I don't want your concern!\ED\Where in this silent sky does the sun rise?\A promise I made while pretending to not see it\The moon that got ridiculed response:	Will disappear towards the past
context: Seriously, you okay?\Shaddup!\I don't want your concern!\ED\Where in this silent sky does the sun rise?\A promise I made while pretending to not see it\The moon that got ridiculed\Will disappear towards the past response:	Being a liar and a coward
context: Shaddup!\I don't want your concern!\ED\Where in this silent sky does the sun rise?\A promise I made while pretending to not see it\The moon that got ridiculed\Will disappear towards the past\Being a liar and a coward response:	If I was at fault for everything
context: I don't want your concern!\ED\Where in this silent sky does the sun rise?\A promise I made while pretending to not see it\The moon that got ridiculed\Will disappear towards the past\Being a liar and a coward\If I was at fault for everything response:	Then our promise might only have been a fleeting dream
