context: Translation: JrazyTranslation check: WinterreiseEditing: Minami_Typsetting: LaytonEncoding: Layton response:	Anime-Koi Fansubs
context: Stop it!!\Stop it!!\Stop it!!\Stop it!!\Stop it!!\Stop it!!\First-Year\First-Year response:	First-Year
context: Stop it!!\Stop it!!\Stop it!!\Stop it!!\Stop it!!\First-Year\First-Year\First-Year response:	First-Year
context: Stop it!!\Stop it!!\Stop it!!\Stop it!!\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: Stop it!!\Stop it!!\Stop it!!\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: Stop it!!\Stop it!!\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: Stop it!!\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	First-Year
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year response:	Kotarou
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\Kotarou response:	Kotarou
context: First-Year\First-Year\First-Year\First-Year\First-Year\First-Year\Kotarou\Kotarou response:	Kotarou
context: First-Year\First-Year\First-Year\First-Year\First-Year\Kotarou\Kotarou\Kotarou response:	Kotarou
context: First-Year\First-Year\First-Year\First-Year\Kotarou\Kotarou\Kotarou\Kotarou response:	Kotarou
context: First-Year\First-Year\First-Year\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou response:	Kotarou
context: First-Year\First-Year\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou response:	Kotarou
context: First-Year\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou response:	Kotarou
context: Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou response:	Kotarou
context: Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou response:	Kotarou
context: Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou response:	Kotarou
context: Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou response:	Kotarou
context: Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou response:	Kotarou
context: Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou response:	Kotarou
context: Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou response:	Kotarou
context: Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou response:	Kotarou
context: Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou response:	Kotarou
context: Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou response:	Kotarou
context: Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou response:	Kotarou
context: Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou response:	Kotarou
context: Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou response:	Kotarou
context: Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou response:	Kotarou
context: Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou response:	Kotarou
context: Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou response:	Kotarou
context: Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou response:	Kotarou
context: Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou response:	Kotarou
context: Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou response:	Kotarou
context: Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou response:	Kotarou
context: Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou response:	Kotarou
context: Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou response:	Kotarou
context: Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou response:	Kotarou
context: Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou response:	Kotarou
context: Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou response:	Kotarou
context: Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou response:	Kotarou
context: Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou\Kotarou response:	Kotarou
