context: Complaint and Roar response:	yume kanaeru made chousen wa tsuzuku
context: Show me the way\bokura no michi kitto\Believe in your way\Believe in your way\hitosuji ni tsunagari\Show me the way\Show me the way\yakusoku no basho e tsuzuku response:	Show me the way
context: bokura no michi kitto\Believe in your way\Believe in your way\hitosuji ni tsunagari\Show me the way\Show me the way\yakusoku no basho e tsuzuku\Show me the way response:	Show me the way
context: Believe in your way\Believe in your way\hitosuji ni tsunagari\Show me the way\Show me the way\yakusoku no basho e tsuzuku\Show me the way\Show me the way response:	akirametari shinaide
context: Believe in your way\hitosuji ni tsunagari\Show me the way\Show me the way\yakusoku no basho e tsuzuku\Show me the way\Show me the way\akirametari shinaide response:	Believe in your way
context: hitosuji ni tsunagari\Show me the way\Show me the way\yakusoku no basho e tsuzuku\Show me the way\Show me the way\akirametari shinaide\Believe in your way response:	Believe in your way
context: Show me the way\Show me the way\yakusoku no basho e tsuzuku\Show me the way\Show me the way\akirametari shinaide\Believe in your way\Believe in your way response:	sono hitomi wo agete
context: Show me the way\yakusoku no basho e tsuzuku\Show me the way\Show me the way\akirametari shinaide\Believe in your way\Believe in your way\sono hitomi wo agete response:	Show me the way
context: yakusoku no basho e tsuzuku\Show me the way\Show me the way\akirametari shinaide\Believe in your way\Believe in your way\sono hitomi wo agete\Show me the way response:	Show me the way
context: Show me the way\Show me the way\akirametari shinaide\Believe in your way\Believe in your way\sono hitomi wo agete\Show me the way\Show me the way response:	bokura wa massugu deau sa
context: Show me the way\akirametari shinaide\Believe in your way\Believe in your way\sono hitomi wo agete\Show me the way\Show me the way\bokura wa massugu deau sa response:	bokura wa massugu deau sa
context: akirametari shinaide\Believe in your way\Believe in your way\sono hitomi wo agete\Show me the way\Show me the way\bokura wa massugu deau sa\bokura wa massugu deau sa response:	bokura wa massugu deau sa
context: Believe in your way\Believe in your way\sono hitomi wo agete\Show me the way\Show me the way\bokura wa massugu deau sa\bokura wa massugu deau sa\bokura wa massugu deau sa response:	The reason I chose to take a detour
context: Believe in your way\sono hitomi wo agete\Show me the way\Show me the way\bokura wa massugu deau sa\bokura wa massugu deau sa\bokura wa massugu deau sa\The reason I chose to take a detour response:	was to fall ever deeper in love with you
context: sono hitomi wo agete\Show me the way\Show me the way\bokura wa massugu deau sa\bokura wa massugu deau sa\bokura wa massugu deau sa\The reason I chose to take a detour\was to fall ever deeper in love with you response:	I have a feeling I've always known
context: Show me the way\Show me the way\bokura wa massugu deau sa\bokura wa massugu deau sa\bokura wa massugu deau sa\The reason I chose to take a detour\was to fall ever deeper in love with you\I have a feeling I've always known response:	what your voice sounds like when it calls my name
context: Show me the way\bokura wa massugu deau sa\bokura wa massugu deau sa\bokura wa massugu deau sa\The reason I chose to take a detour\was to fall ever deeper in love with you\I have a feeling I've always known\what your voice sounds like when it calls my name response:	With my fingertips I drew
context: bokura wa massugu deau sa\bokura wa massugu deau sa\bokura wa massugu deau sa\The reason I chose to take a detour\was to fall ever deeper in love with you\I have a feeling I've always known\what your voice sounds like when it calls my name\With my fingertips I drew response:	many lines that make up a suspension bridge leading to you
context: bokura wa massugu deau sa\bokura wa massugu deau sa\The reason I chose to take a detour\was to fall ever deeper in love with you\I have a feeling I've always known\what your voice sounds like when it calls my name\With my fingertips I drew\many lines that make up a suspension bridge leading to you response:	Show me the way I'm sure our path
context: bokura wa massugu deau sa\The reason I chose to take a detour\was to fall ever deeper in love with you\I have a feeling I've always known\what your voice sounds like when it calls my name\With my fingertips I drew\many lines that make up a suspension bridge leading to you\Show me the way I'm sure our path response:	Be
context: The reason I chose to take a detour\was to fall ever deeper in love with you\I have a feeling I've always known\what your voice sounds like when it calls my name\With my fingertips I drew\many lines that make up a suspension bridge leading to you\Show me the way I'm sure our path\Be response:	eve
context: was to fall ever deeper in love with you\I have a feeling I've always known\what your voice sounds like when it calls my name\With my fingertips I drew\many lines that make up a suspension bridge leading to you\Show me the way I'm sure our path\Be\eve response:	your way connects us without any turns
context: I have a feeling I've always known\what your voice sounds like when it calls my name\With my fingertips I drew\many lines that make up a suspension bridge leading to you\Show me the way I'm sure our path\Be\eve\your way connects us without any turns response:	Show me the way It leads to the place where we promised
context: what your voice sounds like when it calls my name\With my fingertips I drew\many lines that make up a suspension bridge leading to you\Show me the way I'm sure our path\Be\eve\your way connects us without any turns\Show me the way It leads to the place where we promised response:	Show me the way I will never give up
context: With my fingertips I drew\many lines that make up a suspension bridge leading to you\Show me the way I'm sure our path\Be\eve\your way connects us without any turns\Show me the way It leads to the place where we promised\Show me the way I will never give up response:	Be
context: many lines that make up a suspension bridge leading to you\Show me the way I'm sure our path\Be\eve\your way connects us without any turns\Show me the way It leads to the place where we promised\Show me the way I will never give up\Be response:	eve
context: Show me the way I'm sure our path\Be\eve\your way connects us without any turns\Show me the way It leads to the place where we promised\Show me the way I will never give up\Be\eve response:	your way Raise your gaze
context: Be\eve\your way connects us without any turns\Show me the way It leads to the place where we promised\Show me the way I will never give up\Be\eve\your way Raise your gaze response:	Show me the way and see that we're certain to meet again
context: eve\your way connects us without any turns\Show me the way It leads to the place where we promised\Show me the way I will never give up\Be\eve\your way Raise your gaze\Show me the way and see that we're certain to meet again response:	Complaint and Roar
context: your way connects us without any turns\Show me the way It leads to the place where we promised\Show me the way I will never give up\Be\eve\your way Raise your gaze\Show me the way and see that we're certain to meet again\Complaint and Roar response:	Complaint and Roar
context: Show me the way It leads to the place where we promised\Show me the way I will never give up\Be\eve\your way Raise your gaze\Show me the way and see that we're certain to meet again\Complaint and Roar\Complaint and Roar response:	Next Time
context: Show me the way I will never give up\Be\eve\your way Raise your gaze\Show me the way and see that we're certain to meet again\Complaint and Roar\Complaint and Roar\Next Time response:	Preview
context: Be\eve\your way Raise your gaze\Show me the way and see that we're certain to meet again\Complaint and Roar\Complaint and Roar\Next Time\Preview response:	Fate and
context: eve\your way Raise your gaze\Show me the way and see that we're certain to meet again\Complaint and Roar\Complaint and Roar\Next Time\Preview\Fate and response:	Star
context: your way Raise your gaze\Show me the way and see that we're certain to meet again\Complaint and Roar\Complaint and Roar\Next Time\Preview\Fate and\Star response:	Secret
context: Show me the way and see that we're certain to meet again\Complaint and Roar\Complaint and Roar\Next Time\Preview\Fate and\Star\Secret response:	Step by step and little by little
context: Complaint and Roar\Complaint and Roar\Next Time\Preview\Fate and\Star\Secret\Step by step and little by little response:	Secret
context: Complaint and Roar\Next Time\Preview\Fate and\Star\Secret\Step by step and little by little\Secret response:	Step by step and little by little
context: Next Time\Preview\Fate and\Star\Secret\Step by step and little by little\Secret\Step by step and little by little response:	steps
context: Preview\Fate and\Star\Secret\Step by step and little by little\Secret\Step by step and little by little\steps response:	Soft
context: Fate and\Star\Secret\Step by step and little by little\Secret\Step by step and little by little\steps\Soft response:	steps
context: Star\Secret\Step by step and little by little\Secret\Step by step and little by little\steps\Soft\steps response:	Stealthy
context: Secret\Step by step and little by little\Secret\Step by step and little by little\steps\Soft\steps\Stealthy response:	steps
context: Step by step and little by little\Secret\Step by step and little by little\steps\Soft\steps\Stealthy\steps response:	December 25th Tuesday Day of Serialization Committee
context: Secret\Step by step and little by little\steps\Soft\steps\Stealthy\steps\December 25th Tuesday Day of Serialization Committee response:	December 25th Tuesday Day of Serialization Committee
context: Step by step and little by little\steps\Soft\steps\Stealthy\steps\December 25th Tuesday Day of Serialization Committee\December 25th Tuesday Day of Serialization Committee response:	Ma nus cri pt: Akina Aiko
context: steps\Soft\steps\Stealthy\steps\December 25th Tuesday Day of Serialization Committee\December 25th Tuesday Day of Serialization Committee\Ma nus cri pt: Akina Aiko response:	Ar ti st
context: Soft\steps\Stealthy\steps\December 25th Tuesday Day of Serialization Committee\December 25th Tuesday Day of Serialization Committee\Ma nus cri pt: Akina Aiko\Ar ti st response:	Come out!! Hiruriramu!
context: steps\Stealthy\steps\December 25th Tuesday Day of Serialization Committee\December 25th Tuesday Day of Serialization Committee\Ma nus cri pt: Akina Aiko\Ar ti st\Come out!! Hiruriramu! response:	Re: News Congratulations! I can't believe you have a serialization only a year after TRAP ended. You two really do have talent! Go for it! PS: Merry Xmas ()
context: Stealthy\steps\December 25th Tuesday Day of Serialization Committee\December 25th Tuesday Day of Serialization Committee\Ma nus cri pt: Akina Aiko\Ar ti st\Come out!! Hiruriramu!\Re: News Congratulations! I can't believe you have a serialization only a year after TRAP ended. You two really do have talent! Go for it! PS: Merry Xmas () response:	Tue
context: steps\December 25th Tuesday Day of Serialization Committee\December 25th Tuesday Day of Serialization Committee\Ma nus cri pt: Akina Aiko\Ar ti st\Come out!! Hiruriramu!\Re: News Congratulations! I can't believe you have a serialization only a year after TRAP ended. You two really do have talent! Go for it! PS: Merry Xmas ()\Tue response:	Wed
context: December 25th Tuesday Day of Serialization Committee\December 25th Tuesday Day of Serialization Committee\Ma nus cri pt: Akina Aiko\Ar ti st\Come out!! Hiruriramu!\Re: News Congratulations! I can't believe you have a serialization only a year after TRAP ended. You two really do have talent! Go for it! PS: Merry Xmas ()\Tue\Wed response:	Serialization
context: December 25th Tuesday Day of Serialization Committee\Ma nus cri pt: Akina Aiko\Ar ti st\Come out!! Hiruriramu!\Re: News Congratulations! I can't believe you have a serialization only a year after TRAP ended. You two really do have talent! Go for it! PS: Merry Xmas ()\Tue\Wed\Serialization response:	Serialization
context: Ma nus cri pt: Akina Aiko\Ar ti st\Come out!! Hiruriramu!\Re: News Congratulations! I can't believe you have a serialization only a year after TRAP ended. You two really do have talent! Go for it! PS: Merry Xmas ()\Tue\Wed\Serialization\Serialization response:	Serialization
context: Ar ti st\Come out!! Hiruriramu!\Re: News Congratulations! I can't believe you have a serialization only a year after TRAP ended. You two really do have talent! Go for it! PS: Merry Xmas ()\Tue\Wed\Serialization\Serialization\Serialization response:	Commitee
context: Come out!! Hiruriramu!\Re: News Congratulations! I can't believe you have a serialization only a year after TRAP ended. You two really do have talent! Go for it! PS: Merry Xmas ()\Tue\Wed\Serialization\Serialization\Serialization\Commitee response:	Commitee
context: Re: News Congratulations! I can't believe you have a serialization only a year after TRAP ended. You two really do have talent! Go for it! PS: Merry Xmas ()\Tue\Wed\Serialization\Serialization\Serialization\Commitee\Commitee response:	Commitee
context: Tue\Wed\Serialization\Serialization\Serialization\Commitee\Commitee\Commitee response:	Greet Miyosh's parents
context: Wed\Serialization\Serialization\Serialization\Commitee\Commitee\Commitee\Greet Miyosh's parents response:	Greet Miyosh's parents
context: Serialization\Serialization\Serialization\Commitee\Commitee\Commitee\Greet Miyosh's parents\Greet Miyosh's parents response:	Eiji Ltd.
context: Serialization\Serialization\Commitee\Commitee\Commitee\Greet Miyosh's parents\Greet Miyosh's parents\Eiji Ltd. response:	Fukuda
context: Serialization\Commitee\Commitee\Commitee\Greet Miyosh's parents\Greet Miyosh's parents\Eiji Ltd.\Fukuda response:	Editorial Department
context: Commitee\Commitee\Commitee\Greet Miyosh's parents\Greet Miyosh's parents\Eiji Ltd.\Fukuda\Editorial Department response:	Shounen Jack
context: Commitee\Commitee\Greet Miyosh's parents\Greet Miyosh's parents\Eiji Ltd.\Fukuda\Editorial Department\Shounen Jack response:	Jack SQ
context: Commitee\Greet Miyosh's parents\Greet Miyosh's parents\Eiji Ltd.\Fukuda\Editorial Department\Shounen Jack\Jack SQ response:	Kichijouji Police
