context: Father, please speak. response:	I am giving you a golden lotus.
context: Mother, do you think she'll be like Bai Qian?\Isn't it good to be like Bai Qian?\Fox King, look. There is a red birthmark on the child's forehead.\See what it looks like. Come, look.\It looks like a plumed cockscomb flower.\Yes, a plumed cockscomb.\A plumed cockscomb.\Why don't I choose a name for her? response:	Bai Feng Jiu. How is that?
context: Isn't it good to be like Bai Qian?\Fox King, look. There is a red birthmark on the child's forehead.\See what it looks like. Come, look.\It looks like a plumed cockscomb flower.\Yes, a plumed cockscomb.\A plumed cockscomb.\Why don't I choose a name for her?\Bai Feng Jiu. How is that? response:	Bai Feng Jiu?
context: Fox King, look. There is a red birthmark on the child's forehead.\See what it looks like. Come, look.\It looks like a plumed cockscomb flower.\Yes, a plumed cockscomb.\A plumed cockscomb.\Why don't I choose a name for her?\Bai Feng Jiu. How is that?\Bai Feng Jiu? response:	All right. We'll take that name then. Bai Feng Jiu.
context: See what it looks like. Come, look.\It looks like a plumed cockscomb flower.\Yes, a plumed cockscomb.\A plumed cockscomb.\Why don't I choose a name for her?\Bai Feng Jiu. How is that?\Bai Feng Jiu?\All right. We'll take that name then. Bai Feng Jiu. response:	From now on, you'll be Feng Jiu.
context: It looks like a plumed cockscomb flower.\Yes, a plumed cockscomb.\A plumed cockscomb.\Why don't I choose a name for her?\Bai Feng Jiu. How is that?\Bai Feng Jiu?\All right. We'll take that name then. Bai Feng Jiu.\From now on, you'll be Feng Jiu. response:	Jiu Jiu.
context: Yes, a plumed cockscomb.\A plumed cockscomb.\Why don't I choose a name for her?\Bai Feng Jiu. How is that?\Bai Feng Jiu?\All right. We'll take that name then. Bai Feng Jiu.\From now on, you'll be Feng Jiu.\Jiu Jiu. response:	You have an auntie who is learning on Kunlun Mountain.
context: A plumed cockscomb.\Why don't I choose a name for her?\Bai Feng Jiu. How is that?\Bai Feng Jiu?\All right. We'll take that name then. Bai Feng Jiu.\From now on, you'll be Feng Jiu.\Jiu Jiu.\You have an auntie who is learning on Kunlun Mountain. response:	She will be very happy to see you when she returns.
context: Why don't I choose a name for her?\Bai Feng Jiu. How is that?\Bai Feng Jiu?\All right. We'll take that name then. Bai Feng Jiu.\From now on, you'll be Feng Jiu.\Jiu Jiu.\You have an auntie who is learning on Kunlun Mountain.\She will be very happy to see you when she returns. response:	Here, here.
context: Bai Feng Jiu. How is that?\Bai Feng Jiu?\All right. We'll take that name then. Bai Feng Jiu.\From now on, you'll be Feng Jiu.\Jiu Jiu.\You have an auntie who is learning on Kunlun Mountain.\She will be very happy to see you when she returns.\Here, here. response:	Take her outside and show her to the people of Qing Qiu.
context: Bai Feng Jiu?\All right. We'll take that name then. Bai Feng Jiu.\From now on, you'll be Feng Jiu.\Jiu Jiu.\You have an auntie who is learning on Kunlun Mountain.\She will be very happy to see you when she returns.\Here, here.\Take her outside and show her to the people of Qing Qiu. response:	This is my newly born princess of Qing Qiu.
context: All right. We'll take that name then. Bai Feng Jiu.\From now on, you'll be Feng Jiu.\Jiu Jiu.\You have an auntie who is learning on Kunlun Mountain.\She will be very happy to see you when she returns.\Here, here.\Take her outside and show her to the people of Qing Qiu.\This is my newly born princess of Qing Qiu. response:	Yes, Mother.
context: From now on, you'll be Feng Jiu.\Jiu Jiu.\You have an auntie who is learning on Kunlun Mountain.\She will be very happy to see you when she returns.\Here, here.\Take her outside and show her to the people of Qing Qiu.\This is my newly born princess of Qing Qiu.\Yes, Mother. response:	- Hurry on. - Yes, Father.
context: Jiu Jiu.\You have an auntie who is learning on Kunlun Mountain.\She will be very happy to see you when she returns.\Here, here.\Take her outside and show her to the people of Qing Qiu.\This is my newly born princess of Qing Qiu.\Yes, Mother.\- Hurry on. - Yes, Father. response:	- They're coming out. - Yes, they're coming out.
context: You have an auntie who is learning on Kunlun Mountain.\She will be very happy to see you when she returns.\Here, here.\Take her outside and show her to the people of Qing Qiu.\This is my newly born princess of Qing Qiu.\Yes, Mother.\- Hurry on. - Yes, Father.\- They're coming out. - Yes, they're coming out. response:	This is the princess, Bai Feng Jiu, first granddaughter of the king.
context: She will be very happy to see you when she returns.\Here, here.\Take her outside and show her to the people of Qing Qiu.\This is my newly born princess of Qing Qiu.\Yes, Mother.\- Hurry on. - Yes, Father.\- They're coming out. - Yes, they're coming out.\This is the princess, Bai Feng Jiu, first granddaughter of the king. response:	It's a princess.
context: Here, here.\Take her outside and show her to the people of Qing Qiu.\This is my newly born princess of Qing Qiu.\Yes, Mother.\- Hurry on. - Yes, Father.\- They're coming out. - Yes, they're coming out.\This is the princess, Bai Feng Jiu, first granddaughter of the king.\It's a princess. response:	Congratulations to Fox King for having his first grandchild.
context: Take her outside and show her to the people of Qing Qiu.\This is my newly born princess of Qing Qiu.\Yes, Mother.\- Hurry on. - Yes, Father.\- They're coming out. - Yes, they're coming out.\This is the princess, Bai Feng Jiu, first granddaughter of the king.\It's a princess.\Congratulations to Fox King for having his first grandchild. response:	Congratulations to Second Prince for having a princess.
context: This is my newly born princess of Qing Qiu.\Yes, Mother.\- Hurry on. - Yes, Father.\- They're coming out. - Yes, they're coming out.\This is the princess, Bai Feng Jiu, first granddaughter of the king.\It's a princess.\Congratulations to Fox King for having his first grandchild.\Congratulations to Second Prince for having a princess. response:	The wine in Ghost Realm is good
context: Yes, Mother.\- Hurry on. - Yes, Father.\- They're coming out. - Yes, they're coming out.\This is the princess, Bai Feng Jiu, first granddaughter of the king.\It's a princess.\Congratulations to Fox King for having his first grandchild.\Congratulations to Second Prince for having a princess.\The wine in Ghost Realm is good response:	but it's so strong.
