context: Piano! response:	Piano...
context: Masumi-chan! Masumi-chan!!\With this I'm not in S-Oke anymore, and graduate from Chiaki-Sama as well!\am going to make a new Oke.\Though it's not quite right to ask a person who's aspiring to be a professional...\it's OK to do it only whenever you can afford the time...\would you be our timpanist,\Masumi?\HAI!!! response:	Sakura!
context: With this I'm not in S-Oke anymore, and graduate from Chiaki-Sama as well!\am going to make a new Oke.\Though it's not quite right to ask a person who's aspiring to be a professional...\it's OK to do it only whenever you can afford the time...\would you be our timpanist,\Masumi?\HAI!!!\Sakura! response:	Hmm?
context: am going to make a new Oke.\Though it's not quite right to ask a person who's aspiring to be a professional...\it's OK to do it only whenever you can afford the time...\would you be our timpanist,\Masumi?\HAI!!!\Sakura!\Hmm? response:	From tomorrow, practice as hard as you can!
context: Though it's not quite right to ask a person who's aspiring to be a professional...\it's OK to do it only whenever you can afford the time...\would you be our timpanist,\Masumi?\HAI!!!\Sakura!\Hmm?\From tomorrow, practice as hard as you can! response:	Eh?
context: it's OK to do it only whenever you can afford the time...\would you be our timpanist,\Masumi?\HAI!!!\Sakura!\Hmm?\From tomorrow, practice as hard as you can!\Eh? response:	Together with me...
context: would you be our timpanist,\Masumi?\HAI!!!\Sakura!\Hmm?\From tomorrow, practice as hard as you can!\Eh?\Together with me... response:	let's get into A-Oke!
context: Masumi?\HAI!!!\Sakura!\Hmm?\From tomorrow, practice as hard as you can!\Eh?\Together with me...\let's get into A-Oke! response:	Don't forget us...
context: HAI!!!\Sakura!\Hmm?\From tomorrow, practice as hard as you can!\Eh?\Together with me...\let's get into A-Oke!\Don't forget us... response:	shine forever...
context: Sakura!\Hmm?\From tomorrow, practice as hard as you can!\Eh?\Together with me...\let's get into A-Oke!\Don't forget us...\shine forever... response:	Legend of S-Oke...
context: Hmm?\From tomorrow, practice as hard as you can!\Eh?\Together with me...\let's get into A-Oke!\Don't forget us...\shine forever...\Legend of S-Oke... response:	Legend of...
context: From tomorrow, practice as hard as you can!\Eh?\Together with me...\let's get into A-Oke!\Don't forget us...\shine forever...\Legend of S-Oke...\Legend of... response:	Real bad!
context: Eh?\Together with me...\let's get into A-Oke!\Don't forget us...\shine forever...\Legend of S-Oke...\Legend of...\Real bad! response:	Hick!
context: Together with me...\let's get into A-Oke!\Don't forget us...\shine forever...\Legend of S-Oke...\Legend of...\Real bad!\Hick! response:	Hick!
context: let's get into A-Oke!\Don't forget us...\shine forever...\Legend of S-Oke...\Legend of...\Real bad!\Hick!\Hick! response:	Bye-bye! Bye-bye!
context: Don't forget us...\shine forever...\Legend of S-Oke...\Legend of...\Real bad!\Hick!\Hick!\Bye-bye! Bye-bye! response:	Bye-bye! Bye-bye!
context: shine forever...\Legend of S-Oke...\Legend of...\Real bad!\Hick!\Hick!\Bye-bye! Bye-bye!\Bye-bye! Bye-bye! response:	Bye-bye! Bye-bye!
context: Legend of S-Oke...\Legend of...\Real bad!\Hick!\Hick!\Bye-bye! Bye-bye!\Bye-bye! Bye-bye!\Bye-bye! Bye-bye! response:	Bye-bye!
context: Legend of...\Real bad!\Hick!\Hick!\Bye-bye! Bye-bye!\Bye-bye! Bye-bye!\Bye-bye! Bye-bye!\Bye-bye! response:	Bye-bye!
context: Real bad!\Hick!\Hick!\Bye-bye! Bye-bye!\Bye-bye! Bye-bye!\Bye-bye! Bye-bye!\Bye-bye!\Bye-bye! response:	Hick!
context: Hick!\Hick!\Bye-bye! Bye-bye!\Bye-bye! Bye-bye!\Bye-bye! Bye-bye!\Bye-bye!\Bye-bye!\Hick! response:	Hick!
context: Hick!\Bye-bye! Bye-bye!\Bye-bye! Bye-bye!\Bye-bye! Bye-bye!\Bye-bye!\Bye-bye!\Hick!\Hick! response:	What had Nodame been doing until now?
context: Bye-bye! Bye-bye!\Bye-bye! Bye-bye!\Bye-bye! Bye-bye!\Bye-bye!\Bye-bye!\Hick!\Hick!\What had Nodame been doing until now? response:	Whose shawl is this?
context: Bye-bye! Bye-bye!\Bye-bye! Bye-bye!\Bye-bye!\Bye-bye!\Hick!\Hick!\What had Nodame been doing until now?\Whose shawl is this? response:	How would I know?!
context: Bye-bye! Bye-bye!\Bye-bye!\Bye-bye!\Hick!\Hick!\What had Nodame been doing until now?\Whose shawl is this?\How would I know?! response:	Oi! Let's go to one more drinking place!
context: Bye-bye!\Bye-bye!\Hick!\Hick!\What had Nodame been doing until now?\Whose shawl is this?\How would I know?!\Oi! Let's go to one more drinking place! response:	Eeehhh???
context: Bye-bye!\Hick!\Hick!\What had Nodame been doing until now?\Whose shawl is this?\How would I know?!\Oi! Let's go to one more drinking place!\Eeehhh??? response:	Before that, let's go to a game center first! Let's go to a game center!
context: Hick!\Hick!\What had Nodame been doing until now?\Whose shawl is this?\How would I know?!\Oi! Let's go to one more drinking place!\Eeehhh???\Before that, let's go to a game center first! Let's go to a game center! response:	All game centers must have already been closed!
context: Hick!\What had Nodame been doing until now?\Whose shawl is this?\How would I know?!\Oi! Let's go to one more drinking place!\Eeehhh???\Before that, let's go to a game center first! Let's go to a game center!\All game centers must have already been closed! response:	In that case, let's go to Karaoke!
context: What had Nodame been doing until now?\Whose shawl is this?\How would I know?!\Oi! Let's go to one more drinking place!\Eeehhh???\Before that, let's go to a game center first! Let's go to a game center!\All game centers must have already been closed!\In that case, let's go to Karaoke! response:	Ehh? Did you really like games and karaoke that much??
context: Whose shawl is this?\How would I know?!\Oi! Let's go to one more drinking place!\Eeehhh???\Before that, let's go to a game center first! Let's go to a game center!\All game centers must have already been closed!\In that case, let's go to Karaoke!\Ehh? Did you really like games and karaoke that much?? response:	NO, I DON'T LIKE THEM!!
context: How would I know?!\Oi! Let's go to one more drinking place!\Eeehhh???\Before that, let's go to a game center first! Let's go to a game center!\All game centers must have already been closed!\In that case, let's go to Karaoke!\Ehh? Did you really like games and karaoke that much??\NO, I DON'T LIKE THEM!! response:	But they always hindered me!!
context: Oi! Let's go to one more drinking place!\Eeehhh???\Before that, let's go to a game center first! Let's go to a game center!\All game centers must have already been closed!\In that case, let's go to Karaoke!\Ehh? Did you really like games and karaoke that much??\NO, I DON'T LIKE THEM!!\But they always hindered me!! response:	I must have been a hated person
context: Eeehhh???\Before that, let's go to a game center first! Let's go to a game center!\All game centers must have already been closed!\In that case, let's go to Karaoke!\Ehh? Did you really like games and karaoke that much??\NO, I DON'T LIKE THEM!!\But they always hindered me!!\I must have been a hated person response:	Senpai, nobody hates you...
context: Before that, let's go to a game center first! Let's go to a game center!\All game centers must have already been closed!\In that case, let's go to Karaoke!\Ehh? Did you really like games and karaoke that much??\NO, I DON'T LIKE THEM!!\But they always hindered me!!\I must have been a hated person\Senpai, nobody hates you... response:	I had no choice...
context: All game centers must have already been closed!\In that case, let's go to Karaoke!\Ehh? Did you really like games and karaoke that much??\NO, I DON'T LIKE THEM!!\But they always hindered me!!\I must have been a hated person\Senpai, nobody hates you...\I had no choice... response:	Sorry, sorry, the konbini was quite far...
context: In that case, let's go to Karaoke!\Ehh? Did you really like games and karaoke that much??\NO, I DON'T LIKE THEM!!\But they always hindered me!!\I must have been a hated person\Senpai, nobody hates you...\I had no choice...\Sorry, sorry, the konbini was quite far... response:	Kaoru-chan, coffee or oolong tea, which one would you...
context: Ehh? Did you really like games and karaoke that much??\NO, I DON'T LIKE THEM!!\But they always hindered me!!\I must have been a hated person\Senpai, nobody hates you...\I had no choice...\Sorry, sorry, the konbini was quite far...\Kaoru-chan, coffee or oolong tea, which one would you... response:	SSS...sss...synchronized crying!
context: NO, I DON'T LIKE THEM!!\But they always hindered me!!\I must have been a hated person\Senpai, nobody hates you...\I had no choice...\Sorry, sorry, the konbini was quite far...\Kaoru-chan, coffee or oolong tea, which one would you...\SSS...sss...synchronized crying! response:	Chiaki-Sama...
context: But they always hindered me!!\I must have been a hated person\Senpai, nobody hates you...\I had no choice...\Sorry, sorry, the konbini was quite far...\Kaoru-chan, coffee or oolong tea, which one would you...\SSS...sss...synchronized crying!\Chiaki-Sama... response:	didn't invite us to his new Oke...
context: I must have been a hated person\Senpai, nobody hates you...\I had no choice...\Sorry, sorry, the konbini was quite far...\Kaoru-chan, coffee or oolong tea, which one would you...\SSS...sss...synchronized crying!\Chiaki-Sama...\didn't invite us to his new Oke... response:	Today a few people asked me to let them into the new Oke...
context: Senpai, nobody hates you...\I had no choice...\Sorry, sorry, the konbini was quite far...\Kaoru-chan, coffee or oolong tea, which one would you...\SSS...sss...synchronized crying!\Chiaki-Sama...\didn't invite us to his new Oke...\Today a few people asked me to let them into the new Oke... response:	but I rejected them.
context: I had no choice...\Sorry, sorry, the konbini was quite far...\Kaoru-chan, coffee or oolong tea, which one would you...\SSS...sss...synchronized crying!\Chiaki-Sama...\didn't invite us to his new Oke...\Today a few people asked me to let them into the new Oke...\but I rejected them. response:	I also enjoyed being in S-Oke.
context: Sorry, sorry, the konbini was quite far...\Kaoru-chan, coffee or oolong tea, which one would you...\SSS...sss...synchronized crying!\Chiaki-Sama...\didn't invite us to his new Oke...\Today a few people asked me to let them into the new Oke...\but I rejected them.\I also enjoyed being in S-Oke. response:	Moreover it's the first orchestra I conducted
context: Kaoru-chan, coffee or oolong tea, which one would you...\SSS...sss...synchronized crying!\Chiaki-Sama...\didn't invite us to his new Oke...\Today a few people asked me to let them into the new Oke...\but I rejected them.\I also enjoyed being in S-Oke.\Moreover it's the first orchestra I conducted response:	Though I feel grateful to them,
context: SSS...sss...synchronized crying!\Chiaki-Sama...\didn't invite us to his new Oke...\Today a few people asked me to let them into the new Oke...\but I rejected them.\I also enjoyed being in S-Oke.\Moreover it's the first orchestra I conducted\Though I feel grateful to them, response:	but for this new Oke, I don't want it to be an extension of S-Oke
context: Chiaki-Sama...\didn't invite us to his new Oke...\Today a few people asked me to let them into the new Oke...\but I rejected them.\I also enjoyed being in S-Oke.\Moreover it's the first orchestra I conducted\Though I feel grateful to them,\but for this new Oke, I don't want it to be an extension of S-Oke response:	I want to make the best orchestra I can
context: didn't invite us to his new Oke...\Today a few people asked me to let them into the new Oke...\but I rejected them.\I also enjoyed being in S-Oke.\Moreover it's the first orchestra I conducted\Though I feel grateful to them,\but for this new Oke, I don't want it to be an extension of S-Oke\I want to make the best orchestra I can response:	But...
context: Today a few people asked me to let them into the new Oke...\but I rejected them.\I also enjoyed being in S-Oke.\Moreover it's the first orchestra I conducted\Though I feel grateful to them,\but for this new Oke, I don't want it to be an extension of S-Oke\I want to make the best orchestra I can\But... response:	Dammit! That man!
context: but I rejected them.\I also enjoyed being in S-Oke.\Moreover it's the first orchestra I conducted\Though I feel grateful to them,\but for this new Oke, I don't want it to be an extension of S-Oke\I want to make the best orchestra I can\But...\Dammit! That man! response:	Just wait, you'll see!
context: I also enjoyed being in S-Oke.\Moreover it's the first orchestra I conducted\Though I feel grateful to them,\but for this new Oke, I don't want it to be an extension of S-Oke\I want to make the best orchestra I can\But...\Dammit! That man!\Just wait, you'll see! response:	Certainly we're not going to give up!
context: Moreover it's the first orchestra I conducted\Though I feel grateful to them,\but for this new Oke, I don't want it to be an extension of S-Oke\I want to make the best orchestra I can\But...\Dammit! That man!\Just wait, you'll see!\Certainly we're not going to give up! response:	if they look back at me...
