context: I got it. response:	Have you been possessed?
context: I can't believe Bai Qian actually isn't here.\Even the Heavens are helping me.\A day in Heaven is a year in the Mortal Realm.\You might think time passes by quickly\but many months have actually gone by already.\That is true. You picked these this morning.\You said you'd be in the Mortal Realm from six months to a whole year.\You told me to save these loquats and you'd pick them up tomorrow. response:	Should I deliver them to the Fox Den for you?
context: Even the Heavens are helping me.\A day in Heaven is a year in the Mortal Realm.\You might think time passes by quickly\but many months have actually gone by already.\That is true. You picked these this morning.\You said you'd be in the Mortal Realm from six months to a whole year.\You told me to save these loquats and you'd pick them up tomorrow.\Should I deliver them to the Fox Den for you? response:	No, I'll take them myself.
context: A day in Heaven is a year in the Mortal Realm.\You might think time passes by quickly\but many months have actually gone by already.\That is true. You picked these this morning.\You said you'd be in the Mortal Realm from six months to a whole year.\You told me to save these loquats and you'd pick them up tomorrow.\Should I deliver them to the Fox Den for you?\No, I'll take them myself. response:	Thank you.
context: You might think time passes by quickly\but many months have actually gone by already.\That is true. You picked these this morning.\You said you'd be in the Mortal Realm from six months to a whole year.\You told me to save these loquats and you'd pick them up tomorrow.\Should I deliver them to the Fox Den for you?\No, I'll take them myself.\Thank you. response:	- Aunt sure is polite today. - Yes.
context: but many months have actually gone by already.\That is true. You picked these this morning.\You said you'd be in the Mortal Realm from six months to a whole year.\You told me to save these loquats and you'd pick them up tomorrow.\Should I deliver them to the Fox Den for you?\No, I'll take them myself.\Thank you.\- Aunt sure is polite today. - Yes. response:	- It's so strange. - Yes.
context: That is true. You picked these this morning.\You said you'd be in the Mortal Realm from six months to a whole year.\You told me to save these loquats and you'd pick them up tomorrow.\Should I deliver them to the Fox Den for you?\No, I'll take them myself.\Thank you.\- Aunt sure is polite today. - Yes.\- It's so strange. - Yes. response:	Mother, you're back!
context: You said you'd be in the Mortal Realm from six months to a whole year.\You told me to save these loquats and you'd pick them up tomorrow.\Should I deliver them to the Fox Den for you?\No, I'll take them myself.\Thank you.\- Aunt sure is polite today. - Yes.\- It's so strange. - Yes.\Mother, you're back! response:	- Aunt. - Mother!
context: You told me to save these loquats and you'd pick them up tomorrow.\Should I deliver them to the Fox Den for you?\No, I'll take them myself.\Thank you.\- Aunt sure is polite today. - Yes.\- It's so strange. - Yes.\Mother, you're back!\- Aunt. - Mother! response:	What did you call me?
context: Should I deliver them to the Fox Den for you?\No, I'll take them myself.\Thank you.\- Aunt sure is polite today. - Yes.\- It's so strange. - Yes.\Mother, you're back!\- Aunt. - Mother!\What did you call me? response:	Mother, didn't you tell me you'd be gone from Qing Qiu for a day?
context: No, I'll take them myself.\Thank you.\- Aunt sure is polite today. - Yes.\- It's so strange. - Yes.\Mother, you're back!\- Aunt. - Mother!\What did you call me?\Mother, didn't you tell me you'd be gone from Qing Qiu for a day? response:	How come you're back so soon?
context: Thank you.\- Aunt sure is polite today. - Yes.\- It's so strange. - Yes.\Mother, you're back!\- Aunt. - Mother!\What did you call me?\Mother, didn't you tell me you'd be gone from Qing Qiu for a day?\How come you're back so soon? response:	Because I really miss you.
context: - Aunt sure is polite today. - Yes.\- It's so strange. - Yes.\Mother, you're back!\- Aunt. - Mother!\What did you call me?\Mother, didn't you tell me you'd be gone from Qing Qiu for a day?\How come you're back so soon?\Because I really miss you. response:	Aunt, didn't you say you'd be in the Mortal Realm for at least a day?
context: - It's so strange. - Yes.\Mother, you're back!\- Aunt. - Mother!\What did you call me?\Mother, didn't you tell me you'd be gone from Qing Qiu for a day?\How come you're back so soon?\Because I really miss you.\Aunt, didn't you say you'd be in the Mortal Realm for at least a day? response:	The Mortal Realm is too boring, so I came back.
context: Mother, you're back!\- Aunt. - Mother!\What did you call me?\Mother, didn't you tell me you'd be gone from Qing Qiu for a day?\How come you're back so soon?\Because I really miss you.\Aunt, didn't you say you'd be in the Mortal Realm for at least a day?\The Mortal Realm is too boring, so I came back. response:	Boring?
context: - Aunt. - Mother!\What did you call me?\Mother, didn't you tell me you'd be gone from Qing Qiu for a day?\How come you're back so soon?\Because I really miss you.\Aunt, didn't you say you'd be in the Mortal Realm for at least a day?\The Mortal Realm is too boring, so I came back.\Boring? response:	What's the matter?
context: What did you call me?\Mother, didn't you tell me you'd be gone from Qing Qiu for a day?\How come you're back so soon?\Because I really miss you.\Aunt, didn't you say you'd be in the Mortal Realm for at least a day?\The Mortal Realm is too boring, so I came back.\Boring?\What's the matter? response:	Weren't you going to help Shao Xing's son through his trial?
context: Mother, didn't you tell me you'd be gone from Qing Qiu for a day?\How come you're back so soon?\Because I really miss you.\Aunt, didn't you say you'd be in the Mortal Realm for at least a day?\The Mortal Realm is too boring, so I came back.\Boring?\What's the matter?\Weren't you going to help Shao Xing's son through his trial? response:	The trial was too easy so I came back.
context: How come you're back so soon?\Because I really miss you.\Aunt, didn't you say you'd be in the Mortal Realm for at least a day?\The Mortal Realm is too boring, so I came back.\Boring?\What's the matter?\Weren't you going to help Shao Xing's son through his trial?\The trial was too easy so I came back. response:	Why don't you follow me into the Fox Den?
context: Because I really miss you.\Aunt, didn't you say you'd be in the Mortal Realm for at least a day?\The Mortal Realm is too boring, so I came back.\Boring?\What's the matter?\Weren't you going to help Shao Xing's son through his trial?\The trial was too easy so I came back.\Why don't you follow me into the Fox Den? response:	All right.
context: Aunt, didn't you say you'd be in the Mortal Realm for at least a day?\The Mortal Realm is too boring, so I came back.\Boring?\What's the matter?\Weren't you going to help Shao Xing's son through his trial?\The trial was too easy so I came back.\Why don't you follow me into the Fox Den?\All right. response:	Let's go.
context: The Mortal Realm is too boring, so I came back.\Boring?\What's the matter?\Weren't you going to help Shao Xing's son through his trial?\The trial was too easy so I came back.\Why don't you follow me into the Fox Den?\All right.\Let's go. response:	My good son.
context: Boring?\What's the matter?\Weren't you going to help Shao Xing's son through his trial?\The trial was too easy so I came back.\Why don't you follow me into the Fox Den?\All right.\Let's go.\My good son. response:	Aunt might dote on the young prince
context: What's the matter?\Weren't you going to help Shao Xing's son through his trial?\The trial was too easy so I came back.\Why don't you follow me into the Fox Den?\All right.\Let's go.\My good son.\Aunt might dote on the young prince response:	but she knows the Celestial Tribe's etiquette
context: Weren't you going to help Shao Xing's son through his trial?\The trial was too easy so I came back.\Why don't you follow me into the Fox Den?\All right.\Let's go.\My good son.\Aunt might dote on the young prince\but she knows the Celestial Tribe's etiquette response:	and never calls him her son.
context: The trial was too easy so I came back.\Why don't you follow me into the Fox Den?\All right.\Let's go.\My good son.\Aunt might dote on the young prince\but she knows the Celestial Tribe's etiquette\and never calls him her son. response:	Aunt is acting a little strange today.
context: Why don't you follow me into the Fox Den?\All right.\Let's go.\My good son.\Aunt might dote on the young prince\but she knows the Celestial Tribe's etiquette\and never calls him her son.\Aunt is acting a little strange today. response:	All right, go bring me High God Mo Yuan.
context: All right.\Let's go.\My good son.\Aunt might dote on the young prince\but she knows the Celestial Tribe's etiquette\and never calls him her son.\Aunt is acting a little strange today.\All right, go bring me High God Mo Yuan. response:	Aunt, have you forgotten?
context: Let's go.\My good son.\Aunt might dote on the young prince\but she knows the Celestial Tribe's etiquette\and never calls him her son.\Aunt is acting a little strange today.\All right, go bring me High God Mo Yuan.\Aunt, have you forgotten? response:	Forgotten what?
context: My good son.\Aunt might dote on the young prince\but she knows the Celestial Tribe's etiquette\and never calls him her son.\Aunt is acting a little strange today.\All right, go bring me High God Mo Yuan.\Aunt, have you forgotten?\Forgotten what? response:	Weren't you afraid the Crown Prince would discover Mo Yuan
context: Aunt might dote on the young prince\but she knows the Celestial Tribe's etiquette\and never calls him her son.\Aunt is acting a little strange today.\All right, go bring me High God Mo Yuan.\Aunt, have you forgotten?\Forgotten what?\Weren't you afraid the Crown Prince would discover Mo Yuan response:	so you personally cast a spell to hide Yanhua Cave?
context: but she knows the Celestial Tribe's etiquette\and never calls him her son.\Aunt is acting a little strange today.\All right, go bring me High God Mo Yuan.\Aunt, have you forgotten?\Forgotten what?\Weren't you afraid the Crown Prince would discover Mo Yuan\so you personally cast a spell to hide Yanhua Cave? response:	Yes, Yanhua Cave.
