context: SIGNS oh god timer why did you do the op credits response:	OP
context: As soon as I'm done with that, I'll come back to you.\See ya.\Tell Hirasawa, Itazu, and Kasuga thanks for me.\You'd better come back.\Promise me.\Sure. I'll come back.\And that was the last we saw of Takizawa.\After he announced his terrorist plot and the SeleCao game ended, response:	his wish to become a king was wiped away too.
context: See ya.\Tell Hirasawa, Itazu, and Kasuga thanks for me.\You'd better come back.\Promise me.\Sure. I'll come back.\And that was the last we saw of Takizawa.\After he announced his terrorist plot and the SeleCao game ended,\his wish to become a king was wiped away too. response:	So Takizawa is still surrounded with mysteries.
context: Tell Hirasawa, Itazu, and Kasuga thanks for me.\You'd better come back.\Promise me.\Sure. I'll come back.\And that was the last we saw of Takizawa.\After he announced his terrorist plot and the SeleCao game ended,\his wish to become a king was wiped away too.\So Takizawa is still surrounded with mysteries. response:	But there are still a few people who want him to become a king.
context: You'd better come back.\Promise me.\Sure. I'll come back.\And that was the last we saw of Takizawa.\After he announced his terrorist plot and the SeleCao game ended,\his wish to become a king was wiped away too.\So Takizawa is still surrounded with mysteries.\But there are still a few people who want him to become a king. response:	Chigusa.
context: Promise me.\Sure. I'll come back.\And that was the last we saw of Takizawa.\After he announced his terrorist plot and the SeleCao game ended,\his wish to become a king was wiped away too.\So Takizawa is still surrounded with mysteries.\But there are still a few people who want him to become a king.\Chigusa. response:	Takizawa and the PM had no blood relation,
context: Sure. I'll come back.\And that was the last we saw of Takizawa.\After he announced his terrorist plot and the SeleCao game ended,\his wish to become a king was wiped away too.\So Takizawa is still surrounded with mysteries.\But there are still a few people who want him to become a king.\Chigusa.\Takizawa and the PM had no blood relation, response:	but in their short conversation she saw in him her husband's determination.
context: And that was the last we saw of Takizawa.\After he announced his terrorist plot and the SeleCao game ended,\his wish to become a king was wiped away too.\So Takizawa is still surrounded with mysteries.\But there are still a few people who want him to become a king.\Chigusa.\Takizawa and the PM had no blood relation,\but in their short conversation she saw in him her husband's determination. response:	And Aya, who implicitly admitted that Takizawa was her son.
context: After he announced his terrorist plot and the SeleCao game ended,\his wish to become a king was wiped away too.\So Takizawa is still surrounded with mysteries.\But there are still a few people who want him to become a king.\Chigusa.\Takizawa and the PM had no blood relation,\but in their short conversation she saw in him her husband's determination.\And Aya, who implicitly admitted that Takizawa was her son. response:	Along with the dog, she disappeared again.
context: his wish to become a king was wiped away too.\So Takizawa is still surrounded with mysteries.\But there are still a few people who want him to become a king.\Chigusa.\Takizawa and the PM had no blood relation,\but in their short conversation she saw in him her husband's determination.\And Aya, who implicitly admitted that Takizawa was her son.\Along with the dog, she disappeared again. response:	She's probably trying to hide away the secret of Takizawa's birth.
context: So Takizawa is still surrounded with mysteries.\But there are still a few people who want him to become a king.\Chigusa.\Takizawa and the PM had no blood relation,\but in their short conversation she saw in him her husband's determination.\And Aya, who implicitly admitted that Takizawa was her son.\Along with the dog, she disappeared again.\She's probably trying to hide away the secret of Takizawa's birth. response:	The NEETs who Takizawa gathered
context: But there are still a few people who want him to become a king.\Chigusa.\Takizawa and the PM had no blood relation,\but in their short conversation she saw in him her husband's determination.\And Aya, who implicitly admitted that Takizawa was her son.\Along with the dog, she disappeared again.\She's probably trying to hide away the secret of Takizawa's birth.\The NEETs who Takizawa gathered response:	run a co-op flea market at the shopping mall they consider a holy land along with the AKX20000.
context: Chigusa.\Takizawa and the PM had no blood relation,\but in their short conversation she saw in him her husband's determination.\And Aya, who implicitly admitted that Takizawa was her son.\Along with the dog, she disappeared again.\She's probably trying to hide away the secret of Takizawa's birth.\The NEETs who Takizawa gathered\run a co-op flea market at the shopping mall they consider a holy land along with the AKX20000. response:	Sadly, Takizawa hasn't appeared there for them.
context: Takizawa and the PM had no blood relation,\but in their short conversation she saw in him her husband's determination.\And Aya, who implicitly admitted that Takizawa was her son.\Along with the dog, she disappeared again.\She's probably trying to hide away the secret of Takizawa's birth.\The NEETs who Takizawa gathered\run a co-op flea market at the shopping mall they consider a holy land along with the AKX20000.\Sadly, Takizawa hasn't appeared there for them. response:	Even though they resent the Air King, they wait every day for his return.
context: but in their short conversation she saw in him her husband's determination.\And Aya, who implicitly admitted that Takizawa was her son.\Along with the dog, she disappeared again.\She's probably trying to hide away the secret of Takizawa's birth.\The NEETs who Takizawa gathered\run a co-op flea market at the shopping mall they consider a holy land along with the AKX20000.\Sadly, Takizawa hasn't appeared there for them.\Even though they resent the Air King, they wait every day for his return. response:	And, as for the old men who responded to his demand,
context: And Aya, who implicitly admitted that Takizawa was her son.\Along with the dog, she disappeared again.\She's probably trying to hide away the secret of Takizawa's birth.\The NEETs who Takizawa gathered\run a co-op flea market at the shopping mall they consider a holy land along with the AKX20000.\Sadly, Takizawa hasn't appeared there for them.\Even though they resent the Air King, they wait every day for his return.\And, as for the old men who responded to his demand, response:	at first they followed Takizawa's demands and went to meet with the NEETs,
