context: Intro response:	Mwahaha.
context: I'm starving!\A pork bowl's fine with me.\Urushihara's one cheeky cunt.\What say we sell this console off?\It'll cover a bit of our living expenses.\Just how petty are you?\U don\U don response:	Udon?
context: A pork bowl's fine with me.\Urushihara's one cheeky cunt.\What say we sell this console off?\It'll cover a bit of our living expenses.\Just how petty are you?\U don\U don\Udon? response:	What a waste of time and effort that was.
context: Urushihara's one cheeky cunt.\What say we sell this console off?\It'll cover a bit of our living expenses.\Just how petty are you?\U don\U don\Udon?\What a waste of time and effort that was. response:	Huh?
context: What say we sell this console off?\It'll cover a bit of our living expenses.\Just how petty are you?\U don\U don\Udon?\What a waste of time and effort that was.\Huh? response:	Oh, Maou.
context: It'll cover a bit of our living expenses.\Just how petty are you?\U don\U don\Udon?\What a waste of time and effort that was.\Huh?\Oh, Maou. response:	I found that lying in...
context: Just how petty are you?\U don\U don\Udon?\What a waste of time and effort that was.\Huh?\Oh, Maou.\I found that lying in... response:	Maou?!
context: U don\U don\Udon?\What a waste of time and effort that was.\Huh?\Oh, Maou.\I found that lying in...\Maou?! response:	Get a hold of yourself, Maou!
context: U don\Udon?\What a waste of time and effort that was.\Huh?\Oh, Maou.\I found that lying in...\Maou?!\Get a hold of yourself, Maou! response:	Give it back!
context: Udon?\What a waste of time and effort that was.\Huh?\Oh, Maou.\I found that lying in...\Maou?!\Get a hold of yourself, Maou!\Give it back! response:	That's mine!
context: What a waste of time and effort that was.\Huh?\Oh, Maou.\I found that lying in...\Maou?!\Get a hold of yourself, Maou!\Give it back!\That's mine! response:	Keep the gaming to one hour a day.
context: Huh?\Oh, Maou.\I found that lying in...\Maou?!\Get a hold of yourself, Maou!\Give it back!\That's mine!\Keep the gaming to one hour a day. response:	Be grateful we didn't sell it off!
context: Oh, Maou.\I found that lying in...\Maou?!\Get a hold of yourself, Maou!\Give it back!\That's mine!\Keep the gaming to one hour a day.\Be grateful we didn't sell it off! response:	Huh?
context: I found that lying in...\Maou?!\Get a hold of yourself, Maou!\Give it back!\That's mine!\Keep the gaming to one hour a day.\Be grateful we didn't sell it off!\Huh? response:	Huh?
context: Maou?!\Get a hold of yourself, Maou!\Give it back!\That's mine!\Keep the gaming to one hour a day.\Be grateful we didn't sell it off!\Huh?\Huh? response:	Did someone move in?
context: Get a hold of yourself, Maou!\Give it back!\That's mine!\Keep the gaming to one hour a day.\Be grateful we didn't sell it off!\Huh?\Huh?\Did someone move in? response:	Look out!
context: Give it back!\That's mine!\Keep the gaming to one hour a day.\Be grateful we didn't sell it off!\Huh?\Huh?\Did someone move in?\Look out! response:	Y-You okay?
context: That's mine!\Keep the gaming to one hour a day.\Be grateful we didn't sell it off!\Huh?\Huh?\Did someone move in?\Look out!\Y-You okay? response:	Milord, are you okay?
context: Keep the gaming to one hour a day.\Be grateful we didn't sell it off!\Huh?\Huh?\Did someone move in?\Look out!\Y-You okay?\Milord, are you okay? response:	Well, no, she kinda fell down the stairs.
context: Be grateful we didn't sell it off!\Huh?\Huh?\Did someone move in?\Look out!\Y-You okay?\Milord, are you okay?\Well, no, she kinda fell down the stairs. response:	Unpreparedness is one's greatest enemy.
context: Huh?\Huh?\Did someone move in?\Look out!\Y-You okay?\Milord, are you okay?\Well, no, she kinda fell down the stairs.\Unpreparedness is one's greatest enemy. response:	What?
context: Huh?\Did someone move in?\Look out!\Y-You okay?\Milord, are you okay?\Well, no, she kinda fell down the stairs.\Unpreparedness is one's greatest enemy.\What? response:	ED
context: Did someone move in?\Look out!\Y-You okay?\Milord, are you okay?\Well, no, she kinda fell down the stairs.\Unpreparedness is one's greatest enemy.\What?\ED response:	Where in this silent sky does the sun rise?
context: Look out!\Y-You okay?\Milord, are you okay?\Well, no, she kinda fell down the stairs.\Unpreparedness is one's greatest enemy.\What?\ED\Where in this silent sky does the sun rise? response:	A promise I made while pretending to not see it
context: Y-You okay?\Milord, are you okay?\Well, no, she kinda fell down the stairs.\Unpreparedness is one's greatest enemy.\What?\ED\Where in this silent sky does the sun rise?\A promise I made while pretending to not see it response:	The moon that got ridiculed
context: Milord, are you okay?\Well, no, she kinda fell down the stairs.\Unpreparedness is one's greatest enemy.\What?\ED\Where in this silent sky does the sun rise?\A promise I made while pretending to not see it\The moon that got ridiculed response:	Will disappear towards the past
context: Well, no, she kinda fell down the stairs.\Unpreparedness is one's greatest enemy.\What?\ED\Where in this silent sky does the sun rise?\A promise I made while pretending to not see it\The moon that got ridiculed\Will disappear towards the past response:	Being a liar and a coward
context: Unpreparedness is one's greatest enemy.\What?\ED\Where in this silent sky does the sun rise?\A promise I made while pretending to not see it\The moon that got ridiculed\Will disappear towards the past\Being a liar and a coward response:	If I was at fault for everything
context: What?\ED\Where in this silent sky does the sun rise?\A promise I made while pretending to not see it\The moon that got ridiculed\Will disappear towards the past\Being a liar and a coward\If I was at fault for everything response:	Then our promise might only have been a fleeting dream
context: ED\Where in this silent sky does the sun rise?\A promise I made while pretending to not see it\The moon that got ridiculed\Will disappear towards the past\Being a liar and a coward\If I was at fault for everything\Then our promise might only have been a fleeting dream response:	I managed to hide it in the shadow of the moonlight
context: Where in this silent sky does the sun rise?\A promise I made while pretending to not see it\The moon that got ridiculed\Will disappear towards the past\Being a liar and a coward\If I was at fault for everything\Then our promise might only have been a fleeting dream\I managed to hide it in the shadow of the moonlight response:	But I was actually crying
context: A promise I made while pretending to not see it\The moon that got ridiculed\Will disappear towards the past\Being a liar and a coward\If I was at fault for everything\Then our promise might only have been a fleeting dream\I managed to hide it in the shadow of the moonlight\But I was actually crying response:	My tears won't flow anymore
context: The moon that got ridiculed\Will disappear towards the past\Being a liar and a coward\If I was at fault for everything\Then our promise might only have been a fleeting dream\I managed to hide it in the shadow of the moonlight\But I was actually crying\My tears won't flow anymore response:	They've dried up
