context: Jack response:	ED
context: ta\ku\sa\na\ku\shi\ta\We've lost so much response:	so
context: ku\sa\na\ku\shi\ta\We've lost so much\so response:	na
context: sa\na\ku\shi\ta\We've lost so much\so\na response:	ko
context: na\ku\shi\ta\We've lost so much\so\na\ko response:	to
context: ku\shi\ta\We've lost so much\so\na\ko\to response:	wa
context: shi\ta\We've lost so much\so\na\ko\to\wa response:	ki
context: ta\We've lost so much\so\na\ko\to\wa\ki response:	zu
context: We've lost so much\so\na\ko\to\wa\ki\zu response:	te
context: so\na\ko\to\wa\ki\zu\te response:	ru
context: na\ko\to\wa\ki\zu\te\ru response:	da
context: ko\to\wa\ki\zu\te\ru\da response:	I already know that, though
context: to\wa\ki\zu\te\ru\da\I already know that, though response:	sa
context: wa\ki\zu\te\ru\da\I already know that, though\sa response:	ke
context: ki\zu\te\ru\da\I already know that, though\sa\ke response:	bi
context: zu\te\ru\da\I already know that, though\sa\ke\bi response:	tsu
context: te\ru\da\I already know that, though\sa\ke\bi\tsu response:	zu
context: ru\da\I already know that, though\sa\ke\bi\tsu\zu response:	ke
context: da\I already know that, though\sa\ke\bi\tsu\zu\ke response:	ro
context: I already know that, though\sa\ke\bi\tsu\zu\ke\ro response:	mo
context: sa\ke\bi\tsu\zu\ke\ro\mo response:	ga
context: ke\bi\tsu\zu\ke\ro\mo\ga response:	ki
context: bi\tsu\zu\ke\ro\mo\ga\ki response:	tsu
context: tsu\zu\ke\ro\mo\ga\ki\tsu response:	zu
context: zu\ke\ro\mo\ga\ki\tsu\zu response:	ke
context: ke\ro\mo\ga\ki\tsu\zu\ke response:	ro
context: ro\mo\ga\ki\tsu\zu\ke\ro response:	Don't stop screaming, don't stop struggling
context: mo\ga\ki\tsu\zu\ke\ro\Don't stop screaming, don't stop struggling response:	da
context: ga\ki\tsu\zu\ke\ro\Don't stop screaming, don't stop struggling\da response:	re
context: ki\tsu\zu\ke\ro\Don't stop screaming, don't stop struggling\da\re response:	no
context: tsu\zu\ke\ro\Don't stop screaming, don't stop struggling\da\re\no response:	ta
context: zu\ke\ro\Don't stop screaming, don't stop struggling\da\re\no\ta response:	me
context: ke\ro\Don't stop screaming, don't stop struggling\da\re\no\ta\me response:	ni
context: ro\Don't stop screaming, don't stop struggling\da\re\no\ta\me\ni response:	na
context: Don't stop screaming, don't stop struggling\da\re\no\ta\me\ni\na response:	ka
context: da\re\no\ta\me\ni\na\ka response:	mou
context: re\no\ta\me\ni\na\ka\mou response:	da
context: no\ta\me\ni\na\ka\mou\da response:	rou?
context: ta\me\ni\na\ka\mou\da\rou? response:	You've done enough for others
context: me\ni\na\ka\mou\da\rou?\You've done enough for others response:	ma
context: ni\na\ka\mou\da\rou?\You've done enough for others\ma response:	da
context: na\ka\mou\da\rou?\You've done enough for others\ma\da response:	tsu
context: ka\mou\da\rou?\You've done enough for others\ma\da\tsu response:	ta
context: mou\da\rou?\You've done enough for others\ma\da\tsu\ta response:	ta
context: da\rou?\You've done enough for others\ma\da\tsu\ta\ta response:	ko
context: rou?\You've done enough for others\ma\da\tsu\ta\ta\ko response:	to
context: You've done enough for others\ma\da\tsu\ta\ta\ko\to response:	ga
context: ma\da\tsu\ta\ta\ko\to\ga response:	ru
context: da\tsu\ta\ta\ko\to\ga\ru response:	ma
context: tsu\ta\ta\ko\to\ga\ru\ma response:	da
context: ta\ta\ko\to\ga\ru\ma\da response:	ma
context: ta\ko\to\ga\ru\ma\da\ma response:	da
context: ko\to\ga\ru\ma\da\ma\da response:	ma
context: to\ga\ru\ma\da\ma\da\ma response:	da
context: ga\ru\ma\da\ma\da\ma\da response:	I still, still have something I haven't told you yet
context: ru\ma\da\ma\da\ma\da\I still, still have something I haven't told you yet response:	yu
context: ma\da\ma\da\ma\da\I still, still have something I haven't told you yet\yu response:	me
context: da\ma\da\ma\da\I still, still have something I haven't told you yet\yu\me response:	no
context: ma\da\ma\da\I still, still have something I haven't told you yet\yu\me\no response:	sa
context: da\ma\da\I still, still have something I haven't told you yet\yu\me\no\sa response:	ki
context: ma\da\I still, still have something I haven't told you yet\yu\me\no\sa\ki response:	ni
context: da\I still, still have something I haven't told you yet\yu\me\no\sa\ki\ni response:	wa
context: I still, still have something I haven't told you yet\yu\me\no\sa\ki\ni\wa response:	yu
context: yu\me\no\sa\ki\ni\wa\yu response:	me
context: me\no\sa\ki\ni\wa\yu\me response:	shi
context: no\sa\ki\ni\wa\yu\me\shi response:	ka
context: sa\ki\ni\wa\yu\me\shi\ka response:	na
context: ki\ni\wa\yu\me\shi\ka\na response:	Beyond each of my dreams lies yet another dream
context: ni\wa\yu\me\shi\ka\na\Beyond each of my dreams lies yet another dream response:	do
context: wa\yu\me\shi\ka\na\Beyond each of my dreams lies yet another dream\do response:	shi
context: yu\me\shi\ka\na\Beyond each of my dreams lies yet another dream\do\shi response:	te
context: me\shi\ka\na\Beyond each of my dreams lies yet another dream\do\shi\te response:	da
context: shi\ka\na\Beyond each of my dreams lies yet another dream\do\shi\te\da response:	ro...
context: ka\na\Beyond each of my dreams lies yet another dream\do\shi\te\da\ro... response:	tsu
context: na\Beyond each of my dreams lies yet another dream\do\shi\te\da\ro...\tsu response:	mo
context: Beyond each of my dreams lies yet another dream\do\shi\te\da\ro...\tsu\mo response:	so
context: do\shi\te\da\ro...\tsu\mo\so response:	sa
context: shi\te\da\ro...\tsu\mo\so\sa response:	chi
context: te\da\ro...\tsu\mo\so\sa\chi response:	ka
context: da\ro...\tsu\mo\so\sa\chi\ka response:	zu
context: ro...\tsu\mo\so\sa\chi\ka\zu response:	ku
context: tsu\mo\so\sa\chi\ka\zu\ku response:	ta
context: mo\so\sa\chi\ka\zu\ku\ta response:	bi
context: so\sa\chi\ka\zu\ku\ta\bi response:	ka
context: sa\chi\ka\zu\ku\ta\bi\ka response:	ra
context: chi\ka\zu\ku\ta\bi\ka\ra response:	ma
context: ka\zu\ku\ta\bi\ka\ra\ma response:	wa
context: zu\ku\ta\bi\ka\ra\ma\wa response:	ri
context: ku\ta\bi\ka\ra\ma\wa\ri response:	no
context: ta\bi\ka\ra\ma\wa\ri\no response:	yu
context: bi\ka\ra\ma\wa\ri\no\yu response:	me
context: ka\ra\ma\wa\ri\no\yu\me response:	ma
context: ra\ma\wa\ri\no\yu\me\ma response:	wo
context: ma\wa\ri\no\yu\me\ma\wo response:	mu
context: wa\ri\no\yu\me\ma\wo\mu response:	te
context: ri\no\yu\me\ma\wo\mu\te response:	shi
context: no\yu\me\ma\wo\mu\te\shi response:	ga
context: yu\me\ma\wo\mu\te\shi\ga response:	mi
context: me\ma\wo\mu\te\shi\ga\mi response:	tsu
context: ma\wo\mu\te\shi\ga\mi\tsu response:	te
context: wo\mu\te\shi\ga\mi\tsu\te response:	sou
context: mu\te\shi\ga\mi\tsu\te\sou response:	su
context: te\shi\ga\mi\tsu\te\sou\su response:	ko
context: shi\ga\mi\tsu\te\sou\su\ko response:	shi
context: ga\mi\tsu\te\sou\su\ko\shi response:	zu
context: mi\tsu\te\sou\su\ko\shi\zu response:	tsu
context: tsu\te\sou\su\ko\shi\zu\tsu response:	ya
context: te\sou\su\ko\shi\zu\tsu\ya response:	ku
context: sou\su\ko\shi\zu\tsu\ya\ku response:	so
context: su\ko\shi\zu\tsu\ya\ku\so response:	ku
context: ko\shi\zu\tsu\ya\ku\so\ku response:	no
context: shi\zu\tsu\ya\ku\so\ku\no response:	no
context: zu\tsu\ya\ku\so\ku\no\no response:	ba
context: tsu\ya\ku\so\ku\no\no\ba response:	sho
context: ya\ku\so\ku\no\no\ba\sho response:	he
context: ku\so\ku\no\no\ba\sho\he response:	to
context: so\ku\no\no\ba\sho\he\to response:	sa
context: ku\no\no\ba\sho\he\to\sa response:	sa
context: no\no\ba\sho\he\to\sa\sa response:	ai
context: no\ba\sho\he\to\sa\sa\ai response:	na
context: ba\sho\he\to\sa\sa\ai\na response:	ga
context: sho\he\to\sa\sa\ai\na\ga response:	ra
context: he\to\sa\sa\ai\na\ga\ra response:	ji
context: to\sa\sa\ai\na\ga\ra\ji response:	shi
context: sa\sa\ai\na\ga\ra\ji\shi response:	ga
context: sa\ai\na\ga\ra\ji\shi\ga response:	ta
context: ai\na\ga\ra\ji\shi\ga\ta response:	ri
context: na\ga\ra\ji\shi\ga\ta\ri response:	na
context: ga\ra\ji\shi\ga\ta\ri\na response:	to
context: ra\ji\shi\ga\ta\ri\na\to response:	ki
context: ji\shi\ga\ta\ri\na\to\ki response:	wa
context: shi\ga\ta\ri\na\to\ki\wa response:	mu
context: ga\ta\ri\na\to\ki\wa\mu response:	ne
context: ta\ri\na\to\ki\wa\mu\ne response:	ni
context: ri\na\to\ki\wa\mu\ne\ni response:	te
context: na\to\ki\wa\mu\ne\ni\te response:	wo
context: to\ki\wa\mu\ne\ni\te\wo response:	te
context: ki\wa\mu\ne\ni\te\wo\te response:	te
context: wa\mu\ne\ni\te\wo\te\te response:	bo
context: mu\ne\ni\te\wo\te\te\bo response:	ku
context: ne\ni\te\wo\te\te\bo\ku response:	ra
context: ni\te\wo\te\te\bo\ku\ra response:	ga
context: te\wo\te\te\bo\ku\ra\ga response:	tsu
context: wo\te\te\bo\ku\ra\ga\tsu response:	zu
context: te\te\bo\ku\ra\ga\tsu\zu response:	ta
context: te\bo\ku\ra\ga\tsu\zu\ta response:	pe
context: bo\ku\ra\ga\tsu\zu\ta\pe response:	ji
context: ku\ra\ga\tsu\zu\ta\pe\ji response:	yo
context: ra\ga\tsu\zu\ta\pe\ji\yo response:	mi
context: ga\tsu\zu\ta\pe\ji\yo\mi response:	ka
context: tsu\zu\ta\pe\ji\yo\mi\ka response:	so
context: zu\ta\pe\ji\yo\mi\ka\so response:	kyo
context: ta\pe\ji\yo\mi\ka\so\kyo response:	ma
context: pe\ji\yo\mi\ka\so\kyo\ma response:	de
context: ji\yo\mi\ka\so\kyo\ma\de response:	so
context: yo\mi\ka\so\kyo\ma\de\so response:	shi
context: mi\ka\so\kyo\ma\de\so\shi response:	te
context: ka\so\kyo\ma\de\so\shi\te response:	su
context: so\kyo\ma\de\so\shi\te\su response:	he
context: kyo\ma\de\so\shi\te\su\he response:	to
context: ma\de\so\shi\te\su\he\to response:	tsu
context: de\so\shi\te\su\he\to\tsu response:	zu
context: so\shi\te\su\he\to\tsu\zu response:	te
context: shi\te\su\he\to\tsu\zu\te response:	yu
context: te\su\he\to\tsu\zu\te\yu response:	ku
context: su\he\to\tsu\zu\te\yu\ku response:	no
context: he\to\tsu\zu\te\yu\ku\no response:	sa
context: to\tsu\zu\te\yu\ku\no\sa response:	ta
context: tsu\zu\te\yu\ku\no\sa\ta response:	se
context: zu\te\yu\ku\no\sa\ta\se response:	tsu
context: te\yu\ku\no\sa\ta\se\tsu response:	na
context: yu\ku\no\sa\ta\se\tsu\na response:	yu
context: ku\no\sa\ta\se\tsu\na\yu response:	me
context: no\sa\ta\se\tsu\na\yu\me response:	ga
context: sa\ta\se\tsu\na\yu\me\ga response:	ka
context: ta\se\tsu\na\yu\me\ga\ka response:	na
context: se\tsu\na\yu\me\ga\ka\na response:	so
context: tsu\na\yu\me\ga\ka\na\so response:	no
context: na\yu\me\ga\ka\na\so\no response:	hi
context: yu\me\ga\ka\na\so\no\hi response:	ma
context: me\ga\ka\na\so\no\hi\ma response:	de
context: ga\ka\na\so\no\hi\ma\de response:	ri
context: ka\na\so\no\hi\ma\de\ri response:	no
context: na\so\no\hi\ma\de\ri\no response:	ma
context: so\no\hi\ma\de\ri\no\ma response:	ma
context: no\hi\ma\de\ri\no\ma\ma response:	no
context: hi\ma\de\ri\no\ma\ma\no response:	bo
context: ma\de\ri\no\ma\ma\no\bo response:	ku
context: de\ri\no\ma\ma\no\bo\ku response:	ra
context: ri\no\ma\ma\no\bo\ku\ra response:	de
context: no\ma\ma\no\bo\ku\ra\de response:	zu
context: ma\ma\no\bo\ku\ra\de\zu response:	tto...
context: ma\no\bo\ku\ra\de\zu\tto... response:	Why, I wonder?
context: no\bo\ku\ra\de\zu\tto...\Why, I wonder? response:	Whenever I am close to fulfilling my goals, all effort becomes fruitless
