context: A journey from which you can never return. response:	Treasures that you can never again acquire.
context: Hey, Nanachi!\Hm?\I have something to ask of you.\Would you consider coming along with us?\Sure.\Really?!\Nanachi, I'm so happy! You're really okay with it?!\Yeah... response:	Nanachi!
context: Hm?\I have something to ask of you.\Would you consider coming along with us?\Sure.\Really?!\Nanachi, I'm so happy! You're really okay with it?!\Yeah...\Nanachi! response:	Ah, get off of me!
context: I have something to ask of you.\Would you consider coming along with us?\Sure.\Really?!\Nanachi, I'm so happy! You're really okay with it?!\Yeah...\Nanachi!\Ah, get off of me! response:	W-well... Mitty did take a real liking to you.
context: Would you consider coming along with us?\Sure.\Really?!\Nanachi, I'm so happy! You're really okay with it?!\Yeah...\Nanachi!\Ah, get off of me!\W-well... Mitty did take a real liking to you. response:	If I abandoned you midway through your journey, she'd be mad at me next time we meet.
context: Sure.\Really?!\Nanachi, I'm so happy! You're really okay with it?!\Yeah...\Nanachi!\Ah, get off of me!\W-well... Mitty did take a real liking to you.\If I abandoned you midway through your journey, she'd be mad at me next time we meet. response:	And you can't rely on just Reg alone, after all.
context: Really?!\Nanachi, I'm so happy! You're really okay with it?!\Yeah...\Nanachi!\Ah, get off of me!\W-well... Mitty did take a real liking to you.\If I abandoned you midway through your journey, she'd be mad at me next time we meet.\And you can't rely on just Reg alone, after all. response:	That's a good point.
context: Nanachi, I'm so happy! You're really okay with it?!\Yeah...\Nanachi!\Ah, get off of me!\W-well... Mitty did take a real liking to you.\If I abandoned you midway through your journey, she'd be mad at me next time we meet.\And you can't rely on just Reg alone, after all.\That's a good point. response:	Let's not forget that Riko's cooking is also really good, right?
context: Yeah...\Nanachi!\Ah, get off of me!\W-well... Mitty did take a real liking to you.\If I abandoned you midway through your journey, she'd be mad at me next time we meet.\And you can't rely on just Reg alone, after all.\That's a good point.\Let's not forget that Riko's cooking is also really good, right? response:	Well...
context: Nanachi!\Ah, get off of me!\W-well... Mitty did take a real liking to you.\If I abandoned you midway through your journey, she'd be mad at me next time we meet.\And you can't rely on just Reg alone, after all.\That's a good point.\Let's not forget that Riko's cooking is also really good, right?\Well... response:	What? What did you say?
context: Ah, get off of me!\W-well... Mitty did take a real liking to you.\If I abandoned you midway through your journey, she'd be mad at me next time we meet.\And you can't rely on just Reg alone, after all.\That's a good point.\Let's not forget that Riko's cooking is also really good, right?\Well...\What? What did you say? response:	That aside...
context: W-well... Mitty did take a real liking to you.\If I abandoned you midway through your journey, she'd be mad at me next time we meet.\And you can't rely on just Reg alone, after all.\That's a good point.\Let's not forget that Riko's cooking is also really good, right?\Well...\What? What did you say?\That aside... response:	Well, I'll tell you the full story in due time, but...
context: If I abandoned you midway through your journey, she'd be mad at me next time we meet.\And you can't rely on just Reg alone, after all.\That's a good point.\Let's not forget that Riko's cooking is also really good, right?\Well...\What? What did you say?\That aside...\Well, I'll tell you the full story in due time, but... response:	I came from the place that you're heading for.
context: And you can't rely on just Reg alone, after all.\That's a good point.\Let's not forget that Riko's cooking is also really good, right?\Well...\What? What did you say?\That aside...\Well, I'll tell you the full story in due time, but...\I came from the place that you're heading for. response:	You mean... the one you mentioned earlier?
context: That's a good point.\Let's not forget that Riko's cooking is also really good, right?\Well...\What? What did you say?\That aside...\Well, I'll tell you the full story in due time, but...\I came from the place that you're heading for.\You mean... the one you mentioned earlier? response:	I said, in due time.
context: Let's not forget that Riko's cooking is also really good, right?\Well...\What? What did you say?\That aside...\Well, I'll tell you the full story in due time, but...\I came from the place that you're heading for.\You mean... the one you mentioned earlier?\I said, in due time. response:	Well then!
context: Well...\What? What did you say?\That aside...\Well, I'll tell you the full story in due time, but...\I came from the place that you're heading for.\You mean... the one you mentioned earlier?\I said, in due time.\Well then! response:	Let's get started with the preparations.
context: What? What did you say?\That aside...\Well, I'll tell you the full story in due time, but...\I came from the place that you're heading for.\You mean... the one you mentioned earlier?\I said, in due time.\Well then!\Let's get started with the preparations. response:	We've got quite a lot to do.
context: That aside...\Well, I'll tell you the full story in due time, but...\I came from the place that you're heading for.\You mean... the one you mentioned earlier?\I said, in due time.\Well then!\Let's get started with the preparations.\We've got quite a lot to do. response:	Hey, you wanna get going as soon as we can, right?
context: Well, I'll tell you the full story in due time, but...\I came from the place that you're heading for.\You mean... the one you mentioned earlier?\I said, in due time.\Well then!\Let's get started with the preparations.\We've got quite a lot to do.\Hey, you wanna get going as soon as we can, right? response:	Yeah!
context: I came from the place that you're heading for.\You mean... the one you mentioned earlier?\I said, in due time.\Well then!\Let's get started with the preparations.\We've got quite a lot to do.\Hey, you wanna get going as soon as we can, right?\Yeah! response:	My mother is waiting for me, after all!
context: You mean... the one you mentioned earlier?\I said, in due time.\Well then!\Let's get started with the preparations.\We've got quite a lot to do.\Hey, you wanna get going as soon as we can, right?\Yeah!\My mother is waiting for me, after all! response:	Well then, shall we get going?
context: I said, in due time.\Well then!\Let's get started with the preparations.\We've got quite a lot to do.\Hey, you wanna get going as soon as we can, right?\Yeah!\My mother is waiting for me, after all!\Well then, shall we get going? response:	Yeah!
context: Well then!\Let's get started with the preparations.\We've got quite a lot to do.\Hey, you wanna get going as soon as we can, right?\Yeah!\My mother is waiting for me, after all!\Well then, shall we get going?\Yeah! response:	Nanachi!
context: Let's get started with the preparations.\We've got quite a lot to do.\Hey, you wanna get going as soon as we can, right?\Yeah!\My mother is waiting for me, after all!\Well then, shall we get going?\Yeah!\Nanachi! response:	Oh?
context: We've got quite a lot to do.\Hey, you wanna get going as soon as we can, right?\Yeah!\My mother is waiting for me, after all!\Well then, shall we get going?\Yeah!\Nanachi!\Oh? response:	I see her signature has disappeared...
context: Hey, you wanna get going as soon as we can, right?\Yeah!\My mother is waiting for me, after all!\Well then, shall we get going?\Yeah!\Nanachi!\Oh?\I see her signature has disappeared... response:	Congratulations, Nanachi...
context: Yeah!\My mother is waiting for me, after all!\Well then, shall we get going?\Yeah!\Nanachi!\Oh?\I see her signature has disappeared...\Congratulations, Nanachi... response:	You've finally managed to do it.
context: My mother is waiting for me, after all!\Well then, shall we get going?\Yeah!\Nanachi!\Oh?\I see her signature has disappeared...\Congratulations, Nanachi...\You've finally managed to do it. response:	I would like to express the extent of my gratitude to you.
context: Well then, shall we get going?\Yeah!\Nanachi!\Oh?\I see her signature has disappeared...\Congratulations, Nanachi...\You've finally managed to do it.\I would like to express the extent of my gratitude to you. response:	I would very much like to see you again...
