context: In those hectic days when we barely had time to sleep, response:	I had not realized the flaw in my plan.
context: REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF. but I didn't wanna spend it only on myself.\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF.\I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU.\I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU. I bought the acoustic guitar for the same reason,\I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU. but I could never become romantic enough to sing\I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU. where my voice would not reach you.\I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU.\SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK. response:	SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK. So from now on,
context: REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF.\I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU.\I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU. I bought the acoustic guitar for the same reason,\I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU. but I could never become romantic enough to sing\I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU. where my voice would not reach you.\I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU.\SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK.\SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK. So from now on, response:	SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK. I'll send you an email from time to time like I'm doing now.
context: I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU.\I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU. I bought the acoustic guitar for the same reason,\I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU. but I could never become romantic enough to sing\I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU. where my voice would not reach you.\I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU.\SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK.\SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK. So from now on,\SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK. I'll send you an email from time to time like I'm doing now. response:	SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK.
context: I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU. I bought the acoustic guitar for the same reason,\I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU. but I could never become romantic enough to sing\I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU. where my voice would not reach you.\I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU.\SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK.\SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK. So from now on,\SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK. I'll send you an email from time to time like I'm doing now.\SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK. response:	SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK. If you feel up to it, please write back.
context: I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU. but I could never become romantic enough to sing\I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU. where my voice would not reach you.\I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU.\SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK.\SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK. So from now on,\SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK. I'll send you an email from time to time like I'm doing now.\SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK.\SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK. If you feel up to it, please write back. response:	GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI
context: I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU. where my voice would not reach you.\I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU.\SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK.\SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK. So from now on,\SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK. I'll send you an email from time to time like I'm doing now.\SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK.\SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK. If you feel up to it, please write back.\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI response:	GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI Goodbye for now.
context: I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU.\SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK.\SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK. So from now on,\SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK. I'll send you an email from time to time like I'm doing now.\SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK.\SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK. If you feel up to it, please write back.\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI Goodbye for now. response:	GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI
context: SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK.\SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK. So from now on,\SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK. I'll send you an email from time to time like I'm doing now.\SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK.\SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK. If you feel up to it, please write back.\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI Goodbye for now.\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI response:	GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI We had fine weather today,
context: SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK. So from now on,\SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK. I'll send you an email from time to time like I'm doing now.\SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK.\SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK. If you feel up to it, please write back.\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI Goodbye for now.\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI We had fine weather today, response:	GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI
context: SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK. I'll send you an email from time to time like I'm doing now.\SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK.\SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK. If you feel up to it, please write back.\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI Goodbye for now.\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI We had fine weather today,\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI response:	GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI so I'm sure the sky will be full of stars tonight.
context: SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK.\SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK. If you feel up to it, please write back.\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI Goodbye for now.\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI We had fine weather today,\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI so I'm sure the sky will be full of stars tonight. response:	Oh, Mr. Illegal Lawyer.
context: SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK. If you feel up to it, please write back.\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI Goodbye for now.\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI We had fine weather today,\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI so I'm sure the sky will be full of stars tonight.\Oh, Mr. Illegal Lawyer. response:	What are you working on, hiding in the dark?
context: GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI Goodbye for now.\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI We had fine weather today,\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI so I'm sure the sky will be full of stars tonight.\Oh, Mr. Illegal Lawyer.\What are you working on, hiding in the dark? response:	Same goes for you.
context: GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI Goodbye for now.\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI We had fine weather today,\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI so I'm sure the sky will be full of stars tonight.\Oh, Mr. Illegal Lawyer.\What are you working on, hiding in the dark?\Same goes for you. response:	You shouldn't be walking outside alone in the middle of the night.
context: GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI We had fine weather today,\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI\GOODBYE FOR NOW. WE HAD FINE WEATHER TODAY SO I'M SURE THE SKY WILL BE FULL OF STARS TONIGHT. SHINICHI OKAZAKI so I'm sure the sky will be full of stars tonight.\Oh, Mr. Illegal Lawyer.\What are you working on, hiding in the dark?\Same goes for you.\You shouldn't be walking outside alone in the middle of the night. response:	It's dangerous.
