context: Hang in there! response:	Reach out your hand!
context: This will be as far as we go today.\So long!\Daemons, huh?\Master Tomoe, who in the world was that man?\A paltry matter. Ignore him.\We are going to the Grand Shrine.\I shall carry Nanami there.\Yes, sir. response:	What is this woman to you?
context: So long!\Daemons, huh?\Master Tomoe, who in the world was that man?\A paltry matter. Ignore him.\We are going to the Grand Shrine.\I shall carry Nanami there.\Yes, sir.\What is this woman to you? response:	Hey, can you hear me?
context: Daemons, huh?\Master Tomoe, who in the world was that man?\A paltry matter. Ignore him.\We are going to the Grand Shrine.\I shall carry Nanami there.\Yes, sir.\What is this woman to you?\Hey, can you hear me? response:	Master Tomoe? What is the matter?
context: Master Tomoe, who in the world was that man?\A paltry matter. Ignore him.\We are going to the Grand Shrine.\I shall carry Nanami there.\Yes, sir.\What is this woman to you?\Hey, can you hear me?\Master Tomoe? What is the matter? response:	Oh...
context: A paltry matter. Ignore him.\We are going to the Grand Shrine.\I shall carry Nanami there.\Yes, sir.\What is this woman to you?\Hey, can you hear me?\Master Tomoe? What is the matter?\Oh... response:	It is nothing.
context: We are going to the Grand Shrine.\I shall carry Nanami there.\Yes, sir.\What is this woman to you?\Hey, can you hear me?\Master Tomoe? What is the matter?\Oh...\It is nothing. response:	Hey, can you hear me?
context: I shall carry Nanami there.\Yes, sir.\What is this woman to you?\Hey, can you hear me?\Master Tomoe? What is the matter?\Oh...\It is nothing.\Hey, can you hear me? response:	That night, I was looking
context: Yes, sir.\What is this woman to you?\Hey, can you hear me?\Master Tomoe? What is the matter?\Oh...\It is nothing.\Hey, can you hear me?\That night, I was looking response:	at the fleeting remnants of the day
context: What is this woman to you?\Hey, can you hear me?\Master Tomoe? What is the matter?\Oh...\It is nothing.\Hey, can you hear me?\That night, I was looking\at the fleeting remnants of the day response:	The milky way spread across my vision
context: Hey, can you hear me?\Master Tomoe? What is the matter?\Oh...\It is nothing.\Hey, can you hear me?\That night, I was looking\at the fleeting remnants of the day\The milky way spread across my vision response:	It was very beautiful
context: Master Tomoe? What is the matter?\Oh...\It is nothing.\Hey, can you hear me?\That night, I was looking\at the fleeting remnants of the day\The milky way spread across my vision\It was very beautiful response:	Hey, can you hear me?
context: Oh...\It is nothing.\Hey, can you hear me?\That night, I was looking\at the fleeting remnants of the day\The milky way spread across my vision\It was very beautiful\Hey, can you hear me? response:	I don't think I can talk to other people about this
context: It is nothing.\Hey, can you hear me?\That night, I was looking\at the fleeting remnants of the day\The milky way spread across my vision\It was very beautiful\Hey, can you hear me?\I don't think I can talk to other people about this response:	I'll call up God, I think
context: Hey, can you hear me?\That night, I was looking\at the fleeting remnants of the day\The milky way spread across my vision\It was very beautiful\Hey, can you hear me?\I don't think I can talk to other people about this\I'll call up God, I think response:	If a new day hadn't begun
context: That night, I was looking\at the fleeting remnants of the day\The milky way spread across my vision\It was very beautiful\Hey, can you hear me?\I don't think I can talk to other people about this\I'll call up God, I think\If a new day hadn't begun response:	then yesterday's tomorrow would be today
context: at the fleeting remnants of the day\The milky way spread across my vision\It was very beautiful\Hey, can you hear me?\I don't think I can talk to other people about this\I'll call up God, I think\If a new day hadn't begun\then yesterday's tomorrow would be today response:	and yesterday would be the day before
context: The milky way spread across my vision\It was very beautiful\Hey, can you hear me?\I don't think I can talk to other people about this\I'll call up God, I think\If a new day hadn't begun\then yesterday's tomorrow would be today\and yesterday would be the day before response:	I'm waiting for you
context: It was very beautiful\Hey, can you hear me?\I don't think I can talk to other people about this\I'll call up God, I think\If a new day hadn't begun\then yesterday's tomorrow would be today\and yesterday would be the day before\I'm waiting for you response:	I'll stay here
context: Hey, can you hear me?\I don't think I can talk to other people about this\I'll call up God, I think\If a new day hadn't begun\then yesterday's tomorrow would be today\and yesterday would be the day before\I'm waiting for you\I'll stay here response:	The boat is stopped here
context: I don't think I can talk to other people about this\I'll call up God, I think\If a new day hadn't begun\then yesterday's tomorrow would be today\and yesterday would be the day before\I'm waiting for you\I'll stay here\The boat is stopped here response:	Preview
context: I'll call up God, I think\If a new day hadn't begun\then yesterday's tomorrow would be today\and yesterday would be the day before\I'm waiting for you\I'll stay here\The boat is stopped here\Preview response:	Preview
context: If a new day hadn't begun\then yesterday's tomorrow would be today\and yesterday would be the day before\I'm waiting for you\I'll stay here\The boat is stopped here\Preview\Preview response:	Nanami has returned!
context: then yesterday's tomorrow would be today\and yesterday would be the day before\I'm waiting for you\I'll stay here\The boat is stopped here\Preview\Preview\Nanami has returned! response:	Tomoe is back to being a spirit.
context: and yesterday would be the day before\I'm waiting for you\I'll stay here\The boat is stopped here\Preview\Preview\Nanami has returned!\Tomoe is back to being a spirit. response:	Oh, an invisible wall stands between them.
context: I'm waiting for you\I'll stay here\The boat is stopped here\Preview\Preview\Nanami has returned!\Tomoe is back to being a spirit.\Oh, an invisible wall stands between them. response:	If today weren't today
context: I'll stay here\The boat is stopped here\Preview\Preview\Nanami has returned!\Tomoe is back to being a spirit.\Oh, an invisible wall stands between them.\If today weren't today response:	Though it may divide them,
context: The boat is stopped here\Preview\Preview\Nanami has returned!\Tomoe is back to being a spirit.\Oh, an invisible wall stands between them.\If today weren't today\Though it may divide them, response:	and were that day instead, oh, that'd be nice
context: Preview\Preview\Nanami has returned!\Tomoe is back to being a spirit.\Oh, an invisible wall stands between them.\If today weren't today\Though it may divide them,\and were that day instead, oh, that'd be nice response:	this feeling is the one thing it cannot stop.
context: Preview\Nanami has returned!\Tomoe is back to being a spirit.\Oh, an invisible wall stands between them.\If today weren't today\Though it may divide them,\and were that day instead, oh, that'd be nice\this feeling is the one thing it cannot stop. response:	Next time, The God Makes Her Second Romantic Confession.
context: Nanami has returned!\Tomoe is back to being a spirit.\Oh, an invisible wall stands between them.\If today weren't today\Though it may divide them,\and were that day instead, oh, that'd be nice\this feeling is the one thing it cannot stop.\Next time, The God Makes Her Second Romantic Confession. response:	The God Makes Her Second Romantic Confession
context: Tomoe is back to being a spirit.\Oh, an invisible wall stands between them.\If today weren't today\Though it may divide them,\and were that day instead, oh, that'd be nice\this feeling is the one thing it cannot stop.\Next time, The God Makes Her Second Romantic Confession.\The God Makes Her Second Romantic Confession response:	The God Makes Her Second Romantic Confession
